"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"","0","0","","","","2016-08-05","1474-6190","University of Glasgow","Drouth","","","","The Drouth","2016","Journal Article/Review","1","2016","Editorial","10.1002/mrc.993","1.0"
"","0","0","","","","2016-08-05","1474-6190","University of Glasgow","Drouth","","","","The Drouth","2016","Journal Article/Review","0","2016","Displaying the contemporary: the revolution cannot take its cinema from the past but only from the future","","0"
"","0","0","","","","2016-08-10","","University of Glasgow","","","","","","2016","Conference Paper/Proceeding/Abstract","0","2016","Randomised Enumeration of Small Witnesses Using a Decision Oracle","10.1007/s00453-018-0404-y","1.0"
"","0","0","","","","2016-08-11","1103-3088","University of Glasgow","Young: The Nordic Journal of Youth Research","","","","SAGE Publications","2016","Journal Article/Review","0","2016","City as lens: (re)imagining youth in Glasgow and Hong Kong","","0"
"","0","0","","","","2016-08-11","0211-2159","University of Glasgow","PsicolÃ³gica","","","","Universitat de Valencia","2016","Journal Article/Review","0","2016","A discussion of alternatives for establishing empirical benchmarks for interpreting single-case effect sizes","","0"
"","0","0","","","","2016-08-11","1782-348X","University of Glasgow","Constructivist Foundations","CC BY","","","University of Vienna","2016","Journal Article/Review","0","2016","Truthful acting emerges through forward model development","10.1142/9789813226265_0046","0.8260869565217391"
"","0","0","","","","2016-08-11","1756-8293","University of Glasgow","International Journal of Micro Air Vehicles","","","","SAGE Publications","2016","Journal Article/Review","0","2016","A CFD based procedure for airspace integration of small unmanned aircraft within congested areas","10.1177/1756829316669957","0.9895833333333334"
"","0","0","","","","2016-08-12","1824-8039","University of Glasgow","Proceedings of Science","CC BY-NC-SA","","","","2016","Journal Article/Review","0","2015","Final results from the IDS-NF study","","0"
"","0","0","","","","2016-08-16","0170-8406","University of Glasgow","Organization Studies","","","","SAGE Publications","2016","Journal Article/Review","0","2016","Being an early-career CMS academic in the context of insecurity and â€˜excellenceâ€™: the dialectics of resistance and compliance","10.1177/0170840616685361","0.968503937007874"
"","0","0","","","","2016-08-16","","University of Glasgow","Conversation","CC BY-ND","","","The Conversation Trust","2016","Journal Article/Review","0","2016","Brexit: the view from EasternÂ Europe","","0"
"","0","0","","","","2016-08-16","","University of Glasgow","EGO: European History Online","CC BY-NC-ND","","","Universities of Trier and Mainz","2016","Journal Article/Review","0","2016","Alliances and treaties: co-operation in war and peace","","0"
"","0","0","","","","2016-08-22","","University of Glasgow","Conversation","CC BY-ND","","","The Conversation Trust","2016","Journal Article/Review","0","2016","Inside the pages of the oldest comic in the World","","0"
"","0","0","","","","2016-08-22","","University of Glasgow","Conversation","CC BY-ND","","","The Conversation Trust","2016","Journal Article/Review","0","2015","Instagram had a Medieval equivalentâ€”and itâ€™s making a comeback","","0"
"","0","0","","","","2016-09-02","1434-6060","University of Glasgow","European Physical Journal D","","","","EDP Sciences","2016","Journal Article/Review","0","2016","The information of high-dimensional time-bin encoded photons","10.1140/epjd/e2016-70357-4","1.0"
"","0","0","","","","2016-09-06","0094-243X","University of Glasgow","AIP Conference Proceedings","","","","AIP Publishing","2016","Journal Article/Review","0","2016","Scalable Solar Thermoelectrics and Photovoltaics (SUNTRAP)","10.1063/1.4962105","1.0"
"","0","0","","","","2016-09-07","","University of Glasgow","Conversation","CC BY-ND","","","The Conversation Trust","2016","Journal Article/Review","0","2016","The cynical thinking behind Hungaryâ€™s bizarre referendum","","0"
"","0","0","","","","2016-09-08","0094-243X","University of Glasgow","AIP Conference Proceedings","","","","AIP Publishing","2016","Journal Article/Review","0","2016","Indoor characterization of a reflective type 3D LCPV system","10.1063/1.4962070","1.0"
"","0","0","","","","2016-09-08","2045-5224","University of Glasgow","C21 Literature","","","","Open Library of Humanities","2016","Journal Article/Review","0","2016","Tiny jubilations: using photography in fiction","","0"
"","0","0","","","","2016-09-15","1364-5021","University of Glasgow","Proceedings of the Royal Society of London Series A: Mathematical, Physical and Engineering Sciences","","","","The Royal Society","2016","Journal Article/Review","0","2016","Chirality and the angular momentum of light","","0"
"","0","0","","","","2016-09-20","","University of Glasgow","Journal of Hepatology and Gastrointestinal Disorders","CC BY","","","OMICS Publishing Group","2016","Journal Article/Review","0","2016","Reprioritization of liver export protein synthesis in patients with decompensated alcoholic liver disease","","0"
"","0","0","","","","2016-09-21","2045-5224","University of Glasgow","C21 Literature","","","","Open Library of Humanities","2016","Journal Article/Review","0","2016","The poetry of civic nationalism: Jackie Kayâ€™s â€˜bronze head from Ifeâ€™ (2011)","10.16995/c21.23","0.87248322147651"
"","0","0","","","","2016-09-26","1875-3892","University of Glasgow","Physics Procedia","CC BY-NC-ND","","","Elsevier BV","2016","Journal Article/Review","0","2016","Development of an ultrasonic resonator for ballast water disinfection","10.1016/j.phpro.2016.12.016","1.0"
"","0","0","","","","2016-09-29","1751-8725","University of Glasgow","IET Microwaves, Antennas and Propagation","","","","Institution of Engineering and Technology","2016","Journal Article/Review","0","2016","Diced and grounded broadband bow-tie antenna with tuning stub for resonant tunnelling diode terahertz oscillators","10.1049/iet-map.2016.0395","1.0"
"","0","0","","","","2016-09-29","2398-5836","University of Glasgow","Journal of Applied Social Theory","CC BY-ND","","","Cristina Costa and Mark Murphy","2016","Journal Article/Review","0","2016","Introduction: Theorising digital scholarship","","0"
"","0","0","","","","2016-10-03","1549-8328","University of Glasgow","IEEE Transactions on Circuits and Systems I: Regular Papers","","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","2016","Device modelling for bendable piezoelectric FET-based touch sensing system","10.1109/tcsi.2016.2615108","1.0"
"","0","0","","","","2016-10-03","1742-6588","University of Glasgow","Journal of Physics: Conference Series","CC BY","","","IOP Publishing","2016","Journal Article/Review","0","2016","CFD code comparison for 2D airfoil flows","10.1088/1742-6596/753/8/082019","1.0"
"","0","0","","","","2016-10-04","2073-4409","University of Glasgow","Cells","","","","MDPI AG","2016","Journal Article/Review","0","2016","Segmental ageing underlies the development of a Parkinson phenotype in the AS/AGU rat","10.3390/cells5040038","0.9940828402366864"
"","0","0","","","","2016-10-06","1367-6261","University of Glasgow","Journal of Youth Studies","","","","Informa UK Limited","2016","Journal Article/Review","0","2016","The notorious gambling class: Patterns of gambling among young people in Denmark: a longitudinal qualitative study","10.1080/13676261.2016.1232480","0.8163265306122449"
"","0","0","","","","2016-10-10","1097-184X","University of Glasgow","Men and Masculinities","","","","SAGE Publications","2016","Journal Article/Review","0","2016","Theorizing black (African) transnational masculinities","10.1177/1097184x17694992","1.0"
"","0","0","","","","2016-10-11","0263 3957","University of Glasgow","Politics","","","","SAGE Publications","2016","Journal Article/Review","0","2016","Patterns in the politics of drugs and tobacco: The Supreme Court and issue attention by policymakers and the press","10.1177/0263395716679673","1.0"
"","0","0","","","","2016-10-11","0891-6640","University of Glasgow","Journal of Veterinary Internal Medicine","","","","American College of Veterinary Internal Medicine.","2016","Journal Article/Review","0","2016","Clinical features, imaging characteristics and long-term outcome of dogs with cranial meningocele or meningoencephalocele","10.1111/jvim.14638","0.9958847736625515"
"","0","0","","","","2016-10-12","1756-0500","University of Glasgow","BMC Research Notes","","","","Springer Nature","2016","Journal Article/Review","0","2016","The impact of life events on adult physical and mental health and well being: longitudinal analysis using the GoWell Health and Well-being Survey","10.1186/s13104-016-2278-x","0.993103448275862"
"","0","0","","","","2016-10-13","2044-6055","University of Glasgow","BMJ Open","","","","BMJ","2016","Journal Article/Review","0","2016","Now I care: a qualitative study of how overweight adolescents managed their weight in the transition to  adulthood","10.1136/bmjopen-2015-010774","0.9868995633187773"
"","0","0","","","","2016-10-14","0022-1112","University of Glasgow","Journal of Fish Biology","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","Do method and species lifestyle affect measures of maximum metabolic rate in fish?","10.1111/jfb.13195","0.9879518072289156"
"","0","0","","","","2016-10-14","1433-7851","University of Glasgow","Angewandte Chemie (International Edition)","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","Sizing and magic numbers of macrocyclic {Pd84} and {Pd72} clusters discovered by chromatography and mass spectrometry","","0"
"","0","0","","","","2016-10-17","0022-0981","University of Glasgow","Journal of Experimental Marine Biology and Ecology","","","","Elsevier BV","2016","Journal Article/Review","0","2016","Identifying the consequences of ocean sprawl for sedimentary habitats","10.1016/j.jembe.2017.01.020","1.0"
"","0","0","","","","2016-10-19","1729-8806","University of Glasgow","International Journal of Advanced Robotic Systems","CC BY","","","InTech","2016","Journal Article/Review","0","2016","Autonomous navigation with constrained consistency for C-Ranger","10.5772/58582","1.0"
"","0","0","","","","2016-10-19","0195-668X","University of Glasgow","European Heart Journal","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","2016","Associations between single and multiple cardiometabolic diseases and cognitive abilities in 474,129 UK Biobank participants","10.1093/eurheartj/ehw528","0.9919354838709677"
"","0","0","","","","2016-10-19","1471-2407","University of Glasgow","BMC Cancer","CC BY","","","Springer Nature","2016","Journal Article/Review","0","2016","Phase II study of TP300 in patients with advanced gastric or gastro-oesophageal junction adenocarcinoma","10.1186/s12885-016-2828-6","1.0"
"","0","0","","","","2016-10-19","0020-2754","University of Glasgow","Transactions of the Institute of British Geographers","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","Missing women: policing absence","10.1111/tran.12160","1.0"
"","0","0","","","","2016-10-21","0066-4812","University of Glasgow","Antipode: A Radical Journal of Geography","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","The Great War of Enclosure: Securing the Skies","10.1111/anti.12309","1.0"
"","0","0","","","","2016-10-24","1741-7007","University of Glasgow","BMC Biology","","","","Springer Nature","2016","Journal Article/Review","0","2016","Toxoplasma relies upon high-speed myosinA motor to spatio-temporally restrict host cell membrane dynamics and compressive forces during cell invasion","","0"
"","0","0","","","","2016-10-25","1068-9265","University of Glasgow","Annals of Surgical Oncology","","","","Springer Nature","2016","Journal Article/Review","0","2016","A post-operative systemic inflammation score predicts short and long term outcomes in patients undergoing surgery for colorectal cancer","10.1245/s10434-016-5659-4","0.9851851851851852"
"","0","0","","","","2016-10-25","1523-3782","University of Glasgow","Current Cardiology Reports","","","","Springer Nature","2016","Journal Article/Review","0","2016","Glycaemic effects of non-statin lipid-lowering therapies","10.1007/s11886-016-0795-9","1.0"
"","0","0","","","","2016-10-31","2321-8991","University of Glasgow","International Journal of Advances in Science, Engineering and Technology","","","","Institute of Research and Journals","2016","Journal Article/Review","0","2016","Advanced kinetic modelling of biomass gasification based on optimum height of the reduction zone","","0"
"","0","0","","","","2016-11-02","0309-1325","University of Glasgow","Progress in Human Geography","","","","SAGE Publications","2016","Journal Article/Review","0","2016","â€˜Healthy debateâ€™ and â€˜healthy fermentâ€™: Medical and health geographies","","0"
"","0","0","","","","2016-11-07","0300-5771","University of Glasgow","International Journal of Epidemiology","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","2016","Lifecourse models: improving interpretation by consideration of total effects","10.1093/ije/dyw329","0.9935483870967742"
"","0","0","","","","2016-11-09","2058-8585","University of Glasgow","Flexible and Printed Electronics","","","","IOP Publishing","2016","Journal Article/Review","0","2016","Printable stretchable interconnects","10.1088/2058-8585/aa5ab2","1.0"
"","0","0","","","","2016-11-09","1478-9299","University of Glasgow","Political Studies Review","","","","SAGE Publications","2016","Journal Article/Review","0","2016","The three waves of anti-austerity protest in Greece, 2010-2015","10.1177/1478929916685728","0.9838709677419355"
"","0","0","","","","2016-11-09","0962-9343","University of Glasgow","Quality of Life Research","","","","Springer Nature","2016","Journal Article/Review","0","2016","Education as a predictor of psychological well-being after bereavement: a population based record linkage study","","0"
"","0","0","","","","2016-11-11","2168-9792","University of Glasgow","Journal of Aeronautics and Aerospace Engineering","CC BY","","","OMICS Publishing Group","2016","Journal Article/Review","0","2016","Fuel leak detection on large transport airplanes","10.4172/2168-9792.1000174","1.0"
"","0","0","","","","2016-11-11","1530-437X","University of Glasgow","IEEE Sensors Journal","","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","2016","A colorimetric CMOS-based platform for rapid total serum cholesterol quantification","10.1109/jsen.2016.2629018","1.0"
"","0","0","","","","2016-11-11","2044-6055","University of Glasgow","BMJ Open","","","","BMJ","2016","Journal Article/Review","0","2016","Diagnostic and prognostic biomarkers in the rational assessment of mesothelioma (DIAPHRAGM) study: protocol of a prospective, multi-centre, observational study","10.1136/bmjopen-2016-013324","0.9968454258675079"
"","0","0","","","","2016-11-16","1468-5248","University of Glasgow","Journal of Turbulence","","","","Informa UK Limited","2016","Journal Article/Review","0","2016","Surface correlations of hydrodynamic drag for transitionally rough engineering surfaces","10.1080/14685248.2016.1258119","1.0"
"","0","0","","","","2016-11-21","2168-9792","University of Glasgow","Journal of Aeronautics and Aerospace Engineering","","","","OMICS Publishing Group","2016","Journal Article/Review","0","2016","Cargo compartment fire extinguishing system","10.4172/2168-9792.1000178","1.0"
"","0","0","","","","2016-11-21","1949-2553","University of Glasgow","Oncotarget","","","","Impact Journals, LLC","2016","Journal Article/Review","0","2016","Androgen receptor phosphorylation status at serine 578 predicts poor outcome in prostate cancer patients","10.18632/oncotarget.13608","1.0"
"","0","0","","","","2016-11-21","1812-9129","University of Glasgow","International Journal of Teaching and Learning in Higher Education","","","","International Society for Exploring Teaching and Learning","2016","Journal Article/Review","0","2016","The essay as a lens on transition to university: student and staff perceptions of essay writing","","0"
"","0","0","","","","2016-11-28","2040-7939","University of Glasgow","International Journal for Numerical Methods in Biomedical Engineering","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","Modelling mitral valvular dynamics: current trend and future directions","10.1002/cnm.2858","0.9787234042553191"
"","0","0","","","","2016-11-29","0959-6836","University of Glasgow","Holocene","","","","SAGE Publications","2016","Journal Article/Review","0","2016","Very low inheritance in cosmogenic surface exposure ages of glacial deposits: a field experiment from two Norwegian glacier forelands","10.1177/0959683616687387","1.0"
"","0","0","","","","2016-11-29","1070-664X","University of Glasgow","Physics of Plasmas","","","","AIP Publishing","2016","Journal Article/Review","0","2016","Modelling nonlinear electrostatic oscillations in plasmas","10.1063/1.4968520","1.0"
"","0","0","","","","2016-12-01","2051-817X","University of Glasgow","Physiological Reports","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","A comparison of substrate oxidation during prolonged exercise in men at terrestrial altitudeand normobaric normoxia following the co-ingestion of 13C glucose and 13C fructose","10.14814/phy2.13101","0.8199052132701422"
"","0","0","","","","2016-12-02","0267-8179","University of Glasgow","Journal of Quaternary Science","","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","New age constraints for the limit of the British-Irish Ice Sheet on the Isles of Scilly","10.1002/jqs.2922","1.0"
"","0","0","","","","2016-12-02","0264-9381","University of Glasgow","Classical and Quantum Gravity","","","","IOP Publishing","2016","Journal Article/Review","0","2016","Candidates for a possible third-generation gravitational wave detector: comparison of ring-Sagnac and sloshing-Sagnac speedmeter interferometers","10.1088/1361-6382/34/2/024001","1.0"
"","0","0","","","","2016-12-02","1073-7928","University of Glasgow","International Mathematics Research Notices","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","2016","V-systems, holonomy Lie algebras and logarithmic vector fields","10.1093/imrn/rnw289","0.9538461538461539"
"","0","0","","","","2016-12-02","0301-7257","University of Glasgow","Byron Journal","","","","Liverpool University Press","2016","Journal Article/Review","0","2017","â€˜Difficult to imitate and impossible to equalâ€™:  Byron, Burns, Moore and the packaging of national song","10.3828/bj.2017.18","0.9569377990430622"
"","0","0","","","","2016-12-06","1741-6590","University of Glasgow","Crime, Media, Culture","","","","SAGE Publications","2016","Journal Article/Review","0","2016","The second life of Kowloon walled city: crime, consumerism and cultural memory","10.1177/1741659017703681","0.9333333333333333"
"","0","0","","","","2016-12-06","0143-005X","University of Glasgow","Journal of Epidemiology and Community Health","","","","BMJ","2016","Journal Article/Review","0","2016","Visualising and quantifying 'excess deaths' in Scotland compared with the rest of the UK and the rest of Western Europe","10.1136/jech-2016-207379","0.9831932773109243"
"","0","0","","","","2016-12-06","1474-7758","University of Glasgow","Practical Neurology","","","","BMJ","2016","Journal Article/Review","0","2016","A 50 year old with a rapid neuropsychiatric deterioration and choreaform movements","10.1136/practneurol-2016-001481","0.9506172839506173"
"","0","0","","","","2016-12-06","0146-9592","University of Glasgow","Optics Letters","","","","Optical Society of America","2016","Journal Article/Review","0","2016","High-extinction ratio integrated photonic filters for silicon quantum photonics","10.1364/ol.42.000815","1.0"
"","0","0","","","","2016-12-06","0008-6495","University of Glasgow","Caribbean Quarterly","","","","Informa UK Limited","2016","Journal Article/Review","0","2016","Writing the Haitian Earthquake and creating archives","10.1080/00086495.2016.1260279","1.0"
"","0","0","","","","2016-12-07","2190-5525","University of Glasgow","Applied Petrochemical Research","","","","Springer Nature","2016","Journal Article/Review","0","2016","Catalytic upgrading of refinery cracked products by trans-hydrogenation: a review","10.1007/s13203-016-0173-y","1.0"
"","0","0","","","","2016-12-12","0966-8136","University of Glasgow","Europe-Asia Studies","","","","Informa UK Limited","2016","Journal Article/Review","0","2016","Economic inequality and political stability in Russia and China","10.1080/09668136.2016.1270580","1.0"
"","0","0","","","","2016-12-14","2045-2322","University of Glasgow","Scientific Reports","","","","Springer Nature","2016","Journal Article/Review","0","2016","The transmission potential of malaria-infected mosquitoes (An. gambiae Keele, An. arabiensis Ifakara) is altered by the type of vertebrate blood they consume during parasite development","10.1038/srep40520","0.947945205479452"
"","0","0","","","","2016-12-15","0306-5456","University of Glasgow","British Journal of Obstetrics and Gynaecology","","","","Wiley-Blackwell","2016","Journal Article/Review","1","2016","Painful sex (dyspareunia) in women: Prevalence and associated factors in a British population probability survey","10.1111/1471-0528.14518","1.0"
"","0","0","","","","2016-12-16","0163-7525","University of Glasgow","Annual Review of Public Health","","","","Annual Reviews","2016","Journal Article/Review","0","2016","Natural experiments: An overview of methods, approaches, and contributions to public health intervention research","10.1146/annurev-publhealth-031816-044327","1.0"
"","0","0","","","","2016-12-19","2069-0533","University of Glasgow","Logos and Episteme","","","","Institute for Economic and Social Research of The Romanian Academy.","2016","Journal Article/Review","0","2016","A new response to the new evil demon problem","10.5840/logos-episteme2017812","1.0"
"","0","0","","","","2016-12-20","0307-904X","University of Glasgow","Applied Mathematical Modelling","","","","Elsevier BV","2016","Journal Article/Review","0","2016","Stochastic multi-scale finite element based reliability analysis for laminated composite structures","10.1016/j.apm.2016.12.005","1.0"
"","0","0","","","","2016-12-20","0012-821X","University of Glasgow","Earth and Planetary Science Letters","","","","Elsevier BV","2016","Journal Article/Review","0","2016","Evidence for an impact-induced biosphere from the Î´34S signature of sulphides in the Rochechouart impact structure, France","10.1016/j.epsl.2016.12.023","0.9758064516129032"
"","0","0","","","","2016-12-20","2045-2322","University of Glasgow","Scientific Reports","","","","Springer Nature","2016","Journal Article/Review","0","2016","Using the MitoB method to assess levels of reactive oxygen species in ecological studies of oxidative stress","10.1038/srep41228","1.0"
"","0","0","","","","2016-12-21","0022-538X","University of Glasgow","Journal of Virology","","","","American Society for Microbiology","2016","Journal Article/Review","0","2016","Cellular barriers to infection of human cells by feline leukemia virus: insights into resistance to zoonosis","10.1128/jvi.02119-16","0.9565217391304348"
"","0","0","","","","2016-12-22","0031-9007","University of Glasgow","Physical Review Letters","","","","American Physical Society (APS)","2016","Journal Article/Review","0","2016","Will a decaying atom feel a friction force?","10.1103/physrevlett.118.053601","1.0"
"","0","0","","","","2016-12-23","1386-923X","University of Glasgow","Algebras and Representation Theory","","","","Springer Nature","2016","Journal Article/Review","0","2016","The nodal cubic is a quantum homogeneous space","10.1007/s10468-016-9658-8","1.0"
"0","0","0","GBP","","","","","University of Oxford","Journal of Magnetic Resonance Imaging","","","","Wiley-Blackwell","2016","","0","","Temporal accumulation and localization of isoflurane in the C57BL/6 mouse and assessment of its potential contamination in 19F MRI with perfluoro-crown ether-labeled cardiac progenitor cells at 9.4T","10.1002/jmri.25564","0.9800995024875622"
"","0","0","","","","","2162-3279","University of Oxford","Brain and Behavior","","","","Wiley-Blackwell","2016","","0","","Reduced Resting State Functional Connectivity in Current and Recovered Restrictive Anorexia Nervosa","10.3389/fpsyt.2017.00030","0.98989898989899"
"","0","0","","","","","1477-0520","University of Oxford","Organic and Biomolecular Chemistry","","","","Royal Society of Chemistry (RSC)","2016","","0","2016","Homogeneous rhodium(I)-catalysis in de novo heterocycle syntheses","10.1039/c6ob00835f","1.0"
"","0","0","","","","","0924-090X","University of Oxford","Nonlinear Dynamics","","","","Springer Nature","2016","","0","","Reduction of dimension for nonlinear dynamical systems","10.1007/s11071-016-3272-5","1.0"
"","","","","","","2016-03-08","","Cardiff University"," ","","","","Cambridge University Press (CUP)","2016","Journal Article/Review","0","","Ceramics and coastal communities in medieval (12th-14th century) Europe: Negotiating identity in England's Channel ports","10.1017/eaa.2016.3","0.9236947791164659"
"","","","","","","2016-05-17","0079-4848","Cardiff University","Praehistorische Zeitschrift","","","","Walter de Gruyter GmbH","2016","Journal Article/Review","0","","Die Zeit der großen Gräben: Modelle zur Chronologie des Michelsberger Fundplatzes von Heilbronn-Klingenberg „Schlossberg“, Stadtkreis Heilbronn, Baden-Württemberg","10.1515/pz-2016-0022","1.0"
"","","","","","","2016-07-06","1940-087X","Cardiff University","Journal of Visualized experiments","","","","MyJove Corporation","2016","Journal Article/Review","1","","Using X-ray crystallography, biophysics and functional assays to determine the mechanisms governing T cell receptor recognition of cancer antigens","10.3791/54991","0.9897610921501706"
"","","","","","","2016-08-31","1363-4593","Cardiff University","Health","","","","SAGE Publications","2016","Journal Article/Review","0","","Social Ecology of Resilience and Sumud of Palestinians. ","10.1177/1363459316677624","0.9818181818181818"
"","","","","","","2016-10-13","1472-6785","Cardiff University","BMC Ecology","","","","Springer Nature","2016","Journal Article/Review","0","","BioVeL: A virtual laboratory for data analysis and modelling in biodiversity science and ecology.","10.1186/s12898-016-0103-y","0.9948186528497409"
"","","","","","","2016-10-17","1387-2877","Cardiff University","Journal of Alzheimer's Disease","","","","IOS Press","2016","Journal Article/Review","0","","The correlation between inflammatory biomarkers and polygenic risk score in Alzheimer’s Disease","10.3233/jad-160889","0.9894736842105263"
"","","","","","","2016-10-19","0038-0261","Cardiff University","Sociological Review","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","Performing the micro-social: using theatre to debate research findings on everyday life, health and wellbeing","","0"
"","","","","","","2016-10-20","0028-3878","Cardiff University","Neurology","","","","Ovid Technologies (Wolters Kluwer Health)","2016","Journal Article/Review","0","","Rescue of severe brain and cervical cord IRIS by restarting natalizumab in pregnant MS patient","10.1212/wnl.0000000000003604","0.9894736842105263"
"","","","","","","2016-10-25","0271-678X","Cardiff University","Journal of Cerebral Blood Flow and Metabolism","","","","SAGE Publications","2016","Journal Article/Review","0","","Lickometry: a novel and sensitive method for assessing functional deficits in rats after stroke","10.1177/0271678x16684141","1.0"
"","","","","","","2016-10-31","1471-2288","Cardiff University","BMC Research Methodology","","","","Springer Nature","2016","Journal Article/Review","0","","Provisional title: A Practical Guide to Integrating Quantitative and Qualitative Systematic Review Methods","","0"
"","","","","","","2016-10-31","1750-1172","Cardiff University","Orphanet Journal of Rare Diseases","","","","Springer Nature","2016","Journal Article/Review","0","","Insights into rare diseases from social media surveys","10.1186/s13023-016-0532-x","1.0"
"","","","","","","2016-11-22","1866-1947","Cardiff University","Journal of Neurodevelopmental Disorders ","","","","Springer Nature","2016","Journal Article/Review","0","","Attention Deficit Hyperactivity Disorder (ADHD) in phenotypically-similar neurogenetic conditions: Turner syndrome and the RASopathies","10.1186/s11689-017-9205-x","0.9925373134328358"
"","","","","","","2016-11-22","1752-1947","Cardiff University","Journal of Medical Case Reports","","","","Springer Nature","2016","Journal Article/Review","0","","X-linked ichthyosis associated with psychosis and behavioral abnormalities","10.1186/s13256-017-1420-2","0.9079754601226994"
"","","","","","","2016-11-22","1471-2288","Cardiff University","BMC Medical Research Methodology","","","","Springer Nature","2016","Journal Article/Review","0","","Sexual Health questions included in the Health Behaviour in School-aged Children (HBSC) study: An international methodological pilot investigation","10.1186/s12874-016-0270-8","1.0"
"","","","","","","2016-11-30","1756-6606","Cardiff University","Molecular Brain","","","","Springer Nature","2016","Journal Article/Review","0","","increase alternate splicing of Htr2C in a mouse model for Prader-Willi syndrome leads to disruption of 5HT2C receptor mediated appetite","10.1186/s13041-016-0277-4","0.9850746268656716"
"","","","","","","2016-12-05","0184-7678","Cardiff University","Cahiers Élisabéthains: A Journal of English Renaissance Studies","","","","SAGE Publications","2016","Journal Article/Review","0","","‘Nature’s fragile vessel’: Rethinking approaches to material culture in literature","","0"
"","","","","","","2016-12-06","2332-7812","Cardiff University","Neurology: Neuroimmunology & Neuroinflammation","","","","Ovid Technologies (Wolters Kluwer Health)","2016","Journal Article/Review","0","","An observational study of alemtuzumab following fingolimod for multiple sclerosis","10.1212/nxi.0000000000000320","1.0"
"","","","","","","2016-12-07","0141-1926","Cardiff University","British Educational Research Journal ","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","The consequences of being labelled ‘looked-after’: Exploring the educational experiences of looked-after children and young people in Wales","10.1002/berj.3283","1.0"
"","","","","","","2016-12-09","0020-7462","Cardiff University","International Journal of Non-Linear Mechanics  ","","","","Elsevier BV","2016","Journal Article/Review","0","","Hyperelastic bodies under homogeneous Cauchy stress induced by non-homogeneous finite deformations","10.1016/j.ijnonlinmec.2016.12.003","1.0"
"","","","","","","2016-12-12","1053-8119","Cardiff University","NeuroImage","","","","Elsevier BV","2016","Journal Article/Review","0","","Potential pitfalls when denoising resting state fMRI data using nuisance regression","10.1016/j.neuroimage.2016.12.027","1.0"
"","","","","","","2016-12-12","2211-1247","Cardiff University","Cell Reports","","","","Elsevier BV","2016","Journal Article/Review","0","","Stability and plasticity of contextual modulation in the mouse visual cortex","10.1101/069880","1.0"
"","","","","","","2016-12-20","0376-0421","Cardiff University","Progress in Aerospace Sciences","","","","Elsevier BV","2016","Journal Article/Review","0","","A new methodology for automating acoustic emission detection of metallic fatigue fractures in highly demanding aerospace environments: An Overview","10.1016/j.paerosci.2016.11.003","1.0"
"","","","","","","2016-12-21","0018-9480","Cardiff University","IEEE Transactions on Microwave Theory and Techniques","CC BY","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","","Dual Mode Microwave Microfluidic Sensor for Temperature Variant Liquid Characterization","10.1109/tmtt.2016.2647249","1.0"
"","","","","","","2016-12-21","0929-1199","Cardiff University","Journal of Corporate Finance","","","","Elsevier BV","2016","Journal Article/Review","0","","The impact of board gender composition on dividend payouts","10.1016/j.jcorpfin.2017.01.001","1.0"
"","","","","","","2016-12-22","2162-3279","Cardiff University","Brain and Behavior","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","A genetic variant within STS previously associated with inattention in boys with Attention Deficit Hyperactivity Disorder is associated with enhanced cognition in healthy adult males","10.1002/brb3.646","0.994475138121547"
"","","","","","","","1932-8036","Goldsmiths","International Journal of Communication","CC BY-NC-ND","","","University of Southern California, Annenberg School for Communication & Journalism","2016","Journal Article/Review","0","2015","Finding a Voice Through Humanitarian Technologies? Communication Technologies and Participation in Disaster Recovery","","0"
"","","","","","","","n/a","Goldsmiths","Proceedings of the International Society for Music Information Retrieval Conference (ISMIR 2015)","CC BY-NC","","","","2016","Conference Paper/Proceeding/Abstract","0","2015","A toolkit for live annotation of opera performance: Experiences capturing Wagner's Ring Cycle","","0"
"","","","","","","","n/a","Goldsmiths","","CC BY-NC","","","","2016","Conference Paper/Proceeding/Abstract","0","2015","Emotional and Functional Challenge in Core and Avant-garde Games'","10.1145/2793107.2793147","0.9922480620155039"
