Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
University of Cambridge,06/03/2015,J P Luzio,Cambridge Institute for Medical Research,,,10.1111/tra.12283,,Wiley-Blackwell,Traffic,,,Recruitment of VPS33A to HOPS by VPS16 Is Required for Lysosome Fusion with Endosomes and Autophagosomes,30/04/2015,RCUK,COAF,,,,,,,,25/03/2015,,,,GBP,2410.28,,,,,1205.15,1205.13,CC BY,Yes,Yes,
University of Cambridge,17/07/2015,N.C. Greenham,Department of Physics,,,,,Wiley-Blackwell,Advanced Functional Materials,,,Tuneable Singlet Exciton Fission and Triplet-Triplet Annihilation in an Orthogonal Pentacene Dimer,,RCUK,,,,,,,,,,,,,GBP,3071.61,,,,,,3071.61,,,,
University of Cambridge,07/08/2015,,Department of Materials Science and Metallurgy,,,,,Wiley-Blackwell,Advanced Functional Materials,,,Fragile-to-Strong Crossover in Supercooled Liquid Ag-In-Sb-Te Studied by Ultrafast Calorimetry,,RCUK,,,,,,,,,,,,,GBP,,,,,,,,,,,Not yet invoiced
University of Cambridge,22/09/2015,,Department of Physics,,,,,Wiley-Blackwell,Advanced Functional Materials,,,3D nanostructured conjugated polymers for optical applications,,RCUK,,,,,,,,,,,,,GBP,,,,,,,,,,,
University of Cambridge,30/07/2015,,Department of Chemistry,,,,,Wiley-Blackwell,Advanced Materials,,,Microscopic mechanism of doping-induced kinetically-constrained crystallization in phase-change materials,,RCUK,,,,,,,,,,,,,GBP,,,,,,,,,,,Not yet invoiced
University of Cambridge,25/09/2015,,Department of Physics,,,,,Wiley-Blackwell,Advanced Materials,,,Capillary-Force-Assisted Optical Tuning of Coupled Plasmons,,RCUK,,,,,,,,,,,,,GBP,,,,,,,,,,,
University of Cambridge,28/08/2015,,Department of Physics,,,,,Wiley-Blackwell,Advanced Science,,,Local versus long-range diffusion effects of photoexcited states on radiative recombination in organic-inorganic lead halide perovskites,,RCUK,,,,,,,,,,,,,GBP,,,,,,,,,,,Not yet invoiced
University of Cambridge,09/01/2015,,Department of Biochemistry,,,,,Wiley-Blackwell,Angewandte Chemie International Edition,,,A novel pyran synthase in salinomycin biosynthesis,,RCUK,,,,,,,,,,,,,GBP,2591.72,,,,,,2591.72,,,,
University of Cambridge,17/08/2015,,Department of Chemistry,,,,,Wiley-Blackwell,Angewandte Chemie International Edition,,,Turning cucurbit[8]uril into a supramolecular nanoreactor for asymmetric catalysis,,RCUK,,,,,,,,,,,,,GBP,2584.26,,,,,,2584.26,,,,
University of Cambridge,13/07/2015,,Department of Chemistry,,,,,Wiley-Blackwell,Angewandte Chemie International Edition,,,"Copper-Catalyzed Oxy-Alkenylation of Homoallylic Alcohols to Generate Functional syn-1,3-Diol Derivatives",,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,13/07/2015,,Department of Chemistry,,,,,Wiley-Blackwell,Angewandte Chemie International Edition,,,A concise and scalable strategy for the total synthesis of dictyodendrin B based on sequential C‰ÛÒH functionalization.,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,30/07/2015,Danielle Daft,Department of Clinical Neurosciences,,,,,Wiley-Blackwell,Annals of Neurology,,,"SLEEP, BUT NO METABOLIC, DEFICITS IN PRE-MANIFEST HUNTINGTON'S DISEASE",,RCUK,COAF,,,,,,,,,,,,GBP,2310.36,,,,,1155.18,1155.18,,,,
University of Cambridge,14/07/2015,G.A. Dalton,Stem Cell Institute,,,,,Wiley-Blackwell,British Journal of Dermatology,,,"p53 activity contributes to defective interfollicular epidermal differentiation, in hyperproliferative murine skin",,RCUK,COAF,,,,,,,,,,,,GBP,2698.87,,,,Pre-payment discount,1349.44,1349.43,,,,
University of Cambridge,22/06/2015,Jo Lockhart,Department of Chemistry,,,,,Wiley-Blackwell,Chemistry - A European Journal,,,"Callipeltosides A, B & C: Total Syntheses and Structural Confirmation",,RCUK,,,,,,,,,28/07/2015,,,,GBP,2160.1,,,,Pre-payment discount,,2160.1,,,,
University of Cambridge,31/07/2015,G.J. Lopes-Bernardes,Department of Chemistry,,,,,Wiley-Blackwell,Chemistry - A European Journal,,,A N-acetyl cysteine ruthenium tricarbonyl conjugate enables simultaneous release of CO and ablation of ROS species,,RCUK,,,,,,,,,,,,,GBP,2125.34,,,,Pre-payment discount,,2125.34,,,,
University of Cambridge,08/07/2015,,Department of Paediatrics,,,,,Wiley-Blackwell,"Diabetes, Obesity and Metabolism",,,"Safety, efficacy and glucose turnover of reduced prandial boluses during closed-loop therapy in adolescents with type 1 diabetes: a randomized clinical trial",,COAF,,,,,,,,,,,,,GBP,3260.45,,,,Pre-payment discount,3260.45,,,,,
University of Cambridge,06/10/2015,Karen Hempstead,MRC Epidemiology Unit,,,,,Wiley-Blackwell,Diabetic Medicine,,,"Objectively measured sedentary time, physical activity and kidney function in people with recently diagnosed type 2 diabetes: a prospective cohort analysis",,RCUK,COAF,,,,,,,,,,,,GBP,1154.37,,,,Pre-payment discount,1154.37,,,,,Not yet invoiced
University of Cambridge,14/07/2015,Kate Marshall,Department of Zoology,,,,,Wiley-Blackwell,Ecology and Evolution,,,"Conspicuous male coloration impairs survival against predators in Aegean wall lizards, Podarcis erhardii",,RCUK,,,,,,,,,,,,,GBP,1554,,,,Pre-payment discount,,1554,,,,
University of Cambridge,17/08/2015,,Cambridge Institute for Medical Research,,,,,Wiley-Blackwell,European Journal of Immunology,,,Epigenetic analysis of regulatory Tcells using multiplex bisulfite sequencing,,COAF,,,,,,,,,,,,,GBP,2735.62,,,,Pre-payment discount,2735.62,,,,,
University of Cambridge,15/09/2015,,"Department of Physiology, Development and Neuroscience",,,,,Wiley-Blackwell,European Journal of Neuroscience,,,Mechanisms regulating spill-over of synaptic glutamate to extrasynaptic NMDA receptors in mouse substantia nigra dopaminergic neurons,,RCUK,COAF,,,,,,,,,,,,GBP,2332.67,,,,Pre-payment discount,1166.33,1166.34,,,,
University of Cambridge,28/04/2015,Sally A. Gibson,Department of Earth Sciences,,,,,Wiley-Blackwell,"Geochemistry, Geophysics, Geosystems",,,"Mantle plume capture, anchoring and outflow during Gal‡pagos plume-ridge interaction",,RCUK,,,,,,,,,,,,,,,,,1474.82,Pre-payment discount,,,,,,
University of Cambridge,08/04/2015,,Stem Cell Institute,,,,,Wiley-Blackwell,Glia,,,Characterization of Glucose-Related Metabolic Pathways in Differentiated Rat Oligodendrocyte Lineage Cells,,RCUK,COAF,,,,,,,,,,,,GBP,2310.66,,,,Pre-payment discount,1155.33,1155.33,,,,
University of Cambridge,26/03/2015,,Faculty of History,,,,,Wiley-Blackwell,Historical Research,,,Anne of Kiev (c.1024 Ð c.1075) and a reassessment of maternal power in the minority kingship of Philip I of France,,RCUK,,,,,,,,,,,,,,,,,,Pre-payment discount,,,,,,Not yet invoiced
University of Cambridge,18/05/2015,,Faculty of History,,,,,Wiley-Blackwell,Historical Research,,,Memories of violence and New English identities in early modern Ireland,,RCUK,,,,,,,,,,,,,,,,,,Pre-payment discount,,,,,,Not yet invoiced
University of Cambridge,14/09/2015,,Cambridge Institute for Medical Research,,,,,Wiley-Blackwell,Human Mutation,,,Targeted Next Generation Sequencing Analysis of 1000 individuals with Intellectual Disability,,COAF,,,,,,,,,,,,,GBP,2728.16,,,,Pre-payment discount,2728.16,,,,,
University of Cambridge,08/04/2015,,Department of Zoology,,,,,Wiley-Blackwell,Journal of Evolutionary Biology,1010-061X,,Disruptive viability selection on a black plumage trait associated with dominance,,RCUK,,,,,,,,,,,,,GBP,2305.92,,,,Pre-payment discount,,2305.92,,,,
University of Cambridge,09/04/2015,,Department of Zoology,,,,,Wiley-Blackwell,Journal of Evolutionary Biology,1010-061X,,The diversification of Heliconius butterflies: what have we learned in 150 years?,,RCUK,,,,,,,,,,,,,,,,,,Pre-payment discount,,,,,,Not yet invoiced
University of Cambridge,08/10/2015,,"Department of Physiology, Development, and Neuroscience",,,,,Wiley-Blackwell,Journal of Physiology,,,Morphological and molecular changes in the murine placenta exposed to normobaric hypoxia throughout pregnancy,,COAF,,,,,,,,,,,,,GBP,2320.49,,,,,2320.49,,,,,
University of Cambridge,21/09/2015,,"Department of Physiology, Development and Neuroscience",,,,,Wiley-Blackwell,Journal of Physiology,,,PLACENTAL PHENOTYPE AND RESOURCE ALLOCATION TO FETAL GROWTH ARE MODIFIED BY THE TIMING AND DEGREE OF HYPOXIA DURING MOUSE PREGNANCY,,RCUK,,,,,,,,,,,,,,,,,,Paid from Wiley credit,,,,,,
University of Cambridge,15/09/2015,,"Department of Physiology, Development and Neuroscience",,,,,Wiley-Blackwell,Journal of Physiology,,,FETAL IN VIVO CONTINUOUS CARDIOVASCULAR FUNCTION,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,31/08/2015,,Department of Physics,,,,,Wiley-Blackwell,Journal of Polymer Science Part B: Polymer Physics,,,Dependence on Material Choice of Degradation of Organic Solar Cells Following Exposure to Humid Air,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,29/05/2015,,Department of Engineering,,,,,Wiley-Blackwell,Journal of the American Ceramic Society,,,The Compelling Case for Indentation as a Functional Exploratory and Characterization Tool,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,08/07/2015,,Department of Pure Mathematics and Mathematical Statistics,,,,,Wiley-Blackwell,"Journal of the Royal Statistical Society, Series B",,,Generalised additive and index models with shape constraints,,RCUK,,,,,,,,,,,,,GBP,2308.43,,,,,,2308.43,,,,
University of Cambridge,24/09/2015,,Department of Biochemistry,,,,,Wiley-Blackwell,Journal of Thrombosis and Haemostasis,,,Modified platelet deposition on MMP-13 digested collagen IÊ,,COAF,,,,,,,,,,,,,,,,,,Paid from Wiley credit,,,,,,
University of Cambridge,09/03/2015,,Department of Clinical Neurosciences,,,,,Wiley-Blackwell,Magnetic Resonance in Medicine,,,Additional sampling directions improve detection range of wireless RF probes,,COAF,,,,,,,,,,,,,GBP,1882.22,,,,,1882.22,,,,,
University of Cambridge,08/05/2015,,Cancer Research UK Cambridge Institute,,,,,Wiley-Blackwell,Magnetic Resonance in Medicine,,,13C magnetic resonance spectroscopy measurements with hyperpolarized [1-13C] pyruvate can be used to detect the expression of transgenic pyruvate decarboxylase activity in vivo,,COAF,,,,,,,,,,,,,GBP,1842.96,,,,,1842.96,,,,,
University of Cambridge,24/08/2015,,Department of Genetics,,,,,Wiley-Blackwell,Methods in Ecology and Evolution,,,The effect of genetic structure on molecular dating and tests for temporal signal,,RCUK,COAF,,,,,,,,,,,,GBP,2328.88,,,,,1164.44,1164.44,,,,
University of Cambridge,07/06/2015,Signe Wulund,MRC Epidemiology Unit,,,,,Wiley-Blackwell,Obesity Reviews,,,Determinants of sugar-sweetened beverage consumption in young children: a systematic review,,RCUK,COAF,,,,,,,,,,,,GBP,2317.2,,,,,1158.6,1158.6,,,,
University of Cambridge,28/09/2015,,Department of Zoology,,,,,Wiley-Blackwell,Palaeontology,,,Lungfish diversity in Romer's Gap: reaction to the end-Devonian extinction,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,31/07/2015,M. Pristovsek,Department of Materials Science and Metallurgy,,,,,Wiley-Blackwell,Physica Status Solidi (b),,,Optimising GaN (11-22) hetero-epitaxial templates grown on (10-10) sapphire,,RCUK,,,,,,,,,,,,,GBP,2290.96,,,,,,2290.96,,,,
University of Cambridge,07/10/2015,G.A. Dalton,Wellcome Trust Medical Research Council Cambridge Stem Cell InstituteÊ,,,,,Wiley-Blackwell,Stem Cells,,,Molecular mechanisms mediating retinal reactive gliosis following bone marrow mesenchymal stem cell (BM-MSC) transplantation,,RCUK,,,,,,,,,,,,,GBP,1546.49,,,,,,1546.49,,,,
University of Cambridge,06/01/2015,Dino Giussani,"Department of Physiology, Development and Neuroscience",,,,,Wiley-Blackwell,The Journal of Physiology,,,Variations on fetal heart rate variability,,COAF,,,,,,,,,,,,,GBP,2305.92,,,,,2305.92,,,,,Not yet invoiced
University of Cambridge,21/09/2015,,Cambridge Institute for Medical Research,,,,,Wiley-Blackwell,Traffic,,,Munc18-2 is required for Syntaxin 11 localization on the plasma membrane in Cytotoxic T-Lymphocytes,,COAF,,,,,,,,,,,,,,,,,,Paid from Wiley credit,,,,,,
University of Cambridge,10/04/2015,K.L. Dry,Gurdon Institute,,,10.15252/embj.201590973,,Wiley-Blackwell / EMBO,EMBO Reports,,,Synthetic viability genomic screening defines Sae2 function in DNA repair,21/04/2015,COAF,,,,,,,,,22/04/2015,,,,GBP,3160.24,,,,,3160.24,,CC BY,Yes,Yes,
University of Cambridge,08/06/2015,Andrew Firth,Department of Pathology,,,10.15252/embr.201540509,,Wiley-Blackwell / EMBO,EMBO Reports,,,Transcriptional slippage in the positive-sense RNA virus family Potyviridae,25/06/2015,RCUK,COAF,,,,,,,,16/07/2015,,,,GBP,3012.36,,,,Pre-payment discount,1506.18,1506.18,CC BY,Yes,Yes,
University of Cambridge,24/04/2015,Amy R. Gilligan,Department of Earth Sciences,,,,,Wiley-Blackwell/American Geophysical Union,Journal of Geophysical Research,,,The crustal structure of the western Himalayas and Tibet,,RCUK,,,,,,,,,,,,,,,,,858.78,Pre-payment discount,,,,,,
University of Cambridge,11/02/2015,F. Clare Rice,Department of Paediatrics,,,10.1097/ccm.0000000000000982,,Wolters Kluwer,Critical Care Medicine,,,Metabolic Profiling of Children Undergoing Surgery for Congenital Heart Disease,30/05/2015,COAF,,,,,,,,,17/03/2015,,,,GBP,3091.32,,,,Pre-payment discount,3091.32,,CC BY,Yes,No,Labelled 'All rights reserved' on website
University of Cambridge,06/02/2015,M. Czosnyka,Department of Clinical Neurosciences,,,10.1097/hjh.0000000000000539,,Wolters Kluwer,Journal of Hypertension,,,Principles of cerebral hemodynamics when intracranial pressure is raised: lessons from the peripheral circulation,24/04/2015,RCUK,,,,,,,,,24/06/2015,,,,GBP,2951.38,,,,,,2951.38,None,No,No,
University of Cambridge,19/02/2015,C.J. Revier,Department of Psychiatry,,,10.1097/nmd.0000000000000295,,Wolters Kluwer,Journal of Nervous & Mental Disease,,,Ten-Year Outcomes of First-Episode Psychoses in the MRC ®SOP-10 Study,25/04/2015,RCUK,COAF,,,,,,,,25/03/2015,,,,GBP,2531.72,,,,,1265.86,1265.86,CC BY,Yes,No,Labelled 'All rights reserved' on website
University of Cambridge,05/03/2015,Karen Hempstead,MRC Epidemiology Unit,,,10.1249/mss.0000000000000661,,Wolters Kluwer,Medicine & Science in Sports & Exercise,,,Utilization and Harmonization of Adult Accelerometry Data: Review and Expert Consensus,15/03/2015,RCUK,COAF,,,,,,,,15/04/2015,,,,GBP,3116.03,,,,,1558.01,1558.02,CC BY-NC-ND,No,No,
University of Cambridge,09/01/2015,,Department of Medicine,,,,,Wolters Kluwer,"Arteriosclerosis, Thrombosis and Vascular Biology",,,Senescent Vascular Smooth Muscle Cells Drive Inflammation Through an Interleukin-1?ÐDependent Senescence- Associated Secretory Phenotype,,COAF,,,,,,,,,,,,,GBP,2338.42,,,,Pre-payment discount,2338.42,,,,,
University of Cambridge,24/09/2015,,Primary Care Unit,,,,,Wolters Kluwer,Medical Care,,,Do differential response rates to patient surveys between organizations lead to unfair performance comparisons? Evidence from the English Cancer Patient Experience Survey,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,20/08/2015,,MRC Epidemiology Unit,,,,,Wolters Kluwer,Medicine & Science in Sports & Exercise,,,Are Self-report Measures Able to Define Individuals as Physically Active or Inactive?,,RCUK,,,,,,,,,,,,,GBP,2949.92,,,,,,2949.92,,,,
University of Cambridge,28/09/2015,,MRC Epidemiology Unit,,,,,Wolters Kluwer,Medicine & Science in Sports & Exercise,,,Seasonal variation in children's physical activity and sedentary time,,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,29/09/2015,,Department of Public Health and Primary Care,,,,,Wolters Kluwer,Medicine & Science in Sports & Exercise,,,"Objective sedentary time, MVPA and physical capability in a British cohort",,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,09/07/2015,,School of Clinical Medicine,,,,,Wolters Kluwer,Stroke,,,Differences in Common Genetic Predisposition to Ischaemic Stroke by Age and Sex,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,07/09/2015,C.L. Turner,Department of NeurosurgeryÊ,,,,,Wolters Kluwer,,,,,,COAF,,,,,,,,,,,,,GBP,2920,,,,,2920,,,,,
University of Cambridge,17/03/2015,Geoff Moggridge,Department of Chemical Engineering and Biotechnology,,,10.1142/s0219519415400096,,World Scientific,Journal of Mechanics in Medicine and Biology,,,A NEWLY DEVELOPED TRI-LEAFLET POLYMERIC HEART VALVE PROSTHESIS,30/03/2015,COAF,,,,,,,,,02/04/2015,,,,GBP,1169.06,,,,,,1169.06,CC BY,Yes,Yes,
University of Cambridge,28/07/2015,I. Bedzhov,"Department of Physiology, Development and Neuroscience",,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,3360,,,,,3360,,,,,
University of Cambridge,07/10/2015,Roman Hovorka,Institute of Metabolic Science,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,2471.68,,,,,2471.68,,,,,
University of Cambridge,16/07/2015,F.M. Gribble,Institute of Metabolic Science,,,,,,,,,,,,,,,,,,,,,,,,GBP,2254.07,,,,,1127.04,1127.03,,,,
University of Cambridge,16/07/2015,F.M. Gribble,Institute of Metabolic Science,,,,,,,,,,,,,,,,,,,,,,,,GBP,2254.07,,,,,1127.04,1127.03,,,,
University of Cambridge,07/06/2015,Stephen Burgess,Department of Public Health and Primary Care,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,2100,,,,,2100,,,,,
University of Cambridge,07/10/2015,Steve Charnock-Jones,Department of Obstetrics and Gynaecology,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,1897.68,,,,,1897.68,,,,,
University of Cambridge,07/09/2015,E. Calvani,Department of Biochemistry,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,1680.64,,,,,1680.64,,,,,
University of Cambridge,28/07/2015,D.J.H. Van den Boomen,Department of Medicine,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,1653.78,,,,,1653.78,,,,,
University of Cambridge,07/02/2015,M-V. Olin-Sandoval,Department of Biochemistry,,,,,,,,,,,COAF,,,,,,,,,,,,,GBP,1375.06,,,,,1375.06,,,,,
University of Cambridge,16/07/2015,,Department of Oncology,,,,,,,,,,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,27/01/2015,,Department of History and Philosophy of Science,,,,,,,,,,,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,16/07/2015,,Department of History and Philosophy of Science,,,,,,,,,,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,18/09/2015,,Cambridge Institute for Medical Research,,,,,,,,,Genes and Immunity,,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,29/07/2015,,Department of Genetics,,,,,,,,,,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,04/09/2015,Alison Barker,Department of Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.92,,,,,,,ACS Membership renewal
University of Cambridge,15/07/2015,,Judge Business School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Cambridge,15/09/2015,,Department of Public Health and Primary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Glasgow,10/08/2015,"Smith, Mrs Annette",Institute of Molecular Cell and Systems Biology,PMC4551283,26214018,10.1021/acs.accounts.5b00150,"Tokatlidis, Konstantinos",American Chemical Society,Accounts of Chemical Research,0001-4842,Journal article,The MIA pathway: a key regulator of mitochondrial oxidative protein folding and biogenesis,01/01/2015,RCUK,,,,,,,,,01/01/2016,,,,GBP,3095.77,2579.81,515.96,,,,,CC BY,,,
University of Glasgow,03/11/2015,"McCutcheon, Miss Valerie",School of Chemistry,,,10.1021/acs.chemmater.5b03642,"Gregory, Duncan",American Chemical Society,Chemistry of Materials,0897-4756,Journal article,"Phase behaviour in the LiBH4-LiBr system and structure of the anion-stabilised fast ionic, high temperature phase",01/01/2015,RCUK,,,,,,,,,01/04/2016,,,,GBP,3110.42,2592.02,518.4,,Pre-payment discount,,,,,,
University of Glasgow,11/08/2015,"McCutcheon, Miss Valerie",School of Physics and Astronomy,,26252745,10.1021/acs.nanolett.5b01953,"O'Shea, Kerry ; MacLaren, Donald ; McGrouther, Damien ; Stamps, Robert L.",American Chemical Society,Nano Letters,1530-6984,Journal article,Nanoscale mapping of the magnetic properties of (111)-Oriented La0.67Sr0.33MnO3,09/09/2015,RCUK,,,EPSRC,,,EP/I00419X/1,,,01/01/2016,,,,GBP,3075.35,2562.79,512.56,,,,,CC BY,,,
University of Glasgow,01/10/2015,"Smith, Mrs Annette",School of Medicine ; School of Chemistry,,26394175,10.1021/acs.orglett.5b02345,"Racys, Daugirdas T. ; Pimlott, Sally L. ; Sutherland, Andrew",American Chemical Society,Organic Letters,1523-7060,Journal article,Highly regioselective iodination of arenes via iron(III)-catalyzed activation of N-iodosuccinimide,02/10/2015,RCUK,,,EPSRC,,,EP/K503903/1,,,01/05/2016,,,,GBP,2619.69,2619.69,,,,,,,,,
University of Glasgow,01/10/2015,"Cairney, Mrs Marie",School of Physics and Astronomy,,,10.1021/acsami.5b04465,"O'Shea, Kerry ; MacLaren, Donald",American Chemical Society,ACS Applied Materials & Interfaces,1944-8244,Journal article,Interface reactions in LSMO-metal hybrid structures,14/10/2015,RCUK,,,EPSRC,,,EP/I00419X/1,,,01/03/2016,,,,GBP,3168.11,2640.09,528.02,,,,,CC BY,,,
University of Glasgow,15/07/2015,"Pike, Miss Dawn",School of Chemistry,,26175317,10.1021/jacs.5b05434,"Marshall, Ross J. ; Wilson, Claire ; Forgan, Ross S.",American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal article,Single-crystal to single-crystal mechanical contraction of metal-organic frameworks through stereoselective post-synthetic bromination,05/08/2015,RCUK,,,EPSRC,,,EP/L004461/1,,,01/01/2016,,,,GBP,3074.16,2561.8,512.36,,,,,CC BY,,,
University of Glasgow,21/10/2015,"Cairney, Mrs Marie",School of Chemistry,,26477432,10.1021/jacs.5b08139,"Symes, Mark D.",American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal article,Efficient electrocatalytic water oxidation at neutral and high pH by adventitious nickel at nanomolar concentrations,04/11/2015,RCUK,,,EPSRC,,,EP/K031732/1,,,01/04/2016,,,,GBP,3107.8,2589.83,517.97,,,,,CC BY,,,
University of Glasgow,29/07/2015,"Smith, Mrs Annette",School of Physics and Astronomy,,,10.1103/physrevb.91.224426,"Laroze, David",American Physical Society,Physical Review B,1098-0121,Journal article,Alternating spin-polarized current induces parametric resonance in spin valves,01/06/2015,RCUK,,,EPSRC,,,EP/L002922/1,,,01/01/2016,,,,GBP,1306.42,1088.68,217.74,,,,,CC BY,,,
University of Glasgow,01/10/2015,"Cairney, Mrs Marie",School of Physics and Astronomy,,,,"Steinlechner, Sebastian",American Physical Society,Physical Review D,1550-7998,Journal article,Local-oscillator noise coupling in balanced homodyne readout for advanced gravitational wave detectors,01/01/2015,RCUK,,,STFC,,,ST/L000946/1,,,01/02/2016,,,,GBP,1107.48,1107.48,,,,,,,,,
University of Glasgow,06/11/2015,"Cairney, Mrs Marie",Institute of Molecular Cell and Systems Biology,,26518871,10.1074/jbc.m115.687939,"Hudson, Brian D. ; Milligan, Graeme",American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,0021-9258,Journal article,Non-equivalence of key positively charged residues of the free fatty acid 2 receptor in the recognition and function of agonist versus antagonist ligands,01/01/2015,RCUK,,,BBSRC,,,BB/L027887/1,,,01/04/2016,,,,GBP,1549.09,1290.91,258.18,,Pre-payment discount,,,,,,
University of Glasgow,01/10/2015,"McCutcheon, Miss Valerie",Institute of Cancer Sciences ; Health Economics and Health Technology Assessment,,,10.1136/bmjopen-2015-007925,"Boyd, Kathleen A. ; Jones, Rob J. ; Paul, Jim ; Briggs, Andrew H. ; Leung, Hing Y.",BMJ,BMJ Open,2044-6055,Journal article/Review (Full OA journal),Decision-analytic cost-effectiveness model to compare prostate cryotherapy to androgen deprivation therapy for treatment of radiation recurrent prostate cancer,01/01/2015,COAF,,,Cancer Research UK,,,C1381/A12441,,,01/04/2016,,,,GBP,1147.5,1147.5,,,Pre-payment discount,,,CC BY-NC,,,
University of Glasgow,12/06/2015,"Meyering, Ms Mary Anne",History,PMC4602702,,,"Shepard, Alexandra",Cambridge University Press,Transactions of the Royal Historical Society,0080-4401,Journal article,Minding their own business: married women and credit in early eighteenth-century London,12/01/2015,RCUK,,,,,,,,,01/01/2016,,,,GBP,2034,2034,,,,,,,,,
University of Glasgow,07/12/2015,"McCutcheon, Miss Valerie",Institute of Biodiversity Animal Health and Comparative Medicine ; Health Economics and Health Technology Assessment,,,,"Brock, Patrick ; Parmiter, Mary ; Ferguson, Heather ; Kao, Rowland",Cambridge University Press,Parasitology,0031-1820,Journal article,Plasmodium knowlesi transmission: integrating quantitative approaches from epidemiology and ecology to understand malaria as a zoonosis,02/12/2015,RCUK,,,,,,,,,01/05/2016,,,,GBP,2136,2136,,,,,,,,,
University of Glasgow,22/07/2015,"Pike, Miss Dawn",Institute of Neuroscience and Psychology ; School of Psychology,,26196493,10.1016/j.cub.2015.05.052,"Jack, Rachael E. ; Schyns, Philippe G.",Cell Press,Current Biology,0960-9822,Journal article,The human face as a dynamic tool for social communication,20/07/2015,RCUK,,,ESRC,ESRC,British Academy,ES/K001973/1,ES/K00607X/1,SG113332,01/05/2016,,,,GBP,3133.92,3133.92,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,31/07/2015,"Cairney, Mrs Marie",Institute of Biodiversity Animal Health and Comparative Medicine,,26320948,10.1016/j.cub.2015.07.070,"Bailey, David M.",Cell Press,Current Biology,0960-9822,Journal article,A scientific basis for regulating deep-sea fishing by depth,21/09/2015,RCUK,,,,,,,,,01/01/2016,,,,GBP,3777.77,3673.11,104.66,,Pre-payment discount,,,CC BY,,,
University of Glasgow,20/10/2015,"Cairney, Mrs Marie",Institute of Cardiovascular and Medical Sciences,,,,"Mountford, Joanne",Cell Press,Stem Cell Reports,2213-6711,Journal article,Generation of high number of healthy erythroid cells from gene edited pyruvate kinase deficiency patient-specific induced pluripotent stem cells,01/01/2015,COAF,,,,,,,,,01/04/2016,,,,GBP,2745.28,2287.73,457.55,,,,,,,,
