"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"2040","2040","2040","USD","10.1088/2040-8978/18/11/115004","2016-11-01","2016-09-12","","Queen Mary, University of London","Journal of Optics","CC BY","","","IOP Publishing","2016","Journal Article/Review","0","2016","2016","","1850.34"
"2040","2040","2040","GBP","10.1098/rstb.2015.0531","2016-08-18","2016-08-09","","UCL","Philosophical Transactions of the Royal Society B","CC BY","","","The Royal Society","2016","Journal Article/Review","0","2016","2016","","2370.08"
"2040","2040","2040","GBP","10.1098/rsif.2016.0484","2016-10-27","2016-10-12","","UCL","Interface","","","","The Royal Society","2016","Journal Article/Review","0","","2016","","2288.07"
"2040","2040","2040","GBP","10.1098/rspb.2016.1736","2016-12-08","2016-11-29","","UCL","Proceedings of the Royal Society B","","","","The Royal Society","2016","Journal Article/Review","0","","2016","","2400.14"
"","2040","2040","","10.1088/0953-2048/28/11/115007","2016-01-19","2015-09-04","","University of Cambridge","Superconductor Science and Technology","","","","IOP Publishing","2016","","0","","2016","","2667.61"
"","2040","2040","","10.1088/0953-8984/28/1/015901","2016-01-08","2015-11-16","","University of Cambridge","Journal of Physics Condensed Matter","","","","IOP Publishing","2016","","0","","2016","","2737.56"
"","2040","2040","","10.1088/2040-8978/18/5/055204","","2016-03-02","2040-8978","University of Glasgow","Journal of Optics","CC BY","","","IOP Publishing","2016","Journal Article/Review","0","2016","2016","","2489.38"
"","2040","2040","","10.1088/2040-8978/18/6/064004","","2016-03-21","2040-8978","University of Glasgow","Journal of Optics","CC BY","","","IOP Publishing","2016","Journal Article/Review","0","2016","2016","","2489.38"
"","2040","2040","","10.1088/1361-6463/50/1/015003","","2016-11-14","0022-3727","University of Glasgow","Journal of Physics D: Applied Physics","","","","IOP Publishing","2016","Journal Article/Review","0","2016","2016","","2489.38"
"","2040","2040","GBP","10.1088/0964-1726/26/1/015005","2016-12-12","2016-12-12","","University of Liverpool","Smart Materials and Structures","CC BY","","","IOP Publishing","2016","","0","","2016","","2431.47"
"","2040","2040","GBP","10.1088/0953-2048/30/1/015001","2016-12-16","2016-12-16","","University of Liverpool","Superconducting Science & Technology","CC BY","","","IOP Publishing","2016","","0","","2016","","2431.76"
"","2040","2040","GBP","10.1038/bjc.2016.422","2016-12-20","2016-12-20","","University of Liverpool","British Journal of Cancer","CC BY","","","Springer Nature","2016","","0","","2016","","2429.21"
"","2040","2040","GBP","10.1038/bjc.2016.423","2016-12-20","2016-12-20","","University of Liverpool","British Journal of Cancer","CC BY","","","Springer Nature","2016","","0","","2016","","2429.21"
"","2039.16","2039.16","","10.1063/1.4956443","","2016-07-01","1070-664X","University of Glasgow","Physics of Plasmas","","","","AIP Publishing","2016","Journal Article/Review","0","2016","2016","","2488.36"
"2500","2037.11","2037.11","USD","10.1130/g38373.1","2016-10-19","2016-10-05","","UCL","Geology","","","","Geological Society of America","2016","Journal Article/Review","0","","2016","","2277.07"
"","2032.21","2032.21","","10.1371/journal.pntd.0004845","2016-07-06","2016-06-23","","University of Cambridge","PLOS Neglected Tropical Diseases","","","","Public Library of Science (PLoS)","2016","","0","","2016","","2382.43"
"","2029.79","2029.79","","10.1364/optica.4.000090","","","2334-2536","University of Oxford","Optica","","","","Optical Society of America","2016","","0","","2016","","2476.92"
"","2010.52","2010.52","","10.1371/journal.pcbi.1005051","2016-10-16","2016-09-05","","King's College London","PLOS Computational Biology","","","","Public Library of Science (PLoS)","2016","","0","","2016","","2236.15"
"2000","2008.03","2008.03","USD","10.1152/jn.00289.2016","2016-10-19","2016-10-07","0022-3077","Cardiff University","Journal of Neurophysiology","","","","American Physiological Society","2016","Journal Article/Review","0","","2016","","1821.66"
"","2006.55","2006.55","","10.1016/j.seizure.2016.09.017","2016-11-11","2016-10-05","","King's College London","Seizure: European Journal of Epilepsy","","","","Elsevier BV","2016","","0","","2016","","2329.59"
"2381.17","2002.52","2002.52","EUR","10.1016/j.ijpara.2016.09.007","2016-12-09","2016-12-09","","University of Liverpool","International Journal for Parasitology","CC BY","","","Elsevier BV","2016","","0","","2016","","2381.17"
"","2000","2000","","10.1111/anti.12312","","","0066-4812","University of Oxford","Antipode","","","","Wiley-Blackwell","2016","","0","","2016","","2440.57"
"2458","1995.98","1995.98","USD","10.1364/boe.7.004424","2016-11-28","2016-10-05","","UCL","Biomedical Optics Express","","","","Optical Society of America","2016","Journal Article/Review","0","","2016","","2321.5"
"2490","1994.6643","","USD","10.3389/fphar.2017.00092","2017-02-14","2017-02-14","","University of Liverpool","Frontiers in Pharmacology","CC BY","","","Frontiers Media SA","2016","","0","","2017","","2343.97"
"2490","1993.9671","","USD","10.3389/fmicb.2017.00235","2017-02-03","2017-02-03","","University of Liverpool","Infectious Diseases","CC BY","","","Frontiers Media SA","2016","","0","","2017","","2318.22"
"","","","","","","","","","","","","","","","","","","","",""
"","1990.3","1990.3","","10.1016/j.virol.2016.07.002","2016-07-08","2016-07-02","","University of Cambridge","Virology","","","","Elsevier BV","2016","","0","","2016","","2334.85"
"2164.7","1989.25","1989.25","EUR","10.1016/j.adolescence.2016.10.008","2016-11-03","2016-10-17","0140-1971","Cardiff University","Journal of Adolescence","","","","Elsevier BV","2016","Journal Article/Review","0","","2016","","2164.7"
"1989","1989","1989","USD","10.1136/gutjnl-2016-311629","2016-08-23","2016-08-24","","Queen Mary, University of London","Gut","CC BY","","","BMJ","2016","Journal Article/Review","0","2016","2016","","1754.12"
"1989","1989","1989","GBP","10.1136/heartjnl-2016-310207","2016-10-12","2016-10-13","","UCL","Heart","","","","BMJ","2016","Journal Article/Review","0","","2016","","2210.25"
"1989","1989","1989","GBP","10.1136/jech-2016-207887","2016-11-03","2016-11-16","","UCL","Journal of Epidemiology and Community Health","","","","BMJ","2016","Journal Article/Review","0","","2016","","2243.45"
"1989","1989","1989","GBP","10.1136/jech-2016-208052","2016-12-24","2016-11-25","","UCL","Journal of Epidemiology and Community Health","","","","BMJ","2016","Journal Article/Review","0","","2016","","2332.37"
"1989","1989","1989","GBP","10.1136/bjophthalmol-2016-309376","2016-11-09","2016-11-09","","UCL","British Journal of Ophthalmology","","","","BMJ","2016","Journal Article/Review","0","","2016","","2234.08"
"1989","1989","1989","GBP","10.1136/jnnp-2016-314524","2016-11-20","2016-11-24","","UCL","Journal of Neurology, Neurosurgery and Psychiatry","","","","BMJ","2016","Journal Article/Review","0","","2016","","2306.94"
"1989","1989","1989","GBP","10.1136/heartjnl-2015-308953","2016-10-12","2016-10-14","","UCL","Heart","","","","BMJ","2016","Journal Article/Review","0","","2016","","2210.25"
"1989","1989","1989","GBP","10.1136/bmjqs-2016-006143","2016-11-02","2016-11-02","","UCL","BMJ Quality & Safety","","","","BMJ","2016","Journal Article/Review","0","","2016","","2208.45"
"","","","","","","","","","","","","","","","","","","","",""
"3420","1984.27","1984.27","USD","10.18632/oncotarget.10512","2016-07-04","2016-05-24","","Queen Mary, University of London","Oncotarget","CC BY","","","Impact Journals, LLC","2016","Journal Article/Review","0","2016","2016","","3070.57"
"2200","1982.48","1982.48","EUR","10.1007/s12062-016-9160-4","2016-10-19","2016-09-15","","UCL","Journal of Population Ageing","","","","Springer Nature","2016","","0","","2016","","2200"
"","1957.2","1957.2","","10.1186/s13058-016-0754-9","2016-08-18","2016-08-11","","University of Cambridge","Breast Cancer Research","","","","Springer Nature","2016","","0","","2016","","2273.88"
"1938","1938","1938","GBP","10.1186/s13059-016-1064-3","2016-10-03","2016-09-15","","UCL","Genome Biology","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","2219.47"
"2000","1934.08","1934.08","USD","10.1074/jbc.m116.761213","2016-12-07","2016-11-09","","UCL","Journal of Biological Chemistry","","","","American Society for Biochemistry & Molecular Biology (ASBMB)","2016","Journal Article/Review","0","","2016","","1863.93"
"","1926.17","1926.17","","10.1021/acschemneuro.6b00132","2016-12-01","2016-09-01","","University of Cambridge","ACS Chemical Neuroscience","","","","American Chemical Society (ACS)","2016","","0","","2016","","2290.39"
"","1925.22","1925.22","","10.1021/acsnano.6b05935","2016-12-05","2016-10-25","","King's College London","","","","","","2016","","0","","2016","","2287.35"
"","1925.22","1925.22","","10.1021/acs.est.6b01817","2016-12-09","2016-10-10","","King's College London","Environmental Science and Technology ","","","","American Chemical Society (ACS)","2016","","0","","2016","","2293.7"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1920","1920","","10.1177/0269881116650087","2016-07-14","2016-04-26","","University of Cambridge","Journal of Psychopharmacology","","","","SAGE Publications","2016","","0","","2016","","2304.62"
"","1920","1920","","10.1177/1362361316671012","2016-10-18","2016-09-01","","University of Cambridge","Autism","","","","SAGE Publications","2016","","0","","2016","","2143.69"
"","1920","1920","","10.1177/1359104516685602","2016-12-19","2016-12-07","","University of Cambridge","Clinical Child Psychology and Psychiatry","","","","SAGE Publications","2016","","0","","2016","","2281.91"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1909.12","1909.12","","10.3389/fphys.2016.00474","2016-11-13","2016-10-12","","King's College London","Frontiers in Psychology (Cardiac Electrophysiology)","","","","Frontiers Media SA","2016","","0","","2016","","2216.48"
"","1899.75","1899.75","GBP","10.1111/zph.12337","2017-02-02","2017-02-02","","University of Liverpool","Zoonoses and Public Health","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","2207.27"
"","1890","1890","","10.1038/ncomms13172","2016-09-23","2016-08-16","","University of Cambridge","Nature Communications","","","","Springer Nature","2016","","0","","2016","","2186.61"
"","1889.95","1889.95","","10.3389/fpsyg.2016.01326","2016-09-30","2016-08-24","","King's College London","Frontiers in Psychology","","","","Frontiers Media SA","2016","","0","","2016","","2194.99"
"2263.2","1886","1886","USD","10.18632/oncotarget.6268","2016-01-29","2015-11-24","1949-2553","Queen Mary, University of London","Oncotarget","CC BY","","","Impact Journals, LLC","2016","Journal Article/Review","0","2015","2016","","2072.53"
"1878","1878","1878","GBP","10.1186/s13643-016-0394-2","2016-12-08","2016-12-02","2046-4053","University of Durham","Systematic Reviews","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","2209.54"
"","1875.6","1875.6","","10.1186/s12915-016-0332-8","2016-11-17","2016-11-15","","University of Cambridge","BMC Biology","","","","Springer Nature","2016","","0","","2016","","2179.54"
"2250","1875","1875","USD","10.1002/chem.201603173","2016-08-03","2016-08-03","","Queen Mary, University of London","Chemistry A European Journal","CC BY","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","2016","","2008.93"
"1875","1875","1875","GBP","10.1002/mrm.26494","2016-11-10","2016-10-27","","UCL","Magnetic Resonance in Medicine","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2135.9"
"1875","1875","1875","GBP","10.1002/oby.21733","2016-11-14","2016-11-14","","UCL","Obesity","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2180.61"
"","1875","1875","GBP","10.1002/2016gb005483","2017-01-13","2017-01-13","","University of Liverpool","Global Biogeochemical Cycles","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","2141.68"
"2250","1864.9125","","USD","10.1371/journal.pntd.0005263","2017-01-16","2017-01-16","","University of Liverpool","PLoS Neglected Tropical Diseases","CC BY","","","Public Library of Science (PLoS)","2016","","0","","2017","","2123.84"
"2272.94","1862.6288712","","EUR","10.1016/j.combustflame.2016.11.010","","2016-10-27","0010-2180","Cardiff University","Combustion and Flame","","","","Elsevier BV","2016","Journal Article/Review","0","","2016","","2272.94"
"","1860","1860","GBP","10.11141/ia.42.8","2016-12-15","2016-12-15","","University of Liverpool","Internet Archaeology","CC BY","","","University of York","2016","","0","","2016","","2224.93"
"2220","1850","1850","USD","10.1093/pastj/gtw037","2016-11-22","2016-10-04","","Queen Mary, University of London","Past and Present","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","2016","2016","","2090.99"
"","1850","1850","GBP","10.1093/hmg/ddw307","2017-01-13","2017-01-13","","University of Liverpool","Human Molecular Genetics","CC BY","","","Oxford University Press (OUP)","2016","","0","","2017","","2113.13"
"","1850","1850","","10.1093/esr/jcw043","","","0266-7215","University of Oxford","European Sociological Review","","","","Oxford University Press (OUP)","2016","","0","","2016","","2257.53"
"1963.59","1837","1837","EUR","10.1016/j.exppara.2016.04.018","2016-05-25","2016-05-06","0014-4894","Cardiff University","Experimental parasitology","CC BY","","","Elsevier BV","2016","Journal Article/Review","0","2016","2016","","1963.59"
"","1824","1824","","10.1186/s13750-016-0068-5","","","2047-2382","University of Oxford","Environmental Evidence","","","","Springer Nature","2016","","0","2016","2016","","2225.8"
"2730","1815.9687","","USD","10.1038/ki.2015.286","2015-12-02","2015-12-02","","University of Liverpool","KidneyInternational","CC BY","","","Springer Nature","2016","","0","","2015","","2572.56"
"2250","1810.98","","USD","10.1371/journal.pntd.0005371","2017-02-17","2017-02-17","","University of Liverpool","PLoS Neglected Tropical Diseases","CC BY","","","Public Library of Science (PLoS)","2016","","0","","2017","","2112.68"
"","1805.62","1805.62","","10.1152/jn.00723.2016","2016-11-25","2016-10-07","","King's College London","Journal of Neurophysiology ","","","","The American Physiological Society","2016","","0","","2016","","2119.72"
"1800","1800","1800","GBP","10.1111/1468-2427.12412","2016-08-05","2016-05-09","0309-1317","Cardiff University","International Journal of Urban and Regional Research","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2122.39"
"1800","1800","1800","GBP","10.1002/berj.3265","2016-11-14","2016-11-08","0141-1926","Cardiff University","British Educational Research Journal","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2093.39"
"","1800","1800","GBP","10.1111/risa.12747","2016-11-10","2016-11-07","","University of Newcastle","Risk Analysis","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2050.46"
"","1800","1800","GBP","10.1111/acel.12580","2016-11-23","2016-11-23","","University of Newcastle","Aging Cell","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2107.9"
"","1800","1800","GBP","10.1002/cssc.201601553","","2016-11-28","","University of Newcastle","ChemSusChem","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","2196.51"
"","1800","1800","","10.16922/sc.50.4","2016-09-21","2016-03-24","","University of Cambridge","Studia Celtica","","","","University of Wales Press","2016","","0","","2016","","2100.52"
"","1800","1800","","10.1093/eurpub/ckw067","2016-04-27","2016-04-19","","University of Cambridge","European Journal of Public Health","","","","Oxford University Press (OUP)","2016","","0","","2016","","2323.33"
"","","","","","","","","","","","","","","","","","","","",""
"1800","1800","1800","GBP","10.1144/sp454.6","2017-03-01","2016-11-17","0305-8719","University of Manchester","Geological Society Special Publications","","","","Geological Society","2016","Journal Article/Review","0","","2017","","2104.03"
"","","","","","","","","","","","","","","","","","","","",""
"1788","1788","1788","GBP","10.1080/00131946.2016.1238376","2016-10-10","2016-09-20","1532-6993","Manchester Metropolitan University","HEDS, Educational Studies","","","","Informa UK Limited","2016","Journal Article/Review","0","","2016","","1985.12"
"2145.6","1788","1788","USD","10.1080/13619462.2016.1226806","2016-12-16","2016-09-19","","Queen Mary, University of London","Contemporary British History","CC BY","","","Informa UK Limited","2016","Journal Article/Review","0","2016","2016","","2055.37"
"","1787.49","1787.49","","10.1074/jbc.m116.746057","2016-09-30","2016-08-23","","King's College London","J. Biological Chemistry","","","","Cenveo Publisher Services Columbia, MD 21045","2016","","0","","2016","","2075.99"
"1850","1787.08","1787.08","USD","10.1167/16.15.7","2016-12-16","2016-11-03","","UCL","Journal of Vision","","","","Association for Research in Vision and Ophthalmology (ARVO)","2016","Journal Article/Review","0","","2016","","1772.2"
"2250","1770.48","","USD","10.1371/journal.pgen.1006470","2016-12-13","2016-11-09","1553-7390","University of Exeter","PLoS Genetics","","","","Public Library of Science (PLoS)","2016","Journal Article/Review","0","","2016","","2120.64"
"","1770","1770","GBP","10.1186/s12864-017-4034-6","","2016-09-13","","University of Newcastle","Biomed Central","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","2159.91"
"1850","1764.34","1764.34","USD","10.1167/16.14.16","2016-12-16","2016-11-24","","UCL","Journal of Vision","CC BY","","","Association for Research in Vision and Ophthalmology (ARVO)","2016","Journal Article/Review","0","2016","2016","","1772.2"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1756.25","1756.25","","10.1136/practneurol-2016-001488","2016-10-30","2016-09-13","","King's College London","Practical Neurology","","","","BMJ","2016","","0","","2016","","1953.45"
"1755","1755","1755","GBP","10.1136/thoraxjnl-2016-208283","","2016-05-27","0040-6376","Cardiff University","Thorax","","","","BMJ","2016","Journal Article/Review","0","","2016","","2141.6"
"","1755","1755","GBP","10.1136/jech-2016-208141","2017-02-10","2017-02-10","","University of Liverpool","Journal of Epidemiology and Community Health","CC BY","","","BMJ","2016","","0","","2017","","2057.69"
"2063.24","1753.7127352","","EUR","10.1016/j.intell.2017.01.013","2017-02-15","2017-02-15","","University of Liverpool","Intelligence","CC BY","","","Elsevier BV","2016","","0","","2017","","2063.24"
"2539.8","1750.02","1750.02","USD","10.3389/fpls.2016.00841","2016-06-24","2016-06-01","","Queen Mary, University of London","Frontiers in Plant Science","CC BY","","","Frontiers Media SA","2016","Journal Article/Review","0","2016","2016","","2295.14"
"1750","1750","1750","GBP","10.1093/medlaw/fww003","","","","University of Oxford","Medical Law Review","","","","Oxford University Press (OUP)","2016","","0","","2016","","2135.5"
"1749.75","1749.75","1749.75","GBP","10.1002/mabi.201600236","2016-10-05","2016-10-05","","UCL","Macromolecular Bioscience","","","","Wiley-Blackwell","2016","","0","","2016","","1984.86"
"","1749.75","1749.75","GBP","10.1002/pmic.201500459","2016-12-22","2016-12-22","","University of Liverpool","Proteomics","","","","Wiley-Blackwell","2016","","0","","2016","","2067.16"
"","1746.02","1746.02","","10.1016/j.anucene.2016.11.048","2016-12-15","2016-12-01","1873-2100","Imperial College London","Annals of Nuclear Energy","NYP","","","Elsevier BV","2016","Journal Article/Review","0","","2016","","2088.59"
"","1740","1740","","10.1093/molbev/msw275","2016-12-07","2016-11-24","1537-1719","Imperial College London","Molecular Biology and Evolution","NYP","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","","2016","","2044.77"
"2409.864","1739.1","1739.1","USD","10.1016/j.joca.2015.12.007","2016-01-18","2015-12-22","1063-4584","Queen Mary, University of London","Orteoarthritis and Cartilage","CC BY","","","Elsevier BV","2016","Journal Article/Review","0","2015","2016","","2212.51"
"2116.5","1738.0698","","USD","10.3389/fpsyg.2017.00002","2017-01-13","2017-01-13","","University of Liverpool","Frontiers in Eating Behaviour","CC BY","","","Frontiers Media SA","2016","","0","","2017","","1985.27"
"1734","1734","1734","GBP","10.1136/openhrt-2016-000516","2016-09-21","2016-10-10","","UCL","Open Heart","","","","BMJ","2016","Journal Article/Review","0","","2016","","2023.5"
"","1729.61","1729.61","","10.1152/japplphysiol.00871.2015","2016-01-06","2015-10-14","","University of Cambridge","Journal of Applied Physiology","","","","American Physiological Society","2016","","0","","2016","","2355.13"
"","1728.876","1728.876","USD","10.1103/physreva.95.013628","","2016-12-19","","University of Newcastle","Physical Review A","","","","American Physical Society (APS)","2016","Journal Article/Review","0","","2016","","2109.72"
"","1720.04","1720.04","","10.1109/tdsc.2016.2627033","2016-12-20","2016-11-04","1941-0018","Imperial College London","IEEE Transactions on Dependable and Secure Computing","NYP","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","","2016","","2048.2"
"1704","1704","1704","GBP","10.1186/s12904-016-0165-9","2016-10-28","2016-10-28","1472-684X","Cardiff University","BMC Palliative Care","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1895.33"
"","1704","1704","","10.1186/s13229-016-0113-9","2016-12-02","2016-08-05","","University of Cambridge","Molecular Autism","","","","Springer Nature","2016","","0","","2016","","2021.28"
"","","","","","","","","","","","","","","","","","","","",""
"","1704","1704","GBP","10.1186/s12859-016-1437-3","2016-12-19","2016-12-19","","University of Liverpool","BMC Bioinformatics","CC BY","","","Springer Nature","2016","","0","","2016","","2025.2"
"","1700","1700","GBP","10.1088/0031-8949/91/12/123002","2016-12-13","2016-12-13","","University of Liverpool","Physica Scripta","CC BY","","","IOP Publishing","2016","","0","","2016","","2036.22"
"","1700","1700","","10.1088/1361-6463/aa5367","","2016-12-01","0022-3727","University of St Andrews","Journal of Physics D","","","","IOP Publishing","2016","Journal Article/Review","0","","2016","","2074.49"
"","1700","1700","","10.1088/1751-8121/aa58c5","","2016-12-16","1751-8113","University of St Andrews","Journal of Physics A: Mathematical and Theoretical","","","","IOP Publishing","2016","Journal Article/Review","0","","2016","","2074.49"
"","1689.19","1689.19","","10.1101/gr.199703.115","2016-04-19","2016-02-17","","University of Cambridge","Genome Research","","","","Cold Spring Harbor Laboratory Press","2016","","0","","2016","","2138.89"
"1404","1684.8","1684.8","GBP","10.1002/brb3.604","2016-10-17","2016-10-11","2162-3279","Cardiff University","Brain and Behavior","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","1551.64"
"","","","","","","","","","","","","","","","","","","","",""
"","1683","1683","GBP","10.1186/s12889-017-4167-1","","2016-07-13","","University of Newcastle","BMC Public Health","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","2053.74"
"","1680.8","1680.8","","10.1109/tpwrs.2016.2633321","2016-12-20","2016-11-24","1558-0679","Imperial College London","IEEE Transactions on Power Systems","NYP","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","","2016","","2001.48"
"","1680","1680","","10.1680/jbren.16.00013","2016-10-24","2016-09-26","","University of Cambridge","Proceedings of the Institution of Civil Engineers: Bridge Engineering","","","","ICE Publishing","2016","","0","","2016","","1887.32"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1632","1632","1632","GBP","10.1039/c6tc03482a","2016-11-10","2016-10-25","","UCL","Journal of Materials Chemistry C","","","","Royal Society of Chemistry (RSC)","2016","Journal Article/Review","0","","2016","","1859.09"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"2000","1628.96","","USD","10.1021/acs.nanolett.6b04663","2017-01-20","2017-01-20","","University of Liverpool","Nano Letters","CC BY","","","American Chemical Society (ACS)","2016","","0","","2017","","1881.11"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"2000","1620.58","","USD","10.1021/acs.bioconjchem.6b00587","2016-12-20","2016-12-20","","University of Liverpool","Bioconjugate Chemistry","CC BY","","","American Chemical Society (ACS)","2016","","0","","2016","","1929.76"
"1620","1620","1620","GBP","10.1136/bmjopen-2016-011817","2016-05-16","2016-05-09","2044-6055","Cardiff University","BMJ Open","CC BY-NC","","","BMJ","2016","Journal Article/Review","0","2016","2016","","2055.84"
"","","","","","","","","","","","","","","","","","","","",""
"","1620","1620","","10.1136/bmjopen-2016-012335","2016-08-29","2016-08-23","","University of Cambridge","BMJ Open","","","","BMJ","2016","","0","","2016","","1895.27"
"","1620","1620","","10.1136/bmjopen-2016-012197","2016-11-07","2016-09-13","","University of Cambridge","BMJ Open","","","","BMJ","2016","","0","","2016","","1819.41"
"","1620","1620","","10.1136/bmjopen-2016-013271","","2016-11-18","2044-6055","University of Glasgow","BMJ Open","CC BY","","","BMJ","2016","Journal Article/Review","0","2016","2016","","1976.86"
"","1620","1620","GBP","10.1136/bmjopen-2016-014106","2017-02-01","2017-02-01","","University of Liverpool","BMJ Open","CC BY","","","BMJ","2016","","0","","2017","","1896.56"
"2088.54","1619.02","1619.02","USD","10.1016/j.jmb.2016.02.022","2016-03-29","2016-03-01","","Queen Mary, University of London","Journal of Molecular Biology","","","","Elsevier BV","2016","Journal Article/Review","0","2016","2016","","1865.77"
"2000","1616.74","","USD","10.1021/acs.langmuir.6b04383","2016-12-21","2016-12-21","","University of Liverpool","Langmuir","CC BY","","","American Chemical Society (ACS)","2016","","0","","2016","","1919.2"
"2000","1616.74","","USD","10.1063/1.4969077","2016-12-21","2016-12-21","","University of Liverpool","Journal of Chemical Physics","CC BY","","","AIP Publishing","2016","","0","","2016","","1919.2"
"2088.54","1613.15","1613.15","EUR","10.1016/j.paid.2015.11.040","2016-02-09","2016-04-21","0191-8869","University of Nottingham","Personality and Individual Differences","CC BY","","","Elsevier BV","2016","Journal Article/Review","0","2015","2016","","2088.54"
"2000","1598","","USD","10.1021/acs.nanolett.6b04663","2017-02-16","2017-02-16","","University of Liverpool","Nano Letters","CC BY","","","Copyright Clearance Center","2016","","0","","2017","","1877.58"
"","","","","","","","","","","","","","","","","","","","",""
"1596.3","1596.3","1596.3","GBP","10.1186/s12960-016-0158-z","2016-10-10","2016-05-18","","UCL","Human Resources for Health","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1772.29"
"1596.3","1596.3","1596.3","GBP","10.1186/s40814-016-0093-8","2016-10-14","2015-12-04","","UCL","Pilot and Feasibility Studies","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1775.44"
"1939","1592.59","1592.59","USD","10.1364/oe.24.027016","2016-11-02","2016-05-18","","UCL","Optics Express","","","","Optical Society of America","2016","Journal Article/Review","0","","2016","","1747.63"
"","1579.5","1579.5","","10.1136/bmjopen-2016-012133","2016-12-12","2016-10-26","2044-6055","Imperial College London","BMJ Open","NYP","","","BMJ","2016","Journal Article/Review","0","","2016","","1882.6"
"1570.8","1570.8","1570.8","GBP","10.1186/s12933-016-0457-7","2016-10-03","2016-09-23","","UCL","Cardiovascular Diabetology","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1798.94"
"1755","1567.12","1567.12","EUR","10.3402/gha.v9.31730","2016-10-26","2016-09-30","","UCL","Global Health Action","","","","Co-Action Publishing","2016","Journal Article/Review","0","","2016","","1755"
"","1565.94","1565.94","","10.1109/twc.2016.2610418","2016-10-21","2016-09-04","","King's College London","IEEE Transactions on Wireless Communications","","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","","0","","2016","","1753.18"
"1560","1560","1560","GBP","10.1088/1367-2630/18/10/103040","2016-11-21","2016-07-04","","UCL","New Journal of Physics","","","","IOP Publishing","2016","Journal Article/Review","0","","2016","","1819.77"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1540.2","1540.2","1540.2","GBP","10.1186/s13012-016-0520-5","2016-12-03","2016-11-14","","UCL","Implementation Science","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1826.98"
"","1534.7","1534.7","","10.3390/rs8121000","2016-12-30","2016-10-11","","King's College London","Remote Sensing ","","","","MDPI AG","2016","","0","","2016","","1792.5"
"1530","1530","1530","GBP","10.1098/rspa.2016.0550","2016-11-07","2016-11-02","1364-5021","Cardiff University","Proceedings of the Royal Society of London A: Mathematical, Physical and Engineering Sciences","","","","The Royal Society","2016","Journal Article/Review","0","","2016","","1718.33"
"1530","1530","","GBP","10.1098/rstb.2016.0150","","2016-11-29","0962-8436","Cardiff University","Philosophical transactions of the Royal Society B","","","","The Royal Society","2016","Journal Article/Review","0","","2016","","1867.04"
