"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"8986","Clinical Medicine Insights : Reproductive Health","","http://www.la-press.com/clinical-medicine-insights-reproductive-health-journal-j114","Libertas Academica","English","1179-5581","","sex,contraception,pregnancy,childbirth",2010,NA,"2012-03-23T08:44:10Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"8987","Palliative Care : Research and Treatment","","http://www.la-press.com/journal.php?journal_id=86&issue_id=87","Libertas Academica","English","1178-2242","","relief of severe pain,pain management",2008,NA,"2009-03-30T17:52:44Z","Medicine (General),Medicine,Medicine (General),Health Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"8988","Substance Abuse : Research and Treatment","","http://www.la-press.com/journal.php?journal_id=80&issue_id=106","Libertas Academica","English","1178-2218","","drug dependence",2008,NA,"2009-03-30T18:35:12Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"8989","Oman Journal of Ophthalmology","","http://www.ojoonline.org/","Medknow Publications","English","0974-620X","0974-7842","ophthalmology,eye-care,optometry,visual science",2008,NA,"2009-03-31T13:28:54Z","Ophthalmology,Medicine,Ophthalmology,Medicine (General),Health Sciences","India","N","http://www.ojoonline.org/contributors.asp","by-nc-sa","Yes"
"8990","Revista Paulista de Pediatria","","http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-0582&lng=en&nrm=iso","Sociedade de Pediatria de São Paulo","Portuguese","0103-0582","1984-0462","health,newborns,infants,children,adolescents",2007,NA,"2008-06-19T14:54:20Z","Pediatrics,Medicine,Pediatrics,Medicine (General),Health Sciences","Brazil","N","http://www.scielo.br/revistas/rpp/iinstruc.htm","by-nc","Yes"
"8991","Open Rehabilitation Journal","","http://www.bentham.org/open/torehj/","Bentham open","English","1874-9437","","occupational rehabilitation,hearing rehabilitation,disability rehabilitation,rehabilitation engineering",2008,NA,"2008-09-29T16:38:51Z","Therapeutics. Pharmacology,Medicine,Therapeutics,Medicine (General),Health Sciences","United States","Y","http://www.benthamscience.com/open/torehj/MSandI.htm","","Yes"
"8992","Revista Española de Sanidad Penitenciaria","","http://scielo.isciii.es/scielo.php/script_sci_serial/pid_1575-0620/lng_es/nrm_iso","Sociedad Española de Sanidad Penitenciaria","Spanish,English","1575-0620","","penitentiary health",2007,NA,"2008-04-15T13:53:35Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","Spain","N","http://scielo.isciii.es/revistas/sanipe/iinstruc.htm","","Yes"
"8993","Journal of Biopesticides","","http://www.jbiopest.com/","Crop Protection Research Centre","English","0974-391X","","biopesticides,pest control,plant-based pesticides,natural enemies,microbes in pest management",2008,NA,"2008-06-19T10:46:52Z","Plant culture,Agriculture,Plant Sciences,Agriculture and Food Sciences","India","Y","http://www.jbiopest.com/users/LW8/page.php?intPageId=59","","Yes"
"8994","Telektronikk","","http://www.telenor.com/telektronikk","Telenor ASA","English","0085-7130","","telecom,ICT,technology",1995,NA,"2008-04-13T14:10:54Z","Information technology,Industrial engineering. Management engineering,Technology (General),Technology,Computer Science,Technology and Engineering","Norway","N","http://www.telenor.com/telektronikk/about/","","Yes"
"8995","Open Hydrology Journal","","http://www.bentham.org/open/tohydj/","Bentham open","English","1874-3781","","water quality,water management",2007,NA,"2008-06-17T16:30:59Z","Hydraulic engineering,Technology,Hydraulic Engineering,Technology and Engineering","United States","Y","http://www.benthamscience.com/open/tohydj/MSandI.htm","","Yes"
"8996","Clinical Medicine Insights : Gastroenterology","","http://www.la-press.com/clinical-medicine-insights-gastroenterology-journal-j56","Libertas Academica","English","1179-5522","","diagnosis of gastroenterological disorders,prevention of gastroenterological disorders",2010,NA,"2012-03-23T07:58:56Z","Diseases of the digestive system. Gastroenterology,Specialties of internal medicine,Internal medicine,Medicine,Gastroenterology,Medicine (General),Health Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"8997","Sostenible?","","http://upcommons.upc.edu/revistes/handle/2099/1208","Universitat Politècnica de Catalunya","Catalan,Spanish,English","1139-966X","1575-6688","sustainability,global change,sustainable development",1999,NA,"2008-06-16T10:00:56Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Spain","N","http://www.catunesco.upc.es/arxius/sostenible/sostenible-guia-autors-cat.pdf","","Yes"
"8998","Biotechnology for Biofuels","","http://www.biotechnologyforbiofuels.com/home","BioMed Central","English","1754-6834","","biotechnology,energy,petroleum,gas",2008,NA,"2008-04-16T10:36:56Z","Biotechnology,Chemical technology,Technology,Biotechnology,Life Sciences,Biology and Life Sciences","United Kingdom","Y","http://www.biotechnologyforbiofuels.com/about#apc","by","Yes"
"8999","South African Journal of Industrial Psychology","","http://www.sajip.co.za/index.php/sajip/index","AOSIS OpenJournals","English,Afrikaans","0258-5200","2071-0763","industrial psychology,organisational behaviour",2001,NA,"2008-04-17T15:07:59Z","Psychology,Philosophy. Psychology. Religion,Psychology,Social Sciences","South Africa","Y","http://www.sajip.co.za/index.php/sajip/pages/view/authors","by","Yes"
"9000","Journal of Chongqing Normal University","CQNUJ","http://journal.cqnu.edu.cn","Chongqing Normal University","Chinese","1672-6693","","mathematics,physics,computer sciences,chemistry,biology,geology",2004,NA,"2008-04-21T10:00:19Z","Science (General),Science,Science (General),Science General","China","Y","http://journal.cqnu.edu.cn","","Yes"
"9001","Open Anesthesiology Journal","","http://www.bentham.org/open/toatj/","Bentham open","English","1874-3218","","surgery,medicine",2007,NA,"2008-05-09T14:38:07Z","Anesthesiology,Surgery,Medicine,Anesthesiology,Medicine (General),Health Sciences","United States","Y","http://www.benthamscience.com/open/toatj/MSandI.htm","","Yes"
"9002","Open Materials Science Journal","","http://www.bentham.org/open/tomsj/","Bentham open","English","1874-088X","","materials engineering",2007,NA,"2008-05-09T15:34:32Z","Materials of engineering and construction. Mechanics of materials,Electrical engineering. Electronics. Nuclear engineering,Technology,Materials,Technology and Engineering","United States","Y","http://www.benthamscience.com/open/tomsj/MSandI.htm","","Yes"
"9003","Revista Teoria e Prática na Engenharia Civil","","http://www.editoradunas.com.br/revistatpec/","Editora Dunas","Portuguese","1677-3047","","civil engineering,design,construction",2000,NA,"2008-08-07T11:27:39Z","Engineering (General). Civil engineering (General),Technology,General and Civil Engineering,Technology and Engineering","Brazil","N","http://www.editoradunas.com.br/revistatpec/Normas.htm","","Yes"
"9004","Advances in Tribology","","http://www.hindawi.com/journals/at/","Hindawi Publishing Corporation","English","1687-5915","1687-5923","friction,lubrication,wear",2008,NA,"2008-05-15T10:40:56Z","Mechanical engineering and machinery,Technology,Mechanical Engineering,Technology and Engineering","Egypt","Y","http://www.hindawi.com/journals/at/apc/","by","Yes"
"9005","International Journal of Vehicular Technology","","http://www.hindawi.com/journals/ijvt/","Hindawi Publishing Corporation","English","1687-5702","1687-5710","vehicular technologies,wireless communications,mobile systems",2008,NA,"2008-05-15T12:34:49Z","Electrical engineering. Electronics. Nuclear engineering,Technology,Electrical and Nuclear Engineering,Technology and Engineering","Egypt","Y","http://www.hindawi.com/journals/ijvt/apc/","by","Yes"
"9006","Soter","","http://biblioteka.vdu.lt/?q=en/node/546","Vytautas Magnus University","Lithuanian,English,German,Polish,Russian","1392-7450","2335-8785","studies of religion,theology",2006,NA,"2008-08-14T11:36:38Z","Religion (General),Religions. Mythology. Rationalism,Philosophy. Psychology. Religion,Religion,Philosophy and Religion,Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Lithuania","N","http://www.vdu.lt/Leidiniai/SOTER/#reikalavimaien","","Yes"
"9007","Bulletin du Centre d’Études Médiévales d’Auxerre","Bulletin du CEM","http://cem.revues.org","Centre d'Études Médievales Auxerre","French","1623-5770","1954-3093","archaeology",2003,NA,"2008-05-21T16:39:04Z","Medieval history,History (General),History (General) and history of Europe,History,History and Archaeology","France","N","http://cem.revues.org/document522.html","","Yes"
"9008","Journal of the Indian Academy of Geriatrics","","http://www.jiag.org","Indian Academy of Geriatrics","English","0974-2484","","geriatrics,elderly patients",2005,NA,"2008-05-22T15:46:26Z","Geriatrics,Special situations and conditions,Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","India","N","http://www.jiag.org/","","Yes"
"9009","Revista Brasileira de Meteorologia","","http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-7786&lng=en&nrm=iso","Sociedade Brasileira de Meteorologia","Portuguese,English,Spanish","0102-7786","1982-4351","climatology,synoptic,hydrometeorology,remote sensing of the atmosphere,atmospheric modeling,climatic modeling",2007,NA,"2008-05-30T14:46:31Z","Meteorology. Climatology,Physics,Science,Meteorology and Climatology,Earth and Environmental Sciences","Brazil","N","http://www.scielo.br/revistas/rbmet/iinstruc.htm","by-nc","Yes"
"9010","Asian Social Science","","http://ccsenet.org/journal/index.php/ass/","Canadian Center of Science and Education","English","1911-2017","1911-2025","arts,sociology,politics,culture,history,philosophy,economics,management",2008,NA,"2008-06-03T09:14:07Z","Social sciences (General),Social Sciences,Social Sciences","Canada","Y","http://www.ccsenet.org/submission","by","Yes"
"9011","International Journal of Business and Management","","http://ccsenet.org/journal/index.php/ijbm/","Canadian Center of Science and Education","English","1833-3850","1833-8119","finance,insurance,operations research,quantitative management,accounting",2008,NA,"2008-06-03T16:27:24Z","Business,Commerce,Social Sciences,Business and Management,Business and Economics","Canada","Y","http://ccsenet.org/journal/index.php/ijbm/about/submissions#authorFees","","Yes"
"9012","Rivista di Diritto dell'Economia : dei Trasporti e dell'Ambiente","GIURETA","http://www.giureta.unipa.it","Dipartimento di Diritto dell'Economia, dei Trasporti e dell'Ambiente dell'Università degli Studi di Palermo","Italian,English","1724-7322","","transports,economics,law",2003,NA,"2009-05-05T13:45:57Z","Transportation engineering,Engineering (General). Civil engineering (General),Technology,Transportation,Technology and Engineering","Italy","N","http://www.giureta.unipa.it/phpfusion/images/articles/Microsoft%20Word%20-%20criteri%20giureta%20new.pdf","","Yes"
"9013","Enfermería Global","","http://www.um.es/ojs/index.php/eglobal","Universidad de Murcia","Spanish,Portuguese,English","1695-6141","","nursing",2002,NA,"2008-06-10T13:04:32Z","Nursing,Medicine,Nursing,Health Sciences","Spain","N","http://www.um.es/ojs/index.php/eglobal/about/submissions#authorGuidelines","","Yes"
"9014","Annals of Pediatric Cardiology","","http://www.annalspc.com/","Medknow Publications","English","0974-2069","0974-5149","cardiology,cardiac surgery,anesthesiology,intensive care,pathology,molecular biology,genetics",2008,NA,"2008-06-13T11:13:05Z","Pediatrics,Medicine,Pediatrics,Medicine (General),Health Sciences","India","N","http://www.annalspc.com/contributors.asp","by-nc-sa","Yes"
"9015","Music & Politics","","http://quod.lib.umich.edu/m/mp/","University of California, Santa Barbara","English","1938-7687","","music,politics,ideology,culture",2007,NA,"2008-07-07T16:19:06Z","Music,Music and books on Music,Music,Arts and Architecture,Political science (General),Political science,Political Science,Law and Political Science","United States","N","http://quod.lib.umich.edu/m/mp/submit","","Yes"
"9016","MediSur","Revista Científica de las Ciencias Médicas en Cienfuegos","http://www.medisur.sld.cu","Centro Provincial de Información de las Ciencias Médicas en Cienfuegos","Spanish","1727-897X","","science,research,public health,medicine",2003,NA,"2008-07-10T17:03:32Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Cuba","N","http://www.medisur.sld.cu/index.php/medisur/about/submissions#authorGuidelines","by-nc-nd","Yes"
"9017","Open Clinical Chemistry Journal","","http://www.bentham.org/open/tocchemj/","Bentham open","English","1874-2416","","laboratory medicine",2008,NA,"2008-07-18T13:39:20Z","Pathology,Medicine,Pathology,Medicine (General),Health Sciences","United States","Y","http://www.benthamscience.com/open/tocchemj/MSandI.htm","","Yes"
"9018","Intersecciones en Antropología","","http://www.scielo.org.ar/scielo.php/script_sci_serial/pid_1850-373X/lng_es/nrm_iso","Universidad Nacional del Centro de la Provincia de Buenos Aires","Spanish","1666-2105","1850-373X","social anthropology,bioanthropology,archaeology",2000,NA,"2008-07-24T14:53:36Z","Anthropology,Geography. Anthropology. Recreation,Anthropology,Social Sciences","Argentina","N","http://www.scielo.org.ar/revistas/iant/einstruc.htm","","Yes"
"9019","Open Marine Biology Journal","","http://www.bentham.org/open/tombj/","Bentham open","English","1874-4508","","water world,oceans",2007,NA,"2008-07-25T11:26:05Z","Biology (General),Science,Biology,Biology and Life Sciences","United States","Y","http://www.benthamscience.com/open/tombj/MSandI.htm","","Yes"
"9020","Journal of Sensors","","http://www.hindawi.com/journals/js/","Hindawi Publishing Corporation","English","1687-725X","1687-7268","sensing devices,sensor applications",2008,NA,"2008-01-29T11:02:36Z","Technology (General),Technology,Technology (General),Technology and Engineering","Egypt","Y","http://www.hindawi.com/journals/js/apc/","by","Yes"
"9021","Open Veterinary Science Journal","","http://www.bentham.org/open/tovsj/","Bentham open","English","1874-3188","","veterinary science,medicine",2007,NA,"2008-01-30T10:48:49Z","Veterinary medicine,Animal culture,Agriculture,Animal Sciences,Agriculture and Food Sciences","United States","Y","http://www.benthamscience.com/open/tovsj/MSandI.htm","","Yes"
"9022","Open Rheumatology Journal","","http://www.bentham.org/open/torj/","Bentham open","English","1874-3129","","rheumatoid arthritis,musculoskeletal system,medicine",2007,NA,"2008-01-30T11:08:12Z","Diseases of the musculoskeletal system,Specialties of internal medicine,Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","United States","Y","http://www.benthamscience.com/open/torj/MSandI.htm","","Yes"
"9023","Qualit@s Revista Eletrônica","","http://revista.uepb.edu.br/index.php/qualitas/index","Universidade Estadual da Paraíba","Portuguese","1677-4280","","social science,management,sustainability",2002,NA,"2008-01-31T09:30:45Z","Social sciences (General),Social Sciences,Social Sciences","Brazil","N","http://revista.uepb.edu.br/index.php/qualitas/about/submissions#onlineSubmissions","","Yes"
"9024","Nexo","","http://www.nexo.uni.edu.ni/","Universidad Nacional de Ingeniería","Spanish","1818-6742","1995-9516","engineering and technology,environmental sciences,modelling and simulation",2006,NA,"2008-01-31T12:35:02Z","Technology (General),Technology,Technology (General),Technology and Engineering","Nicaragua","N","http://www.lamjol.info/index.php/NEXO/about/submissions#authorGuidelines","by-nc-nd","Yes"
"9025","Revista Entreideias","","http://www.portalseer.ufba.br/index.php/entreideias","Universidade Federal da Bahia","Portuguese,Spanish","2317-0956","2317-1219","pedagogy,teacher training",2012,NA,"2013-08-29T15:10:38Z","Education (General),Education,Education,Social Sciences","Brazil","N","http://www.portalseer.ufba.br/index.php/entreideias/about/submissions#authorGuidelines","","Yes"
"9026","Temps Zéro : Revue d'Étude des Écritures Contemporaines","","http://tempszero.contemporain.info","Chaire de recherche du Canada","French","1913-5963","","contemporary literature,electronic literature,literary studies",2007,NA,"2008-02-01T12:23:22Z","Literature (General),Language and Literature,Languages and Literatures","Canada","N","http://tempszero.contemporain.info/appels","by-nc-nd","Yes"
"9027","Journal of the European Optical Society – Rapid Publications","","http://www.jeos.org","European Optical Society","English","1990-2573","","classical and quantum optics",2006,NA,"2008-02-04T09:03:08Z","Optics. Light,Physics,Science,Optics and Lights,Physics (General),Physics and Astronomy","United Kingdom","Y","https://www.jeos.org/index.php/jeos_rp/about/submissions#authorGuidelines","","Yes"
"9028","Canadian Studies in Population","","http://web.uvic.ca/~canpop/journal/","Canadian Population Society","English,French","0380-1489","","Canadian demography,international demography,population studies",2001,NA,"2008-02-05T12:51:18Z","Statistics,Social Sciences,Statistics,Mathematics and Statistics,Social sciences (General),Social Sciences,Social Sciences","Canada","N","http://www.canpopsoc.ca/publications/journal/","by-nc-sa","Yes"
"9029","Brazilian Journal of Aquatic Science and Technology","BJAST","http://www.univali.br/bjast","Universidade do Vale do Itajaí","Portuguese,English","1808-7035","1983-9057","oceanography,limnology,pollution,fishing administration,engineering",1998,NA,"2008-02-07T09:25:08Z","Oceanography,Geography. Anthropology. Recreation,Oceanography,Earth and Environmental Sciences,Aquaculture. Fisheries. Angling,Agriculture,Aquaculture and Fisheries,Agriculture and Food Sciences","Brazil","N","http://siaiweb06.univali.br/seer/index.php/bjast/about/submissions#authorGuidelines","by-nc-nd","Yes"
"9030","Metodički ogledi","","http://hrcak.srce.hr/index.php?lang=hr&show=casopis&id_casopis=61","Croatian Philosophical Society","Croatian","0353-765X","1848-2325","philosophy,philosophy of education,theoretical education,methodological education,curriculum studies",2003,NA,"2008-02-07T14:43:37Z","Education (General),Education,Education,Social Sciences","Croatia","N","http://hrcak.srce.hr/upute/upute_autorima_Metodicki_ogledi.pdf","","Yes"
"9031","Daena : International Journal of Good Conscience","","http://www.daenajournal.org/","Spenta University Mexico","Spanish","1870-557X","","ethics and sustainability",2006,NA,"2008-02-08T08:49:02Z","Ethics,Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Mexico","N","http://www.daenajournal.org/","","Yes"
"9032","The R Journal","","http://journal.r-project.org/index.html","The R Foundation for Statistical Computing","English","2073-4859","","programming,computer program language,R project,statistical computing",2009,NA,"2010-10-05T10:23:51Z","Probabilities. Mathematical statistics,Mathematics,Science,Statistics,Mathematics and Statistics,Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","Austria","N","http://journal.r-project.org/submissions.html","","Yes"
"9033","Romanian Journal of Regional Science","","http://www.rrsa.ro/rjrs/rjrs.swf","Romanian Regional Science Association","English","1843-8520","","regional science,economics,statistics",2007,NA,"2008-02-11T14:25:54Z","Economic theory. Demography,Social Sciences,Economics,Business and Economics,Social sciences (General),Social Sciences,Social Sciences","Romania","N","http://www.rrsa.ro/rjrs/Guidelines.pdf","","Yes"
"9034","A Contracorriente","","http://www.ncsu.edu/project/acontracorriente","North Carolina State University","Spanish,English,Portuguese","1548-7083","","sociohistorical approaches,Latin American culture,Latin American studies",2003,NA,"2008-02-12T09:43:39Z","Literature (General),Language and Literature,Languages and Literatures,Social sciences (General),Social Sciences,Social Sciences","United States","N","http://www.ncsu.edu/acontracorriente/winter_10/submissions.htm","","Yes"
"9035","Fédéralisme-Régionalisme","","http://popups.ulg.ac.be/federalisme.htm","l'Université de Liège","French,English,Dutch","1374-3864","","federalism,regionalism,international relations,regional integration",1999,NA,"2008-02-12T12:34:41Z","Political science (General),Political science,Political Science,Law and Political Science","Belgium","N","","","Yes"
"9036","Divergencias : Revista de Estudios Linguisticos y Literarios","","http://divergencias.arizona.edu/bienvenidos","University of Arizona","English,Spanish,Portuguese","1555-7596","","Hispanic literature,Hispanic linguistics,Hispanic creative writing,Hispanic cultural studies",2003,NA,"2008-02-13T14:58:21Z","French literature - Italian literature - Spanish literature - Portuguese literature,Language and Literature,Languages and Literatures","United States","N","http://divergencias.arizona.edu/requisitos-para-publicaci%C3%B3n","","Yes"
"9037","Stomatos","","http://www.redalyc.org/revista.oa?id=850","Universidade Luterana do Brasil","Portuguese","1519-4442","2236-8396","odontology,dentistry",2005,NA,"2008-03-20T13:41:09Z","Dentistry,Medicine,Dentistry,Health Sciences","Brazil","N","http://redalyc.org/redalyc/media/normas/normcol850.html","","Yes"
"9038","Ciencia y Sociedad","","http://www.redalyc.org/revista.oa?id=870","Instituto Tecnológico de Santo Domingo","Spanish","0378-7680","","economic conditions,social conditions",2000,NA,"2008-02-14T13:16:22Z","Economic history and conditions,Social Sciences,Economics,Business and Economics","Dominican Republic","N","http://redalyc.org/redalyc/media/normas/normcol870.html","","Yes"
"9039","Cuadernos de Economía y Dirección de la Empresa","","http://www.redalyc.org/revista.oa?id=807","Asociación Científica de Economía y Dirección de Empresas","Spanish,English","1138-5758","","administration,enterprise strategy,corporative finances,accounting,marketing,industrial economy",2005,NA,"2008-02-14T14:21:43Z","Management. Industrial management,Industries. Land use. Labor,Social Sciences,Business and Management,Business and Economics","Spain","N","http://redalyc.org/redalyc/media/normas/normcol807.html","","Yes"
"9040","Eccos Revista Científica","","http://www.redalyc.org/revista.oa?id=715","Centro Universitario Nove de Julho","Portuguese,Spanish","1517-1949","1983-9278","social sciences,higher education",1999,NA,"2008-02-14T15:03:12Z","Education (General),Education,Education,Social Sciences","Brazil","N","http://redalyc.org/redalyc/media/normas/normcol715.html","","Yes"
"9041","Métodos en Ecología y Sistemática","MES","http://www.metodosenecologiaysistematica.com/","Instituto Centroamericano para la Investigación en Biología y Conservación","Spanish,English","1659-2182","1659-3049","biology,conservation,systematics,ecology,taxonomy",2006,NA,"2008-02-18T09:16:24Z","Biology (General),Science,Biology,Biology and Life Sciences","Costa Rica","N","","","Yes"
"9042","Advances in Environmental Biology","","http://www.aensiweb.com/aeb_online.html","American-Eurasian Network for Scientific Information (AENSI)","English","1995-0756","1998-1066","environmental science,ecology",2007,NA,"2008-02-19T11:17:15Z","Biology (General),Science,Biology,Biology and Life Sciences","Pakistan","Y","http://www.aensiweb.com/instructions.html","","Yes"
"9043","Invenio","","http://www.redalyc.org/revista.oa?id=877","Universidad del Centro Educativo Latinoamericano","Spanish","0329-3475","","humanities,economics,history,philosophy,theology",2000,NA,"2008-02-21T15:54:41Z","Social sciences (General),Social Sciences,Social Sciences","Argentina","N","http://redalyc.org/redalyc/media/normas/normcol877.html","","Yes"
"9044","Advances in Urology","","http://www.hindawi.com/journals/au/","Hindawi Publishing Corporation","English","1687-6369","1687-6377","urology",2008,NA,"2008-02-26T11:19:37Z","Diseases of the genitourinary system. Urology,Specialties of internal medicine,Internal medicine,Medicine,Urology,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/au/apc/","by","Yes"
"9045","Scripta Manent","","http://www.sdutsj.edus.si/ScriptaManent/index.html","Slovensko društvo učiteljev tujega strokovnega jezika (SDUTSJ)","English,German,French","1854-2042","","linguistics,applied linguistics,languages for specific purposes,foreign language teaching",2005,NA,"2008-02-27T14:46:11Z","Special aspects of education,Education,Education,Social Sciences","Slovenia","N","http://www.sdutsj.edus.si/ScriptaManent/Submissions.html","","Yes"
"9046","Communicating Astronomy with the Public Journal","CAPjournal","http://www.capjournal.org/","International Astronomical Union","English","1996-5621","1996-563X","science communication,visualising astronomy",2007,NA,"2008-02-27T15:57:39Z","Astronomy,Science,Astronomy (General),Physics and Astronomy","France","N","http://www.capjournal.org/submission.php","by-nc-nd","Yes"
"9047","Australian Journal of Crop Science","AJCS","http://www.cropj.com/","Southern Cross Publishing","English","1835-2693","1835-2707","crop science,molecular biology,physiology,agronomy,plants",2008,NA,"2008-02-27T16:48:23Z","Plant culture,Agriculture,Plant Sciences,Agriculture and Food Sciences","Australia","Y","http://www.cropj.com/guidlines.html","","Yes"
"9048","Química Viva","","http://www.redalyc.org/revista.oa?id=863","Universidad de Buenos Aires","Spanish","1666-7948","","biological chemistry,veterinary medicine,biotechnology",2002,NA,"2008-02-28T11:10:18Z","Biotechnology,Chemical technology,Technology,Biotechnology,Life Sciences,Biology and Life Sciences,Biochemistry,Organic chemistry,Chemistry,Science,Biochemistry,Life Sciences,Biology and Life Sciences","Argentina","N","http://redalyc.org/redalyc/media/normas/normcol863.html","","Yes"
"9049","Quórum : Revista de Pensamiento Iberoamericano","","http://www.redalyc.org/revista.oa?id=520","Universidad de Alcalá","Spanish","1575-4227","","social sciences,humanities,political science,economics",2006,NA,"2008-02-28T11:18:51Z","Political science (General),Political science,Political Science,Law and Political Science","Spain","N","http://redalyc.org/redalyc/media/normas/normcol520.html","","Yes"
"9050","Statistics Surveys","","http://imstat.org/ss/","Statistics Surveys","English","1935-7516","","theoretical statistics,computational statistics,applied statistics",2007,NA,"2008-06-17T09:53:12Z","Statistics,Social Sciences,Statistics,Mathematics and Statistics","United States","N","http://imstat.org/ss/mansub.html","","Yes"
"9051","Journal of Electrophoresis","","http://www.jstage.jst.go.jp/browse/jelectroph/-char/en/","Japanese Electrophoresis Society","English","1349-9394","1349-9408","electrokinetics",2005,NA,"2009-03-31T15:27:24Z","Chemistry,Science,Chemistry (General),Chemistry","Japan","NY","http://wwwsoc.nii.ac.jp/jes1950/index-e.html","","Yes"
"9052","Thermal Medicine","","https://www.jstage.jst.go.jp/browse/thermalmed","Japanese Society for Thermal Medicine","English","1882-2576","1882-3750","hyperthermia,cancer treatment,oncology",2007,NA,"2009-03-31T15:53:33Z","Therapeutics. Pharmacology,Medicine,Therapeutics,Medicine (General),Health Sciences","Japan","NY","","","Yes"
"9053","Data Science Journal","","http://www.jstage.jst.go.jp/browse/dsj/-char/en/","CODATA","English","1683-1470","","data systems,management of data",2002,NA,"2009-03-31T16:40:05Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","Japan","N","http://www.codata.org/dsj/submissions.html","by","Yes"
"9054","Mathematical and Computational Forestry & Natural-Resource Sciences","MCFNS","http://mcfns.com/index.php/Journal/index","University of Georgia","English","1946-7664","","forest biometrics,modeling,growth and yield,mensuration,simulations",2009,NA,"2009-04-02T14:01:19Z","Forestry,Agriculture,Forestry,Agriculture and Food Sciences","United States","Y","http://mcfns.com/index.php/Journal/about/submissions#authorGuidelines","","Yes"
"9055","International Journal of Intelligent Control and Systems","","http://www.ijics.org","Westing Publishing Co., Fremont","English","0218-7965","","intelligent control,intelligent systems,complex systems",2005,NA,"2009-04-03T14:50:44Z","Engineering (General). Civil engineering (General),Technology,General and Civil Engineering,Technology and Engineering,Computer engineering. Computer hardware,Electronics,Electrical engineering. Electronics. Nuclear engineering,Technology,Computer Science,Technology and Engineering,Electrical engineering. Electronics. Nuclear engineering,Technology,Electrical and Nuclear Engineering,Technology and Engineering","United States","N","","","Yes"
"9056","Stem Cells and Cloning : Advances and Applications","","http://www.dovepress.com/stem-cells-and-cloning-advances-and-applications-journal","Dove Medical Press","English","1178-6957","","embryonic stem cells,adult stem cells,blastocysts,therapeutic cloning",2008,NA,"2009-04-09T13:06:28Z","Medicine (General),Medicine,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"9057","Journal of Automation, Mobile Robotics & Intelligent Systems","JAMRIS","http://www.jamris.org/index.php","PIAP – Industrial Research Institute for Automation and Measurements","English","1897-8649","2080-2145","applied automatics,mobile robots control,distributed systems,navigation,data transmission",2007,NA,"2009-04-15T11:19:16Z","Industrial engineering. Management engineering,Technology (General),Technology,Industrial Engineering,Technology and Engineering","Poland","N","http://www.jamris.org/authors.php","","Yes"
"9058","InDret","","http://www.indret.com/es/","Universitat Pompeu Fabra","Spanish,Catalan,English,French,German,Italian","1698-739X","","private law,criminal law,comparative law,procedure and constitutional law",2000,NA,"2009-04-16T08:29:47Z","Law in general. Comparative and uniform law. Jurisprudence,Law,Law,Law and Political Science","Spain","N","http://www.indret.com/es/estil.php?indret=c631a22cfbe154a45a87bf814c5ff067","","Yes"
"9059","Journal of Inflammation Research","","http://www.dovepress.com/journal-of-inflammation-research-journal","Dove Medical Press","English","1178-7031","","inflammation,inflammatory diseases,molecular basis,cell biology,pharmacology",2008,NA,"2009-04-16T14:08:25Z","Pathology,Medicine,Pathology,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"9060","Science of Tsunami Hazards","","http://tsunamisociety.org/","Tsunami Society International","English","8755-6839","","tsunamis,tsunami warning systems,earthquakes,volcanos",2001,NA,"2009-04-16T17:40:30Z","Oceanography,Geography. Anthropology. Recreation,Oceanography,Earth and Environmental Sciences","United States","N","http://tsunamisociety.org/InstructionsAuthors.html","by","Yes"
