"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29992973,"Scientific reports",1,7/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-28714-1","2045-2322",,"A requirement for zic2 in the regulation of nodal expression underlies the establishment of left-sided identity","COAF",,"Unknown","British Heart Foundation","RG/10/17/28553",,"CH/09/003/26631",,"RE/13/1/30181",Jul-18,1165,"GBP","£1,398.00",,,"£1,398.00",,"CC BY",,"Unknown"
30061882,"Frontiers in immunology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fimmu.2018.01561","1664-3224",,"Hepatitis B virus (HBV) adaptation to the CD8+ T cell response: consequences for host and pathogen","COAF",,"Unknown","Wellcome Trust",110110,,,,,Jul-18,2655,"USD","£2,409.44",,,"£2,409.44",,"CC BY",,"Unknown"
30083136,"Frontiers in Endocrinology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fendo.2018.00413 ","1664-2392",,"‘Luteal Analgesia’: Progesterone decreases pain unpleasantness by influencing emotion regulation networks","COAF",,"Unknown","Wellcome Trust","102584/Z/13/Z",,,,,Jul-18,2490,"USD","£2,259.70",,,"£2,259.70",,"CC BY",,"Unknown"
30090099,"Frontiers in immunology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fimmu.2018.01660 ","1664-3224",,"CXCR3+ T Follicular Helper Cells Induced by Co-administration of RTS, S/AS01B and Viral Vectored Vaccines are Associated with Reduced Immunogenicity and Efficacy against Malaria","COAF",,"Unknown","Wellcome Trust","104750/Z/14/Z",,,,,Jul-18,2655,"USD","£2,409.44",,,"£2,409.44",,"CC BY",,"Unknown"
29910112,"Molecular cell",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.molcel.2018.05.011","1097-2765",,"A mechanism for the activation of the influenza virus transcriptase","COAF","RCUK","Unknown","Wellcome Trust","MR/K000241/1","MRC","200835/Z/16/Z",,,May-18,4595.35,"EUR","£4,864.09",,,"£2,432.04",,"CC BY",,"Unknown"
28977444,"Human molecular genetics",0,10/1/2017,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddx240","0964-6906",,"The Genetics of Circadian Rhythms, Sleep and Health","COAF",,"Unknown","Wellcome Trust","106174/Z/14/Z",,,,,Dec-17,1850,"GBP","£1,850.00",,,"£1,850.00",,"CC BY",,"Unknown"
30626990,"Theology",0,3/1/2018,"SAGE Publications","Unknown","Unknown",1,1,"10.1177/0040571X17740527","0040-571X",,"Compassion and responsibility for disease: Trump, tragedy and mercy","COAF",,"Unknown","Wellcome Trust","105605/Z/14/Z",,,,,Feb-18,200,"GBP",£240.00,,,£240.00,,"CC BY",,"Unknown"
29024999,"International journal of epidemiology",0,2/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/ije/dyx193","0300-5771",,"The Great Recession and Inequalities in Access to Healthcare: A study of unemployment and unmet medical need in Europe in the economic crisis","COAF",,"Unknown","Wellcome Trust","100709/Z/12/Z",,,,,Oct-17,2258,"GBP","£2,258.00",,,"£2,258.00",,"CC BY",,"Unknown"
28900029,"Journal of epidemiology and community health",0,11/1/2017,"BMJ","cc-by","cc-by",1,0,"10.1136/jech-2017-208895","0143-005X",,"Young adulthood and adulthood adiposity in relation to incidence of pancreatic cancer: a prospective study of 0.5 million Chinese adults and a meta-analysis","COAF",,"Unknown","Wellcome Trust","202922/Z/16/Z",,,,,Dec-17,1950,"GBP","£2,340.00",,,"£2,340.00",,"CC BY",,"Unknown"
29021403,"Journal of medical genetics",0,1/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/jmedgenet-2017-104620","0022-2593",,"Heterozygous mutations affecting the protein kinase domain of CDK13 cause a syndromic form of developmental delay and intellectual disability","COAF",,"Unknown","Wellcome Trust",102731,,,,,Dec-17,1950,"GBP","£2,340.00",,,"£2,340.00",,"CC BY",,"Unknown"
28961721,"Bioinformatics (Oxford, England)",0,1/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/bioinformatics/btx530","1367-4803",,"Deconvolution of multiple infections in Plasmodium faciparum from high throughput sequencing data","COAF",,"Unknown","Wellcome Trust","100956/Z/13/Z",,,,,Dec-17,1850,"GBP","£1,850.00",,,"£1,850.00",,"CC BY",,"Unknown"
28656748,"Biochemistry",0,8/1/2017,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acs.biochem.7b00300","0006-2960",,"Adenosine Monophosphate Binding Stabilizes the KTN Domain of the Shewanella denitrificans Kef Potassium Efflux System","COAF",,"Unknown","Wellcome Trust","WT092552MA",,"WT100209MA",,,Dec-17,4000,"USD","£3,570.36",,,"£1,785.18",,"CC BY",,"Unknown"
26669989,"Anesthesiology",0,1/1/2016,"Ovid Technologies (Wolters Kluwer Health)","Unknown","Unknown",1,1,"10.1097/ALN.0000000000000924","0007-0912",,"Disambiguating pharmacological mechanisms from placebo in neuropathic pain using functional neuroimaging","COAF",,"Unknown","Wellcome Trust",102645,,,,,Dec-17,2000,"GBP","£2,000.00",,,"£2,000.00",,"CC BY",,"Unknown"
28849908,"ACS chemical biology",0,10/1/2017,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acschembio.7b00481 ","1554-8929",,"Selective targeting of bromodomains of the bromodomain-PHD fingers family impairs osteoclast differentiation","COAF",,"Unknown","Wellcome Trust","092809/Z/10/Z",,,,,Nov-17,2000,"USD","£1,826.63",,,"£1,826.63",,"CC BY",,"Unknown"
28984325,"Organic & biomolecular chemistry",0,10/1/2017,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/C7OB02289A","1477-0520",,"Synthesis of kinase inhibitors containing a pentafluorosulfanyl moiety","COAF",,"Unknown","Wellcome Trust","092809/Z/10/Z",,,,,Oct-17,1600,"GBP","£1,920.00",,,"£1,920.00",,"CC BY",,"Unknown"
28954896,"Journal of neurophysiology",0,12/1/2017,"American Physiological Society","Unknown","Unknown",1,0,"10.1152/jn.00977.2016","0022-3077",,"Low-threshold mechanoreceptors play a frequency-dependent dual role in subjective ratings of mechanical allodynia","COAF",,"Unknown","Wellcome Trust",102645,,,,,Dec-17,2000,"USD","£1,789.44",,,"£1,789.44",,"CC BY",,"Unknown"
28963344,"Biochemical Journal",0,11/1/2017,"Portland Press Ltd.","cc-by","cc-by",1,0,"10.1042/BCJ20170527 ","0264-6021",,"Structural Complexity in the KCTD Family of Cullin3-Dependent E3 Ubiquitin Ligases","COAF",,"Unknown","Wellcome Trust","106169/Z/14/Z",,,,,Nov-17,1500,"GBP","£1,800.00",,,"£1,800.00",,"CC BY",,"Unknown"
29136122,"Cerebral cortex (New York, N.Y. : 1991)",0,1/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cercor/bhx295","1047-3211",,"Local and Global Spatial Organization of Interaural Level Difference and Frequency Preferences in Auditory Cortex","COAF",,"Unknown","Wellcome Trust",76508,,108369,,,Jan-18,2363,"GBP","£2,363.00",,,"£2,363.00",,"CC BY",,"Unknown"
29089246,"Journal of science and medicine in sport",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jsams.2017.10.013","1440-2440",,"Osteoarthritis and Other Long-Term Health Conditions in Former Elite Cricketers","COAF",,"Unknown","Arthritis Research UK",20194,,,,,Nov-17,2152.94,"EUR","£2,276.44",,,"£2,276.44",,"CC BY",,"Unknown"
29040416,"Cerebral cortex (New York, N.Y. : 1991)",0,12/1/2017,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cercor/bhx242","1047-3211",,"Fractionating the Neurocognitive Mechanisms Underlying Working Memory: Independent Effects of Dopamine and Parkinson’s Disease","COAF",,"Unknown","Wellcome Trust","098282/Z/12/Z",,,,,Nov-17,2363,"GBP","£2,363.00",,,"£2,363.00",,"CC BY",,"Unknown"
29190325,"Cerebral cortex (New York, N.Y. : 1991)",0,2/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cercor/bhx308","1047-3211",,"Joint analysis of cortical area and thickness as a replacement for the analysis of the volume of the cerebral cortex","COAF",,"Unknown","Wellcome Trust","100309/Z/12/Z",,"098369/Z/12/Z",,,Jan-18,2363,"GBP","£2,363.00",,,"£2,363.00",,"CC BY",,"Unknown"
29272336,"Brain : a journal of neurology",0,2/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/brain/awx323","0006-8950",,"The importance of early immunotherapy in 103 patients with faciobrachial dystonic seizures","COAF",,"Unknown","Wellcome Trust","104079/Z/14/Z",,,,,Jan-18,3000,"GBP","£3,000.00",,,"£3,000.00",,"CC BY",,"Unknown"
29118141,"Proceedings. Biological sciences",0,11/1/2017,"The Royal Society","cc-by","cc-by",1,0,"10.1098/rspb.2017.1455","0962-8452",,"Midbrain Adaptation May Set the Stage for the Perception of Musical Beat","COAF","RCUK","Unknown","Wellcome Trust","WT099750MA","BBSRC","WT082692, WT076508AIA, WT108369/Z/2015/Z",,"BB/H008608/1",Jan-18,1700,"GBP","£2,040.00",,,"£1,020.00",,"CC BY",,"Unknown"
29237003,"The Journal of antimicrobial chemotherapy",0,3/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/jac/dkx456","0305-7453",,"Illumina short-read and MinION long-read whole genome sequencing to characterise the molecular epidemiology of an NDM-1-Serratia marcescens outbreak in Romania","COAF",,"Unknown","Wellcome Trust","WT098615/Z/12/Z",,,,,Jan-18,2000,"GBP","£2,000.00",,,"£2,000.00",,"CC BY",,"Unknown"
29030455,"Neurology",0,11/1/2017,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.?1212/?WNL.?0000000000004646 ","0028-3878",,"Optimal deep brain stimulation site and target connectivity for chronic cluster headache","COAF",,"Unknown","Wellcome Trust","WT104765MA",,,,,Nov-17,4000,"USD","£3,659.10",,,"£3,659.10",,"CC BY",,"Unknown"
29596582,"Epidemiologic reviews",0,6/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/epirev/mxx015","0193-936X",,"Prevalence of Posttraumatic Stress Disorder in Prisoners","COAF",,"Unknown","Wellcome Trust","202836/Z/16/Z",,,,,Jan-18,2125,"GBP","£2,125.00",,,"£2,125.00",,"CC BY",,"Unknown"
29028973,"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America",0,2/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cid/cix834","1058-4838",,"Safety and Immunogenicity of Newborn MVA85A Vaccination and Selective, Delayed Bacille Calmette-Guerin (BCG) for Infants of HIV Infected Mothers: A Phase 2 Randomized Controlled Trial","COAF",,"Unknown","Wellcome Trust","095780/Z/11/Z",,,,,Dec-17,2297,"GBP","£2,297.00",,,"£2,297.00",,"CC BY",,"Unknown"
29183963,"FASEB journal : official publication of the Federation of American Societies for Experimental Biology",0,4/1/2018,"FASEB","cc-by","cc-by",1,0,"10.1096/fj.201700876R","0892-6638",,"Distinct moieties underlie biphasic H+-gating of connexin43 channels, producing a pH-optimum for intercellular communication","COAF",,"Unknown","British Heart Foundation","RG/15/9/31534",,"RG/08/016",,,Jan-18,2500,"USD","£2,237.81",,,"£2,237.81",,"CC BY",,"Unknown"
29346515,"Brain : a journal of neurology",0,2/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/brain/awx337","0006-8950",,"A brain based pain facilitation mechanism contributes to painful diabetic polyneuropathy","COAF",,"Unknown","Wellcome Trust",102645,,,,,Jan-18,2300,"GBP","£2,300.00",,,"£2,300.00",,"CC BY",,"Unknown"
29050958,"Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology",0,3/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.radonc.2017.09.029","0167-8140",,"Metal Artefact Reduction for Accurate Tumour Delineation in Radiotherapy","COAF",,"Unknown","Cancer Research UK","C8225/A21133",,,,,Dec-17,1850,"EUR","£1,950.79",,,"£1,950.79",,"CC BY",,"Unknown"
29447335,"Brain : a journal of neurology",0,4/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/brain/awy010.","0006-8950",,"Condition-dependent generation of aquaporin-4 antibodies from circulating B cells in Neuromyelitis Optica","COAF",,"Unknown","Wellcome Trust","104079/Z/14/Z",,,,,Apr-18,2300,"GBP","£2,300.00",,,"£2,300.00",,"CC BY",,"Unknown"
29108832,"Neuroscience",0,10/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroscience.2017.10.041","0306-4522",,"Temporal Processing in Audition: Insights from Music","COAF",,"Unknown","Wellcome Trust","WT099750MA",,"106084/Z/14/Z",,,Dec-17,2152.94,"EUR","£2,270.24",,,"£2,270.24",,"CC BY",,"Unknown"
29387878,"JAMA psychiatry",0,3/1/2018,"American Medical Association (AMA)","cc-by","cc-by",1,0,"10.1001/jamapsychiatry.2017.4363 ","2168-622X",,"Association of Persistent and Severe Postnatal Depression With Child Outcomesdevelopment","COAF","RCUK","Unknown","Wellcome Trust",90139,"ESRC","ES/P009794/1",,,Dec-17,5000,"USD","£4,471.94",,,"£2,235.97",,"CC BY",,"Unknown"
29191694,"Neuroscience letters",0,2/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neulet.2017.11.045","0304-3940",,"Frontal Evoked ? Activity modulates Behavioural Performance in Autism Spectrum Disorders in a Perceptual Simultaneity Task","COAF",,"Unknown","Wellcome Trust","203139/Z/16/Z",,,,,Dec-17,1973.53,"EUR","£2,077.77",,,"£2,077.77",,"CC BY",,"Unknown"
30001524,"Cell host & microbe",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.chom.2018.06.008","1931-3128",,"Malaria Vaccines - Recent Advances and New Horizons","COAF","RCUK","Unknown","Wellcome Trust","209200/Z/17/Z","MRC","MR/K025554/1",,,Aug-18,4595.35,"EUR","£4,913.06",,,"£2,456.52",,"CC BY",,"Unknown"
29523335,"Tuberculosis (Edinburgh, Scotland)",0,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.tube.2017.11.006","1472-9792",,"Development of a Non-Human Primate BCG Infection Model for the Evaluation of 2 Candidate Tuberculosis Vaccines","COAF",,"Unknown","Wellcome Trust","095780/Z/11/Z",,,,,Dec-17,2242.65,"EUR","£2,361.10",,,"£2,361.10",,"CC BY",,"Unknown"
29438361,"British journal of cancer",0,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/bjc.2017.484","0007-0920",,"A first-in-human phase I study to determine the maximum tolerated dose of the oral Src/ABL inhibitor AZD0424","COAF",,"Unknown","Cancer Research UK","CRUK/07/61",,,,,Mar-18,2000,"GBP","£2,400.00",,,"£2,400.00",,"CC BY",,"Unknown"
29236952,"Cardiovascular research",0,3/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cvr/cvx242","0008-6363",,"Impaired cardiac contractile function in AGAT knockout mice devoid of creatine is rescued by homoarginine but not creatine","COAF",,"Unknown","British Heart Foundation","RG/13/8/30266",,,,,Mar-18,2150,"GBP","£2,150.00",,,"£2,150.00",,"CC BY",,"Unknown"
29216518,"Current opinion in genetics & development",0,2/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.gde.2017.11.006","0959-437X",,"Expanding horizons: new roles for non-canonical RNA-binding proteins in cancer","COAF",,"Unknown","Wellcome Trust",81858,,,,,Jan-18,3498.53,"EUR","£3,721.51",,,"£3,721.51",,"CC BY",,"Unknown"
29248498,"Neuropsychologia",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuropsychologia.2017.12.021","0028-3932",,"Towards a neuro-computational account of prism adaptation","COAF",,"Unknown","Wellcome Trust","203139/Z/16/Z",,,,,Jan-18,2063.24,"EUR","£2,194.74",,,"£2,194.74",,"CC BY",,"Unknown"
29964141,"The Journal of infection",0,11/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jinf.2018.06.012","0163-4453",,"Diagnostic value of symptoms and signs for identifying Urinary Tract Infection in older adults outpatients: systematic review and meta-analysis","COAF",,"Unknown","Wellcome Trust","203921/Z/16/Z",,,,,Jul-18,2651.16,"EUR","£2,812.90",,,"£2,812.90",,"CC BY",,"Unknown"
29387889,"JAMA cardiology",0,3/1/2018,"American Medical Association (AMA)","cc-by","cc-by",1,0,"10.1001/jamacardio.2017.5205","2380-6583",,"Associations of Omega-3 Fatty Acid Supplement Use With Cardiovascular Disease Risks: Meta-analysis of 10 Trials Involving 77?917 Individuals","COAF",,"Unknown","British Heart Foundation","CH/1996001/9454",,,,,Dec-17,4500,"USD","£4,022.66",,,"£2,011.33",,"CC BY",,"Unknown"
29387889,"JAMA cardiology",0,3/1/2018,"American Medical Association (AMA)","cc-by","cc-by",1,0,"10.1001/jamacardio.2017.5205","2380-6583",,"Associations of Omega-3 Fatty Acid Supplement Use With Cardiovascular Disease Risks: Meta-analysis of 10 Trials Involving 77?917 Individuals","COAF",,"Unknown","British Heart Foundation","CH/1996001/9454",,,,,Oct-18,500,"USD",£457.45,,,£457.45,,"CC BY",,"Unknown"
29616663,"Physics in medicine and biology",0,5/1/2018,"IOP Publishing","cc-by","cc-by",1,0,"10.1088/1361-6560/aabb62","0031-9155",,"4D-PET Reconstruction using a Spline Residue Model with Spatial and Temporal Roughness Penalties","COAF",,"Unknown","Cancer Research UK","C5255/A16466",,,,,Apr-18,1700,"GBP","£2,040.00",,,"£2,040.00",,"CC BY",,"Unknown"
29653635,"American heart journal",0,4/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ahj.2017.12.006","0002-8703",,"ASCEND: A Study of Cardiovascular Events in Diabetes: Characteristics of a randomized trial of aspirin and of omega-3 fatty acid supplementation in 15,480 people with diabetes","COAF",,"Unknown","British Heart Foundation","SP/14/331114",,,,,Jan-18,2691.18,"EUR","£2,862.71",,,"£2,862.71",,"CC BY",,"Unknown"
29223951,"Evidence-based mental health",0,2/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/eb-2017-102760","1362-0347",,"Heart rate variability in bipolar disorder and borderline personality disorder: a clinical review","COAF","RCUK","Unknown","Wellcome Trust","098461/Z/12/Z","EPSRC","102616/Z",,"EP/G036861/1 ",Jan-18,1950,"GBP","£2,340.00",,,"£1,170.00",,"CC BY",,"Unknown"
29718088,"American journal of epidemiology",0,6/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/aje/kwx375","0002-9262",,"Synthesizing the evidence on prisoner health? taking stock and moving forward","COAF",,"Unknown","Wellcome Trust","202836/Z/16/Z",,,,,Mar-18,2250,"GBP","£2,250.00",,,"£2,250.00",,"CC BY",,"Unknown"
28689673,"Neuropsychologia",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuropsychologia.2017.07.003","0028-3932",,"The anatomy of apathy and; a neurocognitive framework for amotiv","COAF",,"Unknown","Wellcome Trust","098282/Z/12/Z",,,,,Jan-18,2063.24,"EUR","£2,194.74",,,"£2,194.74",,"CC BY",,"Unknown"
29436486,"Journal of neurology, neurosurgery, and psychiatry",0,6/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/jnnp-2017-317338","0022-3050",,"A randomised double-blind, placebo-controlled crossover study of single-dose guanfacine in unilateral neglect following stroke","COAF",,"Unknown","Wellcome Trust","098282/Z/12/Z",,,,,Jan-18,1462.5,"GBP","£1,755.00",,,"£1,755.00",,"CC BY",,"Unknown"
28921376,"Journal of community genetics",0,4/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1016/j.clsr.2018.01.002","0267-3649",,"Are 'Pseudonymised' Data Always Personal Data? Implications of the GDPR for Administrative Data Research in the UK","COAF","RCUK","Unknown","Wellcome Trust","096599/2/11/Z","ESRC","ES/L007452/1",,,Jan-18,2120.93,"EUR","£2,243.98",,,"£1,121.99",,"CC BY",,"Unknown"
29409752,"Bioorganic & medicinal chemistry letters",0,2/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.bmcl.2018.01.044","0960-894X",,"Activation loop targeting strategy for design of receptor-interacting protein kinase 2 (RIPK2) inhibitors","COAF",,"Unknown","Wellcome Trust","106169/Z/14/Z",,,,,Feb-18,2076.74,"EUR","£2,191.62",,,"£2,191.62",,"CC BY",,"Unknown"
29307608,"NeuroImage",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroimage.2017.12.098","1053-8119",,"Insight and Inference for DVARS","COAF",,"Unknown","Wellcome Trust","100309/Z/12/Z",,,,,Feb-18,2651.16,"EUR","£2,797.81",,,"£2,797.81",,"CC BY",,"Unknown"
29309896,"NeuroImage",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroimage.2018.01.003","1053-8119",,"Thresholding functional connectomes by means of mixture modeling","COAF",,"Unknown","Wellcome Trust","098369/Z/12/Z",,,,,Feb-18,2651.16,"EUR","£2,797.81",,,"£2,797.81",,"CC BY",,"Unknown"
29522057,"Chemical communications (Cambridge, England)",0,3/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/c8cc00387d","1359-7345",,"2-Oxoglutarate Regulates Binding of hydroxylated Hypoxia-Inducible Factor to Prolyl Hydroxylase Domain 2","COAF",,"Unknown","Wellcome Trust","106244/Z/14/Z",,,,,Feb-18,1000,"GBP","£1,200.00",,,"£1,200.00",,"CC BY",,"Unknown"
29424543,"Journal of chemical theory and computation",0,3/1/2018,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acs.jctc.7b00983","1549-9618",,"Balancing force field protein-lipid interactions to capture transmembrane helix-helix association","COAF",,"Unknown","Wellcome Trust","WT100946AIA",,,,,Feb-18,2000,"USD","£1,700.68",,,"£1,700.68",,"CC BY",,"Unknown"
29632271,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",0,5/1/2018,"The Royal Society","cc-by","cc-by",1,0,"10.1098/rstb.2017.0193
","0080-4622",,"Controlling compartmentalisation by non-membrane bound organelles","COAF",,"Unknown","Wellcome Trust","108445/Z/15/Z",,,,,Feb-18,1700,"GBP","£2,040.00",,,"£2,040.00",,"CC BY",,"Unknown"
29446645,"Diabetes & vascular disease research",0,7/1/2018,"SAGE Publications","cc-by","cc-by",1,0,"10.1177/1479164118757923 ","1479-1641",,"The Relationship of Perivascular Adipose Tissue and Atherosclerosis in the Aorta and Carotid Arteries, Determined by Magnetic Resonance Imaging","COAF",,"Unknown","British Heart Foundation","PG/06/135/21808",,,,,Mar-18,200,"GBP",£240.00,,,£240.00,,"CC BY",,"Unknown"
26078481,"Journal of the American Statistical Association",0,3/1/2015,"Informa UK Limited","Unknown","Unknown",1,0,"10.1080/01621459.2018.1434531","0162-1459",,"Graphical Model Selection for Gaussian Conditional Random Fields in the Presence of Latent Variables","COAF",,"Unknown","Wellcome Trust","100956/Z/13/Z",,"098759/Z/12/Z",,,Feb-18,447,"GBP",£536.40,,,£268.20,,"CC BY",,"Unknown"
29598857,"American journal of preventive medicine",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.amepre.2018.02.010","0749-3797",,"The Impact of U.S. Free Trade Agreements on Calorie Availability and Obesity: A Natural Experiment in Canada","COAF",,"Unknown","Wellcome Trust","WT108696MA",,,,,Feb-18,2209.3,"EUR","£2,353.45",,,"£2,353.45",,"CC BY",,"Unknown"
29788256,"Brain : a journal of neurology",0,8/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/brain/awy109","0006-8950",,"Distinct HLA associations of LGI1 and CASPR2-antibody diseases","COAF",,"Unknown","Wellcome Trust","104079/Z/14/Z",,,,,Jul-18,2300,"GBP","£2,300.00",,,"£2,300.00",,"CC BY",,"Unknown"
29506031,"Brain : a journal of neurology",0,6/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/brain/awy022","0006-8950",,"Cognition and Dementia in older people with Epilepsy","COAF",,"Unknown","Wellcome Trust","206330/Z/17/Z",,,,,Mar-18,2300,"GBP","£2,300.00",,,"£2,300.00",,"CC BY",,"Unknown"
29230699,"Journal of bioethical inquiry",0,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s11673-017-9828-3 ","1176-7529",,"Predictive Psychiatric Genetic Testing in Minors: An Exploration of the Non-Medical Benefits","COAF",,"Unknown","Wellcome Trust","203329/Z/16/Z",,,,,Feb-18,2200,"EUR","£2,343.54",,,"£2,343.54",,"CC BY",,"Unknown"
29603985,"Journal of the Optical Society of America. A, Optics, image science, and vision",0,4/1/2018,"The Optical Society","cc-by","cc-by",1,0,"10.1364/JOSAA.35.00B244.","1084-7529",,"Discrimination of spectral reflectance under environmental illumination","COAF",,"Unknown","Wellcome Trust","094595/Z/10/Z",,,,,Feb-18,2692,"USD","£2,298.24",,,"£2,298.24",,"CC BY",,"Unknown"
29460615,"Biochemistry",0,3/1/2018,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acs.biochem.8b00026","0006-2960",,"Precursor-receptor interactions in the twin arginine protein transport pathway probed with a new receptor complex preparation","COAF",,"Unknown","Wellcome Trust","104633/Z/14/Z",,"107929/Z/15/Z",,,Mar-18,2000,"USD","£1,728.86",,,£864.43,,"CC BY",,"Unknown"
29351467,"American journal of physiology. Heart and circulatory physiology",0,5/1/2018,"American Physiological Society","cc-by","cc-by",1,0,"10.1152/ajpheart.00477.2017 ","0363-6135",,"From ionic to cellular variability in human atrial myocytes: an integrative computational and experimental study","COAF",,"Unknown","Wellcome Trust","100246/Z/12/Z","British Heart Foundation","RG/11/15/29375",,"FS/17/22/32644",Mar-18,2000,"USD","£1,728.85",,,"£1,728.85",,"CC BY",,"Unknown"
29907800,"Genetics in medicine : official journal of the American College of Medical Genetics",0,6/1/2018,"Springer Nature","cc-by","Unknown",0,0,"10.1038/s41436-018-0067-8","1098-3600",,"Big data phenotyping in rare diseases: some ethical issues","COAF",,1,"Wellcome Trust","208818/Z/17/Z",,,,,Aug-18,2800,"GBP","£3,360.00",,,"£3,360.00",,"CC BY",,1
29509881,"Cardiovascular research",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cvr/cvy054","0008-6363",,"Over-expression of mitochondrial creatine kinase in the murine heart improves functional recovery and protects against injury following ischaemia-reperfusion","COAF",,"Unknown","British Heart Foundation","RG/13/8/30266",,,,,Mar-18,2150,"GBP","£2,150.00",,,"£2,150.00",,"CC BY",,"Unknown"
29969132,"Faraday discussions",0,9/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/C8FD00013A","1359-6640",,"Water and hydrophobic gates in ion channels and nanopores","COAF","RCUK","Unknown","Wellcome Trust","208361/Z/17/Z","BBSRC","BB/N000145/1","EPSRC","EP/R004722/1",Mar-18,1600,"GBP","£1,920.00",,,£960.00,,"CC BY",,"Unknown"
