"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC3720043";23798693;"10.1098/rstb.2012.0145";"Royal Society";"Royal Society Proceedings B";"0962-8436, 1471-2970";"A sticky situation: the unexpected stability of malaria elimination. ";£1,680.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3720045";23798695;"10.1098/rstb.2012.0147";"Royal Society";"Royal Society Proceedings B";"0962-8436, 1471-2970";"The impact of protein-conjugate polysaccharide vaccines: an end game for meningitis?";£1,680.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3973251";24619434;"10.1098/rspb.2013.2286";"Royal Society";"Royal Society Proceedings B";"0962-8452, 1471-2954";"Analysis of a summary network of co-infection in humans reveals that parasites interact most via shared resources";£1,260.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3744356";24686431;"10.1098/rsnr.2013.0038";"Royal Society";"Special Lister Issue: Notes and Records (Royal Society)";"0035-9149, 1743-0178";"From mourning to scientific legacy: commemorating Lister in London and ScotlandÃ¢Â€Â ";£1,680.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3744355";24686396;"10.1098/rsnr.2013.0037";"Royal Society";"Special Lister Issue: Notes and Records (Royal Society)";"0035-9149, 1743-0178";"ListerÃ¢Â€Â™s relationship with patients: Ã¢Â€Â˜a successful case";£1,260.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4123707";25030988;"10.1098/rspb.2014.1137";"Royal Society";"Proceedings of the Royal Society B";"0962-8452, 1471-2954";"A texture-processing model of the Ã¢Â€Â˜visual sense of numberÃ¢Â€Â™";£1,260.00;1;"unknown";"cc-by";"publisher";"hybrid";1
"PMC4184461";24519084;"10.1039/c3ob42164c";"Royal Society of Chemistry";"Organic and Biomolecular Chemistry";"1477-0520, 1477-0539";"Probing the substrate specificity of Trypanosoma brucei GlcNAc-PI de-N-acetylase with synthetic substrate analogues.";£1,920.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3751594";23438204;"10.1039/C2TB00379A";"Royal Society of Chemistry";"Royal Society of Chemistry";"0009-2665, 1520-6890";"Analysis and prediction of defects in UV photo-initiatedÃ‚Â polymerÃ‚Â microarrays";£1,632.00;1;1;"non-standard-licence";"epmc";"hybrid";0
"PMC4229624";25400934;"10.1039/C4TB00573B";"Royal Society of Chemistry";"Materials Chemistry";"2050-750X, 2050-7518";"Solid Phase synthesis of functionalised SAM";£1,360.00;1;"unknown";"cc-by";"publisher";"hybrid";1
;25193248;"10.1177/0956462414549036";"Sage";"International Journal of STD & AIDS";"0956-4624, 1758-1052";"Yaws";£1,920.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;23787892;"10.1177/1352458513490547";"Sage";"Multiple Sclerosis Journal";"1352-4585, 1477-0970";"No excess of mitochondrial DNA deletions within muscle in progressive multiple sclerosis";£1,920.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24609207;"10.1177/1073858414523320";"Sage";"Neuroscientist";"1073-8584, 1089-4098";"Astrocytic Targets Provide New Avenues for the Therapeutic Treatment of Epilepsy.";£2,184.07;0;"unknown";"cc-by";"publisher";"hybrid";0
;24297773;"10.1177/0954411913513251";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"The effect of insert conformity and material on total knee replacement wear";£480.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24898443;"10.1177/0954411914537617";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"Biphasic investigation of contact mechanics in natural human hips during activities";£240.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24878736;"10.1177/0954411914537618";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"Experimental validation of a new biphasic model of the contact mechanics of the porcine hip";£240.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24477888;"10.1177/0954411913518910";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"The influence of kinematic conditions and design on the wear of patella-femoral replacements";£240.00;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC3834733";22434935;"10.1177/1359104512437210";"Sage";"Clinical Child Psychology and Psychiatry";"1359-1045, 1461-7021";"Using video feedback to improve early father infant interaction";£960.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3821819";24222835;"10.1177/2048872613487495";"Sage";"European Heart Journal";"2048-8726, 2048-8734";"Type and timing of heralding in ST-elevation and non-ST-elevation myocardial infarction: an analysis of prospectively collected electronic healthcare records linked to the national registry of acute coronary syndromes.";£1,920.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4230381";23559536;"10.1177/2047487313486039";"Sage";"European Journal of Preventive Cardiology";"2047-4873, 2047-4881";"The association of maternal prenatal psychosocial stress with vascular function in the child at age 10Ã¢Â€Â“11 years: findings from the Avon longitudinal study of parents and children";£240.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3837543";24573259;"10.1177/0957154X13476200";"Sage";"History of Psychiatry";"0957-154X";"The bones of the insane";£800.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3778981";23884863;"10.1177/0269881113495118";"Sage";"Journal of Psychopharmacology";"0269-8811, 1461-7285";"The size, burden and cost of disorders of the brain in the UK";£1,920.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4232279";24549297;"10.1177/0956797613520608";"Sage";"Psychological Science";"0956-7976, 1467-9280";"Continuous Theta-Burst Stimulation Demonstrates a Causal Role of Premotor Homunculus in Action Understanding";£226.48;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3492741";22820178;"10.1177/0020764012450992";"Sage";"International Journal of Social Psychiatry";"0020-7640, 1741-2854";"How therapeutic communities work; specific factors related to positive outcome";£800.00;1;"unknown";"cc-by-nc";"publisher";"hybrid";0
;23825238;"10.1177/0963662512441569";"Sage";"Public Understanding of Science";"0963-6625, 1361-6609";"Exploring public discourses about emerging technologies through statistical clustering of open-ended survey questions";£320.00;0;"unknown";"cc-by-nc";"publisher";"hybrid";0
"PMC3867339";22441888;"10.1177/1087054712436876";"Sage";"Journal of Attention Disorders";"1087-0547, 1557-1246";"The Impact of Persisting Hyperactivity on Social Relationships";£1,047.33;1;"unknown";"unknown";;"hybrid";0
;24285289;"10.1177/0954411913509977";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"Functionally distinct tendon fascicles 
exhibit different creep and stress
relaxation behaviour";£240.00;0;"unknown";"unknown";;"hybrid";0
;;;"Sage";"Crime, Media, Culture";;"The Dark Value of Criminal Bodies";£960.00;;"unknown";"unknown";;;0
;;;"Sage";"History of Psychiatry";;"Photography and Radical Psychiatry in Italy in the 1960s. The case of the photobook Morire di Classe (1969)";£960.00;;"unknown";"unknown";;;0
;;"10.1177/0952695114536715";"Sage";"History of the Human Sciences";;"Quantifying the quiet epidemic: Diagnosing dementia in late 20th-century Britain ";£240.00;;"unknown";"unknown";;;0
;;"10.1177/1468794114550439";"Sage";"Qualitative Research";;"Anonymising interview data: challenges and compromise in practice";£960.00;;"unknown";"unknown";;;0
;;;"Sage";"Qualitative Research";;"A qualitative method for analysing multivoicedness";£960.00;;"unknown";"unknown";;;0
"PMC3546629";22815336;"10.1177/0269881112454228";"Sage";"Journal of Psychopharmacology";"0269-8811, 1461-7285";"Modulation of hippocampal dopamin metabolism and hippocampal-dependent cognitive function by catechol-O-methyltransferase inhibition";£1,920.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4128077";24781160;"10.1177/0141076814532392";"Sage";"Journal of the Royal Society of Medicine";"0141-0768, 1758-1095";"The friends and family test: a qualitative study of concerns that influence the willingness of English National Health Service staff to recommend their organisation";£1,920.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4017320";24496573;"10.1177/0023677213518526";"Sage";"Laboratory Animals";"0023-6772, 1758-1117";"A model describing the use of a bronchial blocking device and a sheathed bronchoscope for pulmonary aspiration studies in the Gottingen minipig.
the GÃ‘Â†??ngen minipig";£240.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3952593";24634569;"10.1177/0968533213508974";"Sage";"Medical Law International";"0968-5332, 2047-9441";"Delivering proportionate governance in the era of eHealth";£1,920.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4107817";23835449;"10.1177/1073858413494269";"Sage";"Neuroscientist";"1073-8584, 1089-4098";"Dorsal and Ventral Attention Systems:Ã‚Â Distinct Neural Circuits but Collaborative Roles";£240.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4232278";24658586;"10.1177/0954411914528308";"Sage";"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in MedicineÃ‚Â ";"0954-4119, 2041-3033";"Generation of a large volume of clinically relevant nanometre-sized ultra-high-molecular-weight polyethylene wear particles for cell culture studies";£240.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3917707";21216802;"10.1177/0962280210394459";"Sage";"Statistical Methods in Medical Research";"0962-2802, 1477-0334";"Using multiple genetic variants as instrumental variables for modifiable risk factors";£1,920.00;1;0;"cc-by";"epmc_xml";"hybrid";1
;24192777;"10.1117/1.jbo.19.1.011018";"Shared Science";"Microbial Cell";"1083-3668, 1560-2281";"Tracking autophagy during
proliferation and differentiation of Trypanosoma brucei";£517.24;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;;;"Shared Science";"Microbial Cell";;"An extensive endoplasmic reticulum-localised glycoprotein family in trypanosomatids";£491.95;;"unknown";"unknown";;;0
;23761405;"10.1099/vir.0.053256-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Experimental and bioinformatic evidence that raspberry leaf blotch emaravirus P4 is a movement protein of the 30K superfamily.";£2,100.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;23486665;"10.1099/vir.0.050146-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Inhibition of rotavirus replication by downregulation of fatty acid synthesis";£2,100.00;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC4310207";24225497;"10.1099/vir.0.059188-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Pathology caused by persistent murine norovirus infection";£1,750.00;1;1;"non-standard-licence";"epmc";"hybrid";0
"PMC4029279";24323635;"10.1099/vir.0.061978-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Prevalence, genetic diversity and recombination of species G enteroviruses infecting pigs in Vietnam";£2,100.00;0;"unknown";"unknown";;"hybrid";0
"PMC3836496";24026670;"10.1099/vir.0.055764-0";"Society for General Microbiology";"General Virology";"0022-1317, 1465-2099";"The non-primate hepacivirus 5' untranslated region possesses IRES activity";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4233629";25096816;"10.1099/vir.0.067751-0";"Society for General Microbiology";"General Virology";"0022-1317, 1465-2099";"Inhibition of the FMDV sub-genomic replicon by RNA aptamers";£1,785.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3799226";24097834;"10.1099/ijs.0.052431-0";"Society for General Microbiology";"International Journal of Systematic and Evolutionary Microbiology";"1466-5026, 1466-5034";"Genome sequence analyses show that Neisseria oralis is the same species as Neisseria mucosa var. heidelbergensis";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3709634";23515026;"10.1099/vir.0.049635-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Lipidome analysis of rotavirus-infected cells confirms the close interaction of lipid droplets with viroplasms";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3973480";24394698;"10.1099/vir.0.058313-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Human cytomegalovirus suppresses FAS expression and function";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4202269";25096814;"10.1099/vir.0.068221-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Analysis of purified wild type and mutant adenovirus particles by SILAC based quantitative proteomics";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3542734";22492915;"10.1099/vir.0.041921-0";"Society for General Microbiology";"Journal of General Virology";"0022-1317, 1465-2099";"Seamless replacement of Autographa californica multiple nucleopolyhedrovirus gp64 with each of five novel Type II Alpha-baculoviral F sequences generates pseudotyped virus  that fails to transduce mammalian cells";£1,750.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4250835";25231626;"10.1099/jmm.0.076323-0.";"Society for General Microbiology";"Journal of Medical Microbiology";"0022-2615, 1473-5644";"Monoclonal antibodies against all known variants of EspA: development of a simple diagnostic test for enteropathogenic Escherichia coli based on a key virulence factor";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3783016";23813677;"10.1099/mic.0.068874-0";"Society for General Microbiology";"Journal of Microbiology";"1350-0872, 1465-2080";"Distribution and diversity of the haemoglobin-haptoglobin iron-acquisition systems";£2,100.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3917226";24149708;"10.1099/mic.0.072389-0";"Society for General Microbiology";"Microbiology";"1350-0872, 1465-2080";"The prevalence and origin of exoprotease-producing cells in the Bacillus subtilis biofilm";£2,126.25;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4117218";24847000;"10.1099/mic.0.078576-0";"Society for General Microbiology";"Microbiology";"1350-0872, 1465-2080";"Role of the phosphopantetheinyltransferase enzyme, PswP, in the biosynthesis of antimicrobial secondary metabolites by Serratia marcescens Db10.";£2,126.25;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4219104";25139949;"10.1099/mic.0.081216-0";"Society for General Microbiology";"Microbiology";"1350-0872, 1465-2080";"Dissection of the region of P. aeruginosa ParA that is important for dimerization and interactions with its partner ParB";£1,785.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4165930";24989172;"10.1099/vir.0.068429-0";"Society for General Microbiology ";"Journal of General Virology";"0022-1317, 1465-2099";"Consensus proposals for classification of the family hepeviridae";£1,785.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3996210";24760841;"10.1523/JNEUROSCI.4107-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"The brain's temporal dynamics from a collective decision to individual action";£2,719.21;1;"unknown";"unknown";;"hybrid";0
"PMC3913879";24501377;"10.1523/JNEUROSCI.3157-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"heparan sulphotransferases Hs6st1 and Hs2st keep Erk in check for mouse corpus callosum development";£2,587.76;1;"unknown";"unknown";;"hybrid";0
"PMC3713727";23864675;"10.1523/jneurosci.5193-12.2013";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Choosing the rules: distinct and overlapping frontoparietal representations of task rules for perceptual decisions";£2,503.06;1;"unknown";"unknown";;"hybrid";0
"PMC4115131";25080577;"10.1523/jneurosci.1904-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Stimulus-Driven Brain Oscillations in the Alpha Range: Entrainment of Intrinsic Rhythms or Frequency-Following Response?";£2,494.97;1;"unknown";"unknown";;"hybrid";0
"PMC4205553";25339742;"10.1523/jneurosci.2767-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Detecting pairwise correlations in spike trains: an objective comparison of methods and application to the study of retinal waves";£2,405.80;1;"unknown";"unknown";;"hybrid";0
"PMC4212059";25355207;"10.1523/jneurosci.1706-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Relative valuation of pain in human orbitofrontal cortex";£2,390.22;1;"unknown";"unknown";;"hybrid";0
"PMC3960461";24647936;"10.1523/JNEUROSCI.4835-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Opto-activation of locus coeruleus neurons evokes bidirectional changes in thermal nociception in rats";£2,381.59;1;"unknown";"unknown";;"hybrid";0
"PMC4069351";24966373;"10.1523/JNEUROSCI.0428-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Overlapping networks engaged during spoken language production and its cognitive control
";£2,015.08;1;"unknown";"unknown";;"hybrid";0
"PMC3942580";24599462;"10.1523/JNEUROSCI.3204-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Noise in neural populations accounts for errors in working memory";£1,971.84;1;"unknown";"unknown";;"hybrid";0
"PMC4004810";24790193;"10.1523/JNEUROSCI.2540-12";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Controlling phase noise in oscillatory interference models of grid cell firing";£1,960.93;1;"unknown";"unknown";;"hybrid";0
"PMC3972728";24695723;"10.1523/JNEUROSCI.5363-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Effector-independent motor sequence representations exist in extrinsic and intrinsic reference frames";£1,959.71;1;"unknown";"unknown";;"hybrid";0
"PMC3972729";24695724;"10.1523/JNEUROSCI.4017-13";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"A Hybrid Oscillatory Interference / Continuous Attractor Network Model of Grid Cell Firing";£1,956.00;1;"unknown";"unknown";;"hybrid";0
"PMC3951697";24623776;"10.1523/JNEUROSCI.4341-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"The time course of task-specific memory consolidation effects in resting state networks";£1,933.54;1;"unknown";"unknown";;"hybrid";0
"PMC3891947";24431461;"10.1523/JNEUROSCI.2282-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Bihemispheric tDCS enhances effector-independent representations of motor synergy and sequence learning";£1,923.89;1;"unknown";"unknown";;"hybrid";0
"PMC3858622";24336716;"10.1523/JNEUROSCI.3048-13.2013";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Motor Skill Learning Induces Changes in White Matter Microstructure and Myelination";£1,526.14;1;"unknown";"unknown";;"hybrid";0
"PMC3724554";23843514;"10.1523/JNEUROSCI.3887-12.2013";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Widespread modulation of cerebral perfusion induced during and after transcranial direct current stimulation applied to the left dorsolateral prefrontal cortex";£697.94;1;"unknown";"unknown";;"hybrid";0
"PMC4180475";25274819;"10.1523/jneurosci.1489-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Fast but fleeting: Adaptive motor learning processes associated with aging and cognitive decline";£1,952.56;0;"unknown";"unknown";;"hybrid";0
;;;"Society for Neuroscience";"Journal of Neuroscience";;"A robust method to obtain C-fibre evoked potentials in humans";£1,946.43;;"unknown";"unknown";;;0
"PMC3891965";24431446;"10.1523/jneurosci.3996-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Neuronal expression of galnac transferase is sufficient to prevent the age-related neurodegenerative phenotype of complex ganglioside-deficient mice  ";£2,397.10;1;0;"cc-by";"epmc";"hybrid";1
"PMC3898302";24453337;"10.1523/JNEUROSCI.4528-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"TREK2 expressed selectively in IB4-binding C-fiber nociceptors hyperpolarizes their membrane potentials and limits spontaneous pain";£2,308.54;1;0;"cc-by";"epmc";"hybrid";1
"PMC3905145";24478361;"10.1523/JNEUROSCI.5602-12.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Analysis of local and global topographic order in mouse retinocollicular maps";£1,949.77;1;0;"cc-by";"epmc";"hybrid";1
"PMC4200112";25100605;"10.1523/JNEUROSCI.5282-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Frontoparietal representations of task context support the flexible control of goal-directed cognition";£1,946.43;1;0;"cc-by";"epmc";"hybrid";1
"PMC3996224";24760866;"10.1523/JNEUROSCI.4198-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"The generation of anti-phase oscillations and synchrony by a rebound-based vertebrate central pattern generator";£1,941.00;1;0;"cc-by";"epmc";"hybrid";1
"PMC3972725";24695717;"10.1523/JNEUROSCI.3765-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Effective connectivity reveals right-hemisphere dominance in audiospatial perception: implications for models of spatial neglect";£1,935.45;1;0;"cc-by";"epmc";"hybrid";1
"PMC4044241";24899698;"10.1523/JNEUROSCI.4720-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Brain substrates of recovery from misleading influence";£1,927.52;1;0;"cc-by";"epmc";"hybrid";1
"PMC3988420";24741061;"10.1523/JNEUROSCI.4256-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Robo1 modulates proliferation and neurogenesis in the developing neocortex";£1,925.57;1;0;"cc-by";"epmc";"hybrid";1
"PMC4069357";24966383;"10.1523/JNEUROSCI.5265-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Low-Level Image Properties of Visual Objects Predict Patterns of Neural Response across Category-Selective Regions of the Ventral Visual Pathway";£1,808.00;1;0;"cc-by";"epmc";"hybrid";1
"PMC3921425";24523544;"10.1523/JNEUROSCI.4511-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"The transcription factors Islet and Lim3 combinatorially regulate ion channel gene expression";£1,732.66;1;0;"cc-by";"epmc";"hybrid";1
"PMC3951701";24623784;"10.1523/JNEUROSCI.5410-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Maturation of AMPAR composition and the GABAAR reversal potential in hPSC-derived cortical neurons.";£1,159.03;1;0;"cc-by";"epmc";"hybrid";1
"PMC4035516";24872556;"10.1523/JNEUROSCI.2200-13.2014.";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Motor inhibition affects the speed but not accuracy of aimed limb movements in an insect";£1,155.60;1;0;"cc-by";"epmc";"hybrid";1
"PMC3870927";24403139;"10.1523/jneurosci.0876-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Rab5 and Rab4 regulate axon elongation in the Xenopus visual system";£2,362.70;1;"unknown";"unknown";;"hybrid";0
"PMC3988408";24741041;"10.1523/JNEUROSCI.4086-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Transduction without tip links in cochlear hair cells is mediated by ion channels with permeation properties distinct from those of the mechano-electrical transducer channel";£2,317.60;1;"unknown";"unknown";;"hybrid";0
"PMC4035526";24872570;"10.1523/jneurosci.0718-14.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Orbitofrontal dopamine depletion up-regulates caudate dopamine and alters behavior via changes in reinforcement sensitivity";£2,334.52;1;0;"cc-by";"epmc";"hybrid";1
"PMC4004814";24790199;"10.1523/jneurosci.4146-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Free-operant avoidance behaviour by rats following reinforce revaluation using opioid agonists and d-amphetamine";£2,334.04;1;0;"cc-by";"epmc";"hybrid";1
"PMC3921424";24523543;"10.1523/JNEUROSCI.2805-13.2014";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"Auditory and visual modulation of temporal lobe neurons in voice-sensitive and association cortices";£2,323.85;1;0;"cc-by";"epmc";"hybrid";1
"PMC3828470";24227730;"10.1523/jneurosci.3360-13.2013";"Society for Neuroscience";"Journal of Neuroscience";"0270-6474, 1529-2401";"The sigma-1 receptor interacts directly with GluN1 but not GluN2A in the GluN1/GluN2A NMDA receptor";£1,374.70;1;0;"cc-by";"epmc";"hybrid";1
;24781586;"10.1117/1.JBO.19.4.040801";"SPIE";"Journal of Biomedical Optics";"1083-3668, 1560-2281";"The Toast++ software suite for forward and inverse modeling in optical tomography";£883.58;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;25078075;"10.1007/s10522-014-9522-3";"Springer";"Biogerontology";"1389-5729, 1573-6768";"Ageing and osteoarthritis: a circadian rhythm connection";£2,088.43;0;"unknown";"cc-by";"publisher";"hybrid";0
;25156270;"10.1007/s10522-014-9527-y";"Springer";"Biogerontology";"1389-5729, 1573-6768";"DAF-16 target identification inC. elegans: past, present and future";£1,552.10;0;"unknown";"cc-by";"publisher";"hybrid";0
;24519454;"10.1007/s00429-014-0712-1";"Springer";"Brain Structure and Function";"1863-2653, 1863-2661";"Expression in the human brain of retinoic acid induced 1, a protein associated with neurobehavioural disorders";£2,618.71;0;"unknown";"cc-by";"publisher";"hybrid";0
;24771247;"10.1007/s00429-014-0772-2";"Springer";"Brain Structure and Function";"1863-2653, 1863-2661";"Abnormalities in Structural Covariance of Cortical Gyrification in Schizophrenia";£2,136.57;0;"unknown";"cc-by";"publisher";"hybrid";0
;24710623;"10.1007/s00429-014-0763-3";"Springer";"Brain Structure and Function";"1863-2653, 1863-2661";"Characterizing Longitudinal White Matter Development During Early Childhood";£2,125.90;0;"unknown";"cc-by";"publisher";"hybrid";0
;24578177;"10.1007/s00429-014-0727-7";"Springer";"Brain Structure and Function";"1863-2653, 1863-2661";"Corticolimbic catecholamines in stress: A computational model of the appraisal of controllability";£1,821.22;0;"unknown";"cc-by";"publisher";"hybrid";0
;25277268;"10.1007/s00424-014-1618-8";"Springer";"European Journal of Physiology";"0031-6768, 1432-2013";"The cystic fibrosis transmembrane conductance regulator is an extracellualr chloride sensor";£2,078.76;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC4083267";25009442;"10.1007/s10892-014-9168-z";"Springer";"Journal of Ethics";"1382-4554";"Is Neurolaw Conceptually Confused";£1,799.58;1;1;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4037984";23852515;"10.1007/978-1-4614-7411-1_47";"Springer";"Adv Exp Med Biol";"0065-2598";"Dependence on NIRS Source-Detector Spacing of Cytochrome c Oxidase Response to Hypoxia and Hypercapnia in the Adult Brain";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4037998";23852512;"10.1007/978-1-4614-7411-1_44";"Springer";"Adv Exp Med Biol";"0065-2598";"Modelling Blood Flow and Metabolism in the Piglet Brain During Hypoxia-Ischaemia: Simulating pH Changes";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4037999";23852513;"10.1007/978-1-4614-7411-1_45";"Springer";"Adv Exp Med Biol";"0065-2598";"Modelling Blood Flow and Metabolism in the Piglet Brain During Hypoxia-Ischaemia: Simulating Brain Energetics";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4038000";23852472;"10.1007/978-1-4614-7411-1_4";"Springer";"Adv Exp Med Biol";"0065-2598";"Reduction of Cytochrome c Oxidase During Vasovagal Hypoxia-Ischemia in Human Adult Brain: A Case Study";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4038001";23852481;"10.1007/978-1-4614-7411-1_13";"Springer";"Adv Exp Med Biol";"0065-2598";"Investigation of Frontal Lobe Activation with fNIRS and Systemic Changes During Video Gaming";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
