PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28398292,PMC5387921,10.1038/sdata.2017.50,Springer Nature,Scientific data,2052-4463,1,"The contemporary distribution of Trypanosoma cruzi infection in humans, alternative hosts and vectors",1068,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095066/Z/10/Z,,,,
28140390,PMC5283061,10.1038/sdata.2016.133,Springer Nature,Scientific data,2052-4463,1,A systematic review and meta-analysis of seroprevalence surveys of ebolavirus infection,1068,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,107779/Z/15/Z,,,,
28248923,PMC5332014,10.1038/sdata.2017.22,Springer Nature,Scientific data,2052-4463,1,Image-based siRNA screen to identify kinases regulating Weibel-Palade body size control using electroporation,1068,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,  ,MRC,  ,,
28835631,PMC5569042,10.1038/s41598-017-10005-w,Springer Nature,Scientific reports,2045-2322,1,Neuropilin 1 sequestration by neuropathogenic mutant glycyl-tRNA synthetase is permissive to vascular homeostasis,1068,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,103191/A/13/Z  James Sleigh,,  ,,
28084316,PMC5241886,10.1038/ncomms14079,Springer Nature,Nature communications,2041-1723,1,TNF? drives pulmonary arterial hypertension by suppressing the BMP type-II receptor and altering NOTCH signalling.,1064.06,None,1,cc-by,not applicable,0,Unknown,1,MRC,,British Heart Foundation,,,
28153046,PMC5290662,10.1186/s40478-016-0404-6,Springer Nature,Acta neuropathologica communications,2051-5960,1,Mitochondrial DNA point mutations and relative copy number in 1363 disease and control human brains.,972.9,None,1,cc-by,not applicable,0,Unknown,1,MRC,101876/Z/13/Z,Wellcome Trust,,,
27922063,PMC5138832,10.1038/srep38276,Springer Nature,Scientific reports,2045-2322,1,Design and mechanistic insight into ultrafast calcium indicators for monitoring intracellular calcium dynamics,950.4,Other,1,cc-by,not applicable,0,Unknown,1,BBSRC,BB/M02556X/1,Wellcome Trust,094385/Z10/Z,,
27812009,PMC5109915,10.1038/srep36513,Springer Nature,Scientific Reports,2045-2322,1,Strain dependent differences in glucocorticoid-induced bone loss between C57BL/6J and CD-1 mice,948,,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20372,,,,
28420437,PMC5395972,10.1186/s40478-017-0432-x,Springer Nature,Acta neuropathologica communications,2051-5960,1,Bidirectional nucleolar dysfunction in C9orf72 frontotemporal lobar degeneration,912.9,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"098565/Z/12/Z, 107196/Z/14/Z  Linda Partridge, Rubika Balendra",,  ,,
28915911,PMC5602857,10.1186/s13104-017-2808-1,Springer Nature,BMC research notes,1756-0500,1,Timing rather than user traits mediates mood sampling on smartphones,901.5,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,105613/z/14/z,,,,
28140386,PMC5283062,10.1038/sdata.2017.1,Springer Nature,Scientific data,2052-4463,1,High resolution global gridded data for use in population studies,890,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,Wellcome Trust Sustaining Health Grant 106866/Z/15/Z,,,,
28245843,PMC5331676,10.1186/s13063-016-1692-7,Springer Nature,Trials,1745-6215,1,Promoting Recruitment using Information Management Efficiently (PRIME): study protocol for a stepped wedge cluster randomised trial within the REstart or STop Antithrombotics Randomised Trial (RESTART),889.2,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/14/50/30891,British Heart Foundation,SP/12/2/29422,,
28253897,PMC5335848,10.1186/s13063-017-1840-8,Springer Nature,Trials,1745-6215,1,Promoting Recruitment using Information Management Efficiently (PRIME): statistical analysis plan for a stepped wedge cluster randomised trial within the REstart or STop Antithrombotics Randomised Trial (RESTART),889.2,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/14/50/30891,British Heart Foundation,SP/12/2/29422,,
26837190,PMC4738773,10.1186/s12889-016-2723-8,Springer Nature,BMC public health,1471-2458,1,Simulating the impact on health of internalising the cost of carbon in food prices combined with a tax on sugar-sweetened beverages,852,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102730/Z/13/Z,British Heart Foundation,021/P&C/Core/2010/HPRG,,
27897229,PMC5126563 ,10.1038/srep37988,Springer Nature,Scientific reports,,1,Global gene regulation during activation of immunoglobulin class switching in human B cells,594,Not reported,1,CC-BY,cc-by,0,0,1,Wellcome Trust,097117/Z/11/Z,,,,
28821927,PMC5649392,10.1007/s00221-017-5066-5,Springer Nature,Experimental brain research,"0014-4819, 1432-1106",0,Control of wrist movement in deafferented man: evidence for a mixed strategy of position and amplitude control,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28929440,PMC5735212,10.3758/s13414-017-1417-3,Springer Nature,"Attention, perception & psychophysics","1943-3921, 1943-393X",0,The influence of visual flow and perceptual load on locomotion speed,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,089367/Z09/Z,,,,
27783220,PMC5504269,10.1007/s00429-016-1330-x,Springer Nature,Brain structure & function,"1863-2653, 1863-2661",0,The Importance of Mammillary Body Efferents for Recency Memory: Towards a Better Understanding of Diencephalic Amnesia,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT090954AIA,,,,
28776086,PMC5552828,10.1007/s00125-017-4342-z,Springer Nature,Diabetologia,"0012-186X, 1432-0428",0,The mechanisms of action of metformin,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
27933280,PMC5118401,10.1007/s40336-016-0196-5,Springer Nature,Clinical and translational imaging,"2281-5872, 2281-7565",0,Bone imaging in prostate cancer: the evolving roles of nuclear medicine and radiology,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,NIHR ,,Prostate Cancer UK,,Cancer Research UK,
29056759,PMC5644509,10.1007/s10853-017-0838-7,Springer Nature,Journal of materials science,"0022-2461, 1573-4803",0,Optimisation of lithium-substituted bioactive glasses to tailor cell response for hard tissue repair,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT093687/Z/10/A,,,,
28247068,PMC5532412,10.1007/s00787-017-0967-1,Springer Nature,European child & adolescent psychiatry,"1018-8827, 1435-165X",0,"The role of infants' mother-directed gaze, maternal sensitivity and emotion recognition in childhood callous unemotional behaviours",0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,BCS-0126475,,,,
28337542,PMC5486644,10.1007/s00401-017-1704-z,Springer Nature,Acta neuropathologica,"0001-6322, 1432-0533",0,?-Synuclein binds to the ER-mitochondria tethering protein VAPB to disrupt Ca2+ homeostasis and mitochondrial ATP production,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Parkinson's UK,,,,,
28411336,PMC5541086,10.1007/s00259-017-3690-8,Springer Nature,European journal of nuclear medicine and molecular imaging,"1619-7070, 1619-7089",0,FDG-PET for therapy monitoring in Hodgkin and non-Hodgkin Lymphomas,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C1519/A16463,,,,
28429249,PMC5665963,10.1007/s11019-017-9772-3,Springer Nature,"Medicine, health care, and philosophy","1386-7423, 1572-8633",0,Are there moral differences between maternal spindle transfer and pronuclear transfer?,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,097897/Z/11/Z,,,,
28589254,PMC5644685,10.1007/s00259-017-3733-1,Springer Nature,European journal of nuclear medicine and molecular imaging,"1619-7070, 1619-7089",0,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of 18F-FDG PET,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,CRUK,C1519/A16463,,,,
28647791,PMC5486593,10.1007/s11916-017-0631-y,Springer Nature,Current pain and headache reports,"1531-3433, 1534-3081",0,Premonitory Symptoms of Migraine in Childhood and Adolescence,0,Springer Compact,1,cc-by,not applicable,0,Unknown,1,Other,,Wellcome Trust,,,
28725950,Unknown,10.1007/s11019-017-9793-y,Springer Nature,"Medicine, health care, and philosophy","1386-7423, 1572-8633",0,"Genome editing and assisted reproduction: curing embryos, society or prospective parents?",0,Springer Compact,0,Unknown,cc-by,0,1,0,Wellcome Trust,WT108623/Z/15/Z,,,,
27785646,PMC5323499,10.1007/s10067-016-3451-2,Springer Nature,Clinical rheumatology,"0770-3198, 1434-9949",0,A feasibility study of educational tools for osteomalacia,0,Springer Compact Agreement,1,cc-by,not applicable,0,Unknown,1,Arthritis Reseach UK,,,,,
27785677,PMC5344946,10.1007/s10554-016-1006-x,Springer Nature,The international journal of cardiovascular imaging,"1569-5794, 1875-8312",0,The role of left ventricular deformation in the assessment of microvascular obstruction and intramyocardial haemorrhage,0,Springer Compact Agreement,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/1062/28409,,,,
28025718,PMC5334206,10.1007/s11302-016-9553-0,Springer Nature,Purinergic signalling,"1573-9538, 1573-9546",0,Conformational changes during human P2X7 receptor activation examined by structural modelling and cysteine-based cross-linking studies,0,Springer Compact Agreement,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28434157,PMC5603645,10.1007/s10689-017-9986-9,Springer Nature,Familial cancer,"1389-9600, 1573-7292",0,General practitioner attitudes towards prescribing aspirin to carriers of Lynch Syndrome: findings from a national survey.,0,Springer Compact Agreement,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C42785/A17965,,,,
28421305,PMC5676834,10.1007/s10554-017-1138-7,Springer Nature,The international journal of cardiovascular imaging,"1569-5794, 1875-8312",0,The utility of global longitudinal strain in the identification of prior myocardial infarction in patients with preserved left ventricular ejection fraction.,0,Springer Compact Agreement,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/10/62/2840,,,,
28447115,PMC5423999,10.1007/s00125-017-4270-y,Springer Nature,Diabetologia,"0012-186X, 1432-0428",0,Human genetics as a model for target validation: finding new therapies for diabetes,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095101/Z/10/Z,,200837/Z/16/Z,,
28706774,PMC5486581,10.1007/s11901-017-0341-2,Springer Nature,Current hepatology reports,2195-9595,0,Are Dominant Strictures in Primary Sclerosing Cholangitis a Risk Factor for Cholangiocarcinoma?,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,200154/Z/15/Z,,,,
28712041,PMC5581821,10.1007/s00127-017-1408-7,Springer Nature,Social psychiatry and psychiatric epidemiology,"0933-7954, 1433-9285",0,Nightmares in the general population: identifying potential casual factors,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT098461/Z/12/Z,,,,
Unknown,Unknown,10.1007/s11229-017-1477-x,Springer Nature,Synthese,0039-7857,0,Due deference to denialism: explaining ordinary people's rejection of established scientific findings,0,Springer Scheme,0,Unknown,cc-by,0,1,0,Wellcome Trust,WT104848/Z/14/Z,,,,
28736797,Unknown,10.1007/s10802-017-0325-2,Springer Nature,Journal of abnormal child psychology,"0091-0627, 1573-2835",0,Victimization Mediates the Longitudinal Association between Depressive Symptoms and Violent Behaviors in Adolescence,0,Springer Scheme,0,Unknown,cc-by,0,1,0,Wellcome Trust,202836/Z/16/Z,,,,
28735467,PMC5602069,10.1007/s11764-017-0631-2,Springer Nature,Journal of cancer survivorship : research and practice,"1932-2259, 1932-2267",0,"Outcomes of Pre-Existing Diabetes Mellitus in Breast, Colorectal, and Prostate Cancer",0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,16609,,,,
28758174,PMC5534459,10.1007/s11892-017-0907-y,Springer Nature,Current diabetes reports,"1534-4827, 1539-0829",0,Prioritizing Causal Genes at Type 2 Diabetes Risk Loci,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095101/Z/10/Z,,200837/Z/16/Z,,
28755208,PMC5587616,10.1007/s00401-017-1751-5,Springer Nature,Acta neuropathologica,"0001-6322, 1432-0533",0,Persistent microglial activation and synaptic loss with behavioral abnormalities in mouse offspring exposed to CASPR2-antibodies in utero,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,202747/Z/16/Z,,,,
28803412,PMC5663814,10.1007/s00401-017-1755-1,Springer Nature,Acta neuropathologica,"0001-6322, 1432-0533",0,Alpha-synuclein oligomers: a new hope,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Parkinson's UK,J-1403,,,,
28983737,PMC5719131,10.1007/s00125-017-4440-y,Springer Nature,Diabetologia,"0012-186X, 1432-0428",0,The chromosome 6q22.33 region is associated with age-at-diagnosis of type 1 diabetes and disease risk in those diagnosed under age 5 years,0,Springer Scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,076113,,091157,,107212
29063175,Unknown,10.1007/s00441-017-2700-2,Springer Nature,Cell and tissue research,"0302-766X, 1432-0878",0,Convergent Pathways in Parkinson's disease,0,Springer Scheme,0,Unknown,cc-by,0,1,0,Parkinson's UK,J-1403,,,,
28634945,Unknown,10.1007/978-1-4939-7021-6_15,Springer New York,"Methods in molecular biology (Clifton, N.J.)","1064-3745, 1940-6029",0,Analysis of Breast Cancer Cell Invasion Using an Organotypic Culture System,2355.25,None,0,Unknown,cc-by,0,0,0,Cancer Research UK,not listed,,,,
28695526,Unknown,10.1007/978-1-4939-6993-7_28,Springer New York,"Methods in molecular biology (Clifton, N.J.)","1064-3745, 1940-6029",0,Identifying and Validating Tankyrase Binders and Substrates: A Candidate Approach,2351.55,None,0,Unknown,cc-by,0,0,0,Cancer Research UK,C309/A11566,Wellcome Trust,WT102360/Z/13/Z,,
26585125,PMC5065092,10.1007/978-1-4939-3127-9_4,Springer New York,"Methods in molecular biology (Clifton, N.J.)","1064-3745, 1940-6029",0,Bioinformatics Analysis of Estrogen-Responsive Genes,2213.46,,1,non-standard-licence,cc-by,1,Unknown,0,Wellcome Trust,100643/Z/12/Z,,,,
28193827,PMC5357784,10.4049/jimmunol.1601281,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Monocyte subsets co-regulate inflammatory responses by integrated signalling through TNF and IL-6 at the endothelial cell interface,2957.83,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RG/12/7/29693,,,,
27798170,PMC5114885,10.4049/jimmunol.1601424,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Eomeshi NK cells in human liver are long-lived and do not recirculate but can be replenished from the circulation,2898.96,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,105677/Z/14/Z  Victoria Male,,  ,,
27815424,PMC5114884,10.4049/jimmunol.1601279,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Activating KIR2DS4 Is Expressed by Uterine NK Cells and Contributes to Successful Pregnancy.,2895.26,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,British Heart Foundation,,,
28087668,PMC5318841,10.4049/jimmunol.1601209,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,The threshold of protection from liver-stage malaria relies on a fine balance between the number of infected hepatocytes and effector CD8+T cells present in the liver,2880,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095540/z/11/z,,104750/Z/14/Z,,
28031333,PMC5253436,10.4049/jimmunol.1601313,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,T cells infiltrating diseased liver express ligands for the NKG2D stress surveillance system,2849.61,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101849  Mala Maini,,  ,,
28490574,PMC5458329,10.4049/jimmunol.1501761,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Early Emergence of CD19-Negative Human Antibody-Secreting Cells at the Plasmablast to Plasma Cell Transition,2796.98,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C7845/A10066,Cancer Research UK,C7845/A17723,,
28373581,PMC5421301,10.4049/jimmunol.1600823,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Endothelial MAPKs direct ICAM-1 signaling to divergent inflammatory functions,2781.84,None,1,cc-by,not applicable,0,Unknown,1,"British Heart Foundation, Wellcome Trust","FS/07/024/22957, 062403  Patric Turowski, J Greenwood",,  ,,
28754679,PMC5563168,10.4049/jimmunol.1700551,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Adaptive from innate: Human IFN-?+ CD4+ T cells can arise directly from CXCL8-producing recent thymic emigrants in babies and adults,2691.36,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,,,,,
27357150,PMC4974491,10.4049/jimmunol.1600624,The American Association of Immunologists,"Journal of immunology (Baltimore, Md. : 1950)","0022-1767, 1550-6606",0,Network Analysis Identifies Proinflammatory Plasma Cell Polarization for Secretion of ISG15 in Human Autoimmunity,1976.28,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C7845/A10066,,,,
28232524,PMC5399782,10.1242/jcs.191478,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Lineage-specific proteins essential for endocytosis in trypanosomes,3733.79,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,MRC,G0900255,,
27206860,PMC4958303,10.1242/jcs.186460,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Drosophila Ana1 is required for centrosome assembly and centriole elongation,3642.66,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104575,,,,
28386020,PMC5399786,10.1242/jcs.197640,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Evolution of the endomembrane systems of trypanosomatids: conservation and specialisation,3607.53,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,82813,,,,
27577095,PMC5087661,10.1242/jcs.194621,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Drosophila sensory cilia lacking MKS-proteins exhibit striking defects in development but only subtle defects in adults,3600,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104575/Z/14/Z,,,,
28684625,PMC5560048,10.1242/dev.153528,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Wnt Signalling Controls the Response to Mechanical Loading during Zebrafish Joint Development,3529.91,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT086779/Z/08/A,MRC,MR/L002566/1,,
28533206,PMC5536874,10.1242/dev.152975,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Myostatin-like proteins regulate synaptic function and neuronal morphology,3511.61,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098565/Z/12/Z  Linda Partridge,,  ,,
28775151,PMC5612175,10.1242/jcs.203612,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,The requirement of IRE1 and XBP1 in resolving physiological stress during Drosophila development.,3487.83,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,200848/Z/16/Z,,,,
27807006,PMC5201024,10.1242/jcs.198614,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,RHO binding to FAM65A regulates Golgi reorientation during cell migration,3420,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C107/A12057,,,,
27802171,PMC5201045,10.1242/dev.139857,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Cooperative binding of AP-1 and TEAD4 modulates the balance between vascular smooth muscle and hemogenic cell fate,3152.95,None,1,cc-by,not applicable,0,Unknown,1,Bloodwise,15001,BBSRC,BB/I001220/2,,
27927753,PMC5278668,10.1242/jcs.192310,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Phosphorylation of XIAP by CDK1-cyclin B controls mitotic cell death,3005,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C275/A13424,,,,
28546446,PMC5536920,10.1242/jcs.203000,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Mechanisms mitigating problems with multiple kinetochores on one microtubule in early mitosis,3005,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,096535/Z/11/Z,,,,
28096221,PMC5312033,10.1242/dev.140855,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Efficient CRISPR/Cas9-assisted gene targeting enables rapid and precise genetic manipulation of mammalian neural stem cells,3005,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,A19778,,,,
28096211,PMC5430762,10.1242/dev.145177,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Primate embryogenesis predicts the hallmarks of human naÃ¯ve pluripotency.,3000,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,,MRC,,Wellcome Trust,
28174240,PMC5358108,10.1242/dev.142760,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Self-organising aggregates of zebrafish retinal cells for investigating mechanisms of neural lamination.,3000,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,100329/Z/12/Z,Wellcome Trust,,,
28348168,PMC5450841,10.1242/dev.135681,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,FGFR2 is required for airway basal cell self-renewal and terminal differentiation.,3000,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Cancer Research UK,,Wellcome Trust,
28174249,PMC5399622,10.1242/dev.142711,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Tracking the embryonic stem cell transition from ground state pluripotency.,3000,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,,MRC,,Wellcome Trust,
27737911,PMC5201009,10.1242/jcs.189878,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,"Drosophila vinculin is more harmful when hyperactive than absent, and can circumvent integrin to form adhesion complexes.",3000,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,"086451, 092096, C6946/A14492",Cancer Research UK,,Wellcome Trust,
28096472,PMC5358335,10.1242/jcs.199083,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Myosin VI facilitates connexin 43 gap junction accretion.,3000,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,PG/15/12/31280,British Heart Foundation,,,
28289135,PMC5399666,10.1242/dev.144139,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,The chromatin modifier Satb1 regulates cell fate through Fgf signalling in the early mouse embryo.,3000,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
27899508,PMC5201041,10.1242/dev.138081,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Optimized inducible shRNA and CRISPR/Cas9 platforms for in vitro studies of human development using hPSCs.,3000,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Wellcome Trust,,British Heart Foundation,
28765214,PMC5560041,10.1242/dev.146811,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Epigenetic resetting of human pluripotency.,3000,None,1,cc-by,not applicable,0,Unknown,1,FP7,,BBSRC,,MRC,
27621083,PMC5117204,10.1242/jcs.188516,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,The centrosomal Deubiquitylase USP21 regulates Gli1 transcriptional activity and stability,3000,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,090560/Z/09/Z,,,,
28137759,PMC5358331,10.1242/jcs.195263,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,Mouse Stbd1 is N-myristoylated and affects ER-mitochondria association and mitochondrial morphology,3000,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C29637/A20183,,,,
28250051,PMC5374321,10.1242/dmm.027409,The Company of Biologists,Disease models & mechanisms,"1754-8403, 1754-8411",0,Systemic autoimmunity induced by Toll-like receptor 7/8 agonist Resiquimod causes myocarditis and dilated cardiomyopathy; a new model of autoimmune heart disease.,3000,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RM/13/1/30157,Wellcome Trust,105603/Z/14/Z,,
28174238,PMC5399628,10.1242/dev.147322,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Functional characterisation of cis-regulatory elements governing dynamic Eomes expression in the early mouse embryo,3000,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102811,,106130,,
28325753,PMC5483009,10.1242/dmm.029488,The Company of Biologists,Disease models & mechanisms,"1754-8403, 1754-8411",0,Mouse model for inherited renal fibrosis associated with endoplasmic reticulum stress,3000,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,32906,MRC,G1000467,,
28526750,PMC5536867,10.1242/dev.147926,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,PDGF controls contact inhibition of locomotion by regulating N-cadherin during neural crest migration,3000,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,Wellcome Trust PhD fellowship  Isabel Bahm,"MRC, BBSRC",M010465 and J000655; M008517  Roberto Mayor,,
28302670,PMC5450329,10.1242/bio.024653,The Company of Biologists,Biology open,2046-6390,1,Modelling pulmonary microthrombosis coupled to metastasis: distinct effects of thrombogenesis on tumorigenesis.,1430.69,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28546340,PMC5576078,10.1242/bio.025502,The Company of Biologists,Biology open,2046-6390,1,The Golgi matrix protein giantin is required for normal cilia function in zebrafish,1423.82,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,099848/Z/12/Z,MRC,MR/K018019/1,,
24317296,PMC4007766,10.1242/jcs.137463,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,ICAM-2 facilitates luminal interactions between neutrophils and endothelial cells in vivo,1920,,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/07/006,-,-,-,-
28183698,PMC5374403,10.1242/bio.023887,The Company of Biologists,Biology open,2046-6390,1,Constitutively active Notch1 converts cranial neural crest-derived frontonasal mesenchyme to perivascular cells in vivo.,1205,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102453/Z/13/Z,,,,
28202467,PMC5374404,10.1242/bio.024661,The Company of Biologists,Biology open,2046-6390,1,A key centriole assembly interaction interface between human Plk4 and STIL appears to not be conserved in flies,1200,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104575/Z/14/Z,,100298/Z/12/Z,,
28412714,PMC5399555,10.1242/bio.023473,The Company of Biologists,Biology open,2046-6390,1,Reprogramming towards totipotency is greatly facilitated by synergistic effects of small molecules.,1200,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
27934662,PMC5278428,10.1242/bio.021550,The Company of Biologists,Biology open,2046-6390,1,"CardiomyocyteÂ­-specific expression of the nuclear matrix protein, CIZ1, stimulates production of mono-nucleated cells with an extended window of proliferation in the postnatal mouse heart",1200,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/09/055,,,,
28798148,PMC5665470,10.1242/bio.027896,The Company of Biologists,Biology open,2046-6390,1,Ubiquitination of basal VEGFR2 regulates signal transduction and endothelial function,1200,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/12/20/29462 ,,,,
28302907,PMC5450233,10.1242/jcs.198267,The Company of Biologists,Journal of cell science,"0021-9533, 1477-9137",0,SKIP controls lysosome positioning using a composite kinesin-1 heavy and light chain binding domain,1500.63,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,097316/Z/11/Z,,,,
