PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4459731;25975491;10.1016/j.jaut.2015.04.006;Elsevier;Journal of Autoimmunity;0022-5223, 1097-685X;Prophylactic and therapeutic treatment with a synthetic analogue of a parasitic worm product prevents experimental arthritis and inhibits IL-1? production via NRF2-mediated counter-regulation of the inflammasome;1180.77;1;;;1;non-standard-licence;epmc;hybrid;0;BBSRC;;;BB/E013929/2;;0;
PMC4544700;26301124;;;Journal of AIDS & clinical research;2155-6113;Challenges Presented by Re-Emerging Sexually Transmitted Infections in HIV Positive Men Who Have Sex with Men: An Observational Study of Lymphogranuloma venereum in the UK;£1,346.41;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;090285/Z/09/Z;;;
PMC4510585;25567036;10.1160/TH14-08-0679;Schattauer;Thrombosis and Haemostasis;0340-6245;Diversity and impact of rare variants in genes encoding the platelet G protein-coupled receptors;1475.56;1;;;1;cc-by;epmc_xml;hybrid;0;British Heart Foundation;;;RG/09/007/27917;;;
PMC4522467;25899482;10.1111/febs.13305;Wiley;FEBS Journal;1742-464X, 1742-4658;Cellular processes associated with LRRK2 function and dysfunction;1500;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;MRC;;WT089698;WT089698, MR/L010933/1;;
PMC4532534;25981852;10.1113/JP270369;Wiley;Journal of Physiology;0022-3751, 1469-7793;Impaired CO2 sensitivity of astrocytes in a mouse model of Rett syndrome;1500;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;95064;;;
PMC4471127;25580849;10.1111/jnc.13024;Wiley;Journal of Neurochemistry;0022-3042, 1471-4159;Lipid peroxidation is essential for ?-synuclein-induced cell death;1500;1;;;1;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;WT089698;;;
PMC4529481;26096906;10.1002/mds.26278;Wiley;Movement Disorders;0885-3185, 1531-8257;No evidence for substrate accumulation in Parkinson brains with GBA mutations;1500;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;;;;
PMC4641317;25779721;10.1016/j.radonc.2015.02.020;Elsevier;Radiotherapy & Oncology;0167-8140, 1879-0887;A novel method for delineation of oral mucosa for radiotherapy dose-response studies;1592;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;;;A13407 ;;;
PMC4655443;25559552;10.1088/0031-9155/60/2/N9;Institute of Physics;Physics in Medicine & Biology;0031-9155, 1361-6560;Use of temporal median and trimmed mean mitigates effects of respiratory motion in multiple-acquisition abdominal diffusion imaging;1700;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;;;C7273/A12064 ;;;
PMC4154859;25136070;10.1158/0008-5472.CAN-14-1298;Am Assoc Cancer Res;Cancer Research;0008-5472, 1538-7445;ACVR1 mutations in DIPG: lessos learned from FOP;1712;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;Wellcome Trust;;#REF!;A14078 ;;
PMC4639696;25542058;10.1016/j.ejca.2014.10.027;Elsevier;European Journal of Cancer;0959-8049, 1879-0852;Clinical trial designs for rare diseases: studies developed and discussed by the International Rare Cancers Initiative (IRCI);1731;1;;;1;cc-by;epmc_xml;hybrid;0;Cancer Research UK;;;;;;
PMC4576730;25296917;10.1093/hmg/ddu516;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Genome-wide enrichment analysis between endometriosis and obesity-related traits reveals novel susceptibility loci;1750;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;Wellcome Trust;Wellcome Trust;Wellcome Trust;WT084766/Z/08/Z;076113, 085475;
PMC4424280;0;10.1111/1468-2281.12031;Wiley;Historical Research;0950-3471;To[o] much eating stifles the child?: fat bodies and reproduction in early modern England;1800;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;British Academy;Other;WT085433;0;0;
PMC4493314;0;10.1111/ejn.12834;Wiley;European Journal of Neuroscience;0953-816X, 1460-9568;Mixed-complexity artificial grammar learning in humans and macaques: evaluating learning strategies;1800;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;0;0;WT102961MA;0;0;
PMC2435254;17994863;10.1007/978-1-4939-3023-4_62;Springer;Journal of biomedical optics;1083-3668, 1560-2281;In vivo measurement of cerebral mitochondrial metabolism using broadband near infrared spectroscopy following neonatal stroke;1901.68;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;;;;
PMC4568314;25976017;10.1111/tmi.12545;Wiley;Tropical Medicine & International Health;1360-2276, 1365-3156;Schistosoma mansoni and HIV infection in a Ugandan population with high HIV and helminth prevalence.;1901.86;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;WT095778;;;
PMC4441004;25125334;10.1002/humu.22633;Wiley;Human Mutation;1059-7794, 1098-1004;Functional Characterization and Categorization of Missense Mutations that Cause Methylmalonyl-CoA Mutase (MUT) Deficiency;1930.51;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;;092809/Z/10/Z;;
PMC4579546;25877007;10.1111/tmi.12517;Wiley ;Tropical Medicine & International Health;1360-2276, 1365-3156;Service delivery interventions to improve adolescents' linkage, retention and adherence to antiretroviral therapy and HIV care.;1937.36;1;;;1;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;WT095878/Z/11/Z;;;
PMC4401558;25649020;10.1158/1078-0432.CCR-14-2424;Sheridan;Clinical Cancer Research;1078-0432;Higher risk of infections with PI3K-AKT-MTOR pathway inhibitors in patients with advanced solid tumors on phase I clinical trials;1959;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;;;#REF!;;;
PMC4413435;25686004;10.4155/fmc.14.152;Future Science;Future Medicinal Chemistry;1756-8919, 1756-8927;Photoaffinity labelling in target and binding site identification;2040;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;0;;;
PMC4243023;25431616;10.2217/fvl.14.66;Future Medicine;Future Virology;1746-0794, 1746-0808;The RNA-dependent RNA polymerase of the influenza A virus;2040;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;;98721;;
PMC3981497;24571576;10.1111/joa.12164;Wiley;Journal of Anatomy;0021-8782, 1469-7580;3-D ultrastructure and collagen composition of healthy and overloaded human tendon: Evidence of cell and matrix buckling;£2,211.84;1;;;1;non-standard-licence;epmc;hybrid;0;;;;;;;
PMC4562893;26140582;10.1002/eji.201545591;Wiley;European Journal of Immunology;0014-2980, 1521-4141;F.pedrosoi-induced Th17-cell differentiation in mice is fostered by Dectin-2 and suppressed by Mincle recognition;2250;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;0;0;92976;0;0;
PMC4497816;25367067;10.1002/dneu.22241;Wiley;Developmental Neurobiology;1932-8451, 1932-846X;Quantitative assessment of computational models for retinotopic map formation;2254.08;1;;;1;cc-by;epmc_xml;hybrid;0;0;0;0;0;0;0;
PMC4601528;26122175;10.1016/j.clim.2015.05.020;Elsevier;Clinical Immunology;1521-6616, 1521-7035;Application of whole genome and RNA sequencing to investigate the genomic landscape of common variable immunodeficiency disorders;2282.8;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;;090532/Z/09/Z;;
PMC4333217;25649771;10.1158/0008-5472.CAN-13-3043;American Association for Cancer Research;Cancer Research;0008-5472, 1538-7445;ERK5 is a critical mediator of inflammation-driven cancer;£2,296.44;1;;;1;non-standard-licence;epmc;hybrid;0;;;;;;;
PMC4384986;25670170;10.1158/0008-5472.CAN-14-1801;American Association for Cancer Research;Cancer Research;0008-5472, 1538-7445;Adaptive upregulation of EGFR limits attenuation of tumor growth by neutralizing IL-6 antibodies with implications for combined therapy in ovarian cancer;2378.86;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;;;C587/A16354;;;
PMC4549203;26033523;10.1002/jcp.25041;Wiley ;Journal of Celluar Physiology ;0021-9541, 1097-4652;Acidosis Is a key regulator of osteoblast ecto-nucleotidase pyrophosphatase/phosphodiesterase 1 (NPP1) expression and activity;2400.96;1;;;1;non-standard-licence;epmc;hybrid;0;ARUK: 19205;;;;;;
PMC4113907;24922570;10.1016/j.chom.2014.05.015;Oxford University Press;The Journal of Infectious Diseases;1931-3128, 1934-6069;Advances towards a norovirus antiviral: from classical inhibitors to lethal mutagenesis;2625.6;1;;;1;non-standard-licence;epmc;hybrid;0;0;0;0;0;0;0;
PMC4189912;25224260;10.1038/mp.2014.91;Nature Publishing Group;Molecular Psychiatry;1359-4184, 1476-5578;What causes aberrant salience in schizophrenia? A role for impaired short-term habituation and the GRIA1 (GluA1) AMPA receptor subunit.;2640;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;;102616;;
PMC4531309;25171508;10.1097/MIB.0000000000000169;Wolters Kluwer (inc Lippincott, Williams and Wilkins);Inflammatory Bowel Diseases;1078-0998, 1536-4844;Mucosal transcriptomics implicates under expression of BRINP3 in the pathogenesis of ulcerative colitis;2966.66;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;MRC;;;;;
PMC4594761;26182978;10.1016/j.coi.2015.06.002;Elsevier;Current Opinion in Immunology;0952-7915, 1879-0372;Early innate response to pathogens: pattern recognition by unconventional human T-cells;2967.74;1;;;1;non-standard-licence;epmc;hybrid;0;Wellcome Trust;;;100326/Z/12/Z;;;
PMC4529482;25940951;10.1111/tmi.12531;Wiley;Tropical Medicine International;1360-2276, 1365-3156;Schistosoma mansoni and HIV acquisition in fishing communities of Lake Victoria, Uganda: a nested case control study.;3000;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;WT095878/Z/11/Z;;;
PMC4579573;26344097;10.1016/j.molcel.2015.07.028;Elsevier;Molecular Cell;1097-2765, 1097-4164;Higher-Order Assembly of BRCC36-KIAA0157 Is Required for DUB Activity and Biological Function.;3256.88;1;;;1;cc-by;epmc_xml;hybrid;0;Wellcome Trust;;;;092381/Z/10/Z;;
PMC4486370;25801691;10.1038/ijo.2015.34;Nature Publishing Group;International Journal of Obesity;0307-0565, 1476-5497;Prostaglandin profiling reveals a role for haematopoietic prostaglandin D synthase in adipose tissue macrophage polarisation in mice and humans;3360;1;;;1;unknown;;hybrid;0;0;0;0;0;0;0;
PMC4338546;25609015;10.1038/ncomms6973;Nature Publishing Group;Nature Communications;2041-1723;Whole-exome sequencing reveals the mutational spectrum of testicular germ cell tumours;3780;1;;;1;non-standard-licence;epmc;hybrid;0;Cancer Research UK;;;C1298/A8362 ;;;
PMC3991311;24764748;10.1177/0021989414563149;Sage;Journal of Commonwealth Literature;1364-5145, 1755-7550;Nurse Going Native: Language and Identity in Letters from Africa and the British West Indies;240;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust;;;08607/Z/08/Z ;;;
PMC4548256;26035625;10.1021/acschembio.5b00216;ACS;ACS Chemical Biology;1554-8929, 1554-8937;Selective Small Molecule Induced Degradation of the BET Bromodomain Protein BRD4;337.3;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;097945/Z/11/Z;;
PMC4442824;25809792;10.1369/0022155415581014;Sage;The Journal of Histochemistry & Cytochemistry;0022-1554, 1551-5044;Vascular Expression of Transient Receptor Potential Vanilloid 1 (TRPV1);362.31;1;;;0;cc-by-nc;epmc_xml;hybrid;0;British Heart Foundation;;;FS/10/51/28677;;;
PMC3666656;23468009;10.17229/jdit.2015-0428-016;OpenMed Science;Journal of Diagnostic Imaging in Therapy ;1869-4101;A review of 3D image-based dosimetry, technical considerations and emerging perspectives in 90Y microsphere therapy;420;1;;;0;unknown;;oa;0;NIHR;;;WT 088641/Z/09/Z;;;
PMC4377246;25838904;10.1002/ccr3.188;Wiley;Clinical Case Reports;2050-0904;Gelatinous Ascites;468;1;;;0;cc-by-nc;epmc_xml;oa;0;Wellcome Trust;0;0;DKAA.RCHX17091;0;0;checked pre-pay
PMC4502695;25350163;10.1461/15548627.2014.973737;Taylor & Francis;Autophagy;1554-8627, 1554-8635;Restoration of CFTR function in patients with cystic fibrosis carrying the F508del-CFTR mutation.;478.83;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;;88929;69150;
PMC4673562;26159938;10.1586/14760584.2015.1052800;Taylor & Francis;Expert Review of Vaccines;1476-0584, 1744-8395;Impact of inactivated poliovirus vaccine on mucosal immunity: implications for the polio eradication endgame.;£536.40;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;WT;;;106073/Z/14/Z;;;
PMC4497454;26213442;10.1179/0729247314Z.00000000050;Maney;War and Society;0729-2473;Neutral caregivers or military support?: The British Red Cross, the Friendsâ€™ Ambulance Unit and the Problems of Voluntary Medical Aid in Wartime;600;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;0;0;WT094154MA;0;0;100476
PMC4614811;25558831;10.4161/15384101.2014.972889;Taylor & Francis;Cell Cycle;1538-4101, 1551-4005;PITX1, a specificity determinant in the HIF-1?-mediated transcriptional response to hypoxia;659.18;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;;97945;097945/Z/11/Z;
PMC4614811;25558831;10.4161/15384101.2014.972889;Taylor & Francis;Cell Cycle;1538-4101, 1551-4005;PITX1, a specificity determinant in the HIF-1?-mediated transcriptional response to hypoxia;661.29;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;;97945;097945/Z/11/Z;
PMC4404791;25949890;10.4161/2162402X.2014.973808;Taylor & Francis;OncoImmunology;2162-4011, 2162-402X;Non-V delta 2 gamma delta T lymphocytes as effectors of cancer immunotherapy;787.5;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;097976/Z/11/Z;;;
PMC4414368;0;10.1016/j.amjmed.2014.10.056;Elsevier;American Journal of Medicine;0002-9343, 1555-7162;Sensitive Troponin Assay and the Classification of Myocardial Infarction;793.73;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;0;0;SP/12/10/29922;;;
PMC4081105;24944197;10.1093/nar/gku507;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Optimal antisense target reducing INS intron 1 retention is adjacent to a parallel G quadruplex;852;1;;;0;cc-by-nc;epmc_xml;oa;0;Leukaemia & Lymphoma Research;;;12060;;;
PMC4383807;25843387;10.1016/j.epidem.2014.07.001;;Epidemics;1755-4365, 1878-0067;Five challenges for spatial epidemic models;£889.04;1;;;0;cc-by-nc-nd;epmc_xml;oa;0;Wellcome Trust;;;093488/Z/10/Z;;;
PMC4504034;25937542;10.1016/j.diabres.2015.04.013;Elsevier;Diabetes Research and Clinical Practice;0168-8227, 1872-8227;Change in cardio-protective medication and health-related quality of life after diagnosis of screen-detected diabetes: Results from the ADDITION-Cambridge cohort;932.65;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;0;0;0;0;0;0;
PMC4349980;25561500;10.1074/mcp.M114.038570;ASBMB;Molecular and Celluar Proeomics;1535-9476, 1535-9484;Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation.;1016.09;1;;;0;non-standard-licence;epmc_xml;hybrid;0;British Heart Foundation;;;;PG/10/93/28650;PG/12/6/29366;
PMC4224572;25230674;10.1039/c4ob01669f;;Organic & biomolecular chemistry;1477-0520, 1477-0539;Peptidomimetic Inhibitors of N-Myristoyltransferase from Human Malaria and Leishmaniasis Parasites;£1,020.00;1;;;0;cc-by-nc;epmc_xml;hybrid;0;"Biotechnology and Biological Sciences Research Council (BBSRC); Wellcome Trust; Medical Research Council (MRC)";;;087792/B/08/Z;;;
PMC4076577;24913232;10.1084/jem.20132413;Rockefeller University Press;Journal of Experimental Medicine;0022-1007, 1540-9538;Neutrophils recruited by chemoattractants in vivo induce microvascular plasma protein leakage through secretion of TNF;1065.3;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;Wellcome Trust;Arthritis Research UK;British Heart Foundation;098291/Z/12/Z;;FS/09/022/27354;
PMC4297869;25533637;10.1016/j.stemcr.2014.11.003;Elsevier;Stem Cell Reports;2213-6711;Genetic and functional diversity of propagating cells in glioblastoma;1108.28;1;;;0;cc-by-nc-nd;epmc_xml;oa;0;Wellcome Trust;;;0;;;
PMC4266535;25463610;10.1016/j.virol.2014.10.030;Elsevier;Virology;0042-6822, 1096-0341;Unexpected patterns of Epstein-Barr virus transcription revealed by a high throughput PCR array for absolute quantification of viral mRNA;1156.8;1;;;0;unknown;;hybrid;0;Cancer Research UK;MRC;0;C5575/A15032;MR/J002046/1;0;
PMC4613171;26509056;10.1136/rmdopen-2014-000026;BMJ;RMD Open;2056-5933;Patient reported improvements in health are maintained two years after completing a short course of cognitive behaviour therapy, exercise or both treatments for chronic widespread pain: long term results from the MUSICIAN randomised controlled trial.;1170;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Arthritis Research UK;0;0;17292;0;0;
PMC4228060;25280470;10.1016/j.bone.2014.09.020;;Bone;8756-3282, 1873-2763;Reference point indentation is not indicative of whole mouse bone measures of stress intensity fracture toughness;£1,229.39;1;;;0;non-standard-licence;publisher;hybrid;0;Arthritis Research UK;;;19806;;;
PMC4256504;25266776;10.1074/mcp.M113.037242;ASBMB;Molecular & Cellular Proteomics;1535-9476, 1535-9484;Quantitative phosphoproteomics of cytotoxic T cells to reveal protein kinase d 2 regulated networks;1260;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust;;;;097418/Z/11/Z;;
PMC4207132;25166285;10.1021/jm5011258;American Chemical Society;Journal of Medicinal Chemistry;0022-2623, 1520-4804;Structure-guided design and optimization of small molecules targeting the protein-protein interaction between the von Hippel-Lindau (VHL) E3 ubiquitin ligase and the hypoxia inducible factor (HIF) alpha subunit with in vitro nanomolar affinities.;1285.36;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;100476/Z/12/Z;;
PMC4353292;25350719;10.3791/51714;MyJoVE Corporation;Journal of Visualized Experiments;1940-087X;Averaging of Viral Envelope Glycoprotein Spikes from Electron Cryotomography Reconstructions using Jsubtomo;1298.68;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;90532;;
PMC4567061;26265043;10.1016/j.bbrc.2015.08.016;Elsevier;Biochemical and Biophysical Research Communications;0006-291X, 1090-2104;Pharmacokinetics and pharmacodynamics of orally administered acetylenic tricyclic bis(cyanoenone), a highly potent Nrf2 activator with a reversible covalent mode of action;1317.43;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Cancer Research UK;;;;C20953/A18644;;
PMC3244986;22135362;10.1242/jcs.088344;Elsevier;Fungal Genetics and Biology;0021-9533, 1477-9137;A second component of the SltA-dependent cation tolerance pathway in 5 Aspergillus nidulans;£1,355.68;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;WT;;;084660/Z/08/Z;;;
PMC4390258;0;10.1074/mcp.O114.042259;ASBMB;Molecular and Cellular Proteomics;1535-9476, 1535-9484;xiNET: Cross-link Network Maps With Residue Resolution;1357.86;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust;0;0;103139/Z/13/Z;;;
PMC4244441;25410605;10.1136/bmjopen-2014-005720;BMJ;BMJ Open;2044-6055;A case-control study comparing the incidence of early symptoms in pancreatic and biliary tract cancer;1377;1;;;0;cc-by-nc;epmc_xml;oa;0;Cancer Research UK;;;;;;
PMC4499745;26137881;10.1136/bmjopen-2014-006733;BMJ;BMJ Open;2044-6055;Cost Effectiveness of first-line erlotinib in patients with advanced non-small-cell lung cancer unsuitable for chemotherapy;1377;1;;;0;cc-by-nc;epmc_xml;oa;0;Cancer Research UK;;;C1438/A4147;;;
PMC4248082;25394816;10.1136/bmjopen-2014-005561;BMJ;BMJ Open;2044-6055;Do weight perceptions among obese adults in Great Britain match clinical definitions? Analysis of cross-sectional surveys from 2007 and 2012;1377;1;;;0;cc-by-nc;epmc_xml;oa;0;Cancer Research UK;;;;;;
PMC4505364;26196015;10.1136/bmjopen-2015-008082;BMJ;BMJ Open;2053-3624;Womenâ€™s interpretation of and responses to potential gynaecological cancer symptoms: a qualitative interview study;1377;1;;;0;cc-by-nc;epmc_xml;oa;0;Cancer Research UK;;;;;;
PMC4535163;26057075;10.1016/j.yjmcc.2015.06.002;Elsevier;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Phosphorylation of Myosin Regulatory Light Chain Controls Myosin Head Conformation in Cardiac Muscle;1385.57;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;;;PG/12/52/29713;;;85622
PMC4449364;25935481;10.1016/j.bbrc.2015.04.112;Elsevier;Biochemical and Biophysical Research Communications;0006-291X, 1090-2104;Cell proliferation is a key determinant of the outcome of F0X03a activation;1400.45;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Arthritis Research UK;;;;ARUK 19482;;
PMC4518041;26051205;10.1016/j.ypmed.2015.05.025;Elsevier;Preventive Medicine;0091-7435, 1096-0260;The mediation of coronary calcification in the association between risk scores and cardiac troponin T elevation in healthy adults: Is atherosclerosis a good prognostic precursor of coronary disease?;1401.02;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;;;;;;
PMC4461307;25776216;10.1016/j.neuroimage.2015.02.067;Elsevier;NeuroImage;1053-8119, 1095-9572;Network-level reorganisation of functional connectivity following arm amputation;1437.36;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;HMR00360-HM00;;
PMC4440390;25523156;10.1002/cyto.a.22616;Wiley ;Cytometry A;1552-4922, 1552-4930;Time-domain microfluidic fluorescence lifetime flow cytometry for high-throughput FRET screening;1500;1;;;0;non-standard-licence;publisher;hybrid;0;Cancer Research UK;Dimbleby Cancer Care endowment fund;BBSRC;C1519/A16463;;BB/G007160/1;
PMC4489325;25990305;10.1002/clc.22401;Wiley;Clinical Cardiology;0160-9289, 1932-8737;Mineralocorticoid receptor antagonist pre-treatment to MINIMISE reperfusion Injury after ST-elevation myocardial Infarction (The MINIMISE STEMI trial): rationale and study design;1500;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;;;Derek Hausenloy;;;
PMC4566873;25104107;10.1080/17437199.2014.941722;Taylor & Francis;Health Psychology Review;1743-7199, 1743-7202;Theories of behaviour and behaviour change across the social and behavioural sciences: a scoping review;1501.92;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust / British Heart Foundation / Cancer Research UK;MRC / EPSRC;;WT087640MA;Population Health Sciences Research Network [grant number PHSRN10], and RES-590-28-0005;;
PMC4459966;25623624;10.1016/j.joca.2015.01.010;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;Dissecting the contribution of knee joint NGF to spinal nociceptive sensitisation in a model of OA pain in the rat;1,544.66;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;ARUK;;;ARUK MP/18769;;;
PMC4256061;25305072;10.1016/j.joca.2014.09.026;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;Pain trajectory groups in persons with, or at high risk of, knee osteoarthritis - findings from the knee clinical assessment study and the osteoarthritis initiative;1574.65;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;ARUK;MRC;NIHR;18175;G9900220;NF-SI-0509-10183;
PMC4266534;25451223;10.1016/j.febslet.2014.11.014;;FEBS Letters;0014-5793, 1873-3468;GBF/Gea mutant with a single substitution sustains fungal growth in the absence of BIG/Sec7;£1,582.82;1;;;0;non-standard-licence;publisher;hybrid;0;Wellcome Trust;;;084660/Z/08/Z;;;
PMC4459965;25655679;10.1016/j.joca.2015.01.012.;Elsevier;Osteoarthritis and Cartilage.;1063-4584, 1522-9653;Intermittent applied mechanical loading induces subchondral bone thickening that may be intensified locally by contiguous articular cartilage lesions.;1594.74;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;;;;;;;
PMC4224576;25340566;10.1039/c3fd00131h;Royal Society of Chemistry;Faraday Discussions;1359-6640;NRas slows the rate at which a model lipid bilayer phase separates;1632;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;;92970;;
PMC4449784;25721491;10.1111/cei.12610;Wiley;Clinical and Experimental Immunology;0009-9104, 1365-2249;Clonotypically similar hybrid ab TCRs can exhibit markedly different surface expression, antigen specificity and cross-reactivity;1648.8;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;WT100326;;;
PMC4286113;25450898;10.1016/j.appet.2014.11.002;Elsevier;Appetite;0195-6663, 1095-8304;Nutrition practices of nurseries in England: Comparison with national guidelines;1650.94;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;0;0;0;0;0;0;
PMC4167169;24632847;10.1007/s00127-014-0857-5;Springer;Social Psychiatry and Psychiatric Epidemiology;0933-7954, 1433-9285;Effectiveness of peer-delivered interventions for severe mental illness and depression on clinical and psychosocial outcomes: a systematic review and meta-analysis.;1651.53;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;WT090352MA;;;
PMC4565717;26003949;10.1016/j.joca.2015.05.006;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;ADAMTS-4 activity in synovial fluid as a niomarker of inflammation and effusion;1705.36;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;ARUK;MRC; ;17540;19429;G0800248;
PMC4410287;25454616;10.1016/j.eururo.2014.10.027;Elsevier;European Urology;0302-2838, 1873-7560;PTEN Protein Loss and Clinical Outcome from Castration-resistant Prostate Cancer Treated with Abiraterone Acetate;1706.32;1;;;0;unknown;;hybrid;0;Cancer Research UK;Wellcome Trust;;0;0;;
PMC3863956;24036287;10.1016/j.pain.2013.09.003;Elsevier;Pain;0304-3959, 1872-6623;PainNetworks: A web-based resource for the visualisation of pain-related genes in the context of their network associations;1715;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust;;;83259;;;
PMC4401444;25724757;10.1016/j.neuroimage.2015.02.035;Elsevier;Neuroimage;1053-8119, 1095-9572;Dynamic Causal Modelling for Functional Near-Infrared Spectroscopy;1719.506929;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;088130/Z/09/Z and 091593/Z/10/Z;;;
PMC4245712;25217366;10.1016/j.schres.2014.08.007;Elsevier;Schizophrenia Research;0920-9964, 1573-2509;No effect of schizophrenia risk genes MIR137,TCF4, and ZNF804A on macroscopic brain structure;1722.27;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;;89281;;
PMC4267508;25305712;10.1016/j.jns.2014.09.039;Elsevier;Journal of Neurological Sciences;0022-510X, 1878-5883;Delayed auditory feedback simulates features of nonfluent primary progressive aphasia;1728.62;1;;;0;non-standard-licence;publisher;hybrid;0;Wellcome Trust;;;091673/Z/10/Z;;;
PMC4410298;25001888;10.1016/j.eururo.2014.06.034;Elsevier;European Urology;0302-2838, 1873-7560;A randomised phase 2 trial of intensive induction chemotherapy (CBOP/BEP) and standard BEP in poor-prognosis germ cell tumours;1731;1;;;0;unknown;;hybrid;0;Cancer Research UK;MRC;;"CRUK C1198/A11585;CRUK/05/014";"MC_U122861331;c1198/a11585";;
PMC4265732;25446164;10.1016/j.vph.2014.09.003;Elsevier;Vascular Pharmacology;1537-1891, 1879-3649;Reduced levels of S-nitrosothiols in plasma of patients with systemic sclerosis and Raynaud's phenomenon;1731.12;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Arthritis Research UK;;;19427, 144524, 14383;;;
