institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,28693547,PMC5527401,10.1186/s12889-017-4396-3,Springer Nature,BMC public health,1471-2458,FALSE,1943.41
Wellcome Trust,2017,27809823,PMC5093931,10.1186/s12889-016-3782-6,Springer Nature,BMC public health,1471-2458,FALSE,1943.41
Wellcome Trust,2017,28158997,PMC5291966,10.1186/s12889-017-4080-7,Springer Nature,BMC public health,1471-2458,FALSE,1943.41
Wellcome Trust,2017,28606136,PMC5469144,10.1186/s12889-017-4490-6,Springer Nature,BMC public health,1471-2458,FALSE,1943.41
Wellcome Trust,2017,28143445,PMC5282703,10.1186/s12885-017-3084-0,Springer Nature,BMC cancer,1471-2407,FALSE,1943.41
Wellcome Trust,2017,28794852,PMC5547463,10.1186/s13569-017-0081-7,Springer Nature,Clinical sarcoma research,2045-3329,FALSE,1943.41
Wellcome Trust,2017,28399803,PMC5387241,10.1186/s12877-017-0476-6,Springer Nature,BMC geriatrics,1471-2318,FALSE,1943.41
Wellcome Trust,2017,28720138,PMC5516379,10.1186/s12891-017-1668-0,Springer Nature,BMC musculoskeletal disorders,1471-2474,FALSE,1943.41
Wellcome Trust,2017,28747208,PMC5530563,10.1186/s13063-017-2107-0,Springer Nature,Trials,1745-6215,FALSE,1943.41
Wellcome Trust,2017,28830517,PMC5568356,10.1186/s13063-017-2138-6,Springer Nature,Trials,1745-6215,FALSE,1943.41
Wellcome Trust,2017,28274238,PMC5343316,10.1186/s12992-017-0240-x,Springer Nature,Globalization and health,1744-8603,FALSE,1943.41
Wellcome Trust,2017,28077070,PMC5225593,10.1186/s12859-016-1437-3,Springer Nature,BMC bioinformatics,1471-2105,FALSE,1943.41
Wellcome Trust,2017,28525968,PMC5438515,10.1186/s12859-017-1683-z,Springer Nature,BMC bioinformatics,1471-2105,FALSE,1943.41
Wellcome Trust,2017,27821148,PMC5100261,10.1186/s12879-016-1987-z,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1943.41
Wellcome Trust,2017,28666412,PMC5493856,10.1186/s12879-017-2559-6,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1943.41
Wellcome Trust,2017,27608711,PMC5016997,10.1186/s12917-016-0830-5,Springer Nature,BMC veterinary research,1746-6148,FALSE,1943.41
Wellcome Trust,2017,28595644,PMC5465537,10.1186/s12967-017-1235-3,Springer Nature,Journal of translational medicine,1479-5876,FALSE,1943.41
Wellcome Trust,2017,28018573,PMC5168820,10.1186/s13229-016-0113-9,Springer Nature,Molecular autism,2040-2392,FALSE,1943.41
Wellcome Trust,2017,28302156,PMC5356256,10.1186/s13071-017-2086-8,Springer Nature,Parasites & vectors,1756-3305,FALSE,1943.41
Wellcome Trust,2017,28668081,PMC5494138,10.1186/s12963-017-0141-5,Springer Nature,Population health metrics,1478-7954,FALSE,1943.41
Wellcome Trust,2017,28222778,PMC5320698,10.1186/s13063-017-1825-7,Springer Nature,Trials,1745-6215,FALSE,1943.41
Wellcome Trust,2017,28446223,PMC5406917,10.1186/s13063-017-1917-4,Springer Nature,Trials,1745-6215,FALSE,1943.41
Wellcome Trust,2017,28738857,PMC5525336,10.1186/s13063-017-2093-2,Springer Nature,Trials,1745-6215,FALSE,1943.41
Wellcome Trust,2017,28103901,PMC5248453,10.1186/s13024-017-0153-4,Springer Nature,Molecular neurodegeneration,1750-1326,FALSE,1919.46
Wellcome Trust,2017,29062533,PMC5611584,10.1186/s40900-017-0055-1,Springer Nature,Research involvement and engagement,2056-7529,FALSE,1889.01
Wellcome Trust,2017,28074284,PMC5346138,10.1007/s00792-016-0910-2,Springer Nature,Extremophiles : life under extreme conditions,"1431-0651, 1433-4909",TRUE,2389.35
Wellcome Trust,2017,28429122,PMC5429891,10.1007/s00418-017-1564-6,Springer Nature,Histochemistry and cell biology,"0948-6143, 1432-119X",TRUE,2389.35
Wellcome Trust,2017,28399800,PMC5387357,10.1186/s12879-017-2348-2,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1874.98
Wellcome Trust,2017,27895715,PMC5106815,10.1186/s13072-016-0103-3,Springer Nature,Epigenetics & chromatin,1756-8935,FALSE,1820.58
Wellcome Trust,2017,28399899,PMC5387199,10.1186/s13643-017-0462-2,Springer Nature,Systematic reviews,2046-4053,FALSE,1820.58
Wellcome Trust,2017,28286668,PMC5338092,10.1186/s40814-017-0126-y,Springer Nature,Pilot and feasibility studies,2055-5784,FALSE,1820.58
Wellcome Trust,2017,28073351,PMC5223588,10.1186/s12887-016-0763-y,Springer Nature,BMC pediatrics,1471-2431,FALSE,1793.41
Wellcome Trust,2017,27716211,PMC5048451,10.1186/s12933-016-0457-7,Springer Nature,Cardiovascular diabetology,1475-2840,FALSE,1791.5
Wellcome Trust,2017,27885618,PMC5122527,10.1186/s13550-016-0238-z,Springer Nature,EJNMMI research,2191-219X,FALSE,1786.02
Wellcome Trust,2017,29282142,PMC5745698,10.1186/s13063-017-2355-z,Springer Nature,Trials,1745-6215,FALSE,1781.23
Wellcome Trust,2017,27829452,PMC5101828,10.1186/s12915-016-0316-8,Springer Nature,BMC biology,1741-7007,FALSE,1725.58
Wellcome Trust,2017,28100223,PMC5242020,10.1186/s12915-016-0343-5,Springer Nature,BMC biology,1741-7007,FALSE,1725.58
Wellcome Trust,2017,28724393,PMC5517843,10.1186/s13059-017-1252-9,Springer Nature,Genome biology,"1474-7596, 1474-760X",TRUE,2340.31
Wellcome Trust,2017,28821262,PMC5563046,10.1186/s13019-017-0632-2,Springer Nature,Journal of cardiothoracic surgery,1749-8090,FALSE,1685.43
Wellcome Trust,2017,28679447,PMC5499065,10.1186/s12936-017-1930-9,Springer Nature,Malaria journal,1475-2875,FALSE,1663.53
Wellcome Trust,2017,27600248,PMC5012073,10.1186/s12859-016-1235-y,Springer Nature,BMC bioinformatics,1471-2105,FALSE,1662.16
Wellcome Trust,2017,28931370,PMC5607562,10.1186/s12885-017-3585-x,Springer Nature,BMC cancer,1471-2407,FALSE,1662.16
Wellcome Trust,2017,28231774,PMC5324281,10.1186/s12885-017-3129-4,Springer Nature,BMC cancer,1471-2407,FALSE,1662.16
Wellcome Trust,2017,27495309,PMC4975888,10.1186/s12885-016-2639-9,Springer Nature,BMC cancer,1471-2407,FALSE,1662.16
Wellcome Trust,2017,28241815,PMC5327577,10.1186/s12885-017-3117-8,Springer Nature,BMC cancer,1471-2407,FALSE,1662.16
Wellcome Trust,2017,28335755,PMC5364612,10.1186/s12902-017-0170-x,Springer Nature,BMC endocrine disorders,1472-6823,FALSE,1662.16
Wellcome Trust,2017,28086752,PMC5237266,10.1186/s12864-016-3440-5,Springer Nature,BMC genomics,1471-2164,FALSE,1662.16
Wellcome Trust,2017,28912951,PMC5590155,10.1186/s12878-017-0085-9,Springer Nature,BMC hematology,2052-1839,FALSE,1662.16
Wellcome Trust,2017,28494805,PMC5425986,10.1186/s12879-017-2432-7,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1662.16
Wellcome Trust,2017,28320319,PMC5360071,10.1186/s12879-017-2319-7,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1662.16
Wellcome Trust,2017,28441940,PMC5405523,10.1186/s12911-017-0437-1,Springer Nature,BMC medical informatics and decision making,1472-6947,FALSE,1662.16
Wellcome Trust,2017,28716074,PMC5513351,10.1186/s12911-017-0506-5,Springer Nature,BMC medical informatics and decision making,1472-6947,FALSE,1662.16
Wellcome Trust,2017,28427337,PMC5397699,10.1186/s12874-017-0346-0,Springer Nature,BMC medical research methodology,1471-2288,FALSE,1662.16
Wellcome Trust,2017,27716079,PMC5045632,10.1186/s12874-016-0234-z,Springer Nature,BMC medical research methodology,1471-2288,FALSE,1662.16
Wellcome Trust,2017,28173759,PMC5297137,10.1186/s12874-017-0306-8,Springer Nature,BMC medical research methodology,1471-2288,FALSE,1662.16
Wellcome Trust,2017,28351345,PMC5371190,10.1186/s12866-017-0982-x,Springer Nature,BMC microbiology,1471-2180,FALSE,1662.16
Wellcome Trust,2017,28460637,PMC5412062,10.1186/s12882-017-0566-x,Springer Nature,BMC nephrology,1471-2369,FALSE,1662.16
Wellcome Trust,2017,27863516,PMC5116148,10.1186/s12889-016-3833-z,Springer Nature,BMC public health,1471-2458,FALSE,1662.16
Wellcome Trust,2017,28056895,PMC5217628,10.1186/s12889-016-3940-x,Springer Nature,BMC public health,1471-2458,FALSE,1662.16
Wellcome Trust,2017,28747198,PMC5530574,10.1186/s12889-017-4605-0,Springer Nature,BMC public health,1471-2458,FALSE,1662.16
Wellcome Trust,2017,28545444,PMC5445275,10.1186/s12866-017-1034-2,Springer Nature,BMC microbiology,1471-2180,FALSE,1662.16
Wellcome Trust,2017,28569165,PMC5452287,10.1186/s12992-017-0253-5,Springer Nature,Globalization and health,1744-8603,FALSE,1662.16
Wellcome Trust,2017,28693614,PMC5504711,10.1186/s12992-017-0273-1,Springer Nature,Globalization and health,1744-8603,FALSE,1662.16
Wellcome Trust,2017,27931206,PMC5146816,10.1186/s12859-016-1407-9,Springer Nature,BMC bioinformatics,1471-2105,FALSE,1662.16
Wellcome Trust,2017,28056789,PMC5216580,10.1186/s12866-016-0916-z,Springer Nature,BMC microbiology,1471-2180,FALSE,1662.16
Wellcome Trust,2017,27765034,PMC5073898,10.1186/s12909-016-0799-6,Springer Nature,BMC medical education,1472-6920,FALSE,1662.16
Wellcome Trust,2017,28270164,PMC5341402,10.1186/s13063-017-1812-z,Springer Nature,Trials,1745-6215,FALSE,1662.16
Wellcome Trust,2017,28420446,PMC5395841,10.1186/s13071-017-2109-5,Springer Nature,Parasites & vectors,1756-3305,FALSE,1662.16
Wellcome Trust,2017,28288672,PMC5347170,10.1186/s13071-017-2078-8,Springer Nature,Parasites & vectors,1756-3305,FALSE,1662.16
Wellcome Trust,2017,28356159,PMC5371260,10.1186/s12963-017-0128-2,Springer Nature,Population health metrics,1478-7954,FALSE,1662.16
Wellcome Trust,2017,26715538,PMC4696297,10.1186/s12936-015-1050-3,Springer Nature,Malaria journal,1475-2875,FALSE,1638.9
Wellcome Trust,2017,27941903,PMC5150576,10.1038/srep38774,Springer Nature,Scientific reports,2045-2322,FALSE,1625.9
Wellcome Trust,2017,28510570,PMC5518859,10.1038/bjc.2017.130,Springer Nature,British journal of cancer,"0007-0920, 1532-1827",TRUE,2281
Wellcome Trust,2017,28137275,PMC5282726,10.1186/s13059-017-1150-1,Springer Nature,Genome biology,"1474-7596, 1474-760X",TRUE,2278.72
Wellcome Trust,2017,28750682,PMC5531024,10.1186/s13195-017-0278-2,Springer Nature,Alzheimer's research & therapy,1758-9193,FALSE,1617
Wellcome Trust,2017,28092080,PMC5236041,10.1186/s40635-016-0116-z,Springer Nature,Intensive care medicine experimental,2197-425X,FALSE,1601.26
Wellcome Trust,2017,27716169,PMC5054593,10.1186/s12891-016-1279-1,Springer Nature,BMC musculoskeletal disorders,1471-2474,FALSE,1593.73
Wellcome Trust,2017,28756514,Unknown,10.1007/s00426-017-0885-3,Springer Nature,Psychological research,"0340-0727, 1430-2772",TRUE,2258.42
Wellcome Trust,2017,28091804,PMC5487773,10.1007/s10689-017-9965-1,Springer Nature,Familial cancer,"1389-9600, 1573-7292",TRUE,2252.49
Wellcome Trust,2017,28343352,PMC5366169,10.1007/s11912-017-0584-7,Springer Nature,Current oncology reports,"1523-3790, 1534-6269",TRUE,2252.49
Wellcome Trust,2017,28376781,PMC5379738,10.1186/s12891-017-1510-8,Springer Nature,BMC musculoskeletal disorders,1471-2474,FALSE,1593.73
Wellcome Trust,2017,28103802,PMC5248466,10.1186/s12864-016-3432-5,Springer Nature,BMC genomics,1471-2164,FALSE,1593.73
Wellcome Trust,2017,28859627,PMC5580280,10.1186/s12888-017-1484-y,Springer Nature,BMC psychiatry,1471-244X,FALSE,1593.73
Wellcome Trust,2017,27689233,PMC5131085,10.1007/s00127-016-1286-4,Springer Nature,Social psychiatry and psychiatric epidemiology,"0933-7954, 1433-9285",TRUE,2237.33
Wellcome Trust,2017,28532503,PMC5440946,10.1186/s13058-017-0852-3,Springer Nature,Breast cancer research : BCR,"1465-5411, 1465-542X",TRUE,2232.19
Wellcome Trust,2017,28923016,PMC5604137,10.1186/s12864-017-4091-x,Springer Nature,BMC genomics,1471-2164,FALSE,1593.73
Wellcome Trust,2017,28525994,PMC5438548,10.1186/s12889-017-4397-2,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,26396585,PMC4578326,10.1186/s12982-015-0035-6,Springer Nature,Emerging themes in epidemiology,1742-7622,FALSE,1593.73
Wellcome Trust,2017,28056808,PMC5217595,10.1186/s12872-016-0461-6,Springer Nature,BMC cardiovascular disorders,1471-2261,FALSE,1593.73
Wellcome Trust,2017,28743252,PMC5526259,10.1186/s12859-017-1753-2,Springer Nature,BMC bioinformatics,1471-2105,FALSE,1593.73
Wellcome Trust,2017,27825338,PMC5101803,10.1186/s12896-016-0307-4,Springer Nature,BMC biotechnology,1472-6750,FALSE,1593.73
Wellcome Trust,2017,27955711,PMC5153905,10.1186/s12879-016-2089-7,Springer Nature,BMC infectious diseases,1471-2334,FALSE,1593.73
Wellcome Trust,2017,28549443,PMC5446763,10.1186/s12920-017-0274-1,Springer Nature,BMC medical genomics,1755-8794,FALSE,1593.73
Wellcome Trust,2017,28818053,PMC5561578 ,10.1186/s12874-017-0403-8,Springer Nature,BMC medical research methodology,,FALSE,1593.73
Wellcome Trust,2017,27769191,PMC5073870,10.1186/s12884-016-1102-x,Springer Nature,BMC pregnancy and childbirth,1471-2393,FALSE,1593.73
Wellcome Trust,2017,28381293,PMC5382365,10.1186/s12888-017-1300-8,Springer Nature,BMC psychiatry,1471-244X,FALSE,1593.73
Wellcome Trust,2017,28049459,PMC5209946,10.1186/s12889-016-3918-8,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,27871273,PMC5117619,10.1186/s12889-016-3846-7,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,27887640,PMC5124322,10.1186/s13059-016-1101-2,Springer Nature,Genome biology,"1474-7596, 1474-760X",TRUE,2210.29
Wellcome Trust,2017,28093074,PMC5240381,10.1186/s13059-016-1130-x,Springer Nature,Genome biology,"1474-7596, 1474-760X",TRUE,2210.29
Wellcome Trust,2017,28126036,PMC5270224,10.1186/s13059-017-1156-8,Springer Nature,Genome biology,"1474-7596, 1474-760X",TRUE,2210.29
Wellcome Trust,2017,28578505,PMC5511313,10.1007/s10549-017-4325-2,Springer Nature,Breast cancer research and treatment,"0167-6806, 1573-7217",TRUE,2199.35
Wellcome Trust,2017,27931202,PMC5146832,10.1186/s12889-016-3862-7,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,28158990,PMC5291956,10.1186/s12889-017-4093-2,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,28420378,PMC5395826,10.1186/s12889-017-4224-9,Springer Nature,BMC public health,1471-2458,FALSE,1593.73
Wellcome Trust,2017,27927198,PMC5142341,10.1186/s12918-016-0375-z,Springer Nature,BMC systems biology,1752-0509,FALSE,1593.73
Wellcome Trust,2017,,,10.1057/s41292-017-0055-2,Springer Nature,Biosocieties,,TRUE,2189.76
Wellcome Trust,2017,28401399,PMC5509843,10.1007/s11548-017-1584-7,Springer Nature,International journal of computer assisted radiology and surgery,"1861-6410, 1861-6429",TRUE,2157.83
Wellcome Trust,2017,28093686,PMC5357274,10.1007/s10995-016-2237-0,Springer Nature,Maternal and child health journal,"1092-7875, 1573-6628",TRUE,2157.83
Wellcome Trust,2017,28154972,PMC5374182,10.1007/s00415-017-8398-y,Springer Nature,Journal of neurology,"0340-5354, 1432-1459",TRUE,2157.83
Wellcome Trust,2017,28190190,PMC5346600,10.1007/s10557-016-6710-1,Springer Nature,Cardiovascular drugs and therapy,"0920-3206, 1573-7241",TRUE,2157.83
Wellcome Trust,2017,28210885,PMC5346154,10.1007/s10577-017-9550-3,Springer Nature,"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology","0967-3849, 1573-6849",TRUE,2157.83
Wellcome Trust,2017,28213813,PMC5423995,10.1007/s00127-017-1343-7,Springer Nature,Social psychiatry and psychiatric epidemiology,"0933-7954, 1433-9285",TRUE,2157.83
Wellcome Trust,2017,28255779,PMC5393281,10.1007/s10545-017-0025-7,Springer Nature,Journal of inherited metabolic disease,"0141-8955, 1573-2665",TRUE,2157.83
Wellcome Trust,2017,27955657,PMC5153685,10.1186/s12891-016-1329-8,Springer Nature,BMC musculoskeletal disorders,1471-2474,FALSE,1568.42
Wellcome Trust,2017,28405938,PMC5389990,10.1007/s11886-017-0848-8,Springer Nature,Current cardiology reports,"1523-3782, 1534-3170",TRUE,2157.83
Wellcome Trust,2017,28374279,PMC5527080,10.1007/s10439-017-1828-2,Springer Nature,Annals of biomedical engineering,"0090-6964, 1573-9686",TRUE,2157.83
Wellcome Trust,2017,28681113,PMC5569661,10.1007/s00792-017-0951-1,Springer Nature,Extremophiles : life under extreme conditions,"1431-0651, 1433-4909",TRUE,2157.83
Wellcome Trust,2017,28429332,PMC5399011,10.1186/s13550-017-0282-3,Springer Nature,EJNMMI research,2191-219X,FALSE,1528.38
Wellcome Trust,2017,28374288,PMC5378566,10.1186/s13550-017-0275-2,Springer Nature,EJNMMI research,2191-219X,FALSE,1528.38
Wellcome Trust,2017,29070920,PMC5652145,10.1007/s11166-017-9259-x,Springer Nature,Journal of risk and uncertainty,"0895-5646, 1573-0476",TRUE,2157.83
Wellcome Trust,2017,28256636,PMC5335663,10.1038/srep43782,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28176817,PMC5296752,10.1038/srep41996,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28620830,PMC5541140,10.1007/s11548-017-1628-z,Springer Nature,International journal of computer assisted radiology and surgery,"1861-6410, 1861-6429",TRUE,2157.83
Wellcome Trust,2017,28465507,PMC5431016,10.1038/s41598-017-01501-0,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28659609,PMC5489520,10.1038/s41598-017-04100-1,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28814796,PMC5559501,10.1038/s41598-017-08493-x,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28839223,PMC5570901,10.1038/s41598-017-09667-3,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28878232,PMC5587581,10.1038/s41598-017-10790-4,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28894287,PMC5593973,10.1038/s41598-017-11718-8,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28262828,PMC5338345,10.1038/srep43811,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28448061,PMC5407180,10.1038/srep46179,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28408745,PMC5429823,10.1038/s41598-017-00707-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28663568,PMC5491520,10.1038/s41598-017-03054-8,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28386060,PMC5428787,10.1038/s41598-017-00695-7,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28855541,PMC5577339,10.1038/s41598-017-09494-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28851945,PMC5575289,10.1038/s41598-017-09526-1,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28338072,PMC5364470,10.1038/srep44949,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28455506,PMC5430854,10.1038/s41598-017-01133-4,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28469251,PMC5431130,10.1038/s41598-017-01600-y,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28655900,PMC5487325,10.1038/s41598-017-04600-0,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28405003,PMC5429800,10.1038/s41598-017-00829-x,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28432362,PMC5430749,10.1038/s41598-017-01149-w,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28291256,PMC5349590,10.1038/srep44650,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28785112,PMC5547075,10.1038/s41598-017-07662-2,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28659600,PMC5489525,10.1038/s41598-017-04375-4,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28887499,PMC5591275,10.1038/s41598-017-11262-5,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28304372,PMC5356331,10.1038/srep44620,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28279018,PMC5427848,10.1038/s41598-017-00144-5,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28811486,PMC5557970,10.1038/s41598-017-07864-8,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28883548,PMC5589920,10.1038/s41598-017-11110-6,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28205613,PMC5312077,10.1038/srep42575,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28256634,PMC5335259,10.1038/srep43519,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28500339,PMC5431842,10.1038/s41598-017-01971-2,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28666451,PMC5493128,10.1186/s13075-017-1336-7,Springer Nature,Arthritis research & therapy,"1478-6354, 1478-6362",TRUE,2104.22
Wellcome Trust,2017,28539583,PMC5443755,10.1038/s41598-017-02439-z,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28717251,PMC5514066,10.1038/s41598-017-05665-7,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28878263,PMC5587669,10.1038/s41598-017-10979-7,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28924228,PMC5603585,10.1038/s41598-017-11626-x,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28720784,PMC5515888,10.1038/s41598-017-05820-0,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28623351,PMC5473842,10.1038/s41598-017-03981-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28935946,PMC5608872,10.1038/s41598-017-11307-9,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28233872,PMC5324130,10.1038/srep43228,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28607426,PMC5468251,10.1038/s41598-017-03562-7,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28765563,PMC5539295,10.1038/s41598-017-07127-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,29089527,PMC5663855,10.1038/s41598-017-14650-z,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28276520,PMC5343580,10.1038/srep44332,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28490801,PMC5431997,10.1038/s41598-017-01651-1,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28186152,PMC5301496,10.1038/srep42140,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28225040,PMC5320472,10.1038/srep42992,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28743878,PMC5526871,10.1038/s41598-017-06468-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28928373,PMC5605738,10.1038/s41598-017-12072-5,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28303931,PMC5355877,10.1038/srep44449,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28406156,PMC5390267,10.1038/srep46147,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28729672,PMC5519742,10.1038/s41598-017-05917-6,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28808269,PMC5556010,10.1038/s41598-017-08312-3,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28230186,PMC5322398,10.1038/srep42989,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28747794,PMC5529585,10.1038/s41598-017-06967-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28117402,PMC5259721,10.1038/srep41188,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28218261,PMC5317160,10.1038/srep42976,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28233851,PMC5324134,10.1038/srep43198,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28233830,PMC5324041,10.1038/srep42384,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28256545,PMC5335253,10.1038/srep43478,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28322325,PMC5359595,10.1038/srep44899,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28417968,PMC5394459,10.1038/srep46482,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28592901,PMC5462770,10.1038/s41598-017-03050-y,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28615630,PMC5471188,10.1038/s41598-017-01675-7,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28680099,PMC5498607,10.1038/s41598-017-04649-x,Springer Nature,Scientific Reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28496171,PMC5431791,10.1038/s41598-017-01925-8,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28655871,PMC5487423,10.1038/s41598-017-04378-1,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28725045,PMC5517641,10.1038/s41598-017-06256-2,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28878215,PMC5587703,10.1038/s41598-017-06975-6,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28779101,PMC5544665,10.1038/s41598-017-07246-0,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28835619,PMC5569065,10.1038/s41598-017-08728-x,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28652577,PMC5484704,10.1038/s41598-017-04053-5,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28422178,PMC5395940,10.1038/srep46621,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
Wellcome Trust,2017,28852130,PMC5574894,10.1038/s41598-017-10554-0,Springer Nature,Scientific reports,2045-2322,FALSE,1519.15
