"University";"PMCID";"PMID";"DOI";"Article title";"Journal title";"Pure Open Access";"ISSN";"EISSN";"Publication Date";"Electronic Publication Date";"Publisher";"Publisher Licence";"Licence";"EPMC Licence";"Licence Source";"EPMC Licence Source";"Fulltext in EPMC?";"XML Fulltext?";"AAM?";"Open Access";"Compliance Wellcome Standard";"Compliance Wellcome Deluxe";"Date of APC payment";"APC paid (actual currency) excluding VAT";"Currency of APC";"APC paid (£) including VAT if charged";"Additional publication costs (£)";"Discounts, memberships & pre-payment agreements";"Amount of APC charged to COAF grant (including VAT if charged) in £";"Amount of APC charged to RCUK OA fund (including VAT if charged) in £";"Licence";"Ahead of Print?"
"UCL";"PMC6243103";30483088;"10.3389/fncom.2018.00090";"The anatomy of inference: Generative models and brain structure";"Frontiers in computational neuroscience";TRUE;"1662-5188";"1662-5188";"2018-01-01T00:00:00Z";"2018-11-13T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;;;1816.02;;"Institutional_Prepayment";1816.02;;"CC BY";"Unknown"
"UCL";"PMC6257975";30482208;"10.1186/s12920-018-0423-1";"PGP-UK: a research and citizen science hybrid project in support of personalized medicine";"BMC medical genomics";TRUE;"1755-8794";"1755-8794";"2018-11-01T00:00:00Z";"2018-11-27T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43431;;;1397.4;;"Institutional_Prepayment";698.7;698.7;"CC BY";"Unknown"
"UCL";"PMC6347569";30481593;"10.1016/j.neuroimage.2018.11.041";"Can we study 3D grid codes non-invasively in the human brain? Methodological considerations and fMRI findings";"NeuroImage";FALSE;"1053-8119, 1095-9572";"1095-9572";"2019-02-01T00:00:00Z";"2018-11-24T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43447;;;2309.04;;;2309.04;;"CC BY";"Unknown"
"UCL";"PMC6331662";30481531;"10.1016/j.neubiorev.2018.11.011";"What is the key mediator of the neurovascular coupling response?";"Neuroscience and biobehavioral reviews";FALSE;"0149-7634, 1873-7528";"1873-7528";"2019-01-01T00:00:00Z";"2018-11-24T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43447;;;3430.96;;;3430.96;;"CC BY";"Unknown"
"UCL";"PMC6334166";30476896;"10.1016/j.addbeh.2018.11.030";"Perceived addiction to smoking and associations with motivation to stop, quit attempts and quitting success: A prospective study of English smokers";"Addictive behaviors";FALSE;"0306-4603, 1873-6327";"1873-6327";"2019-03-01T00:00:00Z";"2018-11-22T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43447;;;2226.36;;;2226.36;;"CC BY";"Unknown"
"UCL";"PMC6251973";30473004;"10.1016/j.devcel.2018.09.023";"Cell cycle heterogeneity can generate robust cell type proportioning";"Developmental cell";FALSE;"1534-5807, 1878-1551";"1878-1551";"2018-11-01T00:00:00Z";"2018-10-25T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43391;;;4033.85;;;4033.85;;"CC BY";"Unknown"
"UCL";"PMC6417991";30468859;"10.1016/j.bbi.2018.11.019";"Socioeconomic status and central adiposity as determinants of stress-related biological responses relevant to cardiovascular disease risk";"Brain, behavior, and immunity";FALSE;"0889-1591, 1090-2139";"1090-2139";"2019-03-01T00:00:00Z";"2018-11-20T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43447;;;2321.37;;;2321.37;;"CC BY";"Unknown"
"UCL";"PMC6300355";30468146;"10.7554/eLife.42583";"Decision and navigation in mouse parietal cortex";"eLife";TRUE;"2050-084X";"2050-084X";"2018-11-01T00:00:00Z";"2018-11-23T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43447;;;2337.55;;;2337.55;;"CC BY";"Unknown"
"UCL";"PMC6307909";30467223;"10.1242/dmm.036194";"Semiology, clustering, periodicity and natural history of seizures in an experimental occipital cortical epilepsy model";"Disease models & mechanisms";TRUE;"1754-8403, 1754-8411";"1754-8411";"2018-12-01T00:00:00Z";"2018-12-14T00:00:00Z";"The Company of Biologists";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43426;;;3500.44;;;3500.44;;"CC BY";"Unknown"
"UCL";"PMC6376853";30462237;"10.1093/jac/dky474";"Intravenous catheter-related adverse events exceed drug-related adverse events in outpatient parenteral antimicrobial therapy";"The Journal of antimicrobial chemotherapy";FALSE;"0305-7453, 1460-2091";"1460-2091";"2019-03-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43394;;;2394;;"Institutional_Prepayment";2394;;"CC BY";"Unknown"
"UCL";"PMC6262221";30462175;"10.1093/brain/awy281";"The ceaseless search for pain biomarkers in the human brain";"Brain : a journal of neurology";FALSE;"0006-8950, 1460-2156";"1460-2156";"2018-12-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43388;;;3505.5;;"Institutional_Prepayment";3505.5;;"CC BY";"Unknown"
"UCL";"PMC6420901";30460448;"10.1007/s00415-018-9121-3";"An update on advances in magnetic resonance imaging of multiple system atrophy";"Journal of neurology";FALSE;"0340-5354, 1432-1459";"1432-1459";"2019-04-01T00:00:00Z";"2018-11-20T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43415;;;1921;;"Springer Compact";960.5;960.5;"CC BY";"Unknown"
"UCL";"PMC6403443";30458964;"10.1016/j.atherosclerosis.2018.11.014";"Coronary heart disease mortality in severe vs. non-severe familial hypercholesterolaemia in the Simon Broome Register";"Atherosclerosis";FALSE;"0021-9150, 1879-1484";"1879-1484";"2019-02-01T00:00:00Z";"2018-11-12T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43426;;;2938.16;;;2938.16;;"CC BY";"Unknown"
"UCL";"PMC6518971";30455404;"10.1136/jnnp-2018-318890";"Early versus late anticoagulation for ischaemic stroke associated with atrial fibrillation: multicentre cohort study";"Journal of neurology, neurosurgery, and psychiatry";FALSE;"0022-3050, 1468-330X";"1468-330X";"2019-03-01T00:00:00Z";"2018-11-19T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43390;;;1989;;"Institutional_Prepayment";1989;;"CC BY";"Unknown"
"UCL";"PMC6325261";30455186;"10.1523/JNEUROSCI.0706-18.2018";"Computing value from quality and quantity in human decision making";"The Journal of neuroscience : the official journal of the Society for Neuroscience";FALSE;"0270-6474, 1529-2401";"1529-2401";"2019-01-01T00:00:00Z";"2018-11-19T00:00:00Z";"Society for Neuroscience";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;;;2733.93;;;1366.03;1367.9;"CC BY";"Unknown"
"UCL";"PMC6314152";30452730;"10.1093/trstmh/try117";"Hepatitis B assessment without HBV DNA quantification: a prospective cohort study in Uganda";"Transactions of the Royal Society of Tropical Medicine and Hygiene";FALSE;"0035-9203, 1878-3503";"1878-3503";"2019-01-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43399;;;2574.12;;"Institutional_Prepayment";2574.12;;"CC BY";"Unknown"
"UCL";"PMC6492156";30447019;"10.1111/ejn.14269";"The Prodromes of Parkinson's disease";"The European journal of neuroscience";FALSE;"0953-816X, 1460-9568";"1460-9568";"2019-02-01T00:00:00Z";"2018-12-05T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43434;;;1500;;"Institutional_Prepayment";1500;;"CC BY";"Unknown"
"UCL";"PMC6221980";30443548;"10.3389/fcell.2018.00148";"Identification of Kinases and Phosphatases That Regulate ATG4B Activity by siRNA and Small Molecule Screening in Cells";"Frontiers in cell and developmental biology";TRUE;"2296-634X";"2296-634X";"2018-01-01T00:00:00Z";"2018-11-01T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43383;;;1169.64;;"Institutional_Prepayment";584.82;584.82;"CC BY";"Unknown"
"UCL";"PMC6221951";30443255;"10.3389/fimmu.2018.02524";"Cutaneous Vasculitis and Digital Ischaemia Caused by Heterozygous Gain-of-Function Mutation in C3";"Frontiers in Immunology";TRUE;"1664-3224";"1664-3224";"2018-01-01T00:00:00Z";"2018-11-01T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43385;;;1265.4;;"Institutional_Prepayment";1265.4;;"CC BY";"Unknown"
"UCL";"PMC6394587";30430321;"10.1007/s10803-018-3809-1";"Social conformity in autism";"Journal of autism and developmental disorders";FALSE;"0162-3257, 1573-3432";"1573-3432";"2019-03-01T00:00:00Z";"Unknown";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43434;;;1921;;"Springer Compact";1921;;"CC BY";"Unknown"
"UCL";"PMC6220670";30429814;"10.3389/fpsyg.2018.02087";"Rapid eye movements in sleep furnish a unique probe into consciousness";"Frontiers in Psychology";TRUE;"1664-1078";"1664-1078";"2018-01-01T00:00:00Z";"2018-10-31T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43383;;;1447.69;;"Institutional_Prepayment";1447.69;;"CC BY";"Unknown"
"UCL";"PMC6235866";30429465;"10.1038/s41467-018-07237-3";"Sound identity is represented robustly in auditory cortex during perceptual constancy";"Nature communications";TRUE;"2041-1723";"2041-1723";"2018-11-01T00:00:00Z";"2018-11-14T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43419;;;3960;;;3960;;"CC BY";"Unknown"
"UCL";"PMC6218458";30425633;"10.3389/fnsyn.2018.00038";"Deficient Wnt signaling and synaptic vulnerability in AlzheimerÂ’s disease: emerging roles for the LRP6 receptor";"Frontiers in synaptic neuroscience";TRUE;"1663-3563";"1663-3563";"2018-01-01T00:00:00Z";"2018-10-30T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43383;;;1299.6;;"Institutional_Prepayment";649.8;649.8;"CC BY";"Unknown"
"UCL";"PMC6218876";30425621;"10.3389/fncel.2018.00366";"Plasma markers of neurodegeneration are raised in FriedreichÂ’s ataxia";"Frontiers in cellular neuroscience";TRUE;"1662-5102";"1662-5102";"2018-01-01T00:00:00Z";"2018-10-30T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43374;;;1816.02;;"Institutional_Prepayment";1816.02;;;"Unknown"
"UCL";"PMC6234626";30424771;"10.1186/s12916-018-1195-3";"Are smokers who are regularly exposed to e-cigarette use by others more or less motivated to stop or to make a quit attempt? A cross-sectional and longitudinal survey";"BMC medicine";TRUE;"1741-7015";"1741-7015";"2018-11-01T00:00:00Z";"2018-11-14T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43418;;;1917.6;;"Institutional_Prepayment";1917.6;;"CC BY";"Unknown"
"UCL";"PMC6262219";30423015;"10.1093/brain/awy283";"A novel ATP1A2 mutation in a patient with hypokalaemic periodic paralysis and CNS symptoms";"Brain : a journal of neurology";FALSE;"0006-8950, 1460-2156";"1460-2156";"2018-12-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43397;;;3420;;"Institutional_Prepayment";1710;1710;"CC BY";"Unknown"
"UCL";"PMC6216253";30420829;"10.3389/fneur.2018.00894";"Sensitivity of speech output to delayed auditory feedback in primary progressive aphasias";"Frontiers in neurology";TRUE;"1664-2295";"1664-2295";"2018-01-01T00:00:00Z";"2018-10-29T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43375;;;1703.16;;"Institutional_Prepayment";851.58;851.58;"CC BY";"Unknown"
"UCL";"PMC6262220";30418586;"10.1093/brain/awy270";"How right hemisphere damage after stroke can impair speech comprehension";"Brain : a journal of neurology";FALSE;"0006-8950, 1460-2156";"1460-2156";"2018-12-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43378;;;3420;;"Institutional_Prepayment";3420;;"CC BY";"Unknown"
"UCL";"PMC6226519";30413768;"10.1038/s41598-018-35122-y";"Leukocyte telomere length and risk of coronary heart disease and stroke mortality: prospective evidence from a Russian cohort";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2018-11-01T00:00:00Z";"2018-11-09T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43430;;;1398;;;1398;;"CC BY";"Unknown"
"UCL";"PMC6282239";30413629;"10.1212/WNL.0000000000006567";"Neurologic phenotypes associated with COL4A1/2 mutations: expanding the spectrum of disease";"Neurology";FALSE;"0028-3878, 1526-632X";"1526-632X";"2018-11-01T00:00:00Z";"2018-11-09T00:00:00Z";"Ovid Technologies (Wolters Kluwer Health)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43426;;;3853.14;;;3853.14;;"CC BY";"Unknown"
"UCL";"PMC6307893";30413560;"10.1242/dev.170316";"The regulation of the homeostasis and regeneration of peripheral nerve is distinct from the CNS and independent of a stem cell population";"Development (Cambridge, England)";FALSE;"0950-1991, 1477-9129";"1477-9129";"2018-12-01T00:00:00Z";"2018-12-14T00:00:00Z";"The Company of Biologists";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43412;;;3524.22;;;1762.1;1762.12;"CC BY";"Unknown"
"UCL";"PMC6557223";30413484;"10.1136/archdischild-2018-315366";"Outcomes following general anaesthesia in children with hypertrophic cardiomyopathy";"Archives of disease in childhood";FALSE;"0003-9888, 1468-2044";"1468-2044";"2019-05-01T00:00:00Z";"2018-11-09T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43391;;;1989;;"Institutional_Prepayment";1989;;"CC BY";"Unknown"
"UCL";"PMC6224166";30408103;"10.1371/journal.pone.0207251";"Loss of CXCL12/CXCR4 signalling impacts several aspects of cardiovascular development but does not exacerbate Tbx1 haploinsufficiency";"PloS one";TRUE;"1932-6203";"1932-6203";"2018-01-01T00:00:00Z";"2018-11-08T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43405;;;1563.1;;"Institutional_Prepayment";1563.1;;"CC BY";"Unknown"
"UCL";"PMC6491991";30407696;"10.1002/ejp.1336";"Mechanisms of Spinal Cord Stimulation for the Treatment of Pain: Still in the Dark after 50 Years";"European journal of pain (London, England)";FALSE;"1090-3801, 1532-2149";"1532-2149";"2019-04-01T00:00:00Z";"2018-12-03T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43409;;;2000.25;;"Institutional_Prepayment";2000.25;;"CC BY";"Unknown"
"UCL";"PMC6290709";30406610;"10.1007/s13239-018-00391-1";"Validation and Extension of a Fluid Structure Interaction Model of the Healthy Aortic Valve";"Cardiovascular engineering and technology";FALSE;"1869-408X, 1869-4098";"1869-4098";"2018-12-01T00:00:00Z";"2018-11-07T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43400;;;1921;;"Springer Compact";1921;;"CC BY";"Unknown"
"UCL";"PMC6204357";30405400;"10.3389/fnagi.2018.00332";"Infection augments expression of mechanosensing Piezo1 channels in amyloid plaque-reactive astrocytes";"Frontiers in Aging Neuroscience";TRUE;"1663-4365";"1663-4365";"2018-01-01T00:00:00Z";"2018-10-22T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43374;;;1816.02;;"Institutional_Prepayment";1816.02;;"CC BY";"Unknown"
"UCL";"PMC6222991";30404623;"10.1186/s12968-018-0494-3";"Incidence and predictors of left ventricular thrombus by cardiovascular magnetic resonance in acute ST-segment elevation myocardial infarction treated by primary percutaneous coronary intervention: a meta-analysis";"Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance";TRUE;"1097-6647, 1532-429X";"1532-429X";"2018-11-01T00:00:00Z";"2018-11-08T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43412;;;1632;;"Institutional_Prepayment";1632;;"CC BY";"Unknown"
"UCL";"PMC6231325";30404013;"10.1016/j.celrep.2018.10.033";"The ?2?-like protein Cachd1 increases N-type calcium currents and cell surface expression, and also competes with ?2?-1";"Cell reports";TRUE;"2211-1247";"2211-1247";"2018-11-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43391;;;3878.49;;;3878.49;;"CC BY";"Unknown"
"UCL";"PMC6221286";30403686;"10.1371/journal.pone.0205985";"Hypertension prevalence, awareness, treatment and control in Ghanaian population: Evidence from the Ghana demographic and health survey";"PloS one";TRUE;"1932-6203";"1932-6203";"2018-01-01T00:00:00Z";"2018-11-07T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43383;;;1465.1;;"Institutional_Prepayment";1465.1;;"CC BY";"Unknown"
"UCL";"PMC6323983";30398663;"10.1093/nar/gky1097";"CATH: expanding the horizons of structure-based functional annotations for genome sequences";"Nucleic acids research";TRUE;"0305-1048, 1362-4962";"1362-4962";"2019-01-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43406;;;1699.74;;"Institutional_Prepayment";849.87;849.87;"CC BY";"Unknown"
"UCL";"PMC6224609";30388411;"10.1016/j.molcel.2018.09.033";"Exon junction complex shapes the transcriptome by repressing recursive splicing";"Molecular cell";FALSE;"1097-2765, 1097-4164";"1097-4164";"2018-11-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43391;;;4033.85;;;4033.85;;"CC BY";"Unknown"
"UCL";"PMC6352418";30385516;"10.1136/jech-2018-211063";"The prospective relationship between social cohesion and depressive symptoms among older adults from Central and Eastern Europe";"Journal of epidemiology and community health";FALSE;"0143-005X, 1470-2738";"1470-2738";"2019-02-01T00:00:00Z";"2018-11-01T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43385;;;1989;;"Institutional_Prepayment";1989;;"CC BY";"Unknown"
"UCL";"PMC6492189";30383312;"10.1002/ana.25371";"The neural basis of induced phantom limb pain relief";"Annals of neurology";FALSE;"0364-5134, 1531-8249";"1531-8249";"2019-01-01T00:00:00Z";"2019-01-07T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43412;;;1500;;"Institutional_Prepayment";1500;;"CC BY";"Unknown"
"UCL";"PMC6211473";30382865;"10.1186/s12888-018-1930-5";"Dementia severity at death: a register-based cohort study";"BMC psychiatry";TRUE;"1471-244X";"1471-244X";"2018-11-01T00:00:00Z";"2018-11-01T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43405;;;1397.4;;"Institutional_Prepayment";1397.4;;"CC BY";"Unknown"
"UCL";"PMC6767402";30378704;"10.1111/nan.12528";"Histological heterogeneity in a large clinical cohort of juvenile idiopathic inflammatory myopathy: Analysis by myositis antibodies and pathological features";"Neuropathology and applied neurobiology";FALSE;"0305-1846, 1365-2990";"1365-2990";"2019-08-01T00:00:00Z";"2019-03-11T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43452;;;1500;;"Institutional_Prepayment";1500;;"CC BY";"Unknown"
"UCL";"PMC6839791";30377247;"10.1136/jech-2018-211045";"Understanding participation dilemmas in community mobilisation: can collective action theory help?";"Journal of epidemiology and community health";FALSE;"0143-005X, 1470-2738";"1470-2738";"2019-01-01T00:00:00Z";"2018-10-30T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43385;;;1989;;"Institutional_Prepayment";1989;;"CC BY";"Unknown"
"UCL";"PMC6197641";30364636;"10.1016/j.heliyon.2018.e00858";"Generation of a Cancer Testis Antigen mCherry reporter HCT116 colorectal carcinoma cell line";"Heliyon";TRUE;"2405-8440";"2405-8440";"2018-10-01T00:00:00Z";"2018-10-13T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;;;1166.24;;;1166.24;;"CC BY";"Unknown"
"UCL";"PMC6530076";30355575;"10.1136/annrheumdis-2018-214102";"Autoinflammation due to homozygous S208 MEFV mutation";"Annals of the rheumatic diseases";FALSE;"0003-4967, 1468-2060";"1468-2060";"2019-04-01T00:00:00Z";"2018-10-24T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43374;;;1989;;"Institutional_Prepayment";1989;;"CC BY";"Unknown"
"UCL";"PMC6553567";30354404;"10.1161/CIRCEP.118.006740";"Modulation of Cardiac Ventricular Excitability by Glucagon-Like Peptide-1 (GLP-1)";"Circulation. Arrhythmia and electrophysiology";FALSE;"1941-3149, 1941-3084";"1941-3084";"2018-10-01T00:00:00Z";"Unknown";"Ovid Technologies (Wolters Kluwer Health)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;;;4344.7;;;2172.35;2172.35;"CC BY";"Unknown"
"UCL";"PMC6372070";30352633;"10.1017/S1352465818000590";"Attentional control as a predictor of response to psychological treatment for depression and relapse up to 1 year after treatment: a pilot cohort study";"Behavioural and cognitive psychotherapy";FALSE;"1352-4658, 1469-1833";"1469-1833";"2019-05-01T00:00:00Z";"2018-10-24T00:00:00Z";"Cambridge University Press (CUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;;;2136;;;2136;;"CC BY";"Unknown"
"UCL";"PMC6219844";30351273;"10.7554/eLife.38346";"Analogue closed-loop optogenetic modulation of hippocampal pyramidal cells dissociates gamma frequency and amplitude";"eLife";TRUE;"2050-084X";"2050-084X";"2018-10-01T00:00:00Z";"2018-10-23T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43426;;;2338.07;;;2338.07;;"CC BY";"Unknown"
"UCL";"PMC6197856";30346274;"10.7554/eLife.33977";"Lamina-specific cortical dynamics in human visual and sensorimotor cortices";"eLife";TRUE;"2050-084X";"2050-084X";"2018-10-01T00:00:00Z";"2018-10-22T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43482;;;2330.2;;;1165.1;1165.1;"CC BY";"Unknown"
"UCL";"PMC6522687";30342868;"10.1016/j.cognition.2018.10.003";"Epistemic Spillovers: Learning OthersÂ’ Political Views Reduces the Ability to Assess and Use Their Expertise in Nonpolitical Domains";"Cognition";FALSE;"0010-0277, 1873-7838";"1873-7838";"2019-07-01T00:00:00Z";"2018-10-19T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43475;;;2137.08;;;2137.08;;"CC BY";"Unknown"
"UCL";"PMC6737541";30339239;"10.1093/schbul/sby147";"The incidence of non-affective, non-organic psychotic disorders in older people: a population-based cohort study of 3m people in Sweden";"Schizophrenia bulletin";FALSE;"1787-9965, 1745-1701";"1745-1701";"2019-09-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43382;;;2422.5;;"Institutional_Prepayment";1211.25;1211.25;"CC BY";"Unknown"
"UCL";"PMC6237614";30337061;"10.1016/j.tics.2018.09.004";"An Action Field Theory of Peripersonal Space";"Trends in cognitive sciences";FALSE;"1364-6613, 1879-307X";"1879-307X";"2018-12-01T00:00:00Z";"2018-10-15T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43426;;;3421.75;;;3421.75;;"CC BY";"Unknown"
