institution;period;doi;is_hybrid;journal_full_title
Medical University of Vienna;2016;10.1007/s00125-016-4128-8;TRUE;Diabetologia
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10163-016-0549-1;TRUE;Journal of Material Cycles and Waste Management
University of Graz;2016;10.1007/s40641-016-0050-x;TRUE;Current Climate Change Reports
University of Vienna;2016;10.1007/s11614-016-0227-5;TRUE;Österreichische Zeitschrift für Soziologie
Medical University of Vienna;2016;10.1007/s10353-016-0449-6;TRUE;European Surgery
University of Klagenfurt;2016;10.1007/s00391-016-1147-5;TRUE;Zeitschrift für Gerontologie und Geriatrie
Austrian Science Fund (FWF);2016;10.1007/s10853-016-0470-y;TRUE;Journal of Materials Science
Paracelsus Medical University;2016;10.1007/s12254-016-0292-2;TRUE;memo - Magazine of European Medical Oncology
Austrian Science Fund (FWF);2016;10.1007/s00418-016-1509-5;TRUE;Histochemistry and Cell Biology
Vienna University of Economics and Business (WU);2016;10.1007/s11205-016-1460-9;TRUE;Social Indicators Research
Paracelsus Medical University;2016;10.1007/s00772-016-0213-z;TRUE;Gefässchirurgie
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0236-4;TRUE;Österreichische Zeitschrift für Soziologie
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0237-3;TRUE;Österreichische Zeitschrift für Soziologie
Graz University of Technology;2016;10.1007/s00502-016-0436-4;TRUE;e & i Elektrotechnik und Informationstechnik
University of Applied Sciences Upper Austria;2016;10.1007/s11044-016-9557-0;TRUE;Multibody System Dynamics
Medical University of Vienna;2016;10.1007/s40211-016-0206-x;TRUE;neuropsychiatrie
University of Applied Sciences Upper Austria;2016;10.1007/s00502-016-0447-1;TRUE;e & i Elektrotechnik und Informationstechnik
Institute of Science and Technology (IST Austria);2016;10.1007/s10959-016-0724-2;TRUE;Journal of Theoretical Probability
University of Klagenfurt;2016;10.1007/s11612-016-0346-2;TRUE;Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)
Graz University of Technology;2016;10.1007/s13762-016-1180-3;TRUE;International Journal of Environmental Science and Technology
University of Vienna;2016;10.1007/s10884-016-9563-1;TRUE;Journal of Dynamics and Differential Equations
University of Vienna;2016;10.1007/s13147-016-0458-8;TRUE;Raumforschung und Raumordnung
University of Graz;2016;10.1007/s41471-016-0025-6;TRUE;Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung
Austrian Science Fund (FWF);2016;10.1007/s10751-016-1352-z;TRUE;Hyperfine Interactions
Medical University of Graz;2016;10.1007/s00414-016-1482-5;TRUE;International Journal of Legal Medicine
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11219-016-9345-3;TRUE;Software Quality Journal
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10570-016-1112-x;TRUE;Cellulose
Graz University of Technology;2016;10.1007/s00501-016-0553-8;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2016;10.1007/s10801-016-0731-5;TRUE;Journal of Algebraic Combinatorics
Austrian Science Fund (FWF);2016;10.1007/s10773-016-3191-8;TRUE;International Journal of Theoretical Physics
Austrian Science Fund (FWF);2016;10.1007/s12549-016-0255-y;TRUE;Palaeobiodiversity and Palaeoenvironments
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10143-016-0798-4;TRUE;Neurosurgical Review
University of Vienna;2016;10.1007/s10822-016-9990-4;TRUE;Journal of Computer-Aided Molecular Design
University of Vienna;2016;10.1007/s00029-016-0276-4;TRUE;Selecta Mathematica
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0240-8;TRUE;Österreichische Zeitschrift für Soziologie
Paracelsus Medical University;2016;10.1007/s40135-016-0116-x;TRUE;Current Ophthalmology Reports
Paracelsus Medical University;2016;10.1007/s00508-016-1124-4;TRUE;Wiener klinische Wochenschrift
Austrian Science Fund (FWF);2016;10.1007/s00125-016-4152-8;TRUE;Diabetologia
Medical University of Vienna;2016;10.1007/s00739-016-0358-2;TRUE;psychopraxis. neuropraxis
Medical University of Vienna;2016;10.1007/s11560-016-0112-z;TRUE;Der Nephrologe
TU Wien (TUW);2016;10.1007/s00216-016-0040-9;TRUE;Analytical and Bioanalytical Chemistry
University of Vienna;2016;10.1007/s13324-016-0156-2;TRUE;Analysis and Mathematical Physics
Medical University of Vienna;2016;10.1007/s00784-016-2003-0;TRUE;Clinical Oral Investigations
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s13280-016-0846-x;TRUE;Ambio
Medical University of Vienna;2016;10.1007/s00608-016-0426-0;TRUE;Pädiatrie & Pädologie
University of Graz;2016;10.1007/s10040-016-1489-5;TRUE;Hydrogeology Journal
Graz University of Technology;2016;10.1007/s10009-016-0444-z;TRUE;International Journal on Software Tools for Technology Transfer
University of Klagenfurt;2016;10.1007/s13138-016-0111-7;TRUE;Journal für Mathematik-Didaktik
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s40263-016-0394-8;TRUE;CNS Drugs
Institute of Science and Technology (IST Austria);2016;10.1007/s11005-016-0915-x;TRUE;Letters in Mathematical Physics
Medical University of Vienna;2016;10.1007/s12254-016-0300-6;TRUE;memo - Magazine of European Medical Oncology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0238-2;TRUE;Österreichische Zeitschrift für Soziologie
University of Applied Sciences Burgenland;2016;10.1007/s11614-016-0243-5;TRUE;Österreichische Zeitschrift für Soziologie
TU Wien (TUW);2016;10.1007/s00502-016-0426-6;TRUE;e & i Elektrotechnik und Informationstechnik
University of Graz;2016;10.1007/s10040-016-1484-x;TRUE;Hydrogeology Journal
Medical University of Vienna;2016;10.1007/s00508-016-1111-9;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s40211-016-0203-0;TRUE;neuropsychiatrie
Medical University of Vienna;2016;10.1007/s00586-016-4873-x;TRUE;European Spine Journal
Medical University of Vienna;2016;10.1007/s00345-016-1968-2;TRUE;World Journal of Urology
Medical University of Vienna;2016;10.1007/s00415-016-8330-x;TRUE;Journal of Neurology
Austrian Science Fund (FWF);2016;10.1007/s12549-016-0256-x;TRUE;Palaeobiodiversity and Palaeoenvironments
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00402-016-2588-4;TRUE;Archives of Orthopaedic and Trauma Surgery
University of Graz;2016;10.1007/s10743-016-9204-x;TRUE;Husserl Studies
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1867-7;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Vienna;2016;10.1007/s11695-016-2477-5;TRUE;Obesity Surgery
University of Applied Sciences Upper Austria;2016;10.1007/s11044-016-9555-2;TRUE;Multibody System Dynamics
International Institute for Applied Systems Analysis (IIASA);2016;10.1007/s10584-016-1817-8;TRUE;Climatic Change
Medical University of Vienna;2016;10.1007/s11695-016-2437-0;TRUE;Obesity Surgery
Austrian Science Fund (FWF);2016;10.1007/s10096-016-2820-8;TRUE;European Journal of Clinical Microbiology & Infectious Diseases
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00122-016-2818-8;TRUE;Theoretical and Applied Genetics
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s40211-016-0205-y;TRUE;neuropsychiatrie
Austrian Science Fund (FWF);2016;10.1007/s00253-016-7992-8;TRUE;Applied Microbiology and Biotechnology
Austrian Science Fund (FWF);2016;10.1007/s10712-016-9394-y;TRUE;Surveys in Geophysics
Medical University of Vienna;2016;10.1007/s00508-016-1127-1;TRUE;Wiener klinische Wochenschrift
Austrian Science Fund (FWF);2016;10.1007/s00401-016-1642-1;TRUE;Acta Neuropathologica
Medical University of Vienna;2016;10.1007/s10096-016-2845-z;TRUE;European Journal of Clinical Microbiology & Infectious Diseases
Graz University of Technology;2016;10.1007/s00023-016-0532-3;TRUE;Annales Henri Poincaré
Medical University of Vienna;2016;10.1007/s12253-016-0144-8;TRUE;Pathology & Oncology Research
University of Graz;2016;10.1007/s11244-016-0715-7;TRUE;Topics in Catalysis
Johannes Kepler University Linz;2016;10.1007/s00501-016-0540-0;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Vienna;2016;10.1007/s00421-016-3500-1;TRUE;European Journal of Applied Physiology
University of Vienna;2016;10.1007/s00332-016-9346-1;TRUE;Journal of Nonlinear Science
Montanuniversität Leoben;2016;10.1007/s11837-016-2192-7;TRUE;JOM
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1866-8;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11245-016-9441-9;TRUE;Topoi
Paracelsus Medical University;2016;10.1007/s00608-016-0427-z;TRUE;Pädiatrie & Pädologie
University of Klagenfurt;2016;10.1007/s00103-016-2484-7;TRUE;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz
FH St. Pölten - University of Applied Sciences;2016;10.1007/s12525-016-0238-x;TRUE;Electronic Markets
Johannes Kepler University Linz;2016;10.1007/s00501-016-0542-y;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Paracelsus Medical University;2016;10.1007/s00105-016-3889-9;TRUE;Der Hautarzt
Austrian Science Fund (FWF);2016;10.1007/s00191-016-0483-3;TRUE;Journal of Evolutionary Economics
Graz University of Technology;2016;10.1007/s11104-016-3113-9;TRUE;Plant and Soil
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s40211-016-0207-9;TRUE;neuropsychiatrie
University of Vienna;2016;10.1007/s00710-016-0484-9;TRUE;Mineralogy and Petrology
Austrian Science Fund (FWF);2016;10.1007/s10021-016-0068-x;TRUE;Ecosystems
Medical University of Vienna;2016;10.1007/s00740-016-0146-x;TRUE;Wiener klinisches Magazin
Austrian Science Fund (FWF);2016;10.1007/s40881-016-0027-5;TRUE;Journal of the Economic Science Association
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0239-1;TRUE;Österreichische Zeitschrift für Soziologie
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11614-016-0242-6;TRUE;Österreichische Zeitschrift für Soziologie
Vienna University of Economics and Business (WU);2016;10.1007/s10551-016-3374-5;TRUE;Journal of Business Ethics
Austrian Science Fund (FWF);2016;10.1007/s00205-016-1066-z;TRUE;Archive for Rational Mechanics and Analysis
Austrian Science Fund (FWF);2016;10.1007/s00138-016-0814-2;TRUE;Machine Vision and Applications
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10049-016-0249-3;TRUE;Notfall +  Rettungsmedizin
TU Wien (TUW);2016;10.1007/s10832-016-0058-6;TRUE;Journal of Electroceramics
Institute of Science and Technology (IST Austria);2016;10.1007/s00220-016-2805-6;TRUE;Communications in Mathematical Physics
Austrian Science Fund (FWF);2016;10.1007/s10701-016-0049-0;TRUE;Foundations of Physics
Paris Lodron University of Salzburg;2016;10.1007/s10682-016-9875-y;TRUE;Evolutionary Ecology
Austrian Science Fund (FWF);2016;10.1007/s00190-016-0949-y;TRUE;Journal of Geodesy
University of Innsbruck and Medical University of Innsbruck;2016;10.1140/epjd/e2016-60737-1;TRUE;The European Physical Journal D
Austrian Science Fund (FWF);2016;10.1140/epjd/e2016-70435-7;TRUE;The European Physical Journal D
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1878-4;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Veterinary Medicine Vienna;2016;10.1007/s00216-016-0112-x;TRUE;Analytical and Bioanalytical Chemistry
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00706-016-1868-6;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1882-8;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00264-016-3359-0;TRUE;International Orthopaedics
Medical University of Vienna;2016;10.1007/s00508-016-1146-y;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00018-016-2441-5;TRUE;Cellular and Molecular Life Sciences
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00586-016-4891-8;TRUE;European Spine Journal
Medical University of Graz;2016;10.1007/s12553-016-0169-8;TRUE;Health and Technology
Medical University of Vienna;2016;10.1007/s00330-016-4671-1;TRUE;European Radiology
Medical University of Vienna;2016;10.1007/s00418-016-1516-6;TRUE;Histochemistry and Cell Biology
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1883-7;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Vienna;2016;10.1007/s00591-016-0174-z;TRUE;Mathematische Semesterberichte
University of Graz;2016;10.1007/s13592-016-0487-x;TRUE;Apidologie
Paris Lodron University of Salzburg;2016;10.1007/s10531-016-1268-6;TRUE;Biodiversity and Conservation
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00132-016-3366-2;TRUE;Der Orthopäde
University of Graz;2016;10.1007/s00406-016-0756-8;TRUE;European Archives of Psychiatry and Clinical Neuroscience
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s12028-016-0334-y;TRUE;Neurocritical Care
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00508-016-1135-1;TRUE;Wiener klinische Wochenschrift
University of Graz;2016;10.1007/s10113-016-1089-x;TRUE;Regional Environmental Change
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10346-016-0783-6;TRUE;Landslides
Medical University of Vienna;2016;10.1007/s00508-016-1150-2;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00707-016-1756-5;TRUE;Acta Mechanica
Medical University of Graz;2016;10.1007/s00198-016-3858-2;TRUE;Osteoporosis International
Johannes Kepler University Linz;2016;10.1007/s00707-016-1760-9;TRUE;Acta Mechanica
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00761-016-0158-6;TRUE;Der Onkologe
Austrian Science Fund (FWF);2016;10.1007/s10342-016-1017-0;TRUE;European Journal of Forest Research
Paracelsus Medical University;2016;10.1007/s12028-016-0370-7;TRUE;Neurocritical Care
Graz University of Technology;2016;10.1007/s41104-016-0015-z;TRUE;Automotive and Engine Technology
University of Graz;2016;10.1007/s12665-016-6290-1;TRUE;Environmental Earth Sciences
TU Wien (TUW);2016;10.1007/s00216-016-0124-6;TRUE;Analytical and Bioanalytical Chemistry
University of Graz;2016;10.1007/s00706-016-1865-9;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s11075-016-0249-x;TRUE;Numerical Algorithms
TU Wien (TUW);2016;10.1007/s00253-016-8045-z;TRUE;Applied Microbiology and Biotechnology
Austrian Science Fund (FWF);2016;10.1007/s00248-016-0904-8;TRUE;Microbial Ecology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00262-016-1945-z;TRUE;Cancer Immunology, Immunotherapy
Medical University of Graz;2016;10.1007/s00115-016-0250-6;TRUE;Der Nervenarzt
TU Wien (TUW);2016;10.1007/s00502-016-0445-3;TRUE;e & i Elektrotechnik und Informationstechnik
Austrian Science Fund (FWF);2016;10.1007/s00605-016-1013-y;TRUE;Monatshefte für Mathematik
Medical University of Graz;2016;10.1007/s10049-016-0256-4;TRUE;Notfall +  Rettungsmedizin
University of Vienna;2016;10.1007/s10265-016-0888-y;TRUE;Journal of Plant Research
Austrian Science Fund (FWF);2016;10.1007/s00180-016-0701-3;TRUE;Computational Statistics
Paris Lodron University of Salzburg;2016;10.1007/s12283-016-0223-9;TRUE;Sports Engineering
Austrian Science Fund (FWF);2016;10.1007/s11051-016-3683-8;TRUE;Journal of Nanoparticle Research
Medical University of Vienna;2016;10.1007/s00277-016-2893-6;TRUE;Annals of Hematology
Medical University of Vienna;2016;10.1007/s12254-016-0304-2;TRUE;memo - Magazine of European Medical Oncology
TU Wien (TUW);2016;10.1007/s00706-016-1877-5;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Vienna;2016;10.1007/s00706-016-1874-8;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s12549-016-0264-x;TRUE;Palaeobiodiversity and Palaeoenvironments
University of Graz;2016;10.1007/s12665-016-6318-6;TRUE;Environmental Earth Sciences
Austrian Science Fund (FWF);2016;10.1007/s10260-016-0375-6;TRUE;Statistical Methods & Applications
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1887-3;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s00253-016-8051-1;TRUE;Applied Microbiology and Biotechnology
Paracelsus Medical University;2016;10.1007/s00508-016-1133-3;TRUE;Wiener klinische Wochenschrift
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00506-016-0364-x;TRUE;Österreichische Wasser- und Abfallwirtschaft
TU Wien (TUW);2016;10.1007/s00502-016-0444-4;TRUE;e & i Elektrotechnik und Informationstechnik
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s12254-016-0299-8;TRUE;memo - Magazine of European Medical Oncology
Medical University of Vienna;2016;10.1007/s00784-016-2024-8;TRUE;Clinical Oral Investigations
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10163-016-0577-x;TRUE;Journal of Material Cycles and Waste Management
Montanuniversität Leoben;2016;10.1007/s00603-016-1094-x;TRUE;Rock Mechanics and Rock Engineering
Montanuniversität Leoben;2016;10.1007/s00501-016-0566-3;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Vienna;2016;10.1007/s00706-016-1879-3;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1873-9;TRUE;Monatshefte für Chemie - Chemical Monthly
TU Wien (TUW);2016;10.1007/s00706-016-1888-2;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Vienna;2016;10.1007/s00418-016-1515-7;TRUE;Histochemistry and Cell Biology
Medical University of Vienna;2016;10.1007/s40211-016-0213-y;TRUE;neuropsychiatrie
University of Vienna;2016;10.1007/s11214-016-0325-5;TRUE;Space Science Reviews
Montanuniversität Leoben;2016;10.1007/s00501-016-0562-7;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Vienna;2016;10.1007/s11614-016-0245-3;TRUE;Österreichische Zeitschrift für Soziologie
Austrian Science Fund (FWF);2016;10.1007/s00340-016-6573-y;TRUE;Applied Physics B
University of Innsbruck and Medical University of Innsbruck;2016;10.1140/epjst/e2015-50334-7;TRUE;The European Physical Journal Special Topics
University of Innsbruck and Medical University of Innsbruck;2016;10.1140/epjst/e2015-50337-x;TRUE;The European Physical Journal Special Topics
Johannes Kepler University Linz;2016;10.1007/s00187-016-0236-3;TRUE;Journal of Management Control
