"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"Public Library of Science","PLOS ONE","USD","1495","2017-08-09T06:50:00.000+02:00","Bill & Melinda Gates Foundation","2017","1274.4","10.1371/journal.pone.0181770",""
"Public Library of Science","PLOS ONE","USD","1495","2017-07-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1284.14","10.1371/journal.pone.0168759",""
"Public Library of Science","PLOS ONE","USD","1495","2016-11-03T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","1351.23","10.1371/journal.pone.0160733",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T20:42:28.370+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0176272",""
"Public Library of Science","PLOS ONE","USD","1495","2016-12-20T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","1442.49","10.1371/journal.pone.0164800",""
"Public Library of Science","PLOS ONE","USD","1495","2016-08-24T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","1326.77","10.1371/journal.pone.0158772",""
"Public Library of Science","PLOS ONE","USD","1495","2016-08-30T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","1338.65","10.1371/journal.pone.0160590",""
"Public Library of Science","PLOS ONE","USD","1495","2017-01-17T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1399.29","10.1371/journal.pone.0166515",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T20:36:43.063+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0175879",""
"Public Library of Science","PLOS ONE","USD","1495","2017-02-28T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1410.78","10.1371/journal.pone.0168624",""
"Public Library of Science","PLOS ONE","USD","1495","2017-02-21T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1418.81","10.1371/journal.pone.0165924",""
"Public Library of Science","PLOS ONE","USD","1495","2017-02-21T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1418.81","10.1371/journal.pone.0171002",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-16T23:10:28.850+02:00","Bill & Melinda Gates Foundation","2017","1351.84","10.1371/journal.pone.0174629",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-16T23:11:57.910+02:00","Bill & Melinda Gates Foundation","2017","1351.84","10.1371/journal.pone.0173265",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-16T23:11:26.917+02:00","Bill & Melinda Gates Foundation","2017","1351.84","10.1371/journal.pone.0171299",""
"Public Library of Science","PLOS ONE","USD","1495","2017-01-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1401.39","10.1371/journal.pone.0167999",""
"Public Library of Science","PLOS ONE","USD","1495","2017-02-28T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1410.78","10.1371/journal.pone.0167560",""
"Public Library of Science","PLOS ONE","USD","1495","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1397.2","10.1371/journal.pone.0172748",""
"Public Library of Science","PLOS ONE","USD","2900","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2710.28","10.1371/journal.pmed.1002202",""
"Public Library of Science","PLOS ONE","USD","1495","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1397.2","10.1371/journal.pone.0166158",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-30T23:01:56.100+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0169916",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-16T23:10:00.070+02:00","Bill & Melinda Gates Foundation","2017","1351.84","10.1371/journal.pone.0172623",""
"Public Library of Science","PLOS ONE","USD","1495","2017-07-23T23:11:00.000+02:00","Bill & Melinda Gates Foundation","2017","1283.48","10.1371/journal.pone.0179427",""
"Public Library of Science","PLOS ONE","USD","1495","2017-07-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1284.14","10.1371/JOURNAL.PONE.0180720",""
"Public Library of Science","PLOS ONE","USD","1495","2017-07-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1284.14","10.1371/JOURNAL.PONE.0179593",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:36:58.190+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0177885",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:35:47.210+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0178734",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:34:25.143+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0177394",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:32:04.097+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0176475",""
"Public Library of Science","PLOS ONE","USD","1495","2015-02-01T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2015","1321.84","10.1371/journal.pone.0122242",""
"Public Library of Science","PLOS ONE","USD","1495","2017-05-30T22:57:44.230+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0177436",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:43:20.663+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0170412",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:39:35.740+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0178129",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:40:35.437+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0177025",""
"Public Library of Science","PLOS ONE","USD","1495","2017-06-23T21:42:00.000+02:00","Bill & Melinda Gates Foundation","2017","1338.05","10.1371/journal.pone.0177773",""
"Public Library of Science","PLOS ONE","USD","1995","2019-02-22T03:17:00.000+01:00","Bill & Melinda Gates Foundation","2019","1761.59","10.1371/journal.pone.0208689",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-22T03:15:00.000+01:00","Bill & Melinda Gates Foundation","2019","1320.09","10.1371/journal.pone.0209815",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-22T03:17:00.000+01:00","Bill & Melinda Gates Foundation","2019","1408.39","10.1371/journal.pone.0210212",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-22T03:18:00.000+01:00","Bill & Melinda Gates Foundation","2019","1408.39","10.1371/journal.pone.0210124",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-22T03:18:00.000+01:00","Bill & Melinda Gates Foundation","2019","1408.39","10.1371/journal.pone.0209054",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-22T03:18:00.000+01:00","Bill & Melinda Gates Foundation","2019","1408.39","10.1371/journal.pone.0209702",""
"Public Library of Science","PLOS ONE","USD","1995","2019-02-22T03:16:00.000+01:00","Bill & Melinda Gates Foundation","2019","1761.59","10.1371/journal.pone.0208898",""
"Public Library of Science","PLOS ONE","USD","2095","2019-03-27T02:21:00.000+01:00","Bill & Melinda Gates Foundation","2019","1860.4","10.1371/journal.pone.0211265",""
"Public Library of Science","PLOS ONE","USD","1595","2019-03-27T02:24:00.000+01:00","Bill & Melinda Gates Foundation","2019","1416.39","10.1371/journal.pone.0210974",""
"Public Library of Science","PLOS ONE","USD","1595","2019-03-27T02:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","1416.39","10.1371/journal.pone.0210529",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0209320",""
"Public Library of Science","PLOS ONE","USD","1995","2019-03-27T02:15:00.000+01:00","Bill & Melinda Gates Foundation","2019","1771.6","10.1371/journal.pone.0210405",""
"Public Library of Science","PLOS ONE","USD","2095","2019-03-27T02:19:00.000+01:00","Bill & Melinda Gates Foundation","2019","1860.4","10.1371/journal.pone.0210327",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0210624",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0202473",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0206035",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:26:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0210463",""
"Public Library of Science","PLOS ONE","USD","1595","2019-03-27T02:26:00.000+01:00","Bill & Melinda Gates Foundation","2019","1416.39","10.1371/journal.pone.0209924",""
"Public Library of Science","PLOS ONE","USD","1595","2019-03-27T02:26:00.000+01:00","Bill & Melinda Gates Foundation","2019","1416.39","10.1371/journal.pone.0211576",""
"Public Library of Science","PLOS ONE","USD","1595","2019-03-27T02:19:00.000+01:00","Bill & Melinda Gates Foundation","2019","1416.39","10.1371/journal.pone.0210999",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-05T04:38:00.000+01:00","Bill & Melinda Gates Foundation","2019","1319.62","10.1371/journal.pone.0201706",""
"Public Library of Science","PLOS ONE","USD","1495","2019-04-03T11:10:00.000+02:00","Bill & Melinda Gates Foundation","2019","1329.72","10.1371/journal.pone.0195600",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:16:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0213182",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:14:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212139",""
"Public Library of Science","PLOS ONE","USD","1495","2019-04-03T11:15:00.000+02:00","Bill & Melinda Gates Foundation","2019","1329.72","10.1371/journal.pone.0212401",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:13:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212178",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:21:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212281",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:22:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212395",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:22:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0213399",""
"Public Library of Science","PLOS ONE","USD","1495","2019-04-03T11:23:00.000+02:00","Bill & Melinda Gates Foundation","2019","1329.72","10.1371/journal.pone.0210622",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:26:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0198919",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:24:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212200",""
"Public Library of Science","PLOS ONE","USD","1595","2019-04-03T11:22:00.000+02:00","Bill & Melinda Gates Foundation","2019","1418.66","10.1371/journal.pone.0212024",""
"Public Library of Science","PLOS ONE","USD","1495","2019-03-27T02:27:00.000+01:00","Bill & Melinda Gates Foundation","2019","1327.59","10.1371/journal.pone.0210789",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T08:50:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0205320",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T08:47:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0205056",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T08:45:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0206117",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T08:50:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0206455",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T08:49:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0207073",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T08:56:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0201271",""
"Public Library of Science","PLOS ONE","USD","1995","2019-01-03T08:57:00.000+01:00","Bill & Melinda Gates Foundation","2019","1758.02","10.1371/journal.pone.0203193",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T08:57:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0198059",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T08:58:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0204932",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T08:58:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0206331",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T08:59:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0206058",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T09:00:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0206622",""
"Public Library of Science","PLOS ONE","USD","1995","2019-01-03T08:45:00.000+01:00","Bill & Melinda Gates Foundation","2019","1758.02","10.1371/journal.pone.0206677",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T09:01:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0207156",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T09:01:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0206429",""
"Public Library of Science","PLOS ONE","USD","1595","2019-01-03T09:02:00.000+01:00","Bill & Melinda Gates Foundation","2019","1405.53","10.1371/journal.pone.0205139",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T09:02:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0206795",""
"Public Library of Science","PLOS ONE","USD","1495","2019-01-03T09:03:00.000+01:00","Bill & Melinda Gates Foundation","2019","1317.41","10.1371/journal.pone.0204821",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:29:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0204335",""
"Public Library of Science","PLOS ONE","USD","1995","2019-02-01T03:34:00.000+01:00","Bill & Melinda Gates Foundation","2019","1739.17","10.1371/journal.pone.0208167",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:29:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0206415",""
"Public Library of Science","PLOS ONE","USD","1995","2019-02-01T03:28:00.000+01:00","Bill & Melinda Gates Foundation","2019","1739.17","10.1371/journal.pone.0208243",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:34:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0206988",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-01T03:34:00.000+01:00","Bill & Melinda Gates Foundation","2019","1390.46","10.1371/journal.pone.0206595",""
"Public Library of Science","PLOS ONE","USD","1595","2019-02-01T03:29:00.000+01:00","Bill & Melinda Gates Foundation","2019","1390.46","10.1371/journal.pone.0208019",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:27:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0200543",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0206453",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:28:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0208299",""
"Public Library of Science","PLOS ONE","USD","1495","2019-02-01T03:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","1303.29","10.1371/journal.pone.0207987",""
"Public Library of Science","PLOS ONE","USD","1995","2018-11-20T01:58:00.000+01:00","Bill & Melinda Gates Foundation","2018","1746.78","10.1371/journal.pone.0203121",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:58:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204014",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0202794",""
"Public Library of Science","PLOS ONE","USD","1595","2018-11-20T01:56:00.000+01:00","Bill & Melinda Gates Foundation","2018","1396.55","10.1371/journal.pone.0204862",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:58:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0198592",""
"Public Library of Science","PLOS ONE","USD","1995","2018-11-20T01:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","1746.78","10.1371/journal.pone.0203929",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:56:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204047",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:59:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204399",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:57:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0203421",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:56:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0203265",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:59:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204049",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:59:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204607",""
"Public Library of Science","PLOS ONE","USD","1995","2018-11-20T01:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","1746.78","10.1371/journal.pone.0203208",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T01:59:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0200846",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204810",""
"Public Library of Science","PLOS ONE","USD","1495","2018-11-20T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1308.99","10.1371/journal.pone.0204055",""
"Public Library of Science","PLOS ONE","USD","1595","2018-11-20T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1396.55","10.1371/journal.pone.0204763",""
"Public Library of Science","PLOS ONE","USD","1595","2018-11-20T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1396.55","10.1371/journal.pone.0204958",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0203784",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0200920",""
"Public Library of Science","PLOS ONE","USD","1995","2018-10-22T01:20:00.000+02:00","Bill & Melinda Gates Foundation","2018","1735.69","10.1371/journal.pone.0199937",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0202562",""
"Public Library of Science","PLOS ONE","USD","2350","2018-10-22T01:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","2044.54","10.1371/journal.pntd.0006624",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0197904",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0202831",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0202342",""
"Public Library of Science","PLOS ONE","USD","1495","2018-10-22T01:22:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.68","10.1371/journal.pone.0202508",""
"Public Library of Science","PLoS Pathogens","USD","2250","2018-11-20T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1970.06","10.1371/journal.ppat.1007315",""
"Public Library of Science","PLoS Pathogens","USD","2350","2019-02-01T03:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","2048.64","10.1371/journal.ppat.1007438",""
"Public Library of Science","PLoS Pathogens","USD","2350","2019-01-03T09:03:00.000+01:00","Bill & Melinda Gates Foundation","2019","2070.85","10.1371/journal.ppat.1007337",""
"Public Library of Science","PLoS Pathogens","USD","2350","2019-01-03T09:03:00.000+01:00","Bill & Melinda Gates Foundation","2019","2070.85","10.1371/journal.ppat.1007431",""
"Public Library of Science","PLoS Pathogens","USD","2350","2019-03-27T02:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","2086.85","10.1371/journal.ppat.1007470",""
"Public Library of Science","PLoS Pathogens","USD","2250","2019-02-22T03:18:00.000+01:00","Bill & Melinda Gates Foundation","2019","1986.75","10.1371/journal.ppat.1007493",""
"Public Library of Science","PLoS Pathogens","USD","2250","2017-08-09T06:49:30.623+02:00","Bill & Melinda Gates Foundation","2017","1918.0","10.1371/journal.ppat.1006471",""
"Public Library of Science","PLoS Pathogens","USD","2250","2017-07-22T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1931.66","10.1371/journal.ppat.1005606",""
"Public Library of Science","PLoS Pathogens","USD","1495","2017-12-01T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1257.89","10.1371/journal.pone.0187883",""
"Public Library of Science","PLoS Pathogens","USD","2250","2018-03-21T02:03:00.000+01:00","Bill & Melinda Gates Foundation","2018","1831.35","10.1371/journal.ppat.1006860",""
"Public Library of Science","PLoS Pathogens","USD","1495","2018-05-02T02:29:00.000+02:00","Bill & Melinda Gates Foundation","2018","1245.11","10.1371/journal.pone.0194266",""
"","","","","","","","","",""
"Public Library of Science","PLoS Pathogens","USD","2250","2018-05-02T02:27:00.000+02:00","Bill & Melinda Gates Foundation","2018","1873.91","10.1371/journal.ppat.1006949",""
"Public Library of Science","PLoS Pathogens","USD","2250","2018-08-07T01:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","1939.32","10.1371/journal.ppat.1007083",""
"Public Library of Science","PLoS Pathogens","USD","2250","2018-09-13T10:09:00.000+02:00","Bill & Melinda Gates Foundation","2018","1936.32","10.1371/JOURNAL.PPAT.1007223",""
"Rockefeller University Press","Journal of Experimental Medicine","USD","5000","2018-04-20T02:27:00.000+02:00","Bill & Melinda Gates Foundation","2018","4062.07","10.1084/jem.20172020",""
"Rockefeller University Press","Journal of Experimental Medicine","USD","5000","2017-10-09T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4256.77","10.1084/jem.20161160",""
"Royal New Zealand College of General Practitioners","Health Care: Current Reviews","USD","519","2016-12-14T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","487.6","10.4172/2375-4273.1000176",""
"Royal Society of Chemistry","Chemical Communications","GBP","1600","2017-06-06T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1834.23","10.1039/c7cc00804j",""
"Royal Society of Chemistry","Environmental Science: Water Research & Technology","GBP","1600","2017-06-07T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1841.03","10.1039/C6EW00311G",""
"Royal Society of Chemistry","Environmental Science: Water Research & Technology","GBP","1600","2017-05-06T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1894.28","10.1039/C7EW00014F",""
"Royal Society of Chemistry","Environmental Science: Water Research & Technology","USD","2056.179932","2018-08-28T11:27:00.000+02:00","Bill & Melinda Gates Foundation","2018","1755.92","10.1039/C8EW00209F",""
"Royal Society of Chemistry","Lab on a Chip - Miniaturisation for Chemistry and Biology","GBP","1600","2016-12-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","1890.25","10.1039/C6LC00945J",""
"Royal Society of Chemistry","Lab on a Chip - Miniaturisation for Chemistry and Biology","GBP","1360","2017-08-09T06:51:53.847+02:00","Bill & Melinda Gates Foundation","2017","1505.46","10.1039/C7LC00440K",""
"Royal Society of Chemistry","MedChemComm","GBP","1600","2019-04-25T04:05:00.000+02:00","Bill & Melinda Gates Foundation","2019","1851.1","10.1039/c9md00088g",""
"Royal Society of Chemistry","Natural Product Reports","USD","2711.219971","2018-10-31T13:58:00.000+01:00","Bill & Melinda Gates Foundation","2018","2395.49","10.1039/C8NP00074C",""
"Royal Society of Chemistry","Reaction Chemistry & Engineering","GBP","1360","2019-01-23T01:31:00.000+01:00","Bill & Melinda Gates Foundation","2019","1559.4","10.1039/C8RE00252E",""
"Royal Society of Chemistry","RSC Energy and Environment Series","GBP","1360","2018-12-04T01:29:00.000+01:00","Bill & Melinda Gates Foundation","2018","1527.09","10.1039/C8EE02351D",""
"Royal Society of Chemistry","Soft Matter","GBP","1600","2019-02-12T03:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","1824.3","10.1039/C8SM02418A",""
"SAGE Publications","Food and Nutrition Bulletin","USD","4950","2017-07-27T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4232.94","10.1177/0379572117696662",""
"SAGE Publications","Food and Nutrition Bulletin","USD","3000","2017-10-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2545.61","10.1177/0379572117733100",""
"SAGE Publications","Food and Nutrition Bulletin","USD","4500","2017-08-19T04:39:19.223+02:00","Bill & Melinda Gates Foundation","2017","3826.21","10.1177/0379572117723134",""
"SAGE Publications","Food and Nutrition Bulletin","USD","3000","2018-05-18T15:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","2546.47","10.1177/0379572118774229",""
"SAGE Publications","Journal of Dental Research","USD","3000","2018-03-14T11:19:00.000+01:00","Bill & Melinda Gates Foundation","2018","2425.42","10.1177/0022034517693566",""
"SAGE Publications","Journal of the International Association of Providers of AIDS Care","USD","750","2019-03-27T02:54:00.000+01:00","Bill & Melinda Gates Foundation","2019","666.02","10.1177/2325958219841366",""
"SAGE Publications","Journal of the International Association of Providers of AIDS Care","USD","750","2018-11-06T14:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","656.28","10.1177/2325958218811640",""
"SAGE Publications","Medical Decision Making Policy & Practice (MDM P&P)","USD","1675","2017-07-10T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1470.98","10.1177/2381468317697002",""
"SAGE Publications","SAGE Open Medicine","GBP","665","2018-06-28T11:34:00.000+02:00","Bill & Melinda Gates Foundation","2018","751.24","10.1177/2050312118765602",""
"SAGE Publications","Security Dialogue","USD","3000","2018-08-21T01:15:00.000+02:00","Bill & Melinda Gates Foundation","2018","2608.24","10.1177/0967010618768622",""
"Sci Forschen","Journal of Clinical and Laboratory Medicine","USD","749","2017-06-16T18:38:28.780+02:00","Bill & Melinda Gates Foundation","2017","670.73","10.16966/2572-9578.107",""
"SCIELO","Clinics","USD","1500","2018-12-11T09:41:00.000+01:00","Bill & Melinda Gates Foundation","2018","1318.22","10.6061/clinics/2019/e894",""
"","","","","","","","","",""
