institution;period;euro;doi;is_hybrid;journal_full_title
TU Wien (TUW);2017;NA;10.1007/s11043-017-9364-x;TRUE;Mechanics of Time-Dependent Materials
Austrian Science Fund (FWF);2017;NA;10.1007/s13222-017-0264-7;TRUE;Datenbank-Spektrum
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10009-017-0472-3;TRUE;International Journal on Software Tools for Technology Transfer
University of Vienna;2017;NA;10.1007/s00208-017-1590-7;TRUE;Mathematische Annalen
Medical University of Vienna;2017;NA;10.1007/s10354-017-0598-7;TRUE;Wiener Medizinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00710-017-0532-0;TRUE;Mineralogy and Petrology
Montanuniversität Leoben;2017;NA;10.1007/s00506-017-0426-8;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0427-7;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s10354-017-0592-0;TRUE;Wiener Medizinische Wochenschrift
Austrian Science Fund (FWF);2017;NA;10.1007/s00508-017-1266-z;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s10353-017-0487-8;TRUE;European Surgery
Medical University of Graz;2017;NA;10.1245/s10434-017-6080-3;TRUE;Annals of Surgical Oncology
Paris Lodron University of Salzburg;2017;NA;10.1007/s00015-017-0281-4;TRUE;Swiss Journal of Geosciences
Austrian Science Fund (FWF);2017;NA;10.1007/s10013-017-0256-9;TRUE;Vietnam Journal of Mathematics
Medical University of Graz;2017;NA;10.1007/s11356-017-0213-x;TRUE;Environmental Science and Pollution Research
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00114-017-1514-0;TRUE;The Science of Nature
University of Vienna;2017;NA;10.1007/s00591-017-0206-3;TRUE;Mathematische Semesterberichte
Medical University of Vienna;2017;NA;10.1007/s00417-017-3828-1;TRUE;Graefe's Archive for Clinical and Experimental Ophthalmology
Medical University of Vienna;2017;NA;10.1007/s00739-017-0430-6;TRUE;psychopraxis. neuropraxis
Medical University of Vienna;2017;NA;10.1007/s00132-017-3475-6;TRUE;Der Orthopäde
Medical University of Graz;2017;NA;10.1007/s00278-017-0245-1;TRUE;Psychotherapeut
University of Graz;2017;NA;10.1007/s11846-017-0252-1;TRUE;Review of Managerial Science
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00402-017-2825-5;TRUE;Archives of Orthopaedic and Trauma Surgery
TU Wien (TUW);2017;NA;10.1007/s11761-017-0219-8;TRUE;Service Oriented Computing and Applications
Medical University of Vienna;2017;NA;10.1007/s00270-017-1821-z;TRUE;CardioVascular and Interventional Radiology
Johannes Kepler University Linz;2017;NA;10.1007/s00502-017-0524-0;TRUE;e & i Elektrotechnik und Informationstechnik
Medical University of Vienna;2017;NA;10.1007/s00508-017-1275-y;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40610-017-0079-1;TRUE;Current Molecular Biology Reports
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00415-017-8635-4;TRUE;Journal of Neurology
Medical University of Graz;2017;NA;10.1007/s00134-017-4954-2;TRUE;Intensive Care Medicine
University of Vienna;2017;NA;10.1007/s10589-017-9949-y;TRUE;Computational Optimization and Applications
TU Wien (TUW);2017;NA;10.1007/s00502-017-0533-z;TRUE;e & i Elektrotechnik und Informationstechnik
Paracelsus Medical University;2017;NA;10.1007/s12254-017-0358-9;TRUE;memo - Magazine of European Medical Oncology
Paris Lodron University of Salzburg;2017;NA;10.1007/s11229-017-1502-0;TRUE;Synthese
Medical University of Vienna;2017;NA;10.1007/s00259-017-3858-2;TRUE;European Journal of Nuclear Medicine and Molecular Imaging
University of Vienna;2017;NA;10.1007/s13127-017-0343-5;TRUE;Organisms Diversity & Evolution
University of Graz;2017;NA;10.1007/s00265-017-2381-6;TRUE;Behavioral Ecology and Sociobiology
Medical University of Vienna;2017;NA;10.1007/s11307-017-1123-5;TRUE;Molecular Imaging and Biology
Graz University of Technology;2017;NA;10.1007/s00706-017-2036-3;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Graz;2017;NA;10.1007/s00018-017-2695-6;TRUE;Cellular and Molecular Life Sciences
Institute of Science and Technology (IST Austria);2017;NA;10.1007/s00446-017-0315-1;TRUE;Distributed Computing
Johannes Kepler University Linz;2017;NA;10.1007/s12297-017-0380-3;TRUE;Zeitschrift für die gesamte Versicherungswissenschaft
Danube University Krems University for Continuing Education;2017;NA;10.1007/s10669-017-9655-4;TRUE;Environment Systems and Decisions
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00402-017-2820-x;TRUE;Archives of Orthopaedic and Trauma Surgery
University of Vienna;2017;NA;10.1007/s00285-017-1187-5;TRUE;Journal of Mathematical Biology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00425-017-2795-4;TRUE;Planta
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00122-017-2998-x;TRUE;Theoretical and Applied Genetics
Medical University of Vienna;2017;NA;10.1007/s00508-017-1262-3;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00702-017-1791-y;TRUE;Journal of Neural Transmission
Medical University of Vienna;2017;NA;10.1007/s00508-017-1265-0;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10546-017-0297-3;TRUE;Boundary-Layer Meteorology
Graz University of Technology;2017;NA;10.1007/s10723-017-9411-5;TRUE;Journal of Grid Computing
Medical University of Graz;2017;NA;10.1007/s00418-017-1608-y;TRUE;Histochemistry and Cell Biology
Austrian Science Fund (FWF);2017;NA;10.1007/s11664-017-5834-9;TRUE;Journal of Electronic Materials
Johannes Kepler University Linz;2017;NA;10.1007/s12095-017-0259-0;TRUE;Cryptography and Communications
Austrian Science Fund (FWF);2017;NA;10.1007/s10589-017-9948-z;TRUE;Computational Optimization and Applications
Austrian Science Fund (FWF);2017;NA;10.1007/s10703-017-0295-6;TRUE;Formal Methods in System Design
Austrian Science Fund (FWF);2017;NA;10.1007/s00025-017-0756-7;TRUE;Results in Mathematics
Johannes Kepler University Linz;2017;NA;10.1007/s00012-017-0465-9;TRUE;Algebra universalis
Medical University of Graz;2017;NA;10.1007/s00105-017-4064-7;TRUE;Der Hautarzt
Medical University of Vienna;2017;NA;10.1007/s00117-017-0310-3;TRUE;Der Radiologe
University of Vienna;2017;NA;10.1007/s10676-017-9441-5;TRUE;Ethics and Information Technology
University of Graz;2017;NA;10.1007/s00107-017-1240-5;TRUE;European Journal of Wood and Wood Products
Austrian Science Fund (FWF);2017;NA;10.1007/s00526-017-1243-4;TRUE;Calculus of Variations and Partial Differential Equations
Medical University of Vienna;2017;NA;10.1007/s15010-017-1081-5;TRUE;Infection
Medical University of Vienna;2017;NA;10.1007/s11060-017-2630-6;TRUE;Journal of Neuro-Oncology
Vienna University of Economics and Business (WU);2017;NA;10.1007/s11222-017-9786-y;TRUE;Statistics and Computing
Medical University of Vienna;2017;NA;10.1007/s10353-017-0494-9;TRUE;European Surgery
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00705-017-3593-9;TRUE;Archives of Virology
Medical University of Vienna;2017;NA;10.1007/s00508-017-1274-z;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00508-017-1267-y;TRUE;Wiener klinische Wochenschrift
Paris Lodron University of Salzburg;2017;NA;10.1007/s40519-017-0452-3;TRUE;Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity
Medical University of Graz;2017;NA;10.1007/s00508-017-1278-8;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2017;NA;10.1007/s00508-017-1280-1;TRUE;Wiener klinische Wochenschrift
University of Vienna;2017;NA;10.1007/s00365-017-9394-2;TRUE;Constructive Approximation
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s13147-017-0508-x;TRUE;Raumforschung und Raumordnung |  Spatial Research and Planning
University of Vienna;2017;NA;10.1007/s11669-017-0600-5;TRUE;Journal of Phase Equilibria and Diffusion
University of Vienna;2017;NA;10.1007/s00222-017-0760-2;TRUE;Inventiones mathematicae
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11069-017-3135-5;TRUE;Natural Hazards
TU Wien (TUW);2017;NA;10.1007/s13399-017-0293-3;TRUE;Biomass Conversion and Biorefinery
University of Vienna;2017;NA;10.1007/s00339-017-1382-7;TRUE;Applied Physics A
Medical University of Vienna;2017;NA;10.1007/s11845-017-1693-x;TRUE;Irish Journal of Medical Science (1971 -)
Medical University of Graz;2017;NA;10.1007/s00276-017-1936-6;TRUE;Surgical and Radiologic Anatomy
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11306-017-1297-5;TRUE;Metabolomics
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s00267-017-0959-4;TRUE;Environmental Management
Medical University of Vienna;2017;NA;10.1007/s12350-017-1118-2;TRUE;Journal of Nuclear Cardiology
TU Wien (TUW);2017;NA;10.1007/s00502-017-0534-y;TRUE;e & i Elektrotechnik und Informationstechnik
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0447-3;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Graz;2017;NA;10.1007/s00608-017-0524-7;TRUE;Pädiatrie & Pädologie
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10163-017-0678-1;TRUE;Journal of Material Cycles and Waste Management
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10340-017-0932-2;TRUE;Journal of Pest Science
Medical University of Vienna;2017;NA;10.1007/s00330-017-5127-y;TRUE;European Radiology
Graz University of Technology;2017;NA;10.1007/s10854-017-8094-9;TRUE;Journal of Materials Science: Materials in Electronics
FH Campus Wien - University of Applied Sciences;2017;NA;10.1007/s11332-017-0410-5;TRUE;Sport Sciences for Health
TU Wien (TUW);2017;NA;10.1007/s00706-017-2110-x;TRUE;Monatshefte für Chemie - Chemical Monthly
Johannes Kepler University Linz;2017;NA;10.1007/s00739-017-0427-1;TRUE;psychopraxis. neuropraxis
Austrian Science Fund (FWF);2017;NA;10.1007/s10530-017-1634-7;TRUE;Biological Invasions
Vienna University of Economics and Business (WU);2017;NA;10.1007/s41464-017-0042-y;TRUE;Schmalenbach Business Review
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12223-017-0568-x;TRUE;Folia Microbiologica
Austrian Science Fund (FWF);2017;NA;10.1007/s10726-017-9550-x;TRUE;Group Decision and Negotiation
University of Applied Sciences Upper Austria;2017;NA;10.1007/s11044-017-9600-9;TRUE;Multibody System Dynamics
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10341-017-0363-5;TRUE;Erwerbs-Obstbau
Johannes Kepler University Linz;2017;NA;10.1007/s12678-017-0433-3;TRUE;Electrocatalysis
Paracelsus Medical University;2017;NA;10.1007/s10354-017-0607-x;TRUE;Wiener Medizinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00508-017-1285-9;TRUE;Wiener klinische Wochenschrift
Johannes Kepler University Linz;2017;NA;10.1007/s10008-017-3792-z;TRUE;Journal of Solid State Electrochemistry
Austrian Science Fund (FWF);2017;NA;10.1007/s40881-017-0041-2;TRUE;Journal of the Economic Science Association
University of Vienna;2017;NA;10.1007/s12529-017-9697-5;TRUE;International Journal of Behavioral Medicine
University of Klagenfurt;2017;NA;10.1007/s11620-017-0425-6;TRUE;Zeitschrift für Psychodrama und Soziometrie
Medical University of Vienna;2017;NA;10.1007/s00330-017-5121-4;TRUE;European Radiology
TU Wien (TUW);2017;NA;10.1007/s00253-017-8641-6;TRUE;Applied Microbiology and Biotechnology
Paracelsus Medical University;2017;NA;10.1007/s00330-017-5140-1;TRUE;European Radiology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11244-017-0864-3;TRUE;Topics in Catalysis
Austrian Science Fund (FWF);2017;NA;10.1007/s00706-017-2114-6;TRUE;Monatshefte für Chemie - Chemical Monthly
Paracelsus Medical University;2017;NA;10.1007/s12254-017-0366-9;TRUE;memo - Magazine of European Medical Oncology
Austrian Science Fund (FWF);2017;NA;10.1007/s00706-017-2081-y;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2017;NA;10.1007/s00018-017-2700-0;TRUE;Cellular and Molecular Life Sciences
Medical University of Vienna;2017;NA;10.1007/s00330-017-5120-5;TRUE;European Radiology
Medical University of Vienna;2017;NA;10.1007/s00345-017-2115-4;TRUE;World Journal of Urology
Austrian Science Fund (FWF);2017;NA;10.1007/s10100-017-0503-x;TRUE;Central European Journal of Operations Research
University of Vienna;2017;NA;10.1007/s00591-017-0208-1;TRUE;Mathematische Semesterberichte
Medical University of Vienna;2017;NA;10.1007/s12254-017-0368-7;TRUE;memo - Magazine of European Medical Oncology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0446-4;TRUE;Österreichische Wasser- und Abfallwirtschaft
Graz University of Technology;2017;NA;10.1007/s00502-017-0535-x;TRUE;e & i Elektrotechnik und Informationstechnik
Austrian Science Fund (FWF);2017;NA;10.1007/s11868-017-0230-z;TRUE;Journal of Pseudo-Differential Operators and Applications
University of Vienna;2017;NA;10.1007/s13199-017-0516-1;TRUE;Symbiosis
TU Wien (TUW);2017;NA;10.1007/s11047-017-9649-7;TRUE;Natural Computing
University of Vienna;2017;NA;10.1007/s00426-017-0950-y;TRUE;Psychological Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00415-017-8686-6;TRUE;Journal of Neurology
University of Vienna;2017;NA;10.1007/s10100-017-0499-2;TRUE;Central European Journal of Operations Research
Austrian Science Fund (FWF);2017;NA;10.1007/s10853-017-1780-4;TRUE;Journal of Materials Science
Austrian Science Fund (FWF);2017;NA;10.1007/s10479-017-2693-y;TRUE;Annals of Operations Research
Medical University of Graz;2017;NA;10.1007/s12254-017-0367-8;TRUE;memo - Magazine of European Medical Oncology
Johannes Kepler University Linz;2017;NA;10.1007/s00706-017-2083-9;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2017;NA;10.1007/s10705-017-9893-3;TRUE;Nutrient Cycling in Agroecosystems
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00707-017-1980-7;TRUE;Acta Mechanica
Johannes Kepler University Linz;2017;NA;10.1007/s00707-017-2005-2;TRUE;Acta Mechanica
University of Vienna;2017;NA;10.1007/s10677-017-9851-9;TRUE;Ethical Theory and Moral Practice
TU Wien (TUW);2017;NA;10.1007/s11634-017-0292-z;TRUE;Advances in Data Analysis and Classification
FH Vorarlberg - University of Applied Sciences;2017;NA;10.1007/s00339-017-1374-7;TRUE;Applied Physics A
University of Vienna;2017;NA;10.1007/s00220-017-3012-9;TRUE;Communications in Mathematical Physics
TU Wien (TUW);2017;NA;10.1007/s11095-017-2308-y;TRUE;Pharmaceutical Research
University of Klagenfurt;2017;NA;10.1007/s11042-017-5252-2;TRUE;Multimedia Tools and Applications
Paris Lodron University of Salzburg;2017;NA;10.1007/s10886-017-0898-9;TRUE;Journal of Chemical Ecology
University of Vienna;2017;NA;10.1007/s11228-017-0458-z;TRUE;Set-Valued and Variational Analysis
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00107-017-1248-x;TRUE;European Journal of Wood and Wood Products
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00066-017-1219-5;TRUE;Strahlentherapie und Onkologie
Austrian Science Fund (FWF);2017;NA;10.1007/s00233-017-9905-2;TRUE;Semigroup Forum
Austrian Science Fund (FWF);2017;NA;10.1007/s10589-017-9966-x;TRUE;Computational Optimization and Applications
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00011-017-1118-3;TRUE;Inflammation Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10750-017-3426-6;TRUE;Hydrobiologia
TU Wien (TUW);2017;NA;10.1617/s11527-017-1112-9;TRUE;Materials and Structures
Austrian Science Fund (FWF);2017;NA;10.1007/s10811-017-1328-7;TRUE;Journal of Applied Phycology
Medical University of Vienna;2017;NA;10.1007/s00406-017-0852-4;TRUE;European Archives of Psychiatry and Clinical Neuroscience
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00107-017-1249-9;TRUE;European Journal of Wood and Wood Products
FH Vorarlberg - University of Applied Sciences;2017;NA;10.1007/s11082-017-1228-8;TRUE;Optical and Quantum Electronics
University of Vienna;2017;NA;10.1007/s00284-017-1392-x;TRUE;Current Microbiology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11620-017-0408-7;TRUE;Zeitschrift für Psychodrama und Soziometrie
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0445-5;TRUE;Österreichische Wasser- und Abfallwirtschaft
Johannes Kepler University Linz;2017;NA;10.1007/s12254-017-0372-y;TRUE;memo - Magazine of European Medical Oncology
Medical University of Graz;2017;NA;10.1007/s00508-017-1291-y;TRUE;Wiener klinische Wochenschrift
University of Vienna;2017;NA;10.1007/s11614-017-0278-2;TRUE;Österreichische Zeitschrift für Soziologie
Graz University of Technology;2017;NA;10.1007/s10570-017-1576-3;TRUE;Cellulose
Vienna University of Economics and Business (WU);2017;NA;10.1007/s10584-017-2095-9;TRUE;Climatic Change
University of Vienna;2017;NA;10.1007/s00526-017-1256-z;TRUE;Calculus of Variations and Partial Differential Equations
Austrian Science Fund (FWF);2017;NA;10.1007/s00429-017-1558-0;TRUE;Brain Structure and Function
Johannes Kepler University Linz;2017;NA;10.1007/s00339-017-1352-0;TRUE;Applied Physics A
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10021-017-0201-5;TRUE;Ecosystems
Montanuniversität Leoben;2017;NA;10.1007/s11837-017-2619-9;TRUE;JOM
Vienna University of Economics and Business (WU);2017;NA;10.1007/s11002-017-9443-4;TRUE;Marketing Letters
University of Applied Sciences Upper Austria;2017;NA;10.1007/s12398-017-0212-0;TRUE;Zeitschrift für Energiewirtschaft
Graz University of Technology;2017;NA;10.1007/s00706-017-2100-z;TRUE;Monatshefte für Chemie - Chemical Monthly
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0686-4;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2017;NA;10.1007/s00028-017-0420-4;TRUE;Journal of Evolution Equations
University of Veterinary Medicine Vienna;2017;NA;10.1007/s10493-017-0197-8;TRUE;Experimental and Applied Acarology
Medical University of Vienna;2017;NA;10.1007/s40472-017-0164-7;TRUE;Current Transplantation Reports
Institute of Science and Technology (IST Austria);2017;NA;10.1007/s10711-017-0291-4;TRUE;Geometriae Dedicata
FH Salzburg - University of Applied Sciences;2017;NA;10.1007/s00107-017-1271-y;TRUE;European Journal of Wood and Wood Products
Medical University of Vienna;2017;NA;10.1007/s00429-017-1563-3;TRUE;Brain Structure and Function
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10113-017-1234-1;TRUE;Regional Environmental Change
Montanuniversität Leoben;2017;NA;10.1007/s00603-017-1355-3;TRUE;Rock Mechanics and Rock Engineering
Medical University of Vienna;2017;NA;10.1007/s12254-017-0361-1;TRUE;memo - Magazine of European Medical Oncology
Austrian Science Fund (FWF);2017;NA;10.1007/s00049-017-0250-4;TRUE;Chemoecology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11614-017-0274-6;TRUE;Österreichische Zeitschrift für Soziologie
Austrian Science Fund (FWF);2017;NA;10.1007/s11083-017-9440-5;TRUE;Order
University of Vienna;2017;NA;10.1007/s00449-017-1860-5;TRUE;Bioprocess and Biosystems Engineering
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40881-017-0043-0;TRUE;Journal of the Economic Science Association
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0451-7;TRUE;Österreichische Wasser- und Abfallwirtschaft
Paracelsus Medical University;2017;NA;10.1007/s12254-017-0362-0;TRUE;memo - Magazine of European Medical Oncology
Medical University of Graz;2017;NA;10.1007/s00508-017-1290-z;TRUE;Wiener klinische Wochenschrift
TU Wien (TUW);2017;NA;10.1007/s00706-017-2075-9;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2017;NA;10.1007/s00707-017-2045-7;TRUE;Acta Mechanica
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00402-017-2847-z;TRUE;Archives of Orthopaedic and Trauma Surgery
Montanuniversität Leoben;2017;NA;10.1007/s00419-017-1318-x;TRUE;Archive of Applied Mechanics
Austrian Science Fund (FWF);2017;NA;10.1007/s11241-017-9293-4;TRUE;Real-Time Systems
University of Vienna;2017;NA;10.1007/s10862-017-9630-x;TRUE;Journal of Psychopathology and Behavioral Assessment
Johannes Kepler University Linz;2017;NA;10.1007/s10614-017-9763-8;TRUE;Computational Economics
University of Applied Sciences Upper Austria;2017;NA;10.1007/s11044-017-9596-1;TRUE;Multibody System Dynamics
Johannes Kepler University Linz;2017;NA;10.1007/s00211-017-0933-3;TRUE;Numerische Mathematik
Graz University of Technology;2017;NA;10.1007/s10548-017-0606-7;TRUE;Brain Topography
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0684-6;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0681-9;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2017;NA;10.1007/s10472-017-9567-5;TRUE;Annals of Mathematics and Artificial Intelligence
Austrian Science Fund (FWF);2017;NA;10.1007/s00605-017-1105-3;TRUE;Monatshefte für Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12268-017-0843-z;TRUE;BIOspektrum
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00405-017-4852-9;TRUE;European Archives of Oto-Rhino-Laryngology
Austrian Science Fund (FWF);2017;NA;10.1007/s13137-017-0102-y;TRUE;GEM - International Journal on Geomathematics
Austrian Science Fund (FWF);2017;NA;10.1007/s00217-017-3020-1;TRUE;European Food Research and Technology
University of Vienna;2017;NA;10.1007/s00410-017-1429-y;TRUE;Contributions to Mineralogy and Petrology
Austrian Science Fund (FWF);2017;NA;10.1007/s12542-017-0387-z;TRUE;PalZ
Austrian Science Fund (FWF);2017;NA;10.1007/s10231-017-0719-3;TRUE;Annali di Matematica Pura ed Applicata (1923 -)
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0688-2;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12254-017-0375-8;TRUE;memo - Magazine of European Medical Oncology
University of Vienna;2017;NA;10.1007/s11098-017-1013-3;TRUE;Philosophical Studies
Medical University of Vienna;2017;NA;10.1007/s10554-017-1279-8;TRUE;The International Journal of Cardiovascular Imaging
University of Klagenfurt;2017;NA;10.1007/s10113-017-1261-y;TRUE;Regional Environmental Change
Austrian Science Fund (FWF);2017;NA;10.1007/s00204-017-2109-4;TRUE;Archives of Toxicology
Danube University Krems University for Continuing Education;2017;NA;10.1007/s00170-017-1440-5;TRUE;The International Journal of Advanced Manufacturing Technology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12144-017-9760-z;TRUE;Current Psychology
University of Veterinary Medicine Vienna;2017;NA;10.1007/s12161-017-1103-z;TRUE;Food Analytical Methods
TU Wien (TUW);2017;NA;10.1007/s10973-017-6883-2;TRUE;Journal of Thermal Analysis and Calorimetry
Vienna University of Economics and Business (WU);2017;NA;10.1007/s10100-017-0512-9;TRUE;Central European Journal of Operations Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00253-017-8654-1;TRUE;Applied Microbiology and Biotechnology
Medical University of Graz;2017;NA;10.1007/s00403-017-1797-1;TRUE;Archives of Dermatological Research
Medical University of Vienna;2017;NA;10.1007/s00204-017-2080-0;TRUE;Archives of Toxicology
Graz University of Technology;2017;NA;10.1007/s00366-017-0572-4;TRUE;Engineering with Computers
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s35834-017-0198-z;TRUE;Zeitschrift für Bildungsforschung
Medical University of Graz;2017;NA;10.1007/s12254-017-0373-x;TRUE;memo - Magazine of European Medical Oncology
Medical University of Vienna;2017;NA;10.1007/s10353-017-0502-0;TRUE;European Surgery
Austrian Science Fund (FWF);2017;NA;10.1007/s00709-017-1191-z;TRUE;Protoplasma
TU Wien (TUW);2017;NA;10.1007/s00707-017-2046-6;TRUE;Acta Mechanica
University of Vienna;2017;NA;10.1007/s00337-017-0358-1;TRUE;Manuelle Medizin
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10460-017-9844-2;TRUE;Agriculture and Human Values
Austrian Science Fund (FWF);2017;NA;10.1007/s10584-017-2121-y;TRUE;Climatic Change
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s11269-017-1830-3;TRUE;Water Resources Management
Medical University of Vienna;2017;NA;10.1007/s00415-017-8710-x;TRUE;Journal of Neurology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s11368-017-1901-3;TRUE;Journal of Soils and Sediments
Medical University of Vienna;2017;NA;10.1007/s00520-017-3978-z;TRUE;Supportive Care in Cancer
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00259-017-3882-2;TRUE;European Journal of Nuclear Medicine and Molecular Imaging
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00267-017-0975-4;TRUE;Environmental Management
Johannes Kepler University Linz;2017;NA;10.1007/s00706-017-2119-1;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Graz;2017;NA;10.1007/s00717-017-0382-5;TRUE;Spektrum der Augenheilkunde
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s10661-017-6370-z;TRUE;Environmental Monitoring and Assessment
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00132-017-3507-2;TRUE;Der Orthopäde
University of Vienna;2017;NA;10.1007/s10569-017-9795-3;TRUE;Celestial Mechanics and Dynamical Astronomy
Paracelsus Medical University;2017;NA;10.1007/s00068-017-0887-2;TRUE;European Journal of Trauma and Emergency Surgery
Austrian Science Fund (FWF);2017;NA;10.1007/s00500-017-2983-y;TRUE;Soft Computing
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00216-017-0750-7;TRUE;Analytical and Bioanalytical Chemistry
Austrian Science Fund (FWF);2017;NA;10.1007/s13735-017-0145-8;TRUE;International Journal of Multimedia Information Retrieval
University of Graz;2017;NA;10.1007/s10562-017-2273-4;TRUE;Catalysis Letters
Medical University of Vienna;2017;NA;10.1007/s00270-017-1846-3;TRUE;CardioVascular and Interventional Radiology
Johannes Kepler University Linz;2017;NA;10.1007/s35834-017-0194-3;TRUE;Zeitschrift für Bildungsforschung
Medical University of Vienna;2017;NA;10.1007/s10353-017-0504-y;TRUE;European Surgery
University of Graz;2017;NA;10.1007/s00028-017-0422-2;TRUE;Journal of Evolution Equations
TU Wien (TUW);2017;NA;10.1007/s10270-017-0645-2;TRUE;Software & Systems Modeling
Medical University of Vienna;2017;NA;10.1007/s00192-017-3510-5;TRUE;International Urogynecology Journal
University of Vienna;2017;NA;10.1007/s00041-017-9589-8;TRUE;Journal of Fourier Analysis and Applications
Medical University of Vienna;2017;NA;10.1007/s12254-017-0378-5;TRUE;memo - Magazine of European Medical Oncology
