institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2021-03-05,2653.9670932358317,10.3389/fncel.2021.637548,Front. Cell. Neurosci.,,FALSE,NA,NA,2903.44,1.094,106666 - 10239 - 05.03.2021,31AC-0_202509,179436,Emerging Perspectives on Dipeptide Repeat Proteins in C9ORF72 ALS/FTD
Swiss National Science Foundation (SNSF),2021-03-05,2934.9360146252284,10.1038/s42003-021-01723-z,Communications Biology,Springer Nature Limited,FALSE,NA,NA,3210.82,1.094,106662 - 10859 - 05.03.2021,CRAC-3_202506,160760,Molecular and phenotypic analysis of rodent models reveals conserved and species-specific modulators of human sarcopenia
Swiss National Science Foundation (SNSF),2021-03-05,3132.486288848263,10.1242/dmm.048132,Disease Models & Mechanisms,The Company of Biologists,FALSE,NA,NA,3426.94,1.094,106665 - 10815 - 05.03.2021,31AC-0_202508,173188,An aminoacylation independent activity of PheRS/FARS promotes growth and proliferation
Swiss National Science Foundation (SNSF),2021-03-05,3758.9853747714806,10.1126/sciadv.abb6826,Science Advances,AAAS,FALSE,NA,NA,4112.33,1.094,106663 - 10815 - 05.03.2021,20AC-1_202507,165446,Non-uniform late Pleistocene glacier fluctuations in tropical Eastern Africa
Swiss National Science Foundation (SNSF),2021-03-04,370.1188299817185,10.5194/asr-18-7-2021,Advances in Science and Research,Copernicus Publication,FALSE,1992-0636,NA,404.91,1.094,106625 - 10754 - 04.03.2021,20AC-1_203512,178963,Multi-sensor analysis of monthly gridded snow precipitation on alpine glaciers
Swiss National Science Foundation (SNSF),2021-03-04,1155.3656307129797,10.1186/s13358-021-00218-y,Swiss Journal of Palaeontology,,FALSE,NA,NA,1263.97,1.094,106626 - 10752 - 04.03.2021,20AC-1_203584,169627,Distraction sinking and fossilized coleoid predatory behaviour from the German Early Jurassic
Swiss National Science Foundation (SNSF),2021-03-04,1435.237659963437,10.1371/journal.pone.0246091,PLOS ONE,,FALSE,1932-6203,NA,1570.15,1.094,106630 - 11935 - 04.03.2021,P2AC-3_203465,172198,Guidance on the interpretation of faecal calprotectin levels in children
Swiss National Science Foundation (SNSF),2021-03-04,2464.2230347349177,10.3389/fmicb.2021.620458,Frontiers in Microbiology,Frontiers,FALSE,NA,NA,2695.86,1.094,106620 - 10239 - 04.03.2021,P4AC-3_203544,183867,Thermal stress interacts with surgeonfish feces to increase coral susceptibility to dysbiosis and reduce tissue regeneration
Swiss National Science Foundation (SNSF),2021-03-04,2497.8427787934183,10.1186/s13054-021-03490-z,Critical Care,,FALSE,1364-8535,NA,2732.64,1.094,106629 - 11114 - 04.03.2021,P4AC-3_203464,194449,Factors influencing local signs at catheter insertion site regardless of catheter-related bloodstream infections
Swiss National Science Foundation (SNSF),2021-03-04,2653.9670932358317,10.3389/fnins.2021.647535,Frontiers in Neuroscience Brain Imaging Methods,,FALSE,NA,NA,2903.44,1.094,106617 - 10239 - 04.03.2021,PPAC-3_203531,176984,GAMER-MRI in Multiple Sclerosis identifies the diffusion-based micro-structural measures that are  most sensitive to focal damage: a deep-learning based- analysis and clinico-biological validation
Swiss National Science Foundation (SNSF),2021-03-04,2653.9670932358317,10.3389/fnins.2021.640049,frontiers in neuroscience,,FALSE,NA,NA,2903.44,1.094,106621 - 10239 - 04.03.2021,P2AC-3_203581,195283,Video-oculography during Free Visual Exploration to Detect Right Spatial Neglect in Left-Hemispheric Stroke Patients with Aphasia -A Feasibility Study”
Swiss National Science Foundation (SNSF),2021-03-04,2934.9360146252284,10.1038/s42003-021-01873-0,Communications Biology,Springer Nature,FALSE,NA,NA,3210.82,1.094,106622 - 10859 - 04.03.2021,BSAC-0_203467,157729,The catalytic subunit of Plasmodium falciparum casein kinase 2 is essential for gametocytogenesis
Swiss National Science Foundation (SNSF),2021-03-04,2972.0292504570384,10.21203/rs.3.rs-72859/v1,Communications Biology,Springer Nature,FALSE,NA,NA,3251.4,1.094,106628 - 11934 - 04.03.2021,31AC-0_203476,"176319, 156299",Sacrum morphology supports taxonomic heterogeneity of “Australopithecus africanus” at Sterkfontein Member 4
Swiss National Science Foundation (SNSF),2021-03-04,3351.07861060329,10.1038/s41378-021-00254-1,Microsystems and Nanoengineering,Springer Nature,FALSE,NA,NA,3666.08,1.094,106619 - 10859 - 04.03.2021,PPAC-2_203579,"177011, 144695, 184935",Avoiding transduction-induced heating in Suspended Microchannel Resonators using piezoelectricity
Swiss National Science Foundation (SNSF),2021-03-04,4796.636197440585,10.1038/s41467-020-20820-x,Nature Communications,Springer Nature,FALSE,2041-1723,NA,5247.52,1.094,106627 - 11933 - 04.03.2021,PPAC-3_202782,"179072, 150645",Dual Functions of SPOP and ERG Dictate Androgen Therapy Responses in Prostate Cancer
Swiss National Science Foundation (SNSF),2021-03-03,1352.8336380255942,10.1002/jsp2.1140,Journal of Orthopedic research,Wiley,FALSE,NA,NA,1480,1.094,106599 - 10670 - 03.03.2021,31AC-0_203382,192674,Effect of different cryopreservation media on human nucleus pulposus cells' viability and trilineage potential
Swiss National Science Foundation (SNSF),2021-03-03,2653.9670932358317,10.3389/feart.2021.598061,Frontiers Earth Science,Frontiers Media SA,FALSE,NA,NA,2903.44,1.094,106601 - 10239 - 03.03.2021,20AC-1_203347,"159563, 137547, 172550, 147174, 157172, 135152","Disentangle kinetic from equilibrium fractionation using primary (d17O, d18O, dD) and secondary (d17O, dex) stable Isotope parameters on samples from the Swiss precipitation network"
Swiss National Science Foundation (SNSF),2021-03-02,1034.597806215722,10.3389/frai.2021.624629,"Frontiers in Artificial Intelligence - AI in Food, Agriculture and Water",Frontiers,FALSE,NA,NA,1131.85,1.094,106570 - 10239 - 02.03.2021,20AC-1_203388,182600,An attempt to boost posterior population expansion using fast machine learning algorithms
Swiss National Science Foundation (SNSF),2021-03-02,1436.014625228519,10.1371/journal.pone.0247232,PLOS ONE,,FALSE,1932-6203,NA,1571,1.094,106574 - 10334 - 02.03.2021,31AC-0_203392,175569,An optimized workflow for CRISPR-Cas9 deletion of surface and intracellular factors in primary human T lymphocytes
Swiss National Science Foundation (SNSF),2021-03-02,1515.7586837294332,10.1371/journal.pone.0242569,PLOS ONE,,FALSE,1932-6203,NA,1658.24,1.094,106575 - 11916 - 02.03.2021,32AC-0_203384,"144064, 120686, 173211",Psychological trauma occurring during adolescence is associated with an increased risk of greater waist circumference in Early Psychosis patients treated with psychotropic medication
Swiss National Science Foundation (SNSF),2021-03-02,2257.7148080438756,10.1002/pan3.10197,People and Nature,British Ecological Society,FALSE,NA,NA,2469.94,1.094,106571 - 10764 - 02.03.2021,P2AC-3_203385,181710,Stakeholder priorities determine the impact of an alien tree invasion on ecosystem multifunctionality
Swiss National Science Foundation (SNSF),2021-03-02,4855.08226691042,10.1101/2020.05.25.114546,Nature Communications,Springer Nature,TRUE,2041-1723,NA,5311.46,1.094,106572 - 10202 - 02.03.2021,31AC-0_203383,166490,LETR1 is a lymphatic endothelial-specific lncRNA governing cell proliferation and migration through KLF4 and SEMA3C
Swiss National Science Foundation (SNSF),2021-03-01,656.0054844606946,10.3390/rel12030157,Religions,mdpi,FALSE,NA,NA,717.67,1.094,106556 - 10415 - 01.03.2021,10AC--_203414,153528,On the Relationship of Value Priorities with the Centrality of Religiosity and a Variety of Religious Orientations and Emotions
Swiss National Science Foundation (SNSF),2021-03-01,1055.7586837294332,10.1186/s40878-020-00216-y,Comparative Migration Studies,SpringerOpen,FALSE,NA,NA,1155,1.094,106561 - 11913 - 01.03.2021,P3AC-1_203411,158438,The integrative force of political institutions? Direct democracy and voter turnout across ethnic and nativity groups
Swiss National Science Foundation (SNSF),2021-03-01,1210.1096892138937,10.1007/s41109-021-00360-z,Applied Network Science,Springer Nature,FALSE,2364-8228,NA,1323.86,1.094,106560 - 10752 - 01.03.2021,40AC-0_203390,167303,Outbreak detection for temporal contact data
Swiss National Science Foundation (SNSF),2021-03-01,1336.526508226691,10.1097/cce.0000000000000351,Critical Care Exploration,,FALSE,NA,NA,1462.16,1.094,106562 - 11765 - 01.03.2021,32AC-0_203389,176216,Progress and pitfalls of bacteriophage therapy in critical care: a concise definitive review
Swiss National Science Foundation (SNSF),2021-03-01,1359.4972577696526,10.1029/2020EA001515,Earth and Space Science,Willey,FALSE,2333-5084,NA,1487.29,1.094,106559 - 10764 - 01.03.2021,20AC-1_203413,182600,Conditioning Multiple‐Point Statistics Simulation to Inequality Data
Swiss National Science Foundation (SNSF),2021-03-01,1415.8866544789762,10.1371/journal.pone.0246576,Ploseone,Public Library of Science,FALSE,NA,NA,1548.98,1.094,106555 - 10850 - 01.03.2021,10AC--_203391,188934,"Contextualizing the think crisis-think female stereotype in explaining the glass cliff: Gendered traits, gender, and type of crisis"
Swiss National Science Foundation (SNSF),2021-03-01,1673.583180987203,10.3390/nu13020315,Nutrients,MDPI,FALSE,2072-6643,NA,1830.9,1.094,106538 - 10415 - 01.03.2021,51AC-0_202501,185901,The association of healthy lifestyle behaviors with overweight and obesity among older adults from 21 countries
Swiss National Science Foundation (SNSF),2021-03-01,2653.9670932358317,10.3389/fpsyg.2021.643690,Frontiers in Psychology-Organizational Psychology,,FALSE,NA,NA,2903.44,1.094,106554 - 10239 - 01.03.2021,10AC--_203380,179198,Enhancing Personality Assessment in the Selection Context: A Study Protocol on Alternative Measures and an Extended Bandwidth of Criteria
Swiss National Science Foundation (SNSF),2021-03-01,2653.9670932358317,10.3389/feart.2021.598616_Leuenberger,Frontiers in Earth Science-Geochemistry,Frontiers Media SA,FALSE,NA,NA,2903.44,1.094,106557 - 10239 - 01.03.2021,20AC-1_203387,"157172, 137547, 159563, 147174, 172550, 135152",Comparison of three measurement principles on water triple oxygen isotopologues
Swiss National Science Foundation (SNSF),2021-03-01,4960.904936014625,10.1038/s41467-021-21913-x,Nature Communications,Springer Nature,FALSE,NA,NA,5427.23,1.094,106558 - 10859 - 01.03.2021,20AC-1_203412,"163074, 188662",Photolytic Radical Persistence due to Anoxia in Viscous Aerosol Particles
Swiss National Science Foundation (SNSF),2021-02-23,1232.6051188299816,10.5194/se-12-405-2021,Solid Earth,EGU,FALSE,1869-9529,NA,1348.47,1.094,106510 - 10754 - 23.02.2021,20AC-1_203291,144381,Experimental evidence that viscous shear zones generate periodic pore sheets
Swiss National Science Foundation (SNSF),2021-02-22,1463.7202925045701,10.5194/hess-25-735-2021,Hydrology and Earth System Sciences,Europen Geosciences Union,FALSE,NA,NA,1601.31,1.094,106504 - 10754 - 22.02.2021,31AC-0_203243,"173074, 179089",Environmental DNA simultaneously informs hydrological and biodiversity characterization of an Alpine catchment
Swiss National Science Foundation (SNSF),2021-02-22,1790.7038391224862,10.1088/1748-9326/abe74a,Environmental Research Letters,IOP Publishing,FALSE,1748-9326,NA,1959.03,1.094,106509 - 10835 - 22.02.2021,20AC-1_203250,"172550, 148992, 173691, 175503","Assessing local CO 2 contamination revealed by two near-by high altitude records at Jungfraujoch, Switzerland"
Swiss National Science Foundation (SNSF),2021-02-22,1821.032906764168,10.1038/s41598-021-83325-7,Scientific Reports,,FALSE,NA,NA,1992.21,1.094,106500 - 10859 - 22.02.2021,PPAC-1_203187,163723,Hidden by bias: How standard psychophysical procedures conceal crucial aspects of peripheral visual appearance
Swiss National Science Foundation (SNSF),2021-02-22,2047.0109689213891,10.5194/bg-2020-361,Biogeosciences,,TRUE,NA,NA,2239.43,1.094,106508 - 10754 - 22.02.2021,20AC-1_203198,178768,Key drivers of pyrogenic carbon redistribution during a simulated rainfall event
Swiss National Science Foundation (SNSF),2021-02-22,2049.4606946983545,10.1101/2020.12.02.409169,"G3: Genes, Genomes, Genetics", Genetics Society of America,TRUE,NA,NA,2242.11,1.094,106501 - 10849 - 22.02.2021,CRAC-3_203185,160723,"First annotated draft genomes of non-marine ostracods (Ostracoda, Crustacea) with different reproductive modes"
Swiss National Science Foundation (SNSF),2021-02-22,2069.81718464351,10.7554/eLife.60968,eLife,,FALSE,2050-084X,NA,2264.38,1.094,106506 - 10821 - 22.02.2021,31AC-0_203209,"176191, 156998",SUMOylation contributes to proteostasis of the chloroplast protein import receptor TOC159 during early development
Swiss National Science Foundation (SNSF),2021-02-22,2311.307129798903,10.1186/s12877-021-02089-x,BMC Geriatrics,Springer Nature,FALSE,NA,NA,2528.57,1.094,106503 - 10752 - 22.02.2021,40AC-0_203205,167465,Patient factors associated with new prescribing of potentially inappropriate medications in multimorbid US older adults using multiple medications
Swiss National Science Foundation (SNSF),2021-02-22,2887.778793418647,10.1038/s42005-021-00549-9,Communications Physics,Nature Springer,FALSE,NA,NA,3159.23,1.094,106502 - 10859 - 22.02.2021,CRAC-2_203182,196795,Benchmark and application of unsupervised classification approaches for univariate data
Swiss National Science Foundation (SNSF),2021-02-22,3674.378427787934,10.1093/function/zqab007,Function,Oxford University Press,FALSE,NA,NA,4019.77,1.094,106507 - 10849 - 22.02.2021,31AC-0_203199,172968,Hydrogen sulfide upregulates acid-sensing ion channels via the MAPK-Erk1/2 signaling pathway
Swiss National Science Foundation (SNSF),2021-02-19,1394.250457038391,10.1101/2020.09.29.20203612,PLOS ONE,,FALSE,NA,NA,1525.31,1.094,106483 - 10850 - 19.02.2021,20AC-1_202917,192269,Probabilistic analysis of COVID-19 patients' individual length of stay in Swiss intensive care units 
Swiss National Science Foundation (SNSF),2021-02-19,1659.9634369287019,10.3389/fpls.2020.615723,Frontiers in Plant Science,Frontiers,FALSE,NA,NA,1816,1.094,106474 - 10674 - 19.02.2021,31AC-0_202859,169199,Functional diversity in ferns is driven by species richness rather than by environmental constraints
Swiss National Science Foundation (SNSF),2021-02-19,2426.5813528336375,10.3389/fmicb.2021.640066,Frontiers in Microbiology,,FALSE,NA,NA,2654.68,1.094,106484 - 10239 - 19.02.2021,31AC-0_202840,185108,CARD-FISH in the sequencing era: opening a new universe of protistan ecology
Swiss National Science Foundation (SNSF),2021-02-19,2467.705667276051,10.1001/jamanetworkopen.2021.3220,JAMA Network Open,,FALSE,NA,NA,2699.67,1.094,106482 - 10815 - 19.02.2021,33AC-0_202838,"122679, 139467, 148493",Comparison of water pipes versus other modes of cannabis consumption and subsequent illicit drug use in a longitudinal cohort of young Swiss men
Swiss National Science Foundation (SNSF),2021-02-19,2613.427787934186,10.3389/fped.2021.640028,Frontiers in Pediatrics,"Frontiers Media S.A., Switzerland",FALSE,2296-2360,NA,2859.09,1.094,106481 - 10239 - 19.02.2021,51AC-0_202920,185901,Field-based health-related physical fitness tests in children and adolescents: a systematic review
Swiss National Science Foundation (SNSF),2021-02-19,2792.010968921389,10.26434/chemrxiv.13058195,iScience,Elsevier CellPress,FALSE,NA,NA,3054.46,1.094,106485 - 10822 - 19.02.2021,20AC-1_202449,"175754, 170729",Detecting methanol in hand sanitizers
Swiss National Science Foundation (SNSF),2021-02-17,1562.8793418647165,10.2196/24588,JMIR Public Health and Surveillance ,JMIR Publications Inc,FALSE,NA,NA,1709.79,1.094,106466 - 10674 - 17.02.2021,40AC-0_202858,187356,e-Cohort studies in health research: Towards a working definition
Swiss National Science Foundation (SNSF),2021-02-16,722.9524680073125,10.26434/chemrxiv.13606700,RSC Advances,Royal Society of Chemistry,FALSE,NA,NA,790.91,1.094,106456 - 10853 - 16.02.2021,20AC-1_202729,196967,Aerobically stable and substitutionally labile α-diimine rhenium dicarbonyl complexes
Swiss National Science Foundation (SNSF),2021-02-16,907.4314442413162,10.3389/fnhum.2021.623766,Frontiers in Human Neuroscience - Cognitive Neuroscience,Frontiers Media SA,FALSE,NA,NA,992.73,1.094,106453 - 10239 - 16.02.2021,10AC--_202633,146542,Object-Location Memory Training in Older Adults Leads to Greater Deactivation of the Dorsal Default Mode Network
Swiss National Science Foundation (SNSF),2021-02-16,1240.4204753199267,10.3390/cryst11020185,Crystals,MDPI,FALSE,NA,NA,1357.02,1.094,106462 - 10415 - 16.02.2021,20AC-1_202853,182000,"Heteroleptic [Cu(P^P)(N^N)][PF6] complexes: effects of isomer switching from 2,2'-biquinoline to 1,1'-biisoquinoline"
Swiss National Science Foundation (SNSF),2021-02-16,1292.504570383912,10.3389/fbioe.2020.598466,Front. Bioeng. Biotechnol.,Frontiers,FALSE,NA,NA,1414,1.094,106463 - 10670 - 16.02.2021,31AC-0_202856,192674,Non-viral Gene Delivery Methods for Bone and Joints
Swiss National Science Foundation (SNSF),2021-02-16,1296.197440585009,10.5194/ejm-33-113-2021,European Journal of Mineralogy,Copernicus,FALSE,NA,NA,1418.04,1.094,106449 - 10754 - 16.02.2021,P4AC-2_202877,183872,A combined Fourier transform infrared and Cr K-edge X-ray absorption near-edge structure spectroscopy study of the substitution and diffusion of H in Cr-doped forsterite
