institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,3370.95282146161,10.1103/PhysRevX.11.031004,Measuring Surface Tensions of Soft Solids with Huge Contact-Angle Hysteresis,2021-07-15,Physical Review X,American Physics Society,FALSE,NA,NA,3644,1.081,108353 - 10202 - 15.07.2021,20AC-1_206214,172827,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4146.022201665125,10.1126/sciadv.abg7291,Switchable Immune Modulator for Tumor-Specific Activation of Anticancer Immunity,2021-07-15,Science Advances,AAAS ,FALSE,NA,NA,4481.85,1.081,108355 - 10815 - 15.07.2021,31AC-0_206208,173243,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5078.630897317299,10.1038/s41467-021-24429-6,Cryo-EM structure and dynamics of the green-light absorbing proteorhodopsin,2021-07-15,Nature Communications,Springer Nature Limited,FALSE,2041-1723,http://doi.org/10.1038/s41467-021-24429-6,5490,1.081,108358 - 10670 - 15.07.2021,51AC-0_206212,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5142.460684551342,10.1038/s41467-021-22421-8,Single cell plasticity and population coding stability in auditory thalamus upon associative learning,2021-07-15,Nature Communications,,FALSE,2041-1723,http://doi.org/10.1038/s41467-021-22421-8,5559,1.081,108360 - 10669 - 15.07.2021,PPAC-3_206211,170672,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1753.4875115633672,10.3390/jcm10143068 ,Physicians’ views and agreement about patient- and context-related factors influencing ICU admission decisions: a prospective study,2021-07-15,Journal of Clinical Medicine,,FALSE,NA,NA,1895.52,1.081,108357 - 10415 - 15.07.2021,40AC-0_206204,139304,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1126.9657724329325,10.1177/00469580211028173,Healthcare Providers’ Perceptions of Challenges with Frequent Users of Emergency Department Care in Switzerland: A Qualitative Study,2021-07-14,"Inquiry: The Journal of Heath Care organization, Provision and Financing",,FALSE,NA,NA,1218.25,1.081,108335 - 11046 - 14.07.2021,40AC-0_206184,167341,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1150.786308973173,10.1186/s13358-021-00229-9,Preservation of isolated nautilid soft parts with central nervous system and eyes from the Lebanese Cenomanian,2021-07-14,Swiss Journal of Palaeontology,Springer Nature,FALSE,NA,NA,1244,1.081,108322 - 10752 - 14.07.2021,20AC-1_206165,169627,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1843.4320074005552,10.1038/s41598-021-93813-5,"A single session of moderate intensity exercise influences memory, endocannabinoids and brain derived neurotrophic factor levels in men",2021-07-14,Scientific Reports,,FALSE,NA,NA,1992.75,1.081,108321 - 10859 - 14.07.2021,32AC-0_206156,159862,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2090.49953746531,10.1186/s12992-021-00723-2,Impact of mining projects on water and sanitation infrastructures and associated child health outcomes: A multi-country analysis of Demographic and Health Surveys (DHS) in sub-Saharan Africa,2021-07-14,Globalization and Health,BMC,FALSE,NA,NA,2259.83,1.081,108328 - 10752 - 14.07.2021,40AC-0_206177,194003,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2121.5911193339502,10.1186/s12862-021-01874-x,"Lizards and snakes from the earliest Miocene of Saint-Gérand-le-Puy, France - an anatomical and histological approach of some of the oldest Neogene squamates from Europe",2021-07-14,BMC Ecology and Evolution,BioMed Central Limited / Springer Nature,FALSE,NA,NA,2293.44,1.081,108324 - 10752 - 14.07.2021,31AC-0_206176,179401,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2303.3487511563367,10.7554/eLife.67388,Systematic screening of viral and human genetic variation identifies antiretroviral resistance and immune escape link,2021-07-14,eLife,,FALSE,2050-084X,http://doi.org/10.7554/eLife.67388,2489.92,1.081,108323 - 10821 - 14.07.2021,BSAC-0_206174,155851,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2303.3487511563367,10.7554/elife.66031,Organ geometry channels reproductive cell fate in the Arabidopsis ovule primordium,2021-07-14,eLife,,FALSE,2050-084X,http://doi.org/10.7554/eLife.66031,2489.92,1.081,108331 - 10821 - 14.07.2021,31AC-0_206180,170167,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2523.6262719703977,10.3389/fimmu.2021.692004,The importance of metabolism for immune homeostasis in allergic diseases,2021-07-14,Frontiers in Immunology,Frontiers ,FALSE,NA,NA,2728.04,1.081,108333 - 10239 - 14.07.2021,31AC-0_206182,189334,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2717.946345975948,10.3389/fpsyg.2021.694205,The Khoekhoegowab Personality Inventory: The Comparative Validity of a Locally Derived Measure of Traits,2021-07-14,Cultural Psychology,Frontiers in Psychology,FALSE,NA,NA,2938.1,1.081,108327 - 10239 - 14.07.2021,10AC--_206173,179458,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2717.946345975948,10.3389/fncel.2021.701783,Local cisplatin delivery in mouse reliably models sensorineural ototoxicity without systemic side effects ,2021-07-14,Frontiers in cellular Neurosciences,Frontiers media sa,FALSE,NA,NA,2938.1,1.081,108329 - 10239 - 14.07.2021,31AC-0_206178,170193,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2717.946345975948,10.3389/fpls.2021.715309,An Affordable Image-Analysis Platform to Accelerate Stomatal Phenotyping During Microscopic Observation,2021-07-14,"Frontiers in Plant Science, section Plant Physiology",,FALSE,NA,NA,2938.1,1.081,108336 - 10239 - 14.07.2021,31AC-0_206185,182318,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2717.946345975948,10.3389/fpls.2021.709858,Caterpillar-induced volatile emissions in cotton: the relative importance of damage and insect-derived factors,2021-07-14,Frontiers in Plant Science-Plant Pathogen Interactions,Frontiers Media SA,FALSE,NA,NA,2938.1,1.081,108338 - 10239 - 14.07.2021,31AC-0_206114,185319,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2987.9740980573542,10.1021/jacsau.1c00128,Thiol-Mediated Uptake,2021-07-14,JACS Au,,FALSE,NA,http://doi.org/10.1021/jacsau.1c00128,3230,1.081,108337 - 10678 - 14.07.2021,51AC-0_206187,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3013.8760407030527,10.1038/s42003-021-02328-2,Auditory cortical micro-networks show differential connectivity during voice and speech processing in humans,2021-07-14,Communications Biology,,FALSE,2399-3642,http://doi.org/10.1038/s42003-021-02328-2,3258,1.081,108320 - 10915 - 14.07.2021,10AC--_206166,182135,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3121.184088806661,10.1021/jacsau.0c00069,Genetically Encoded Supramolecular Targeting of Fluorescent Membrane Tension Probes within Live Cells: Precisely Localized Controlled Release by External Chemical Stimulation,2021-07-14,JACS Au,,FALSE,NA,NA,3374,1.081,108332 - 10678 - 14.07.2021,51AC-0_206181,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4146.022201665125,10.1126/sciadv.abf6709,Zona Incerta subpopulations differentially encode and modulate anxiety,2021-07-14,Science Advances,,FALSE,NA,NA,4481.85,1.081,108325 - 10815 - 14.07.2021,BSAC-0_206167,"155830, 150683",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4491.526364477336,10.1158/2326-6066.cir-20-0784,MHC Class II Antigen Presentation by Lymphatic Endothelial Cells in Tumors Promotes Intratumoral Regulatory T cell–Suppressive Functions,2021-07-14,Cancer Immunology Research,,TRUE,2326-6074,NA,4855.34,1.081,108330 - 10815 - 14.07.2021,31AC-0_206179,"166541, 185255",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3828.929694727105,10.1126/sciadv.abf7906,FAN1-MLH1 interaction impacts repair of DNA interstrand crosslinks and slipped-CAG\/CTG repeats,2021-07-09,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,4139.073,1.081,APC600223889,NA,176161,Chronoshub
Swiss National Science Foundation (SNSF),2021,357.72432932469934,10.1177/20563051211017482,"From “Nasa Lies” to “Reptilian Eyes”: Mapping communication about ten conspiracy theories, their communities, and propagators on Twitter",2021-07-08,Social Media + Society,,FALSE,NA,NA,386.7,1.081,108246 - 10674 - 08.07.2021,IZAC-0_205794,186296,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1403.6022201665126,10.5194/bg-18-3087-2021,"Methane oxidation in the waters of a humic-rich boreal lake stimulated by photosynthesis, nitrite, Fe(III) and humics",2021-07-08,Biogeosciences,Copernicus GmbH,FALSE,NA,NA,1517.294,1.081,Reimbursement BG-PUC-2021-160,NA,153091,Chronoshub
Swiss National Science Foundation (SNSF),2021,1358.844588344126,10.1364/OME.428378,Optimized 3D printing of THz waveguides with cyclic olefin copolymer,2021-07-08,Optical Materials Express,Optical Society of America,FALSE,NA,NA,1468.911,1.081,1528423,NA,190426,Chronoshub
Swiss National Science Foundation (SNSF),2021,1628.122109158187,10.3390/pharmaceutics13060877,Protamine-Based Strategies for RNA Transfection,2021-07-08,Pharmaceutics,MDPI,FALSE,NA,NA,1760,1.081,pharmaceutics-1214679,NA,198321,Chronoshub
Swiss National Science Foundation (SNSF),2021,1148.6790009250694,10.12688/f1000research.52159.1,Experimental-analytical approach to assessing mechanosensitive cartilage blood marker kinetics in healthy adults: dose-response,2021-07-08,F1000 Research,F1000 Research Ltd,FALSE,NA,NA,1241.722,1.081,6686125123,NA,184912,Chronoshub
Swiss National Science Foundation (SNSF),2021,1480.1110083256244,10.3390/biomedicines9070707,The pathways underlying the multiple roles of p62 in inflammation and cancer,2021-07-08,Biomedicines,MDPI,FALSE,NA,NA,1600,1.081,biomedicines-1246762,NA,197426,Chronoshub
Swiss National Science Foundation (SNSF),2021,1017.5763182238668,10.3390/v13071232,Lipofection with Synthetic mRNA as a Simple Method for T-Cell Immunomonitoring,2021-07-08,Viruses,MDPI,FALSE,NA,NA,1100,1.081,viruses-1231991,NA,198321,Chronoshub
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/ani11071940,Prevalence of BRD-Related Viral Pathogens in the Upper Respiratory Tract of Swiss Veal Calves,2021-07-08,Animals,MDPI,FALSE,NA,NA,1440,1.081,animals-1223781,NA,167083,Chronoshub
Swiss National Science Foundation (SNSF),2021,2127.1831637372807,10.7554/eLife.65152,GluA4 facilitates cerebellar expansion coding and enables associative memory formation,2021-07-08,eLife,eLife Sciences Publications,FALSE,NA,NA,2299.485,1.081,P006976,NA,174018,Chronoshub
Swiss National Science Foundation (SNSF),2021,2127.1831637372807,10.7554/eLife.65835,Cortico-autonomic local arousals and heightened somatosensory arousability during NREM sleep of mice in neuropathic pain,2021-07-08,eLife,eLife Sciences Publications,FALSE,NA,NA,2299.485,1.081,P006978,NA,184759,Chronoshub
Swiss National Science Foundation (SNSF),2021,4254.366327474561,10.1021/jacsau.1c00175,Slow escape from a helical misfolded state of the pore-forming toxin Cytolysin A,2021-07-08,JACS Au,American Chemical Society (ACS),FALSE,NA,NA,4598.97,1.081,APC600230513,NA,"149624, 188695",Chronoshub
Swiss National Science Foundation (SNSF),2021,1425.212765957447,10.5751/ES-12653-260418,"Why do large-scale agricultural investments induce different socio-economic, food security, and environmental impacts? Evidence from Kenya, Madagascar, and Mozambique",2021-07-08,Ecology and Society,Resilience Alliance,FALSE,NA,NA,1540.655,1.081,ES-2021-12653,NA,160405,Chronoshub
Swiss National Science Foundation (SNSF),2021,3828.929694727105,10.1126/sciadv.abg6995,Organic and conservation agriculture promote ecosystem multifunctionality,2021-07-08,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,4139.073,1.081,APC600225970,NA,143097,Chronoshub
Swiss National Science Foundation (SNSF),2021,2552.6197964847365,10.1001/jamanetworkopen.2021.23007,Effect of a Mobile App on Prehospital Medication Errors During Simulated Pediatric Resuscitation: A Randomized Clinical Trial,2021-07-08,JAMA Network Open,American Medical Association,FALSE,NA,NA,2759.382,1.081,APC600228120,NA,182374,Chronoshub
Swiss National Science Foundation (SNSF),2021,2685.781683626272,10.2196/26476,Validation of Fitbit Charge 2 Sleep and Heart Rate Estimates Against Polysomnographic Measures in Shift Workers: Naturalistic Study,2021-07-08,Journal of Medical Internet Research,JMIR Publications,FALSE,NA,NA,2903.33,1.081,JMIR-26476-APF-0035259,NA,163439,Chronoshub
Swiss National Science Foundation (SNSF),2021,513.8297872340427,10.4202/app.00687.2019,"Research history, taphonomy, and age structure of a mass accumulation of the ornithopod dinosaur Dysalotosaurus lettowvorbecki from the Upper Jurassic of Tanzania",2021-07-07,Acta Palaeontologica Polonica,,FALSE,NA,NA,555.45,1.081,108207 - 12392 - 07.07.2021,PZAC-2_206106,174040,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,851.2395929694728,10.1186/s12917-020-02635-6,Determination of novel reference genes for improving gene expression data normalization in selected canine reproductive tissues – a multistudy analysis.,2021-07-07,BMC Veterinary Research,Springer Nature,FALSE,1746-6148,http://doi.org/10.1186/s12917-020-02635-6,920.19,1.081,108199 - 10752 - 07.07.2021,31AC-0_206104,182481,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,956.4477335800186,10.3390/socsci10070239,The Reshaping of Daily Time During the COVID-19 Pandemic: Lone Parent's Work-Family Articulation in a Low-Intensity Lockdown,2021-07-07,Social Sciences,Multidisciplinary Digital Publishing Institute,FALSE,NA,NA,1033.92,1.081,108219 - 10415 - 07.07.2021,51AC-0_206094,185901,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1058.2793709528214,10.7717/peerj.11805,The phylogenetic relationships of geoemydid turtles from the Eocene Messel Pit Quarry: a first assessment using methods for continuous and discrete characters,2021-07-07,PeerJ,,FALSE,NA,NA,1144,1.081,108209 - 1603 - 07.07.2021,20AC-1_206153,153502,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1539.2691951896393,10.1098/rsos.210254,Inhibition-of-return-like effects in working memory? A preregistered replication study of Johnson et al. (2013).,2021-07-07,Royal Society Open Science,,FALSE,NA,NA,1663.95,1.081,108205 - 10977 - 07.07.2021,PCAC-1_206099,181141,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1434.6716003700278,10.3390/brainsci11070829,Bidirectional Association between Physical Activity and Dopamine Across Adulthood—A Systematic Review,2021-07-07,Brain Sciences,MDPI AG,FALSE,2076-3425,NA,1550.88,1.081,108204 - 10415 - 07.07.2021,51AC-0_206110,185901,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1630.4162812210916,10.1371/journal.pone.0253182,Less need for differentiation? Intestinal length of reptiles as compared to mammals,2021-07-07,PLoS One,,FALSE,NA,NA,1762.48,1.081,108215 - 10850 - 07.07.2021,CRAC-5_206141,189970,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1593.8945420906568,10.3390/ijms22094359,Ubiquitin and Ubiquitin-Like Proteins and Domains in Ribosome Production and Function: Chance or Necessity?,2021-07-07,International Journal of Molecular Sciences,,FALSE,1422-0067,http://doi.org/10.3390/ijms22094359,1723,1.081,108211 - 10676 - 07.07.2021,31AC-0_206133,"156764, 175547",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1652.876965772433,10.3390/ijms22136691,Life and death of immature neurons in the juvenile and adult primate amygdala,2021-07-07,International Journal of Molecular Sciences,MDPI,FALSE,NA,NA,1786.76,1.081,108212 - 10415 - 07.07.2021,31AC-0_206137,143956,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1865.8741905642923,10.1038/s41598-021-91770-7,Deletion of the clock gene Period2 (Per2) in glial cells alters mood-related behavior in mice,2021-07-07,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-91770-7,2017.01,1.081,108200 - 10859 - 07.07.2021,31AC-0_206105,184667,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1865.8741905642923,10.1038/s41598-021-90549-0,A system for controlling vocal communication networks,2021-07-07,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-90549-0,2017.01,1.081,108202 - 10859 - 07.07.2021,31AC-0_206091,"182638, 156976",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2330.490286771508,10.1371/journal.pgen.1009625,Light affects behavioral despair involving the clock gene Period 1,2021-07-07,PLoS Gentics,Public Library of Science,FALSE,NA,NA,2519.26,1.081,108198 - 10850 - 07.07.2021,31AC-0_206101,"184667, 166682",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2417.918593894542,10.1016/j.jbc.2021.100809,Substrate specificities and reaction kinetics of the yeast oligosaccharyltransferase isoforms,2021-07-07,Markus AebiJournla of Biological Chemistry,,FALSE,NA,NA,2613.77,1.081,108214 - 10822 - 07.07.2021,CRAC-5_206132,173709,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2553.376503237743,10.3389/fnins.2021.696240,Improved speech in noise perception in the elderly after six months of musical instruction,2021-07-07,Frontiers in Neuroscience - Auditory Cognitive Neuroscience,Frontiers ,FALSE,NA,NA,2760.2,1.081,108208 - 10239 - 07.07.2021,10AC-D_206135,170410,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2749.981498612396,10.3389/fimmu.2021.693055,Tissue-Resident Memory T Cells in Antifungal Immunity,2021-07-07,Frontiers in Immunology,Frontiers,FALSE,NA,NA,2972.73,1.081,108197 - 10239 - 07.07.2021,31AC-0_206100,"189255, 173863, 166206",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2749.981498612396,10.3389/fpubh.2021.689248,Rationale and Design of a Panel Study Investigating Six Health Effects of Airborne Pollen: The EPOCHAL Study,2021-07-07,Frontiers in Public Health,Frontiers Media SA,FALSE,2296-2565,http://doi.org/10.3389/fpubh.2021.689248,2972.73,1.081,108203 - 10239 - 07.07.2021,PZAC-3_206102,185864,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3258.094357076781,10.1126/sciadv.abg2293,Mitigation of Pseudomonas syringae Virulence by Signal Inactivation,2021-07-07,Science Advances,AAAS,FALSE,NA,NA,3522,1.081,108216 - 12393 - 07.07.2021,CRAC-5_206142,"182043, 186410",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4038.852913968548,10.15252/emmm.202013180,Intraductal xenografts show lobular carcinoma cells rely on their own extracellular matrix and LOXL1,2021-07-07,EMBO Molecular Medicine,Wiley,FALSE,1757-4684,http://doi.org/10.15252/emmm.202013180,4366,1.081,108210 - 10179 - 07.07.2021,31AC-0_206098,179163,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4136.956521739131,10.1002/advs.202101764,Towards efficient Cataluminescence in Er-substituted perovskites,2021-07-07,Advanced Science,Wiley-VCH GmbH ,FALSE,NA,NA,4472.05,1.081,108201 - 10764 - 07.07.2021,CRAC-2_206109,"172662, 190358, 182987",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5001.433857539316,10.1038/s41467-021-24289-0,Observation of a singular Weyl point surrounded by charged nodal walls in PtGa,2021-07-07,Nature Communications,Springer Nature,FALSE,NA,NA,5406.55,1.081,108217 - 12310 - 07.07.2021,IZAC-0_206140,170075,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3858.011100832563,10.1126/sciadv.abf4335,"FOXC2 controls adult lymphatic endothelial specialization, function and gut lymphatic barrier preventing multi-organ failure",2021-06-18,Science Advances,,FALSE,NA,NA,4170.51,1.081,108714 - 10815 - 18.06.2021,CRAC-5_206820,"160674, 190200, 177191, 156266",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1112.8769657724329,10.1186/s40878-021-00244-2,The well-being of newly regularized migrant workers. Determinants of their satisfaction with life as compared to undocumented migrant workers and regular local residents,2021-06-17,Comparative Migration Studies,SpringerOpen,FALSE,NA,NA,1203.02,1.081,107962 - 10752 - 17.06.2021,10AC-D_205782,182208,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1852.9602220166512,10.1038/s41598-021-92549-6,Psychophysical Profiles in Super-Recognizers,2021-06-17,Scientific Reports,Springer Nature Limited,FALSE,NA,NA,2003.05,1.081,107959 - 10859 - 17.06.2021,PRAC-1_205983,179872,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1863.5060129509714,10.1038/s41598-021-90962-5,"Giant Mesozoic coelacanths (Osteichthyes, Actinistia) reveal high body size disparity decoupled from taxic diversity",2021-06-08,Scientific Reports,,FALSE,NA,NA,2014.45,1.081,107866 - 10859 - 08.06.2021,20AC-1_205773,172700,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1922.8122109158187,10.1186/s12888-021-03149-7,Mental health of undocumented migrants and migrants undergoing regularization in Switzerland: a cross-sectional study.,2021-06-03,BMC Psychiatry,Springer Nature,FALSE,NA,NA,2078.56,1.081,107804 - 10752 - 03.06.2021,10AC--_204469,182208,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1972.127659574468,10.1371/journal.pntd.0009313,Validation of a human-serum-based in vitro growth method for drug screening on juvenile development stages of Schistosoma mansoni,2021-05-31,PLOS Neglected Tropical Diseases,,FALSE,NA,NA,2131.87,1.081,107743 - 10850 - 31.05.2021,32AC-0_204014,175585,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1315.4301572617946,10.5194/esd-12-621-2021,Space-time dependence of compound hot-dry events in the United States: assessment using a multi-site multi-variable weather generator,2021-05-27,Earth System Dynamics,Copernicus,TRUE,NA,http://doi.org/10.5194/esd-2021-5,1421.98,1.081,107723 - 10754 - 27.05.2021,P4AC-2_205635,183844,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4268.825161887142,10.1002/advs.202002312,Thermodynamics and Dynamics of Supercritical Water Pseudo‐Boiling,2021-05-27,Advanced Science,,FALSE,2198-3844,http://doi.org/10.1002/advs.v8.3,4614.6,1.081,107727 - 10477 - 27.05.2021,20AC-1_205639,153314,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2689.435707678076,10.3389/fnins.2021.669194,Altered Gray-White Matter Boundary Contrast in Toddlers at Risk for Autism Relates to Later Diagnosis of Autism Spectrum Disorder,2021-05-21,Frontiers in Neuroscience,Frontiers,FALSE,NA,NA,2907.28,1.081,107675 - 10239 - 21.05.2021,PPAC-3_205489,"190084, 185897",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4988.658649398705,10.1038/s41467-021-23862-x,Machine-learning predicts genomic determinants of meiosis-driven structural variation in a eukaryotic pathogen,2021-05-21,Nature Communications,Springer Nature,FALSE,NA,NA,5392.74,1.081,107671 - 10859 - 21.05.2021,31AC-0_205531,173265,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1608.3348751156336,10.2196/26028,"Interactive Computer Game to Improve Selective Voluntary Motor Control in Children with Upper Motor Neuron Lesions: Prerequisites, Development and Preliminary Feasibility.",2021-05-17,JMIR Serious Games,JMIR Publications,TRUE,NA,NA,1738.61,1.081,107618 - 10978 - 17.05.2021,32AC-0_205371,179471,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1782.8307123034228,10.1136/bmjopen-2020-044090,Are weak or negative clinical recommendations associated with higher geographic variation in utilization than strong or positive recommendations? Cross-sectional study of 24 health care services,2021-05-17,BMJ Open,,FALSE,NA,NA,1927.24,1.081,107606 - 10815 - 17.05.2021,40AC-0_205381,167349,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1793.3395004625347,10.3390/antibiotics10050574,Does an antibiotic stewardship applied in a pig farm lead to low ESBL prevalence?,2021-05-17,Antibiotics,,FALSE,NA,NA,1938.6,1.081,107611 - 10415 - 17.05.2021,40AC-0_205403,177381,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1992.599444958372,10.1093/narcan/zcab013,Cancer LncRNA Census 2 (CLC2): an enhanced resource reveals clinical features of cancer lncRNAs,2021-05-17,"NAR Cancer",,TRUE,NA,NA,2154,1.081,107621 - 10670 - 17.05.2021,51AC-0_205370,182880,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4988.658649398705,10.1038/s41467-021-23439-8,A distinct growth physiology enhances bacterial growth under rapid nutrient fluctuations,2021-05-17,Natur Communications,,FALSE,NA,NA,5392.74,1.081,107613 - 10859 - 17.05.2021,51AC-0_205329,185897,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4988.658649398705,10.1038/s41467-021-23630-x,High throughput screening identifies SOX2 as a Super Pioneer Factor that inhibits DNA methylation maintenance at its binding sites,2021-05-17,Nature Communications,"Springer Nature Limited The Campus, 4 Crinan Street LONDON, N1 9XW, UK",FALSE,NA,NA,5392.74,1.081,107625 - 10859 - 17.05.2021,PPAC-3_205356,190075,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1166.7345050878816,10.1186/s12913-021-06401-8,Out-of-pocket payments for health care under the National Health Insurance Scheme in Ghana: What do Insured clients pay for?,2021-05-10,BMC Health Services Research,Biomed Central,FALSE,NA,NA,1261.24,1.081,107527 - 10752 - 10.05.2021,40AC-0_205290,183760,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2697.169287696577,10.3389/feart.2021.667717,Drivers of recurring seasonal cycle of glacier calving styles and patterns,2021-05-05,Frontiers in Earth Science ,Frontiers Media SA,FALSE,2296-6463,NA,2915.64,1.081,107472 - 10239 - 05.05.2021,20AC-1_205266,156098,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3426.345975948196,10.1371/journal.pbio.3001158,Disparate temperature-dependent virus–host dynamics for SARS-CoV-2 and SARS-CoV in the human respiratory epithelium,2021-04-30,PLOS Biology,,FALSE,1545-7885,http://doi.org/10.1371/journal.pbio.3001158,3703.88,1.081,107421 - 10815 - 30.04.2021,31AC-0_205225,"196644, 179260",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1010.1757631822387,10.1177/26335565211012876,Focus and features of prescribing indications spanning multiple chronic conditions in older adults: a narrative review,2021-04-28,Journal of Multimorbidity and Comorbidity,SAGE,FALSE,NA,NA,1092,1.081,107417 - 11847 - 28.04.2021,P2AC-3_205238,184042,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1601.8131359851989,10.1038/s41598-020-80956-0,Complexity of the eukaryotic dolichol-linked oligosaccharide scramblase suggested by activity correlation profiling mass spectrometry,2021-04-28,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-020-80956-0,1731.56,1.081,107418 - 12172 - 28.04.2021,CRAC-5_204904,170923,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2157.594819611471,10.1186/s12938-021-00875-7,Identication of heart rate dynamics during treadmill exercise: comparison of first- and second-order models,2021-04-28,Biomedical Engineering OnLine,BMC,FALSE,NA,NA,2332.36,1.081,107407 - 10752 - 28.04.2021,32AC-0_205215,185351,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,734.3015726179464,10.3390/insects12040353,Remarkable Population Resilience in a North African Endemic Damselfly in the Face of Rapid Agricultural Transformation,2021-04-20,Insects,MDPI,FALSE,NA,NA,793.78,1.081,107318 - 10415 - 20.04.2021,P2AC-2_204826,175028,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1243.6817761332102,10.5194/hess-25-1813-2021,Bathymetry and latitude modify lake warming under ice,2021-04-16,Hydrology and Earth System Sciences,EGU,TRUE,NA,http://doi.org/10.5194/hess-2020-471,1344.42,1.081,107276 - 10754 - 16.04.2021,20AC-1_204304,175919,SNSF-OA-Grants
