"period","Institution - Abbrv","institution","ArticleTitle","JournalTitle","ISSN","NSD Level","DOI","euro"
2016,"UiO","University of Oslo","Skin barrier function and Staphylococcus aureus Colonization in Vestibulum Nasi and Fauces in Healthy Infants and Infants with Eczema: a Population-based Cohort Study","PLOS One","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0130145",1367.71
2016,"UiO","University of Oslo","Physiotherapy alone or in combination with corticosteroid injection for acute lateral epicondylitis: a randomised, controlled study","BMC Musculoskeletal Disorders","1471-2474",1,"10.1186/1471-2474-10-152",1695.17
2016,"UiO","University of Oslo","Compaction of granular material inside confined geometries","Frontiers In Physics","2296-424X",1,"http://dx.doi.org/10.3389/fphy.2015.00041",1477.61
2016,"UiO","University of Oslo","The effect of tracheotomy on drug consumption in patients with acute aneurysmal subarachnoid hemorrhage","BMC Anesthesiology","1471-2253",1,"http://dx.doi.org/10.1186/s12871-015-0029-5",1713.99
2016,"UiO","University of Oslo","A prospective cohort study of depression in pregnancy, prevalence and risk factors in a multiethnic population","BMC pregnancy and childbirth","1471-2393",1,"http://dx.doi.org/10.1186/s12884-014-0420-0",2140.89
2016,"UiO","University of Oslo","The gender of managers and sickness absence","SAGE Open","2158-2440",1,"http://dx.doi.org/10.1177/2158244015574208",79.48
2016,"UiO","University of Oslo","The inotropic effect of the active metabolite of levosimendan, OR-1896, is mediated through inhibition of PDE3 in rat ventricular myocardium","PLOS One","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0115547",1369.15
2016,"UiO","University of Oslo","Genetic Parentage Analysis Confirms a Polygynandrous Breeding System in the European Grayling (Thymallus thymallus)","PLOS One","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0122032",1388.27
2016,"UiO","University of Oslo","Exhausting treadmill running causes dephosphorylation of sMLC2 and reduced level of myofilament MLCK2 in slow twitch rat soleus muscle","Physiological Reports","2051-817X",1,"10.14814/phy2.12285",1729.16
2016,"UiO","University of Oslo","β-Adrenergic receptor signaling in prostate cancer","Frontiers in Oncology","2234-943x",1,"http://dx.doi.org/10.3389/fonc.2014.00375",1187.91
2016,"UiO","University of Oslo","Placental glucose transfer: A human in vivo study","PLOS Medicine","1549-1676",2,"    10.1371/journal.pone.0117084",1342.08
2016,"UiO","University of Oslo","Primary injuries and secondary organ failures in trauma patients with acute kidney injury treated with continuous renal replacement therapy","Scientifica","2090-908X",1,"http://dx.doi.org/10.1155/2014/235215",643.08
2016,"UiO","University of Oslo","Hospital- and patient-related factors associated with differences in hospital antibiotic use: analysis of national surveillance results","Antimicrobial resistance and infection control (BMC)","2047-2994",1,"http://dx.doi.org/10.1186/s13756-014-0040-5",1500.78
2016,"UiO","University of Oslo","Comparing Effects in Regular Practice of E-Communication and Web-Based Self-Management Support Among Breast Cancer Patients: Preliminary Results From a Randomized Controlled Trial","Journal of Medical Internet Research ","1438-8871",2,"http://dx.doi.org/10.2196/jmir.3348",1445.79
2015,"UiO","University of Oslo","Sensory impairments in community health care- A descriptive study of hearing and vision amons elderly Norwegians living at home.","Journal of Multidisciplinary Healthcare","1178-2390",1,"10.2147/JMDH.S58461",1604.71
"","","","","","","","",""
2015,"UiO","University of Oslo","Different bacterial communities in ectomycorrhizae and surrounding soil","Scientific Reports","2045-2322",1,"10.1038/srep03471",1228.87
2015,"UiO","University of Oslo","Recurrent headache and interpersonal violence in adolescence: the roles of psychological distress, loneliness and family cohesion: the HUNT study","The Journal of Headache and Pain","1129-2377",1,"10.1186/1129-2377-15-35",1233.0
2015,"UiO","University of Oslo","Nondirective meditation activates default mode network and areas associated with memory retrieval and emotional processing","Frontiers in Human Neuroscience","1662-5161",1,"10.3389/fnhum.2014.00086",1135.52
2015,"UiO","University of Oslo","Investigating executive functions in children with severe speech and movement disorders using structured tasks","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2014.00992",1095.03
2015,"UiO","University of Oslo","Statistical learning under incidental versus intentional conditions","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2014.00747",1117.39
2015,"UiO","University of Oslo","Neurocognitive decrements are present in intellectually superior schizophrenia","Frontiers in Psychiatry","1664-0640",1,"10.3389/fpsyt.2014.00045",1842.98
2015,"UiO","University of Oslo","Increased mortality in schizophrenia due to cardiovascular disease- a non-systematic review of epidemiology, possible cases and interventions","Frontiers in Psychiatry","1664-0640",1,"10.3389/fpsyt.2014.00137",1100.42
2015,"UiO","University of Oslo","An investigation into anti-proliferative effects of microRNAs encoded by the miR-106a-363 cluster on human carcinoma cells and keratinocytes using microarray profiling of miRNA transcriptomes","Frontiers in Genetics","1664-8021",1,"10.3389/fgene.2014.00246",1881.33
2015,"UiO","University of Oslo","Considerations in the assessment of hearth rate variability in biobehavioral research","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2014.00805",1131.61
2015,"UiO","University of Oslo","Controlling variation in the comet assay","Frontiers in Genetics","1664-8021",1,"10.3389/fgene.2014.00359",879.96
2015,"UiO","University of Oslo","33-ADRENOCEPTORS INHIBIT STIMULATED NOREPINEPHRINE RELEASE IN SPONTANEOUSLY HYPERTENSIVE RATS","Frontiers in Physiology","1664-042X",1,"10.3389/fphys.2014.00499",980.63
2015,"UiO","University of Oslo","A comparison between passive and active case finding in TB control in the Arkhangelsk region","International Journal of Circumpolar Health","1239-9736 / 2242- 3982",1,"10.3402/ijch.v73.23515",69.94
2015,"UiO","University of Oslo","Efforts to make Candida albicans less viruelt with forcus on disruption on its vacuole functions","Journal of Oral Microbiology","2000‐2297",1,"10.3402/jom.v6.23898",1439.87
2015,"UiO","University of Oslo","Bacteria and bacterial DNA in atherosclerotic plaque and aneurysmal wall biopsies from patients with and without periodontitis","Journal of Oral Microbiology","2000‐2297",1,"10.3402/jom.v6.23408",1760.13
2015,"UiO","University of Oslo","Strategies for the inhibition of gingipains for the potential treatment of periodontitis and associated systematic diseases","Journal of Oral Microbiology","2000‐2297",1,"10.3402/jom.v6.24800",1729.45
2015,"UiO","University of Oslo","Two vicious circles contributing to a diagnostic delay for tuberculosis patients in Arkhangelsk","Emerging Health Threats Journal","1752‐8550",1,"10.3402/ehtj.v7.24909",1312.73
2015,"UiO","University of Oslo","Modern maize varieties going local om the semi‐arid zone in Tanzania","BMC Evolutionary Biology","1471‐2148",2,"10.1186/1471-2148-14-1",1891.0
2015,"UiO","University of Oslo","Solubility of recombinant Src homology 2 domains expressed in E.coli can be predicted by TANGO","BMC Biotehcnology","1472‐6750",1,"10.1186/1472-6750-14-3",1913.17
2015,"UiO","University of Oslo","Food items contributing most to variation in antioxidant intake; a cross‐sectional study among Norwegian women","BMC Public Health","1471‐2458",1,"10.1186/1471-2458-14-45",1929.34
2015,"UiO","University of Oslo","Implementation of an intensive short‐term dynamic treatment program for patients with treatment‐resistant disorders in residential care","BMC Psychiatry","1471‐244x",1,"10.1186/1471-244X-14-12",1906.9
2015,"UiO","University of Oslo","Conscientious objection to referrals for abortion: pragmatic solution or threat to women's rights? A qualitative interview study.","BMC Medical Ethics","1472‐6939",1,"10.1186/1472-6939-15-15",1893.49
2015,"UiO","University of Oslo","Temporal pattern of questing tick lxodes ricinus density at differing elevations in the coastal region of western Norway","Parasites & Vectors","1756‐3305",1,"10.1186/1756-3305-6-187",1747.53
2015,"UiO","University of Oslo","Pap‐smear or HPV‐test: Does the primary screening test influence women's anxiety and intention to screem for cervical cancer? A randomized survey of Norwegian women.","BMC Public Health","1471‐2458",1,"10.1186/1471-2458-14-36",1865.7
2015,"UiO","University of Oslo","The inverse association between relative abundances of oleic acid and arachidonic acid is related to alpha‐linolenic acid.","Lipids in Health and Disease","1476‐511X",1,"10.1186/1476-511X-13-76",1920.8
2015,"UiO","University of Oslo","Discriminative ability of the generic and condition specific Oral Impact on Daily Performance (OIDP) among adolescents with and without hypodontia","BMC Oral Health","1472‐6831",2,"10.1186/1472-6831-14-57",1933.65
2015,"UiO","University of Oslo","Automatic Measurement of Aortic Annulus Diameter in 3‐ Dimensional Transoesophageal Echocardiograhy","BMC Medical Imaging","1471‐2342",1,"10.1186/1471-2342-14-31",1902.79
2015,"UiO","University of Oslo","Characteristics of women who continue smoking during pregnacy: a cross‐sectional study of pregnant women and new mothers in 15 European countries.","BMC Pregnacy and Childbirth","1471‐2393",1,"10.1186/1471-2393-14-21",2002.29
2015,"UiO","University of Oslo","Self‐induced vomiting and dental erosion‐ a clinical study","BMC Oral Health","1472‐6831",2,"10.1186/1472-6831-14-92",2032.84
2015,"UiO","University of Oslo","Circumpolar phylogeography of the northern pike (Esox lucius) and its relationship to the Amur pike (E.reichertii)","Frontiers in Zoology","1742‐9994",1,"10.1186/s12983-014-0067-8",2105.42
2015,"UiO","University of Oslo","Heligmosomides neopolygyrus Asakawa & Ohbayashi 1986 a cryptic Asian nematode infecting the striped field mouse Apodemus agrarius in Central Europe","Parasites & Vectors","1756‐3305",1,"10.1186/preaccept-1474965495122523",1819.26
2015,"UiO","University of Oslo","Environmental exposures and the risk of multiplesclerosis investigated in a Norwegian case‐control study","BMC Neurology","1471‐2377",1,"10.1186/s12883-014-0196-x",2015.73
2015,"UiO","University of Oslo","Prognostic value of high‐sensitivity troponin T levels in patients with ventricular arrhythmias and out‐of‐hospital cardiac arrest: data from the prospecticve FINNRESUSCI study","Critical Care","1364‐8535",2,"10.1186/s13054-014-0605-y",2034.8
2015,"UiO","University of Oslo","Attachment site selection of life stages of lxodes ricinus ticks on a main large host in Europe the red deer (Cervus elaphus)","Parasites & Vectors","1756‐3305",1,"10.1186/s13071-014-0510-x",1887.3
2015,"UiO","University of Oslo","More rumination and less effective emotion regulation in previously depressed women with preserved executive functions","BMC Psychiatry","1471‐244x",1,"10.1186/s12888-014-0334-4",2061.62
2015,"UiO","University of Oslo","Association between moderate to severe psoriasis and periodontitis in a Scandinavian population","BMC Oral Health","1472-6831",1,"10.1186/1472-6831-14-13",2025.57
2015,"UiO","University of Oslo","Development of mental health problem- A follow-up study of unaccompanied refugee minors","Child and Adolescent Psychiatry and Mental Health","1753-2000",1,"10.1186/1753-2000-8-29",1815.83
2015,"UiO","University of Oslo","Ethical challenges in connetcion with the use of coercion. A focus goup study of health care personnel in mental health care.","BMC Medical Ethics","1472-6939",1,"10.1186/1472-6939-15-82",2102.32
"","","","","","","","",""
2015,"UiO","University of Oslo","Interaction effects between weather and space use on harvesting effort and patterns in red deer","Ecology and Evolution","2045-7758",1,"10.1002/ece3.1318",2238.0
2015,"UiO","University of Oslo","The role of interleukin-13 in the removal of hyper-radiosensitivity by priming irradiation","Journal of Radiation Research","0449-3060",1,"10.1093/jrr/rru053",1467.03
2015,"UiO","University of Oslo","Redetermined structure of P-dl-methionine at 105 K: An example of t","hActa Crystallographica","1600-5368",1,"10.1107/S1600536814022223",149.58
"","","","","","","","",""
2015,"UiO","University of Oslo","Natural stochasticity vs. management effort: Use of year-to-year variance for disentangling significance of two mutually confounding factors affecting water quality of a Norwegian cold dimictic lake","Hydrology and Earth System Sciences Discussions","1812-2108",1,"10.5194/hessd-11-12489-2014",855.08
2015,"UiO","University of Oslo","Enamel matrix derivative promote primary human pulp cell differentiation and mineralization","International Journal of Molecular Sciences","1422-0067",1,"10.3390/ijms15057731",1514.12
2015,"UiO","University of Oslo","","Materials","1996-1944",1,"10.3390/ma7032210",1194.48
2015,"UiO","University of Oslo","Insecticidal activities of bark, leaf and seed extracts of Zanthoxylum heitzii against the African maleria vector Anopheles gambiae","Molecules","1420-3049",1,"10.3390/molecules191221276",1837.79
2015,"UiO","University of Oslo","Small changes in gene expression of targeted osmoregulatory genes when exposing marine and freshwater threespine stickleback (Gasterosteus aculeatus) to abrupt salinity transfers","PLOS One","1932-6203",1,"10.1371/journal.pone.0106894",1165.92
2015,"UiO","University of Oslo","Prevention of HPV-related cancers in Norway: Cost-effectiveness of expanding the HPV vaccination program to include pre-adolescent boys","PLOS One","1932-6203",1,"10.1371/journal.pone.0089974",1180.71
2015,"UiO","University of Oslo","Association of variable number of tandem repeats in the coding region of the FAM46A gene, FAM46A rs11040 SNP and BAG6 rs3117582 SNP with susceptibility to tuberculosis","PLOS Genetics","1553-7404",1,"10.1371/journal.pone.0091385",1159.05
2015,"UiO","University of Oslo","Change in access to prescribed medication following an episode of deliberate self-poisoning: A multilevel approach","PLOS One","1932-6203",1,"10.1371/journal.pone.0098086",1133.25
2015,"UiO","University of Oslo","Stochasticity and determinism: How density-independent and density-dependent processes affect population variability","PLOS One","1932-6203",1,"10.1371/journal.pone.0098940",1113.8
2015,"UiO","University of Oslo","A new upper jurassic ophthalmosaurid ichthyosaur from the Slottsmøya Member, Agardhfjellet Formation of central Spitsbergen","PLOS One","1932-6203",1,"10.1371/journal.pone.0103152",1157.21
2015,"UiO","University of Oslo","The oral commensal Streptococcus mitis shows a mixed memory Th cell signature that is similar to and cross-reactive with Streptococcus pneumoniae","PLOS One","1932-6203",1,"10.1371/journal.pone.0104306",1165.69
2015,"UiO","University of Oslo","Distinctly different dynamics and kinetics of two steroid receptors at the same response elements in living cells","PLOS One","1932-6203",1,"10.1371/journal.pone.0105204",1215.38
2015,"UiO","University of Oslo","RNA-sequencing analysis of HEPG2 cells treated with atorvastatin....","PLOS One","1932-6203",1,"10.1371/journal.pone.0105836",1177.63
2015,"UiO","University of Oslo","Effect of storage temperature on cultured epidermal cell sheets stored in xenobiotic-free medium","PLOS One","1932-6203",1,"10.1371/journal.pone.0105808",1177.63
2015,"UiO","University of Oslo","Open tubular lab-on-column/mass spectrometry for targeted proteomics of nanogram sample amounts","PLOS One","1932-6203",1,"10.1371/journal.pone.0106881",1180.74
2015,"UiO","University of Oslo","Reliability of corneal dynamic scheimpflug analyser measurements in virgin and post-PRK eyes","PLOS One","1932-6203",1,"10.1371/journal.pone.0109577",1169.79
2015,"UiO","University of Oslo","Life without Oxygen: Gene Regulatory Responses of the Crucian Carp (Carassius carassius) Heart Subjected to Chronic Anoxia","PLOS One","1932-6203",1,"10.1371/journal.pone.0109978",1195.84
2015,"UiO","University of Oslo","Temporal Dynamics of Top Predators Interactions in the Barents Sea","PLOS One","1932-6203",1,"10.1371/journal.pone.0110933",1209.3
2015,"UiO","University of Oslo","Gratitude Depends on the Relational Model of Communal Sharing","PLOS One","1932-6203",1,"10.1371/journal.pone.0086158",1163.75
2015,"UiO","University of Oslo","Global Gene Expression Analysis Reveals a Link between NDRG1 and Vesicle Transport","PLOS One","1932-6203",1,"10.1371/journal.pone.0087268",1163.75
2015,"UiO","University of Oslo","Hospitalisation for chronic obstructive pulmonary disease and risk of suicide: a population-based case-control study","BMJ Open","2044-6055",1,"10.1136/bmjopen-2014-006363",1974.35
2015,"UiO","University of Oslo","Glacier Area and Length Changes in Norway from Repeat Inventorles","The Cryosphere","1994-0416",1,"10.5194/tc-8-1885-2014",1288.76
2015,"UiO","University of Oslo","Oxidized Lipids and Lysophosphatidylcholine Induce the Chemotaxis, Up-Regulate the Expression of CCR9 and CXCR4 and Abrogate the Release of IL-6 in Human Monocytes","Toxins","2072-6651",1,"10.3390/toxins6092840",953.68
2015,"UiO","University of Oslo","Psyhometric properties of a sign language version of the Mini International Neuropsychiatric Interview (MINI)","BMC Psychiatry","1471-244x",1,"10.1186/1471-244X-14-148",1473.23
2015,"UiO","University of Oslo","Loss of lysosomal membrane protein NCU-G1 in mice results in spontaneous liver fibrosis with accumulation of lipofuscin and iron in Kupffer cells","Disease models and mechanisms","1754-8411",1,"10.1242/dmm.014050",2943.49
2015,"UiO","University of Oslo","BLASTGrabber: A bioinformatic tool for visualization, analysis and sequence selection of massive BLAST data","BMC Bioinformatics","1471-2105",2,"10.1186/1471-2105-15-12",1940.39
2015,"UiO","University of Oslo","Protozoan ALKBH8 Oxygenases Display both DNA Repair and tRNA Modification Activities","PLOS One","1932-6203",1,"10.1371/journal.pone.0098729",1122.79
2015,"UiO","University of Oslo","Overexpression of SMPX in adult skeletal muscle does not change skeletal muscle fiber type or size","PLOS One","1932-6203",1,"10.1371/journal.pone.0099232",892.64
2015,"UiO","University of Oslo","Feasibility of a brief intervention for medication-overuse headache in primary care- a pilot study","BMC Research Notes","1756-0500",1,"10.1186/1756-0500-7-165",801.35
2015,"UiO","University of Oslo","Medication use in pregnancy: a cross-sectional, multinational webbased study","BMJ Open","2044-6055",1,"10.1136/bmjopen-2013-004365",1572.89
2015,"UiO","University of Oslo","The Ethics of Neuromodulationfor Anorexia Nervosa: A focus on rTMS","Journal of Eating Disorders","2050-2974",1,"10.1186/2050-2974-2-10",1330.62
2015,"UiO","University of Oslo","Destabilisation of an Arctic ice cap triggered by a hydrothermodynamic feedback to summer-melt","The Cryosphere Discussions","2685-2719",1,"10.5194/tcd-8-2685-2014",778.07
2015,"UiO","University of Oslo","The effect of a pre-and postoperative orthogeriatric service on cognitive function in patients with a hip fracture: randomised controlled trial (Oslo Orthogeriatric Trial)","BMC Medicine","1741-7015",1,"10.1186/1741-7015-12-63",1789.5
2015,"UiO","University of Oslo","The indispensable intermediaries: A qualitative study of informal caregivers' struggle to achieve influence at and after hospital discharge","BMC Health Services Research","1472-6963",2,"10.1186/1472-6963-14-33",1558.05
2015,"UiO","University of Oslo","Surface kinematics of periglacial sorted circles using structure-frommotion technology","The Cryosphere Discussions","2685-2719",1,"10.5194/tcd-7-6043-2013",1065.17
2015,"UiO","University of Oslo","The Opportunity of Linked Data for the European Higher Education Area","International journal of information and education technology","2010-3689",1,"10.7763/ijiet.2016.v6.659",251.97
2016,"UiS","University of Stavanger","Classifying dementia using local binary patterns from different regions in magnetic resonance images","International Journal of Biomedical Imaging","1687-4196",1,"10.1155/2015/572567",708.94
"","","","","","","","",""
2016,"UiT","University of Tromsø - The Arctic University of Norway","Prevalence and characteristics of suicide attempters and ideators among acutely admitted psychiatric patients in northwest Russia and northern Norway","BMC Psychiatry","1471-244X",1,"http://dx.doi.org/10.1186/s12888-015-0545-3",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Walking the talk: Implementing the International Voluntary Guidelines for Securing Sustainable Small-Scale Fisheries","Maritime Studies","1872-7859",1,"http://dx.doi.org/10.1186/s40152-014-0016-3",839.83
2016,"UiT","University of Tromsø - The Arctic University of Norway","Prevalence of self-reported myocardial infarction in Sami and non-Sami populations: The SAMINOR study     ","International journal of circumpolar Health","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.24424 ",580.16
2016,"UiT","University of Tromsø - The Arctic University of Norway","Tertiary lymphoid structures are associated with higher tumor grade in primary operable breast carcinomas. ","BMC Cancer ","1471-2407",1,"http://dx.doi.org/10.1186/s12885-015-1116-1",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Norwegian General Practitioners’ Perspectives on Implementation of a Guided Web-Based Cognitive Behavioral Therapy for Depression: A Qualitative Study","Journal of Medical Internet Research (JMIR)","1438-8871",2,"10.2196/jmir.3556",1381.66
2016,"UiT","University of Tromsø - The Arctic University of Norway","The immediate global responses of Aliivibrio salmonicida to iron limitations","BMC Microbiology","1471-2180",1,"http://dx.doi.org/10.1186/s12866-015-0342-7",2154.94
2016,"UiT","University of Tromsø - The Arctic University of Norway","Polymorphisms on PAI-1 and ACE genes are associated with fibrinolytic bleeding after on-pump cardiac surgery","BMC Anesthesiology","1471-2253",1,"http://dx.doi.org/10.1186/s12871-015-0101-1",1581.41
2016,"UiT","University of Tromsø - The Arctic University of Norway","Deciphering the signaling mechanisms of the plant cell wall degradation machinery in Aspergillus oryzae","BMC Systems Biology","1047-8477",1,"http://dx.doi.org/10.1186/s12918-015-0224-5",2080.36
2016,"UiT","University of Tromsø - The Arctic University of Norway","A Deliberative Approach to Valuation and Precautionary Management of Cold Water Corals","Maritime Studies","1872-7859",1,"http://dx.doi.org/10.1186/s40152-015-0023-z",829.49
2016,"UiT","University of Tromsø - The Arctic University of Norway","Prevalence of birth defects in an Arctic Russian setting from 1973 to 2011: a register-based study     ","Reproductive Health","1742-4755",1,"http://dx.doi.org/10.1186/1742-4755-12-3",1553.79
2016,"UiT","University of Tromsø - The Arctic University of Norway","On the relative effect of spawning asynchrony, sperm quantity and sperm quality on paternity under sperm competition","Frontiers in Ecology and Evolution ","2296-701X",1,"http://dx.doi.org/10.3389/fevo.2015.00077",1511.21
2016,"UiT","University of Tromsø - The Arctic University of Norway","Symptoms reported by head and neck cancer patients during radiotherapy and association with mucosal ulceration site and size: an observational study     ","PLoS ONE","1472-6831",1,"http://dx.doi.org/10.1371/journal.pone.0129001",1382.96
2016,"UiT","University of Tromsø - The Arctic University of Norway","How can placebo effects best be applied in clinical practice? A narrative review","Journal of Psychology Research and Behavior Management","1179-1578",1,"10.2147/PRBM.S75670",1774.63
2016,"UiT","University of Tromsø - The Arctic University of Norway","Predictors for treatment with antibiotics and systemic corticosteroids in acute exacerbations of chronic obstructive pulmonary disease and asthma in general practice.","BMC Family Practice","1471-2296",1,"http://dx.doi.org/10.1186/s12875-015-0256-3",1655.5
2016,"UiT","University of Tromsø - The Arctic University of Norway","The cross-cultural validity of the Resilience Scale for Adults: A comparison between Norway and Brazil","BMC Psychology","2050-7283",1,"http://dx.doi.org/10.1186/s40359-015-0076-1",1581.41
2016,"UiT","University of Tromsø - The Arctic University of Norway","Prognostic impact of CXCL16 and CXCR6 in non-small cell lung cancer: combined high CXCL16 expression in tumor stroma and cancer cells yields improved survival","BMC Cancer","1471-2407",1,"http://dx.doi.org/10.1186/s12885-015-1446-z",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","PET-CT in the sub-arctic region of Norway 2010-2013. At the edge of what is possible?  ","BMC Medical Imaging","1471-2342",1,"http://dx.doi.org/10.1186/s12880-015-0073-0",1581.41
2016,"UiT","University of Tromsø - The Arctic University of Norway","Preventing Alcohol Use with a Universal School-Based Intervention: Results from an Effectiveness Study","BMC Public Health","1471-2458",1,"http://dx.doi.org/10.1186/s12889-015-1704-7",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Randomized trial of a novel game-based appointment system for a university hospital venereology unit: Study Protocol","BMC Medical Research Methodology","1471-2288",1,"http://dx.doi.org/10.1186/s12911-015-0143-9",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Cardiovascular Health and the Modifiable Burden of Incident Myocardial Infarction. The Tromsø Study  ","BMC Public Health","1471-2458",1,"http://dx.doi.org/10.1186/s12889-015-1573-0",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Institutional challenges for effective governance of consumptive wildlife tourism Case studies of marine angling tourism in Iceland and Norway","Maritime Studies","1872-7859",1,"http://dx.doi.org/10.1186/s40152-015-0021-1",839.83
2016,"UiT","University of Tromsø - The Arctic University of Norway","The intensity of horizontal and vertical search in a diving forager: the harbour seal","Movement Ecology","2051-3933",1,"http://dx.doi.org/10.1186/s40462-015-0042-9",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Co-cultivation and transcriptome sequencing of two co-existing fish pathogens Moritella viscosa and Aliivibrio wodanis.","BMC Genomics","1471-2164",1,"http://dx.doi.org/10.1186/s12864-015-1669-z",1597.74
2016,"UiT","University of Tromsø - The Arctic University of Norway","Lost in Translation? A Case-study of the Travel of Lean thinking in a Hospital     ","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/s12913-015-1081-z",1581.41
2016,"UiT","University of Tromsø - The Arctic University of Norway","Test-retest reliability of self-reported information on diabetes diagnosis in the Norwegian Women and Cancer (NOWAC) Study","SAGE Open Medicine","1756-0500",1,"http://dx.doi.org/10.1177/2050312115622857",696.89
2016,"UiT","University of Tromsø - The Arctic University of Norway","Early intervention influences positively Quality of Life as reported by prematurely born children and their parents at age nine; a randomized controlled trial.","Health and Quality of Life Outcomes","1477-7525",1,"http://dx.doi.org/10.1186/s12955-015-0221-9",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Highly overlapping winter diet in two sympatric lemming species revealed by DNA metabarcoding","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0115335",1343.01
2016,"UiT","University of Tromsø - The Arctic University of Norway","The autoinducer synthases LuxI and AinS are responsible for temperature- dependent AHL production in the fish pathogen Aliivibrio salmonicida","BMC Microbiology ","1471-2180",1,"http://dx.doi.org/10.1186/s12866-015-0402-z",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","High progesterone receptor expression in prostate cancer is associated with clinical failure.","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0116691",1387.85
2016,"UiT","University of Tromsø - The Arctic University of Norway","Crystal structure of the DNA polymerase III beta subunit (beta-clamp) from the extremophile Deinococcus radiodurans.","BMC structural biology","1472-6807",1,"http://dx.doi.org/10.1186/s12900-015-0032-6",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","MutT from the fish pathogen Aliivibrio salmonicida is a cold active nucleotide pool sanitization enzyme with an unexpected high thermostability   ","FEBS Open Bio","2211-5463",1,"http://dx.doi.org/10.1016/j.fob.2015.01.006",1427.52
2016,"UiT","University of Tromsø - The Arctic University of Norway","General practitioners’ altered preferences for private practice vs. salaried positions: A consequence of proposed policy regulations? ","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/s12913-015-0777-4",1601.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","EFFECTS OF ASYMMETRIC NUCLEAR INTROGRESSION, MITOCHONDRIAL SWEEP, AND PURIFYING SELECTION ON PHYLOGENETIC RECONSTRUCTION AND DIVERGENCE ESTIMATES IN THE PACIFIC CLADE OF LOCUSTELLA WARBLERS","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0122590",1368.4
2016,"UiT","University of Tromsø - The Arctic University of Norway","Ethnic discrimination and health: The relationship between experienced ethnic discrimination and multiple health domains in Norway’s rural Sami population.","International Journal of Circumpolar Health","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.25125",580.16
2016,"UiT","University of Tromsø - The Arctic University of Norway","When should acute exacerbations of COPD be treated with systemic corticosteroids and antibiotics in primary care: a systematic review of current COPD guidelines.","Primary Care Respiratory Medicine","2055-1010",1,"10.1038/npjpcrm.2015.2",1475.98
2016,"UiT","University of Tromsø - The Arctic University of Norway","Chitosan in mucoadhesive drug delivery: Local vaginal therapy","Marine Drugs","1660-3397",1,"http://dx.doi.org/10.3390/md13010222",1834.13
2016,"UiT","University of Tromsø - The Arctic University of Norway","Undesirable financial effects of head and neck cancer radiotherapy during the initial treatment period","International Journal of Circumpolar Health","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.26686",580.16
2016,"UiT","University of Tromsø - The Arctic University of Norway","Knowledge transfer in the field of parental mental illness. Objectives, effective strategies, indicators of success, and sustainability","International Journal of Mental Health Systems","1752-4458",1,"http://dx.doi.org/10.1186/1752-4458-9-6",1885.5
2016,"UiT","University of Tromsø - The Arctic University of Norway","Under the snow: a new camera trap opens the white box of subnivean ecology","Remote Sensing in Ecology and Conservation","2056-3485",1,"http://dx.doi.org/10.1002/rse2.2",2404.4
2016,"UiT","University of Tromsø - The Arctic University of Norway","Analgesic use in a Norwegian general population: change over time and high-risk use. The Tromsø Study.","BMC Pharmacology & Toxicology","2050-6511",1,"http://dx.doi.org/10.1186/s40360-015-0016-y",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Polar front associated variation in prokaryotic community structure in Arctic shelf seafloor","Frontiers in Microbiology","1664-302X",1,"http://dx.doi.org/10.3389/fmicb.2015.00017",1224.19
2016,"UiT","University of Tromsø - The Arctic University of Norway","Prevalence of self-reported stomach symptoms after consuming milk among indigenous Sami and non-Sami in Northern and Mid Norway – the SAMINOR study","International Journal of Circumpolar Health","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.25762",580.16
