ID,Title,Type,Language,PrimarySubject,Status,PublisherName,PublisherIdentifier,PublicationPlace,LicenseAgreement,Binding,RoundName,EUR Price,UnlatchingDate,LicenseURL,PublicationDate,IsbnHardback,IsbnPaperback,IsbnEpdf,IsbnEpub,Doi
73,The Insistence of Art,book,en,Philosophy,unlatched,Fordham University Press,,New York,=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by,",2016-11-01,9780823275731,,9780823275809,,
388,The Jazz Republic,book,en,History,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-11,"cc-by-nc-nd,",2017-04-03,9780472073405,,,,
713,The Learning Economy and the Economics of Hope,book,en,Economics,unlatched,Anthem Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-nc-sa,",2016-12-01,9781783085965,,,,
717,The Middle Included,book,en,Philosophy,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-11,"cc-by-nc-nd,",2016-12-15,9780810134010,,9780810134027,,
591,The Nile,book,en,History,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-04-20,"cc-by-nc-nd,",2017-01-31,,9783837636154,9783839436158,,
410,Theologies of Childhood and the Children of Africa,book,en,Theology,unlatched,AOSIS,,South Africa,=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-04-08,"cc-by-nc,",2017-03-31,,9781928396109,,,
80,"""The Only True People""",book,en,Archaeology,unlatched,University Press of Colorado,,United States,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-17,"cc-by-nc-nd,",2017-02-01,9781607325666,,9781607325673,9781607327219,
738,The Peacebuilding Puzzle,book,en,Political Science,unlatched,Cambridge University Press,,"Cambridge, UK",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-04-27,"cc-by-nc-nd,",2016-12-15,9781107169319,,9781316718513,,10.1017/9781316718513
49,The Politics of Vaccination,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-03-16,9781526110886,,9781526110916,,
418,The Power of Systems,book,en,History,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-04-13,"cc-by-nc-nd,",2016-11-15,9781501703188,,,,
53,The Profit Doctrine,book,en,Economics,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2016-12-20,9780745335865,,9781783719938,,
165,The Qur'an Seminar Commentary,book,en,Theology,unlatched,De Gruyter,,Berlin,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2016-11-11,9783110444797,,9783110445909,,
263,The Roots of Respect,book,en,Philosophy,unlatched,De Gruyter,,Berlin / Boston,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-06-03,"cc-by-nc-nd,",2017-04-10,9783110448139,,9783110526288,,
79,"""The Touch of Civilization""",book,en,History,unlatched,University Press of Colorado,,United States,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-23,"cc-by-nc-nd,",2017-01-02,9781607325499,,9781607325505,9781607327257,
3682,The Uncanny Child in Transnational Cinema,book,en,Media and Communications,unlatched,Amsterdam University Press,,"Amsterdam, Netherlands",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2019-02-02,"cc-by-nc-nd,",2017-04-30,9789462986510,,9789048537792,,10.5117/9789462986510
142,The Unmaking of Home in Contemporary Art,book,en,Media and Communications,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-05,"cc-by-nc-nd,",2017-04-30,9781442649828,,9781487514679,,
291,The Web as History,book,en,Media and Communications,unlatched,UCL Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-18,"cc-by,",2017-04-03,9781911307426,,9781911307563,,
70,The Weight of Love,book,en,Theology,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by,",2016-12-01,9780823272129,,,,
275,Thinking Literature across Continents,book,en,Literature,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2016-12-02,9780822361541,,9780822373698,,
716,Third-Generation Holocaust Representation,book,en,Literature,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-11,"cc-by-nc-nd,",2017-01-15,9780810134102,,9780810134119,,
52,Toussaint Louverture,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-03-20,9780745335155,,9781786800282,,
423,Transnational Japan in the Global Environmental Movement,book,en,History,unlatched,University of Hawai'i / Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-04-08,"cc-by-nc-nd,",2017-03-31,9780824867133,,9780824874384,9780824879730,
377,Unbecoming Cinema ,book,en,Media and Communications,unlatched,Intellect,,Bristol,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-06-03,"cc-by,",2017-04-28,9781783207756,,9781783207763,,
55,Using Gramsci,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2016-11-01,9780745335698,,9781786800077,,
77,War Pictures,book,en,History,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-04-08,"cc-by,",2017-04-01,9780823275748,,,,
712,Water Security in the Middle East,book,en,Political Science,unlatched,Anthem Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-01-02,9781783085668,,,,
278,We Dream Together,book,en,History,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2016-12-09,9780822362173,,9780822373766,,
317,"What Do Science, Technology, and Innovation Mean from Africa? ",book,en,Sociology,unlatched,The MIT Press,,"Cambridge, Massachusetts",=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-06-27,"cc-by-nc,",2017-04-30,,9780262533904,,,
41,Women in Mongol Iran,book,en,History,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-04-08,"cc-by-nc,",2017-03-31,9781474415477,,9781474423403,,
137,Writing Beloveds,book,en,Literature,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-17,"cc-by-nc-nd,",2016-11-21,9781487500771,,9781487514716,,
145,Writing the Yugoslav Wars,book,en,Literature,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-17,"cc-by-nc-nd,",2017-01-09,9781442629547,,9781487514693,,
157,Zionist Israel and the Question of Palestine,book,en,History,unlatched,De Gruyter Oldenbourg,,Berlin,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2016-11-07,9783110496635,,9783110498806,,
680,Academic E-Books,book,en,Information Science,unlatched,Purdue University Press,,USA,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2015-12-15,,9781557537270,9781557538949,9781612494296,
333,A Certain Age,book,en,History,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2010-03-01,9780822346852,,9780822392682,,
435,A Companion to Philosophy in Australia and New Zealand (Second Edition),book,en,Philosophy,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc-nd,",2014-04-01,,9781921867712,9781925495263,,
363,A Flourishing Practice?,book,en,Philosophy,unlatched,Royal College of General Practitioners (RCGP),,London,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-03-23,"cc-by-nc-nd,",2014-09-30,,9780850843538,9780850843903,,
274,A Foreign Affair,book,en,Media and Communications,unlatched,Berghahn Books,,New York,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-05-18,"cc-by-nc-nd,",2008-04-01,9781845454180,,9781785334757,,
425,After Confucius,book,en,Philosophy,unlatched,University of Hawai'i / Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-23,"cc-by-nc-nd,",2005-01-31,9780824828424,,9780824873998,,
48,A History of Anthropology,book,en,Anthropology,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2013-05-10,9780745333533,,9781849649186,,
535,Alternative Economies and Spaces,book,en,Economics,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2013-12-15,,9783837624984,9783839424988,,
265,Ambivalent Encounters,book,en,Anthropology,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2012-12-01,9780813554075,,9780813554082,,
307,American Creoles,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-05-25,9781846317538,,9781781386095,,
47,Anthropology's World,book,en,Anthropology,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2010-07-06,9780745330488,,9781849645652,,
335,Anthropology Without Informants,book,en,Archaeology,unlatched,University Press of Colorado,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2009-05-31,9780870819476,,9781607327066,,
397,Architecture and Modern Literature,book,en,Literature,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2012-04-02,9780472071715,,,,
331,Art from a Fractured Past,book,en,History,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2013-11-01,9780822355151,,9780822377467,,
437,Asia Pacific Education,book,en,Languages,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2012-08-01,,9781921867408,9781921867415,,
379,Authority and Performance,book,en,Classics,unlatched,Vandenhoeck & Ruprecht,,Göttingen,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2015-08-19,9783525208687,,9783666208683,,
269,Awesome Families,book,en,Sociology,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2005-11-01,9780813536637,,9780813540979,,
458,Becoming Muslim in Imperial Russia,book,en,History,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2014-09-04,9780801452314,,9780801454769,,
325,Borderland Lives in Northern South Asia,book,en,History,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2014-03-03,9780822355427,,9780822377306,,
527,Borders and Border Regions in Europe,book,en,Political Science,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2013-06-15,,9783837624427,9783839424421,,10.14361/transcript.9783839424421
426,Bringing the World Home,book,en,Literature,unlatched,University of Hawai'i / Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-23,"cc-by-nc-nd,",2005-03-31,9780824828387,,9780824874018,,
292,Burdened By Race,book,en,History,unlatched,UCT Press,,"Cape Town, South Africa",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-27,"cc-by-nc-nd,",2009-02-11,,9781919895147,9781920499426,,
696,Central Banking at a Crossroads,book,en,Economics,unlatched,Anthem Press,,London,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2014-12-01,9781783083046,,,,
204,Childhood in the Middle Ages and the Renaissance,book,en,Literature,unlatched,De Gruyter,,Berlin/Boston,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2005-07-18,9783110184211,,9783110895445,,
684,Cinema at the End of Empire,book,en,Media and Communications,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2005-01-01,9780822337805,,9780822387749,,
558,City of Crisis,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2015-08-15,,9783837628425,9783839428429,,
456,City of Strangers,book,en,Anthropology,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc-nd,",2010-07-02,9780801448829,9780801476020,9780801462207,9780801462191,
375,Climate Change as a Threat to Peace,book,en,Political Science,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-27,"cc-by-nc-nd,",2015-02-12,9783631662236,,9783653052053,,
336,Coal in Our Veins,book,en,History,unlatched,Utah State University Press,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2012-06-10,9780874218633,,9780874218657,9781607327073,
671,Colonial Systems of Control,book,en,Sociology,unlatched,University of Ottawa Press / Les Presses de l’Université d’Ottawa,,Ottawa,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2008-04-18,9780776606668,,9780776617497,,
303,Comprehending Columbine,book,en,Sociology,unlatched,Temple University Press,,Philadelphia,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2007-02-01,9781592134908,,,,
337,"Confronting the ""Good Death""",book,en,History,unlatched,University Press of Colorado,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2005-10-15,9780870818097,,9781607327080,,
366,Connecting Grammaticalisation,book,en,Linguistics,unlatched,John Benjamins Publishing Company,,Amsterdam & Philadelphia,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2011-12-21,9789027215758,,9789027284136,,
308,Contagion and Enclaves,book,en,History,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-11-20,9781846318290,,9781781386361,,
421,Contemporary Australian Literature,book,en,Literature,unlatched,Sydney University Press,,Sydney,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-03-17,"cc-by-nc-nd,",2015-12-01,,9781743324363,9781743324783,,
330,Contemporary Carioca,book,en,Music,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2012-03-01,9780822351412,,9780822394884,,
181,Contemporary Jewish Reality in Germany and Its Reflection in Film,book,en,History,unlatched,De Gruyter,,Berlin/Boston,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-12-06,9783110265125,,9783110265132,,
184,Corporate Memory,book,en,Information Science,unlatched,K. G. Saur,,Berlin,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2005-05-20,9783598243714,,9783598440113,,
328,Cosmopolitan Archeologies,book,en,Archaeology,unlatched,Duke University Press,,Durham NC,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2009-03-02,9780822344322,9780822344322,9780822392422,,
305,Creolizing Europe,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2015-06-25,9781781381717,,9781781384633,,
596,Crowd Scenes,book,en,Media and Communications,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by,",2008-04-30,9780823229017,,,,
481,Cultural History in Europe,book,en,History,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2011-09-15,,9783837617245,9783839417249,,
91,Cultural Revolutions,book,en,Philosophy,unlatched,Penn State University Press,,"University Park, PA",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-18,"cc-by-nc-nd,",2005-04-01,9780271025247,,9780271030241,,
724,Data Information Literacy,book,en,Information Science,unlatched,Purdue University Press,,USA,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2015-01-15,,9781557536969,9781557538987,9781612493527,
120,Destruction and Human Remains,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-06-16,"cc-by-nc-nd,",2014-09-30,9780719096020,,9781526125002,,
632,Dionysos in Archaic Greece,book,en,Classics,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2006-01-01,9789004144453,,9789047418825,,
735,Disability and Poverty,book,en,Sociology,unlatched,Policy Press,,"Bristol, UK",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc,",2011-05-31,9781847428851,,,,
313,Disability Studies and Spanish Culture,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2013-03-19,9781846318702,,9781781386415,,
737,Disputing Citizenship,book,en,Sociology,unlatched,Policy Press,,"Bristol, UK",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc,",2014-01-27,9781447312529,,,,
517,Does War Belong in Museums?,book,en,History,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2013-02-15,,9783837623062,9783839423066,,
630,Early Buddhist Transmission and Trade Networks,book,en,Theology,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2011-01-01,9789004181595,,9789004194588,,
396,Early Start,book,en,Political Science,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2013-04-01,9780472118724,,,,
339,Embracing Watershed Politics,book,en,Political Science,unlatched,University Press of Colorado,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2008-06-30,9780870819094,,9781607327097,,
474,Emerging Bodies,book,en,Music,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2011-10-15,,9783837615968,9783839415962,,
221,Emotional Minds,book,en,Philosophy,unlatched,De Gruyter,,Berlin/Boston,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-07-16,9783110260908,,9783110260922,,
340,Encounter with the Plumed Serpent,book,en,Anthropology,unlatched,University Press of Colorado,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2007-04-30,9780870818684,,9781607327103,,
119,Enthusiast!,book,en,Literature,unlatched,Manchester University Press,,Manchester,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-05-05,"cc-by-nc-nd,",2007-09-01,9780719074288,9780719095849,9781526125118,,
374,"E-Political Socialization, the Press and Politics",book,en,Political Science,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2014-05-26,9783631628348,,9783653019711,,
299,Escaping Poverty,book,en,Economics,unlatched,V&R unipress,,Göttingen,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by,",2013-10-23,9783847101680,,,,
564,Ethnicity as a Political Resource,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2015-08-15,,9783837630138,9783839430132,,
614,Ethnographica Moralia,book,en,Anthropology,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by,",2008-06-16,9780823228867,,,,
526,Fashion Myths,book,en,Philosophy,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2013-09-15,,9783837624373,9783839424377,,
449,Father of Persian Verse,book,en,Literature,unlatched,Leiden University Press,,Leiden,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-03-18,"cc-by-nc-nd,",2010-01-01,,9789087280925,9789087282851,,doi.org/10.24415/9789087280925
508,Feminist Media,book,en,Media and Communications,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2012-09-15,,9783837621570,9783839421574,,
92,Feudal America,book,en,History,unlatched,Penn State University Press,," University Park, PA",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-18,"cc-by-nc-nd,",2011-01-28,9780271037813,,,,
424,Fighting Nature,book,en,History,unlatched,Sydney University Press,,Sydney,=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc-nd,",2015-12-31,,9781743324301,9781743325001,,
434,First Blood,book,en,Sociology,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-27,"cc-by-nc-nd,",2015-12-31,,9781925377040,9781876924836,,
315,French Cycling,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-11-21,9781846318351,,9781781386590,,
90,Friendship and Politics in Post-Revolutionary France,book,en,History,unlatched,Penn State University Press,,"University Park, PA",=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-18,"cc-by-nc-nd,",2014-01-02,9780271061924,,,,
550,From Mutual Observation to Propaganda War,book,en,History,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2014-03-15,,9783837626421,9783839426425,,
387,Gaze Regimes,book,en,Media and Communications,unlatched,Wits University Press,,Johannesburg,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2005-07-12,9781868148561,9781868148561,9781868146888,,
525,Gender in Science and Technology,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2016 Backlist Collection,1981,2017-04-21,"cc-by-nc-nd,",2013-12-15,,9783837624342,9783839424346,,
268,Genocide as Social Practice,book,en,Political Science,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2014-05-14,9780813563183,,9780813563190,,
750,Globalization and Capitalist Geopolitics,book,en,Economics,unlatched,Taylor & Francis,,Abingdon,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-18,"cc-by-nc-nd,",2015-07-13,9780415745055,,9781315798165,,
342,"Go East, Young Man",book,en,History,unlatched,Utah State University Press,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2011-10-20,9780874218091,,9780874218114,9781607327110,
628,Greek Medicine from Hippocrates to Galen,book,en,Classics,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2012-01-01,9789004208599,,9789004232549,,
189,Grey Literature in Library and Information Studies,book,en,Information Science,unlatched,K. G. Saur,,Berlin,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2010-09-17,9783598117930,,9783598441493,,
238,"Health, Rights and Dignity",book,en,Philosophy,unlatched,De Gruyter,,Berlin/Boston,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2010-12-09,9783110319262,,9783110319712,,
177,Holocaust Denial,book,en,History,unlatched,De Gruyter,,Berlin/Boston,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-31,"cc-by-nc-nd,",2012-09-14,9783110288148,,9783110288216,,
128,Humanitarian Intervention in the Long Nineteenth Century,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-05-05,"cc-by-nc-nd,",2015-06-01,9780719089909,,9780719098598,,
127,Human Remains and Identification,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-06-16,"cc-by-nc-nd,",2015-07-01,9780719097560,,9781526125019,,
124,Human Remains and Mass Violence,book,en,Sociology,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-06-16,"cc-by-nc-nd,",2014-12-30,9780719096501,,9781526125026,,
649,Human Rights and the Environment,book,en,Political Science,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2011-01-01,9789004188648,,9789004189935,,
304,"Hybridity, or the Cultural Logic of Globalization",book,en,Media and Communications,unlatched,Temple University Press,,Philadelphia,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-08,"cc-by-nc-nd,",2006-06-01,9781592131433,,,,
346,"Indians and Mestizos in the ""Lettered City""",book,en,History,unlatched,University Press of Colorado,,USA,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2010-06-15,9781607320180,,9781607320197,9781607327127,
130,In Search of Social Democracy,book,en,Political Science,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-05-05,"cc-by-nc-nd,",2009-09-01,9780719079207,,9781526125095,,
367,Integrating Gestures,book,en,Linguistics,unlatched,John Benjamins Publishing Company,,Amsterdam & Philadelphia,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-03-10,"cc-by-nc-nd,",2011-06-30,9789027228451,,9789027287205,,
636,International Law and Sexual Violence in Armed Conflicts,book,en,Political Science,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2016 Backlist Collection,1981,2017-04-13,"cc-by-nc,",2012-01-01,9789004202627,,9789004227224,,
